https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REP,Volume BTC
1663459200,2022-09-18 00:00:00,REP/BTC,0.0003761,0.0003761,0.0003761,0.0003761,0.0453,0.00001703733
1663372800,2022-09-17 00:00:00,REP/BTC,0.0003713,0.000377,0.0003692,0.000376,26.0751,0.00976585279
1663286400,2022-09-16 00:00:00,REP/BTC,0.0003714,0.0003898,0.0003698,0.0003747,27.6871,0.0105163149
1663200000,2022-09-15 00:00:00,REP/BTC,0.0003761,0.0003848,0.0003682,0.0003734,78.0492,0.02952072904
1663113600,2022-09-14 00:00:00,REP/BTC,0.0003783,0.0003794,0.0003691,0.000373,15.5267,0.00583704659
1663027200,2022-09-13 00:00:00,REP/BTC,0.0003733,0.0003885,0.000354,0.0003803,1132.1266,0.41790604497
1662940800,2022-09-12 00:00:00,REP/BTC,0.0003841,0.0003841,0.0003662,0.0003691,226.2757,0.08418080165
1662854400,2022-09-11 00:00:00,REP/BTC,0.0003762,0.0003929,0.0003716,0.0003846,57.574,0.02211913974
1662768000,2022-09-10 00:00:00,REP/BTC,0.0003845,0.0003847,0.0003741,0.0003771,48.6345,0.01828296839
1662681600,2022-09-09 00:00:00,REP/BTC,0.0004143,0.000424,0.0003783,0.0003823,113.7102,0.0453492017
1662595200,2022-09-08 00:00:00,REP/BTC,0.0003905,0.0004596,0.0003894,0.0004141,799.6507,0.33349357018
1662508800,2022-09-07 00:00:00,REP/BTC,0.0003894,0.0003938,0.0003824,0.0003917,127.0479,0.04943770231
1662422400,2022-09-06 00:00:00,REP/BTC,0.0003927,0.0003949,0.0003875,0.0003891,7.154,0.00280603625
1662336000,2022-09-05 00:00:00,REP/BTC,0.0003925,0.0003949,0.0003855,0.0003949,42.2912,0.01664972944
1662249600,2022-09-04 00:00:00,REP/BTC,0.0003889,0.0003921,0.0003865,0.0003919,18.2456,0.00711577479
1662163200,2022-09-03 00:00:00,REP/BTC,0.0003864,0.0003913,0.0003824,0.0003882,7.9877,0.00310993205
1662076800,2022-09-02 00:00:00,REP/BTC,0.0003872,0.0003876,0.0003794,0.0003859,14.5364,0.00560838152
1661990400,2022-09-01 00:00:00,REP/BTC,0.0003955,0.0004052,0.0003798,0.0003867,130.9775,0.05208677977
1661904000,2022-08-31 00:00:00,REP/BTC,0.0003876,0.0003894,0.000381,0.0003887,3.0472,0.00117335263
1661817600,2022-08-30 00:00:00,REP/BTC,0.0003853,0.000397,0.0003795,0.0003859,180.1764,0.07038266341
1661731200,2022-08-29 00:00:00,REP/BTC,0.0003899,0.000398,0.0003727,0.0003866,184.5312,0.07173574072
1661644800,2022-08-28 00:00:00,REP/BTC,0.0003805,0.0003859,0.0003754,0.0003825,16.5593,0.00631199518
1661558400,2022-08-27 00:00:00,REP/BTC,0.0003714,0.0003807,0.0003691,0.0003793,14.1158,0.0052609699
1661472000,2022-08-26 00:00:00,REP/BTC,0.00038,0.0004073,0.0003677,0.0003747,680.4926,0.26048222878
1661385600,2022-08-25 00:00:00,REP/BTC,0.0003706,0.0003744,0.0003651,0.0003738,21.0415,0.00775277306
1661299200,2022-08-24 00:00:00,REP/BTC,0.000365,0.0003704,0.0003613,0.0003673,6.3972,0.00235008659
1661212800,2022-08-23 00:00:00,REP/BTC,0.0003623,0.0003642,0.0003547,0.0003642,28.431,0.01027781908
1661126400,2022-08-22 00:00:00,REP/BTC,0.0003642,0.0003652,0.00035,0.00036,19.933,0.00706204286
1661040000,2022-08-21 00:00:00,REP/BTC,0.0003654,0.0003673,0.0003602,0.0003655,5.4775,0.00199418438
1660953600,2022-08-20 00:00:00,REP/BTC,0.0003696,0.000371,0.0003624,0.0003657,3.5386,0.00130055669
1660867200,2022-08-19 00:00:00,REP/BTC,0.0003755,0.0003783,0.0003534,0.0003706,271.285,0.09950165907
1660780800,2022-08-18 00:00:00,REP/BTC,0.0003824,0.0003842,0.0003751,0.0003791,14.8299,0.00566533233
1660694400,2022-08-17 00:00:00,REP/BTC,0.0003818,0.0003897,0.000373,0.0003782,64.4113,0.02458822652
1660608000,2022-08-16 00:00:00,REP/BTC,0.0003848,0.0003916,0.0003732,0.0003818,160.9228,0.06142729592
1660521600,2022-08-15 00:00:00,REP/BTC,0.0003829,0.000388,0.000377,0.00038,131.0041,0.04978746335
1660435200,2022-08-14 00:00:00,REP/BTC,0.0003933,0.0003976,0.0003854,0.0003861,60.6728,0.02359964512
1660348800,2022-08-13 00:00:00,REP/BTC,0.0003974,0.0004,0.0003854,0.0004,61.2209,0.02385092965
1660262400,2022-08-12 00:00:00,REP/BTC,0.000392,0.0004,0.0003822,0.0003885,92.1028,0.03599947577
1660176000,2022-08-11 00:00:00,REP/BTC,0.0003753,0.00039,0.0003667,0.0003889,19.864,0.00748269085
1660089600,2022-08-10 00:00:00,REP/BTC,0.0003788,0.0003797,0.0003682,0.0003749,131.9301,0.04960570359
1660003200,2022-08-09 00:00:00,REP/BTC,0.0003761,0.0003898,0.0003684,0.0003706,44.8749,0.01676619282
1659916800,2022-08-08 00:00:00,REP/BTC,0.0003844,0.0003844,0.0003719,0.0003761,54.8444,0.02065172086
1659830400,2022-08-07 00:00:00,REP/BTC,0.0003854,0.0003864,0.0003805,0.0003837,7.5554,0.00289545027
1659744000,2022-08-06 00:00:00,REP/BTC,0.0003802,0.0003868,0.0003795,0.0003857,2.8557,0.00109325905
1659657600,2022-08-05 00:00:00,REP/BTC,0.0003808,0.0003835,0.0003755,0.000382,34.7055,0.01311772054
1659571200,2022-08-04 00:00:00,REP/BTC,0.0003713,0.0003816,0.0003682,0.0003805,54.7809,0.02038259856
1659484800,2022-08-03 00:00:00,REP/BTC,0.0003701,0.0003719,0.0003644,0.000371,7.0318,0.00258205679
1659398400,2022-08-02 00:00:00,REP/BTC,0.0003907,0.0003984,0.0003669,0.0003728,542.0584,0.20308044903
1659312000,2022-08-01 00:00:00,REP/BTC,0.0003725,0.0004376,0.0003725,0.0003866,316.1544,0.1303821875
1659225600,2022-07-31 00:00:00,REP/BTC,0.0003612,0.0003793,0.0003568,0.0003738,248.3916,0.09003039248
1659139200,2022-07-30 00:00:00,REP/BTC,0.0003589,0.0003643,0.0003507,0.0003638,108.2959,0.03893063493
1659052800,2022-07-29 00:00:00,REP/BTC,0.0003634,0.0003815,0.0003526,0.0003605,5982.9596,2.20467831793
1658966400,2022-07-28 00:00:00,REP/BTC,0.0003624,0.0003659,0.0003547,0.0003613,65.9514,0.02379316398
1658880000,2022-07-27 00:00:00,REP/BTC,0.0003702,0.0003703,0.000355,0.0003629,74.6211,0.02696347649
1658793600,2022-07-26 00:00:00,REP/BTC,0.0003715,0.0003803,0.0003623,0.0003721,44.3727,0.01673486057
1658707200,2022-07-25 00:00:00,REP/BTC,0.000373,0.000373,0.000361,0.0003676,18.1273,0.00663455573
1658620800,2022-07-24 00:00:00,REP/BTC,0.0003819,0.0003819,0.00037,0.0003775,5.0957,0.00191560387
1658534400,2022-07-23 00:00:00,REP/BTC,0.0003784,0.000406,0.0003724,0.0003813,335.9276,0.13176691668
1658448000,2022-07-22 00:00:00,REP/BTC,0.0003614,0.0003745,0.0003584,0.0003741,31.6735,0.01159518409
1658361600,2022-07-21 00:00:00,REP/BTC,0.0003585,0.0003656,0.0003506,0.0003656,23.0453,0.00829229746
1658275200,2022-07-20 00:00:00,REP/BTC,0.000375,0.0003916,0.0003562,0.0003607,116.1435,0.04278065668
1658188800,2022-07-19 00:00:00,REP/BTC,0.0003845,0.0003881,0.0003696,0.0003748,82.3415,0.03065479228
1658102400,2022-07-18 00:00:00,REP/BTC,0.0003922,0.0003942,0.0003799,0.0003814,70.8717,0.02710149272
1658016000,2022-07-17 00:00:00,REP/BTC,0.0003906,0.0003999,0.0003817,0.0003958,6.4322,0.00251075603
1657929600,2022-07-16 00:00:00,REP/BTC,0.0003866,0.0003897,0.0003779,0.0003858,89.8939,0.03453892902
1657843200,2022-07-15 00:00:00,REP/BTC,0.0003876,0.0003883,0.0003787,0.0003883,53.2648,0.02045198932
1657756800,2022-07-14 00:00:00,REP/BTC,0.0003897,0.0003897,0.0003786,0.000389,25.5122,0.00976385385
1657670400,2022-07-13 00:00:00,REP/BTC,0.0003979,0.0004075,0.000383,0.0003929,95.8015,0.03764496784
1657584000,2022-07-12 00:00:00,REP/BTC,0.0003884,0.0003959,0.0003834,0.0003953,5.5844,0.00216423925
1657497600,2022-07-11 00:00:00,REP/BTC,0.0003959,0.0004048,0.0003824,0.0003885,118.6773,0.04631191368
1657411200,2022-07-10 00:00:00,REP/BTC,0.0003943,0.0003958,0.0003884,0.0003938,11.6424,0.00457027389
1657324800,2022-07-09 00:00:00,REP/BTC,0.0003884,0.0003989,0.0003862,0.0003929,126.8726,0.05002808585
1657238400,2022-07-08 00:00:00,REP/BTC,0.0003867,0.0004095,0.0003774,0.000383,478.9755,0.18471240642
1657152000,2022-07-07 00:00:00,REP/BTC,0.0003964,0.0003985,0.000383,0.0003882,122.8115,0.04743842021
1657065600,2022-07-06 00:00:00,REP/BTC,0.0004054,0.0004123,0.0003944,0.000396,274.453,0.11217291137
1656979200,2022-07-05 00:00:00,REP/BTC,0.0004034,0.0004074,0.0003901,0.0003992,757.7061,0.30511924237
1656892800,2022-07-04 00:00:00,REP/BTC,0.0004172,0.0004176,0.0004034,0.0004076,60.98789476,0.024674919988936
1656806400,2022-07-03 00:00:00,REP/BTC,0.0004143,0.0004169,0.000411,0.0004147,38.48216743,0.015898378590422
1656720000,2022-07-02 00:00:00,REP/BTC,0.0004169,0.0004221,0.0004078,0.0004187,60.9365,0.02547155799
1656633600,2022-07-01 00:00:00,REP/BTC,0.0004049,0.0004231,0.0003914,0.0004231,20.96082243,0.008451450088979
1656547200,2022-06-30 00:00:00,REP/BTC,0.0004141,0.0004316,0.000393,0.0004087,699.3353786,0.287870937498198
1656460800,2022-06-29 00:00:00,REP/BTC,0.0004159,0.0004198,0.0004024,0.0004144,51.4198,0.02104727266
1656374400,2022-06-28 00:00:00,REP/BTC,0.000424,0.000424,0.0004088,0.0004153,226.1364,0.09392176762
1656288000,2022-06-27 00:00:00,REP/BTC,0.0004221,0.0004447,0.0004051,0.0004245,232.37721486,0.099618053037826
1656201600,2022-06-26 00:00:00,REP/BTC,0.0004314,0.000434,0.0004127,0.00042,66.4993,0.02808461815
1656115200,2022-06-25 00:00:00,REP/BTC,0.0004202,0.0004934,0.0004202,0.0004331,1167.94842237,0.537778492418725
1656028800,2022-06-24 00:00:00,REP/BTC,0.0004127,0.0004198,0.0004041,0.000415,103.0946,0.04271368358
1655942400,2022-06-23 00:00:00,REP/BTC,0.0004149,0.0004215,0.0004027,0.0004171,194.2759,0.08029451665
1655856000,2022-06-22 00:00:00,REP/BTC,0.0003817,0.000497,0.0003811,0.0004248,1170.2892,0.51230943956
