https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOL,Volume BTC
1663545600000.0,2022-09-19 00:00:00,SOL/BTC,0.001602,0.0016055,0.0016,0.0016025,792.8345663026521,1.2705173925
1663459200000.0,2022-09-18 00:00:00,SOL/BTC,0.0016755,0.001692,0.00159,0.001602,29576.36913857678,47.38134336
1663372800000.0,2022-09-17 00:00:00,SOL/BTC,0.0016285,0.00168325,0.00162725,0.0016755,61873.59786481648,103.6692132225
1663286400000.0,2022-09-16 00:00:00,SOL/BTC,0.00167875,0.00168325,0.00162175,0.0016285,30310.938147067856,49.3613627725
1663200000000.0,2022-09-15 00:00:00,SOL/BTC,0.001687,0.0017235,0.00163825,0.00167875,98837.28589873419,165.9230937025
1663113600000.0,2022-09-14 00:00:00,SOL/BTC,0.001635,0.0016925,0.001626,0.001687,58955.92696799052,99.458648795
1663027200000.0,2022-09-13 00:00:00,SOL/BTC,0.00167175,0.001754,0.00163425,0.001635,196523.23651376148,321.3154917
1662940800000.0,2022-09-12 00:00:00,SOL/BTC,0.00160275,0.00172975,0.0015905,0.00167175,144134.9890892777,240.95766801
1662854400000.0,2022-09-11 00:00:00,SOL/BTC,0.001619,0.0016585,0.00159225,0.00160275,34407.09677429418,55.145974355
1662768000000.0,2022-09-10 00:00:00,SOL/BTC,0.0016235,0.001643,0.00160725,0.001619,27427.193082149475,44.4046256
1662681600000.0,2022-09-09 00:00:00,SOL/BTC,0.00173975,0.00177975,0.0016105,0.0016235,201406.27922697878,326.983094325
1662595200000.0,2022-09-08 00:00:00,SOL/BTC,0.001695,0.00175725,0.00167825,0.00173975,112587.15998850409,195.87351159
1662508800000.0,2022-09-07 00:00:00,SOL/BTC,0.0016435,0.00170525,0.00163225,0.001695,154112.1809380531,261.22014669
1662422400000.0,2022-09-06 00:00:00,SOL/BTC,0.00162525,0.00171425,0.00162125,0.0016435,119663.88211439001,196.667590255
1662336000000.0,2022-09-05 00:00:00,SOL/BTC,0.00160775,0.00163275,0.0015845,0.00162525,61594.63618520228,100.10668246
1662249600000.0,2022-09-04 00:00:00,SOL/BTC,0.00156925,0.00161575,0.00156875,0.00160775,38212.74100295444,61.4365343475
1662163200000.0,2022-09-03 00:00:00,SOL/BTC,0.00156575,0.001575,0.00155225,0.00156925,13647.922730603794,21.417002745
1662076800000.0,2022-09-02 00:00:00,SOL/BTC,0.00157025,0.00158875,0.00155525,0.00156575,26906.518406514446,42.128881195
1661990400000.0,2022-09-01 00:00:00,SOL/BTC,0.00157075,0.0015785,0.0015425,0.00157025,21723.74130074829,34.1117047775
1661904000000.0,2022-08-31 00:00:00,SOL/BTC,0.001589,0.001613,0.001561,0.00157075,42308.25812191628,66.455696445
1661817600000.0,2022-08-30 00:00:00,SOL/BTC,0.001598,0.0016165,0.00156775,0.001589,38346.56472624292,60.93269135
1661731200000.0,2022-08-29 00:00:00,SOL/BTC,0.00155575,0.001604,0.00152525,0.001598,42982.00589017521,68.6852454125
1661644800000.0,2022-08-28 00:00:00,SOL/BTC,0.001573,0.001601,0.00154375,0.00155575,33066.3774819219,51.4430167675
1661558400000.0,2022-08-27 00:00:00,SOL/BTC,0.0015675,0.00159075,0.00155325,0.001573,34477.93407342657,54.2337902975
1661472000000.0,2022-08-26 00:00:00,SOL/BTC,0.001636,0.001637,0.00155125,0.0015675,155084.97234768738,243.095694155
1661385600000.0,2022-08-25 00:00:00,SOL/BTC,0.001633,0.00167725,0.0016295,0.001636,139024.8994437653,227.44473549
1661299200000.0,2022-08-24 00:00:00,SOL/BTC,0.00165725,0.0016725,0.00161975,0.001633,142250.6499112064,232.295311305
1661212800000.0,2022-08-23 00:00:00,SOL/BTC,0.00165575,0.00166875,0.001634,0.00165725,31461.096246794386,52.138901755
1661126400000.0,2022-08-22 00:00:00,SOL/BTC,0.00169475,0.00169925,0.00160725,0.00165575,53401.78547637022,88.4200063025
