https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume GUSD
1663545600000,2022-09-19 00:00:00,GUSD/BTC,4.947e-05,4.947e-05,4.899e-05,4.926e-05,0.07132848,1448.0
1663459200000,2022-09-18 00:00:00,GUSD/BTC,4.859e-05,4.953e-05,4.815e-05,4.949e-05,1.3915533017879067,28117.86829234
1663372800000,2022-09-17 00:00:00,GUSD/BTC,4.907e-05,4.942e-05,4.819e-05,4.86e-05,1.395548577710712,28714.99131092
1663286400000,2022-09-16 00:00:00,GUSD/BTC,4.917e-05,5.033e-05,4.817e-05,4.891e-05,1.3716168266692206,28043.68895255
1663200000000,2022-09-15 00:00:00,GUSD/BTC,4.812e-05,4.917e-05,4.795e-05,4.915e-05,1.3131723590144686,26717.64718239
1663113600000,2022-09-14 00:00:00,GUSD/BTC,4.715e-05,4.891e-05,4.714e-05,4.833e-05,1.1101072282649558,22969.31984823
1663027200000,2022-09-13 00:00:00,GUSD/BTC,4.458e-05,4.916e-05,4.391e-05,4.818e-05,1.2406300166804478,25749.89656871
1662940800000,2022-09-12 00:00:00,GUSD/BTC,4.609e-05,4.637e-05,4.429e-05,4.459e-05,1.2526643453249016,28092.94338024
1662854400000,2022-09-11 00:00:00,GUSD/BTC,4.61e-05,4.656e-05,4.566e-05,4.608e-05,1.30157568,28246
1662768000000,2022-09-10 00:00:00,GUSD/BTC,4.613e-05,4.692e-05,4.584e-05,4.608e-05,1.3153885160467966,28545.75772671
1662681600000,2022-09-09 00:00:00,GUSD/BTC,5.11e-05,5.13e-05,4.59e-05,4.633e-05,1.3278336863369324,28660.34289525
1662595200000,2022-09-08 00:00:00,GUSD/BTC,5.161e-05,5.24e-05,5.04e-05,5.085e-05,1.296063910125,25487.9825
1662508800000,2022-09-07 00:00:00,GUSD/BTC,5.162e-05,5.496e-05,4.984e-05,5.137e-05,1.4969783233808656,29141.10031888
1662422400000,2022-09-06 00:00:00,GUSD/BTC,4.881e-05,5.246e-05,4.835e-05,5.129e-05,1.4390420714960181,28056.97156358
1662336000000,2022-09-05 00:00:00,GUSD/BTC,4.928e-05,4.96e-05,4.837e-05,4.911e-05,1.3618578047525483,27730.76368871
1662249600000,2022-09-04 00:00:00,GUSD/BTC,4.929e-05,4.96e-05,4.92e-05,4.923e-05,1.4306292323965943,29060.11034728
1662163200000,2022-09-03 00:00:00,GUSD/BTC,4.955e-05,5.157e-05,4.843e-05,4.939e-05,1.4269748735572505,28891.97962254
1662076800000,2022-09-02 00:00:00,GUSD/BTC,4.853e-05,5.112e-05,4.811e-05,4.95e-05,1.4216370323839198,28719.94004816
1661990400000,2022-09-01 00:00:00,GUSD/BTC,4.847e-05,5.227e-05,4.819e-05,4.855e-05,1.3878587491744634,28586.17403037
1661904000000,2022-08-31 00:00:00,GUSD/BTC,4.893e-05,4.917e-05,4.735e-05,4.835e-05,1.3330097790384872,27570.00577122
1661817600000,2022-08-30 00:00:00,GUSD/BTC,4.77e-05,4.92e-05,4.692e-05,4.902e-05,1.3976693408834142,28512.22645621
