https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DEFIBEAR,Volume USDT
1663545600000.0,2022-09-19 00:00:00,DEFIBEAR/USDT,0.000293,0.00029655,0.0002914,0.0002963,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,DEFIBEAR/USDT,0.0002275,0.00029655,0.0002268,0.000293,23440207.508532424,6867.9808
1663372800000.0,2022-09-17 00:00:00,DEFIBEAR/USDT,0.0002543,0.0002587,0.00022605,0.0002275,0.0,0.0
1663286400000.0,2022-09-16 00:00:00,DEFIBEAR/USDT,0.0002473,0.0002641,0.0002307,0.0002543,4288946.91309477,1090.6792
1663200000000.0,2022-09-15 00:00:00,DEFIBEAR/USDT,0.00022525,0.0002554,0.0002195,0.0002473,232321.8762636474,57.4532
1663113600000.0,2022-09-14 00:00:00,DEFIBEAR/USDT,0.0002386,0.0002452,0.0002199,0.00022525,42945.17203107659,9.6734
1663027200000.0,2022-09-13 00:00:00,DEFIBEAR/USDT,0.00019105,0.0002406,0.0001829,0.0002386,73881568.1056161,17628.14215
1662940800000.0,2022-09-12 00:00:00,DEFIBEAR/USDT,0.0001979,0.00020595,0.0001715,0.00019105,175256.47736194715,33.48275
1662854400000.0,2022-09-11 00:00:00,DEFIBEAR/USDT,0.0001928,0.00020555,0.0001874,0.0001979,27852662.7084386,5512.04195
1662768000000.0,2022-09-10 00:00:00,DEFIBEAR/USDT,0.000199,0.0002053,0.00018785,0.0001928,29744408.195020746,5734.7219
1662681600000.0,2022-09-09 00:00:00,DEFIBEAR/USDT,0.0002408,0.0002408,0.0001858,0.000199,36253517.08542713,7214.4499
1662595200000.0,2022-09-08 00:00:00,DEFIBEAR/USDT,0.0002502,0.0002644,0.000239,0.0002408,7937416.528239203,1911.3299
1662508800000.0,2022-09-07 00:00:00,DEFIBEAR/USDT,0.000308,0.0003195,0.0002454,0.0002502,17702732.613908872,4429.2237
1662422400000.0,2022-09-06 00:00:00,DEFIBEAR/USDT,0.0002563,0.0003103,0.000233,0.000308,1929398.051948052,594.2546
1662336000000.0,2022-09-05 00:00:00,DEFIBEAR/USDT,0.0002638,0.0002772,0.0002534,0.0002563,78079.98439328912,20.0119
1662249600000.0,2022-09-04 00:00:00,DEFIBEAR/USDT,0.0002811,0.0002853,0.0002638,0.0002638,0.0,0.0
1662163200000.0,2022-09-03 00:00:00,DEFIBEAR/USDT,0.0002729,0.0002879,0.0002729,0.0002811,176917.467093561,49.7315
1662076800000.0,2022-09-02 00:00:00,DEFIBEAR/USDT,0.0002763,0.0002845,0.0002413,0.0002729,867217.6621473067,236.6637
1661990400000.0,2022-09-01 00:00:00,DEFIBEAR/USDT,0.0002867,0.0003137,0.0002745,0.0002763,0.0,0.0
1661904000000.0,2022-08-31 00:00:00,DEFIBEAR/USDT,0.0002902,0.000297,0.0002566,0.0002867,69035.57725845833,19.7925
1661817600000.0,2022-08-30 00:00:00,DEFIBEAR/USDT,0.0002653,0.0003071,0.0002537,0.0002902,3223571.6747070984,935.4805
1661731200000.0,2022-08-29 00:00:00,DEFIBEAR/USDT,0.0003439,0.0003526,0.0002616,0.0002679,6786672.004479283,1818.14943
1661644800000.0,2022-08-28 00:00:00,DEFIBEAR/USDT,0.0003115,0.0003476,0.000296,0.0003439,4687168.362896191,1611.9172
1661558400000.0,2022-08-27 00:00:00,DEFIBEAR/USDT,0.00031,0.0003267,0.0003011,0.0003115,1831852.4879614767,570.62205
1661472000000.0,2022-08-26 00:00:00,DEFIBEAR/USDT,0.0002399,0.0003167,0.0002357,0.00031,15343832.258064516,4756.588
1661385600000.0,2022-08-25 00:00:00,DEFIBEAR/USDT,0.0002392,0.0002487,0.00022385,0.0002399,11657822.217590662,2796.71155
1661299200000.0,2022-08-24 00:00:00,DEFIBEAR/USDT,0.0002396,0.0002619,0.0002268,0.0002392,59007352.84280937,14114.5588
1661212800000.0,2022-08-23 00:00:00,DEFIBEAR/USDT,0.0002547,0.000274,0.0002305,0.0002396,16713992.487479132,4004.6726
1661126400000.0,2022-08-22 00:00:00,DEFIBEAR/USDT,0.0002491,0.0002878,0.0002485,0.0002547,9537294.856694149,2429.149
1661040000000.0,2022-08-21 00:00:00,DEFIBEAR/USDT,0.0002795,0.000287,0.0002388,0.0002491,33512439.181051787,8347.9486
1660953600000.0,2022-08-20 00:00:00,DEFIBEAR/USDT,0.0002745,0.0003002,0.0002468,0.0002795,3268383.5420393557,913.5132
1660867200000.0,2022-08-19 00:00:00,DEFIBEAR/USDT,0.0002116,0.0002755,0.0002082,0.0002745,9268798.907103825,2544.2853
1660780800000.0,2022-08-18 00:00:00,DEFIBEAR/USDT,0.00018905,0.0002139,0.000174,0.0002116,149682.41965973534,31.6728
1660694400000.0,2022-08-17 00:00:00,DEFIBEAR/USDT,0.00016505,0.0001926,0.0001487,0.00018905,63793444.591377944,12060.1507
1660608000000.0,2022-08-16 00:00:00,DEFIBEAR/USDT,0.00016195,0.00017035,0.00015665,0.00016505,95352538.32172069,15737.93645
1660521600000.0,2022-08-15 00:00:00,DEFIBEAR/USDT,0.00014995,0.00017055,0.0001339,0.00016195,60315175.67150355,9768.0427
1660435200000.0,2022-08-14 00:00:00,DEFIBEAR/USDT,0.00013855,0.00015325,0.00012605,0.00014995,36734409.13637879,5508.32465
1660348800000.0,2022-08-13 00:00:00,DEFIBEAR/USDT,0.0001335,0.0001394,0.00012565,0.00013855,8660309.996391194,1199.88595
1660262400000.0,2022-08-12 00:00:00,DEFIBEAR/USDT,0.0001486,0.00015505,0.00013345,0.0001335,7813756.554307117,1043.1365
1660176000000.0,2022-08-11 00:00:00,DEFIBEAR/USDT,0.00014265,0.00015185,0.00013275,0.0001486,34440043.74158815,5117.7905
1660089600000.0,2022-08-10 00:00:00,DEFIBEAR/USDT,0.00018105,0.00019505,0.00014155,0.00014265,18422911.67192429,2628.02835
1660003200000.0,2022-08-09 00:00:00,DEFIBEAR/USDT,0.0001618,0.00019085,0.0001567,0.00018105,76198845.34658934,13795.80095
