https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EURT,Volume EUR
1663545600,2022-09-19 00:00:00,EURT/EUR,0.99718,0.99718,0.99718,0.99718,50.08445,49.943211850999994
1663542000,2022-09-18 23:00:00,EURT/EUR,0.99718,0.99718,0.99718,0.99718,50.07798,49.93676009639999
1663538400,2022-09-18 22:00:00,EURT/EUR,0.99744,0.99744,0.99744,0.99744,0.00000,0.0
1663534800,2022-09-18 21:00:00,EURT/EUR,0.99744,0.99744,0.99744,0.99744,0.00000,0.0
1663531200,2022-09-18 20:00:00,EURT/EUR,0.99744,0.99744,0.99744,0.99744,0.00000,0.0
1663527600,2022-09-18 19:00:00,EURT/EUR,0.99744,0.99744,0.99744,0.99744,0.00000,0.0
1663524000,2022-09-18 18:00:00,EURT/EUR,0.99744,0.99744,0.99744,0.99744,0.00000,0.0
1663520400,2022-09-18 17:00:00,EURT/EUR,0.99744,0.99744,0.99744,0.99744,50.12503,49.9967099232
1663516800,2022-09-18 16:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663513200,2022-09-18 15:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663509600,2022-09-18 14:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663506000,2022-09-18 13:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663502400,2022-09-18 12:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663498800,2022-09-18 11:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663495200,2022-09-18 10:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663491600,2022-09-18 09:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663488000,2022-09-18 08:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663484400,2022-09-18 07:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663480800,2022-09-18 06:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663477200,2022-09-18 05:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663473600,2022-09-18 04:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663470000,2022-09-18 03:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663466400,2022-09-18 02:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663462800,2022-09-18 01:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663459200,2022-09-18 00:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663455600,2022-09-17 23:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663452000,2022-09-17 22:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663448400,2022-09-17 21:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663444800,2022-09-17 20:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663441200,2022-09-17 19:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663437600,2022-09-17 18:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663434000,2022-09-17 17:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663430400,2022-09-17 16:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663426800,2022-09-17 15:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663423200,2022-09-17 14:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663419600,2022-09-17 13:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663416000,2022-09-17 12:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663412400,2022-09-17 11:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663408800,2022-09-17 10:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663405200,2022-09-17 09:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663401600,2022-09-17 08:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663398000,2022-09-17 07:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663394400,2022-09-17 06:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663390800,2022-09-17 05:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663387200,2022-09-17 04:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663383600,2022-09-17 03:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663380000,2022-09-17 02:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663376400,2022-09-17 01:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663372800,2022-09-17 00:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663369200,2022-09-16 23:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663365600,2022-09-16 22:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663362000,2022-09-16 21:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663358400,2022-09-16 20:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663354800,2022-09-16 19:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663351200,2022-09-16 18:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,0.00000,0.0
1663347600,2022-09-16 17:00:00,EURT/EUR,0.99719,0.99719,0.99719,0.99719,114.89262,114.5697717378
1663344000,2022-09-16 16:00:00,EURT/EUR,0.99898,0.99898,0.99898,0.99898,0.00000,0.0
1663340400,2022-09-16 15:00:00,EURT/EUR,0.99898,0.99898,0.99898,0.99898,0.00000,0.0
1663336800,2022-09-16 14:00:00,EURT/EUR,0.99898,0.99898,0.99898,0.99898,0.00000,0.0
1663333200,2022-09-16 13:00:00,EURT/EUR,0.99898,0.99898,0.99898,0.99898,0.00000,0.0
1663329600,2022-09-16 12:00:00,EURT/EUR,0.99898,0.99898,0.99898,0.99898,0.00000,0.0
1663326000,2022-09-16 11:00:00,EURT/EUR,0.99898,0.99898,0.99898,0.99898,0.00000,0.0
1663322400,2022-09-16 10:00:00,EURT/EUR,0.99898,0.99898,0.99898,0.99898,0.00000,0.0
1663318800,2022-09-16 09:00:00,EURT/EUR,0.99898,0.99898,0.99898,0.99898,0.00000,0.0
1663315200,2022-09-16 08:00:00,EURT/EUR,0.99898,0.99898,0.99898,0.99898,0.00000,0.0
1663311600,2022-09-16 07:00:00,EURT/EUR,0.99897,0.99898,0.99897,0.99898,306.95927,306.6461715446
1663308000,2022-09-16 06:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663304400,2022-09-16 05:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663300800,2022-09-16 04:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663297200,2022-09-16 03:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663293600,2022-09-16 02:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663290000,2022-09-16 01:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663286400,2022-09-16 00:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663282800,2022-09-15 23:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663279200,2022-09-15 22:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663275600,2022-09-15 21:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663272000,2022-09-15 20:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663268400,2022-09-15 19:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663264800,2022-09-15 18:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663261200,2022-09-15 17:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663257600,2022-09-15 16:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,0.00000,0.0
1663254000,2022-09-15 15:00:00,EURT/EUR,0.99951,0.99951,0.99951,0.99951,149.55847,149.4851863497
1663250400,2022-09-15 14:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663246800,2022-09-15 13:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663243200,2022-09-15 12:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663239600,2022-09-15 11:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663236000,2022-09-15 10:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663232400,2022-09-15 09:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,14.88313,14.868693363899999
1663228800,2022-09-15 08:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,50.27599,50.2272222897
1663225200,2022-09-15 07:00:00,EURT/EUR,1.00039,1.00039,1.00039,1.00039,129.94844,129.9991198916
1663221600,2022-09-15 06:00:00,EURT/EUR,0.99903,1.00039,0.99903,1.00039,371.57949,371.72440600109996
1663218000,2022-09-15 05:00:00,EURT/EUR,0.99916,0.99916,0.99912,0.99912,230.05699,229.85453984880002
1663214400,2022-09-15 04:00:00,EURT/EUR,0.99950,0.99950,0.99950,0.99950,0.00000,0.0
1663210800,2022-09-15 03:00:00,EURT/EUR,0.99950,0.99950,0.99950,0.99950,0.00000,0.0
1663207200,2022-09-15 02:00:00,EURT/EUR,0.99950,0.99950,0.99950,0.99950,0.00000,0.0
1663203600,2022-09-15 01:00:00,EURT/EUR,0.99950,0.99950,0.99950,0.99950,0.00000,0.0
1663200000,2022-09-15 00:00:00,EURT/EUR,0.99950,0.99950,0.99950,0.99950,0.00000,0.0
1663196400,2022-09-14 23:00:00,EURT/EUR,0.99950,0.99950,0.99950,0.99950,0.00000,0.0
1663192800,2022-09-14 22:00:00,EURT/EUR,0.99950,0.99950,0.99950,0.99950,0.00000,0.0
1663189200,2022-09-14 21:00:00,EURT/EUR,0.99950,0.99950,0.99950,0.99950,0.00000,0.0
1663185600,2022-09-14 20:00:00,EURT/EUR,0.99950,0.99950,0.99950,0.99950,50.27113,50.245994435
1663182000,2022-09-14 19:00:00,EURT/EUR,0.99950,0.99950,0.99950,0.99950,50.29395,50.268803025000004
1663178400,2022-09-14 18:00:00,EURT/EUR,0.99912,0.99912,0.99912,0.99912,0.00000,0.0
1663174800,2022-09-14 17:00:00,EURT/EUR,0.99912,0.99912,0.99912,0.99912,0.00000,0.0
1663171200,2022-09-14 16:00:00,EURT/EUR,0.99912,0.99912,0.99912,0.99912,0.00000,0.0
1663167600,2022-09-14 15:00:00,EURT/EUR,0.99912,0.99912,0.99912,0.99912,0.00000,0.0
1663164000,2022-09-14 14:00:00,EURT/EUR,0.99912,0.99912,0.99912,0.99912,0.00000,0.0
1663160400,2022-09-14 13:00:00,EURT/EUR,0.99912,0.99912,0.99912,0.99912,0.00000,0.0
1663156800,2022-09-14 12:00:00,EURT/EUR,0.99912,0.99912,0.99912,0.99912,0.00000,0.0
1663153200,2022-09-14 11:00:00,EURT/EUR,0.99912,0.99912,0.99912,0.99912,0.00000,0.0
1663149600,2022-09-14 10:00:00,EURT/EUR,0.99912,0.99912,0.99912,0.99912,0.00000,0.0
1663146000,2022-09-14 09:00:00,EURT/EUR,0.99912,0.99912,0.99912,0.99912,10.03508,10.0262491296
1663142400,2022-09-14 08:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663138800,2022-09-14 07:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663135200,2022-09-14 06:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663131600,2022-09-14 05:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663128000,2022-09-14 04:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663124400,2022-09-14 03:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663120800,2022-09-14 02:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663117200,2022-09-14 01:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663113600,2022-09-14 00:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663110000,2022-09-13 23:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663106400,2022-09-13 22:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663102800,2022-09-13 21:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663099200,2022-09-13 20:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663095600,2022-09-13 19:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663092000,2022-09-13 18:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663088400,2022-09-13 17:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663084800,2022-09-13 16:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663081200,2022-09-13 15:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663077600,2022-09-13 14:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663074000,2022-09-13 13:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663070400,2022-09-13 12:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663066800,2022-09-13 11:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663063200,2022-09-13 10:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663059600,2022-09-13 09:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663056000,2022-09-13 08:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663052400,2022-09-13 07:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663048800,2022-09-13 06:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663045200,2022-09-13 05:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663041600,2022-09-13 04:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663038000,2022-09-13 03:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663034400,2022-09-13 02:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663030800,2022-09-13 01:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663027200,2022-09-13 00:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663023600,2022-09-12 23:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663020000,2022-09-12 22:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663016400,2022-09-12 21:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663012800,2022-09-12 20:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663009200,2022-09-12 19:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663005600,2022-09-12 18:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1663002000,2022-09-12 17:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1662998400,2022-09-12 16:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1662994800,2022-09-12 15:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1662991200,2022-09-12 14:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1662987600,2022-09-12 13:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1662984000,2022-09-12 12:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1662980400,2022-09-12 11:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1662976800,2022-09-12 10:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1662973200,2022-09-12 09:00:00,EURT/EUR,0.99903,0.99903,0.99903,0.99903,0.00000,0.0
1662969600,2022-09-12 08:00:00,EURT/EUR,1.00001,1.00397,0.99903,0.99903,101.77694,101.6782163682
1662966000,2022-09-12 07:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662962400,2022-09-12 06:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662958800,2022-09-12 05:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662955200,2022-09-12 04:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662951600,2022-09-12 03:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662948000,2022-09-12 02:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662944400,2022-09-12 01:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662940800,2022-09-12 00:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662937200,2022-09-11 23:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662933600,2022-09-11 22:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662930000,2022-09-11 21:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662926400,2022-09-11 20:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662922800,2022-09-11 19:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662919200,2022-09-11 18:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662915600,2022-09-11 17:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662912000,2022-09-11 16:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662908400,2022-09-11 15:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
1662904800,2022-09-11 14:00:00,EURT/EUR,1.00001,1.00001,1.00001,1.00001,0.00000,0.0
