https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUKU,Volume BTC
1663459200,2022-09-18 00:00:00,SUKU/BTC,0.000004048,0.000004048,0.00000404,0.000004046,1.4209,0.0000057465678
1663372800,2022-09-17 00:00:00,SUKU/BTC,0.000004125,0.000004187,0.000003971,0.000004058,13360.5832,0.0537744115012
1663286400,2022-09-16 00:00:00,SUKU/BTC,0.000004094,0.0000042,0.000004042,0.000004125,6404.0483,0.0264520224612
1663200000,2022-09-15 00:00:00,SUKU/BTC,0.000004003,0.000004133,0.00000392,0.000004118,14084.2111,0.0561890048406
1663113600,2022-09-14 00:00:00,SUKU/BTC,0.000003962,0.000004116,0.00000392,0.000004026,12464.8974,0.0497700991826
1663027200,2022-09-13 00:00:00,SUKU/BTC,0.000003852,0.000004239,0.000003846,0.00000399,15892.5111,0.0638901179632
1662940800,2022-09-12 00:00:00,SUKU/BTC,0.000004032,0.000004087,0.000003778,0.000003876,27940.041,0.1106364968433
1662854400,2022-09-11 00:00:00,SUKU/BTC,0.000004124,0.000004124,0.000004001,0.000004046,21176.3989,0.085567092659
1662768000,2022-09-10 00:00:00,SUKU/BTC,0.000004125,0.000004346,0.000003987,0.00000412,6336.5587,0.0257963861583
1662681600,2022-09-09 00:00:00,SUKU/BTC,0.000004215,0.00000428,0.000003965,0.000004187,63111.106,0.2589010117164
1662595200,2022-09-08 00:00:00,SUKU/BTC,0.000004373,0.000004373,0.000004218,0.000004242,7561.0753,0.032348361884
1662508800,2022-09-07 00:00:00,SUKU/BTC,0.00000428,0.000004699,0.000004242,0.000004346,24819.8742,0.1072760032406
1662422400,2022-09-06 00:00:00,SUKU/BTC,0.000004466,0.000004486,0.000004194,0.000004255,6355.3981,0.0271871285547
1662336000,2022-09-05 00:00:00,SUKU/BTC,0.000004187,0.00000488,0.000004187,0.000004435,85712.2287,0.390412614949
1662249600,2022-09-04 00:00:00,SUKU/BTC,0.000004051,0.000004559,0.000004012,0.000004196,24872.2182,0.1065172941293
1662163200,2022-09-03 00:00:00,SUKU/BTC,0.000004107,0.00000411,0.000003973,0.00000404,7380.8315,0.0300353308772
1662076800,2022-09-02 00:00:00,SUKU/BTC,0.000004058,0.000004218,0.000003939,0.00000412,26034.3488,0.1058373405391
1661990400,2022-09-01 00:00:00,SUKU/BTC,0.000004218,0.000004249,0.000003969,0.00000404,8578.2565,0.03520045444
1661904000,2022-08-31 00:00:00,SUKU/BTC,0.000004461,0.000004525,0.000004131,0.000004209,94907.701,0.4081303707063
1661817600,2022-08-30 00:00:00,SUKU/BTC,0.000004461,0.000004949,0.000004359,0.000004491,90516.1332,0.4258236925642
