https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume ZEC
1663549200000,2022-09-19 01:00:00,ZEC/EUR,53.808643,54.126052,53.806089,54.126052,787.1447452283006,14.54280732
1663545600000,2022-09-19 00:00:00,ZEC/EUR,53.176043,54.089953,52.912854,53.84188,2278.620217686721,42.32059166
1663542000000,2022-09-18 23:00:00,ZEC/EUR,53.188287,53.711482,52.909573,53.194561,2380.668560606087,44.75398454
1663538400000,2022-09-18 22:00:00,ZEC/EUR,53.168712,53.242321,52.364147,53.175954,2393.93671161814,45.01915869
1663534800000,2022-09-18 21:00:00,ZEC/EUR,55.055636,55.055636,52.052519,53.154633,7316.204005579344,137.64000601
1663531200000,2022-09-18 20:00:00,ZEC/EUR,55.544004,55.546075,54.990979,55.060211,2572.7156748962793,46.72549611
1663527600000,2022-09-18 19:00:00,ZEC/EUR,55.412193,55.704331,55.320421,55.508357,2644.373172371833,47.63919012
1663524000000,2022-09-18 18:00:00,ZEC/EUR,55.529598,55.681745,55.320482,55.400983,2562.3134602053174,46.25032484
1663520400000,2022-09-18 17:00:00,ZEC/EUR,56.008215,56.008215,55.350862,55.529222,3001.9357928545014,54.06046915
1663516800000,2022-09-18 16:00:00,ZEC/EUR,56.524027,56.6003,55.77223,55.887857,2749.2028593626187,49.19141665
1663513200000,2022-09-18 15:00:00,ZEC/EUR,56.758277,57.039336,56.491631,56.520263,2185.63857021,38.67
1663509600000,2022-09-18 14:00:00,ZEC/EUR,57.458319,57.458319,56.637379,56.878774,2758.355812672474,48.49534578
1663506000000,2022-09-18 13:00:00,ZEC/EUR,57.518541,57.57117,57.399092,57.450275,2315.2460825,40.3
1663502400000,2022-09-18 12:00:00,ZEC/EUR,57.409131,57.589641,57.09306,57.535994,2722.4415622383,47.31719004
1663498800000,2022-09-18 11:00:00,ZEC/EUR,57.487606,57.48766,57.382687,57.391145,2382.8803404,41.52
1663495200000,2022-09-18 10:00:00,ZEC/EUR,57.361436,57.680893,57.361436,57.493066,2745.130349250358,47.74715527
1663491600000,2022-09-18 09:00:00,ZEC/EUR,58.468162,58.617408,57.366017,57.366017,2983.0339756753033,52.00001903
1663488000000,2022-09-18 08:00:00,ZEC/EUR,58.465531,58.601511,58.340987,58.504256,2331.3946016,39.85
1663484400000,2022-09-18 07:00:00,ZEC/EUR,58.366752,58.564681,58.336874,58.463409,2604.5448709499997,44.55
1663480800000,2022-09-18 06:00:00,ZEC/EUR,58.483792,58.621751,58.346929,58.36343,2667.208751,45.7
1663477200000,2022-09-18 05:00:00,ZEC/EUR,58.128847,58.503486,58.070288,58.503486,2570.0581399800003,43.93
1663473600000,2022-09-18 04:00:00,ZEC/EUR,58.092901,58.207947,58.058644,58.199633,2418.7767474800003,41.56
1663470000000,2022-09-18 03:00:00,ZEC/EUR,58.490769,58.490769,58.006544,58.035599,2674.04917126326,46.07601571
1663466400000,2022-09-18 02:00:00,ZEC/EUR,58.469825,58.606572,58.409043,58.430509,2840.89134758,48.62
1663462800000,2022-09-18 01:00:00,ZEC/EUR,58.352547,58.607189,58.310517,58.409338,2650.6157584400003,45.38
1663459200000,2022-09-18 00:00:00,ZEC/EUR,58.677049,58.68798,58.155621,58.4032,2615.295296,44.78
1663455600000,2022-09-17 23:00:00,ZEC/EUR,58.576041,58.798701,58.522674,58.656049,2586.761443207036,44.10050604
1663452000000,2022-09-17 22:00:00,ZEC/EUR,58.392629,58.628199,58.383759,58.601622,2305.8278226888683,39.34750855
1663448400000,2022-09-17 21:00:00,ZEC/EUR,58.448196,58.482971,58.266193,58.408683,2295.4612419,39.3
1663444800000,2022-09-17 20:00:00,ZEC/EUR,58.283269,58.484315,58.255196,58.452204,2640.61735241992,45.17566784
1663441200000,2022-09-17 19:00:00,ZEC/EUR,58.346244,58.358997,58.259157,58.266539,2336.4882139,40.1
1663437600000,2022-09-17 18:00:00,ZEC/EUR,58.420371,58.449424,58.285036,58.355445,2665.0931731500004,45.67
1663434000000,2022-09-17 17:00:00,ZEC/EUR,58.460128,58.488882,58.342653,58.377515,2604.8047192999998,44.62
1663430400000,2022-09-17 16:00:00,ZEC/EUR,57.884578,58.483502,57.849006,58.454426,2777.064415157135,47.5081975
1663426800000,2022-09-17 15:00:00,ZEC/EUR,57.76981,57.927938,57.668492,57.890683,2780.859607731115,48.03639314
1663423200000,2022-09-17 14:00:00,ZEC/EUR,57.542879,57.88012,57.52926,57.790121,2332.0288904907393,40.35341768
1663419600000,2022-09-17 13:00:00,ZEC/EUR,57.448803,57.60943,57.360222,57.543272,2720.4733301890033,47.27700104
1663416000000,2022-09-17 12:00:00,ZEC/EUR,56.94045,57.540242,56.874278,57.512908,2637.962162838688,45.86730622
1663412400000,2022-09-17 11:00:00,ZEC/EUR,57.079844,57.104016,56.845512,56.945089,2736.7809773400004,48.06
1663408800000,2022-09-17 10:00:00,ZEC/EUR,57.15028,57.192166,56.862434,57.003341,2157.00642344,37.84
1663405200000,2022-09-17 09:00:00,ZEC/EUR,57.066503,57.238669,57.020839,57.129669,2578.2697744522357,45.13013675
1663401600000,2022-09-17 08:00:00,ZEC/EUR,56.794173,57.097751,56.794173,57.039034,2602.12073108,45.62
1663398000000,2022-09-17 07:00:00,ZEC/EUR,56.831737,56.896629,56.715636,56.737144,2557.14308008,45.07
1663394400000,2022-09-17 06:00:00,ZEC/EUR,56.726914,56.884511,56.711648,56.831989,2496.06095688,43.92
1663390800000,2022-09-17 05:00:00,ZEC/EUR,57.106412,57.106412,56.707863,56.773259,2445.79199772,43.08
1663387200000,2022-09-17 04:00:00,ZEC/EUR,56.846812,57.154049,56.846812,57.070271,2491.6880318599997,43.66
1663383600000,2022-09-17 03:00:00,ZEC/EUR,56.875935,56.995249,56.803833,56.891509,2662.5226212,46.8
1663380000000,2022-09-17 02:00:00,ZEC/EUR,57.088294,57.098549,56.842142,56.84709,2403.4949652,42.28
1663376400000,2022-09-17 01:00:00,ZEC/EUR,56.848246,57.086276,56.848246,57.077629,2545.6622534000003,44.6
1663372800000,2022-09-17 00:00:00,ZEC/EUR,56.563766,57.290362,56.525425,56.819491,2623.1111517852974,46.16569254
1663369200000,2022-09-16 23:00:00,ZEC/EUR,56.4936,56.54749,56.448618,56.54749,2459.1610663156375,43.48842126
1663365600000,2022-09-16 22:00:00,ZEC/EUR,56.457151,56.525281,56.448685,56.452217,2783.65882027,49.31
1663362000000,2022-09-16 21:00:00,ZEC/EUR,56.406621,56.578704,56.295546,56.450003,2323.678171517919,41.16347295
1663358400000,2022-09-16 20:00:00,ZEC/EUR,56.266423,56.440392,56.24395,56.378744,2440.07204032,43.28
1663354800000,2022-09-16 19:00:00,ZEC/EUR,56.103496,56.420765,56.103496,56.217586,3054.6221051822577,54.33570387
1663351200000,2022-09-16 18:00:00,ZEC/EUR,55.950434,56.300628,55.820846,56.125259,2629.46838415,46.85
1663347600000,2022-09-16 17:00:00,ZEC/EUR,56.367575,56.42099,55.790589,55.952701,2555.0065547681834,45.66368574
1663344000000,2022-09-16 16:00:00,ZEC/EUR,57.36737,57.36737,55.862637,56.402568,2559.423556209697,45.37778415
1663340400000,2022-09-16 15:00:00,ZEC/EUR,57.47182,57.733151,57.113187,57.368204,2756.0529036249454,48.04147091
1663336800000,2022-09-16 14:00:00,ZEC/EUR,57.424043,57.898515,57.37234,57.628812,2429.421929920717,42.15637709
1663333200000,2022-09-16 13:00:00,ZEC/EUR,58.308694,58.480745,57.352885,57.365571,2614.1237183295525,45.56955806
1663329600000,2022-09-16 12:00:00,ZEC/EUR,58.466781,58.566057,58.224561,58.284424,2375.4100374241048,40.75548619
