https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CTX,Volume USDT
1663545600000.0,2022-09-19 00:00:00,CTX/USDT,0.77642,0.77642,0.77602,0.77602,190.0,147.4438
1663459200000.0,2022-09-18 00:00:00,CTX/USDT,0.78904,0.7983,0.77272,0.77642,60771.303418253,47184.0554
1663372800000.0,2022-09-17 00:00:00,CTX/USDT,0.79213,0.83762,0.78309,0.78904,10212.925453715909,8058.4067
1663286400000.0,2022-09-16 00:00:00,CTX/USDT,0.77874,0.80553,0.75741,0.79213,15581.945261510105,12342.9263
1663200000000.0,2022-09-15 00:00:00,CTX/USDT,0.77464,0.79662,0.76583,0.77874,28536.521688882043,22222.5309
1663113600000.0,2022-09-14 00:00:00,CTX/USDT,0.80708,0.80981,0.75019,0.77464,39349.168258804086,30481.4397
1663027200000.0,2022-09-13 00:00:00,CTX/USDT,0.80191,0.85645,0.80191,0.80708,53519.48270307776,43194.5041
1662940800000.0,2022-09-12 00:00:00,CTX/USDT,0.80554,0.82513,0.77951,0.80191,8852.02865658241,7098.5303
1662854400000.0,2022-09-11 00:00:00,CTX/USDT,0.82513,0.83956,0.79342,0.80554,19401.763289222137,15628.8964
1662768000000.0,2022-09-10 00:00:00,CTX/USDT,0.8313,0.86988,0.81069,0.82513,36660.762667700845,30249.8951
1662681600000.0,2022-09-09 00:00:00,CTX/USDT,0.80443,0.8791,0.78309,0.8313,57360.22025742812,47683.5511
1662595200000.0,2022-09-08 00:00:00,CTX/USDT,0.76625,0.815,0.75,0.80443,24048.591300672524,19345.4083
1662508800000.0,2022-09-07 00:00:00,CTX/USDT,0.78448,0.80106,0.75,0.76625,44828.40482871126,34349.7652
1662422400000.0,2022-09-06 00:00:00,CTX/USDT,0.8143,0.82181,0.77272,0.78448,54832.447481134004,43014.9584
1662336000000.0,2022-09-05 00:00:00,CTX/USDT,0.79986,0.82,0.78629,0.8143,22312.574972368904,18169.1298
1662249600000.0,2022-09-04 00:00:00,CTX/USDT,0.81005,0.81912,0.78183,0.79986,10516.129197609582,8411.4311
1662163200000.0,2022-09-03 00:00:00,CTX/USDT,0.7909,0.84482,0.78904,0.81005,14747.887044009629,11946.5259
1662076800000.0,2022-09-02 00:00:00,CTX/USDT,0.80867,0.84545,0.78747,0.7909,33508.593121760015,26501.9463
1661990400000.0,2022-09-01 00:00:00,CTX/USDT,0.82727,0.85316,0.78602,0.80867,55108.43718698604,44564.5399
1661904000000.0,2022-08-31 00:00:00,CTX/USDT,0.81207,0.86363,0.77341,0.82727,19244.102046490265,15920.0683
1661817600000.0,2022-08-30 00:00:00,CTX/USDT,0.80372,0.84545,0.78589,0.81207,15724.799093674192,12769.6376
1661731200000.0,2022-08-29 00:00:00,CTX/USDT,0.79204,0.825,0.78183,0.80372,14323.369208181955,11511.9783
1661644800000.0,2022-08-28 00:00:00,CTX/USDT,0.81238,0.82094,0.79204,0.79204,6482.320842381699,5134.2574
1661558400000.0,2022-08-27 00:00:00,CTX/USDT,0.81,0.82224,0.8,0.81238,16369.925158177208,13298.5998
1661472000000.0,2022-08-26 00:00:00,CTX/USDT,0.84999,0.86362,0.81,0.81,8608.768024691357,6973.1021
1661385600000.0,2022-08-25 00:00:00,CTX/USDT,0.83033,0.87883,0.79915,0.84999,22025.039353404158,18721.0632
1661299200000.0,2022-08-24 00:00:00,CTX/USDT,0.8784,0.89999,0.82023,0.83033,25988.380162104226,21578.9317
1661212800000.0,2022-08-23 00:00:00,CTX/USDT,0.81472,0.9,0.76902,0.8784,51685.24419398908,45400.3185
1661126400000.0,2022-08-22 00:00:00,CTX/USDT,0.85314,0.85314,0.814,0.81472,7095.847162215239,5781.1286
1661040000000.0,2022-08-21 00:00:00,CTX/USDT,0.84402,0.86363,0.82727,0.85314,5766.292167756757,4919.4545
1660953600000.0,2022-08-20 00:00:00,CTX/USDT,0.79349,0.86363,0.79,0.84402,33437.8885571432,28222.2467
1660867200000.0,2022-08-19 00:00:00,CTX/USDT,0.91745,0.91753,0.77665,0.79349,35617.9534713733,28262.4899
1660780800000.0,2022-08-18 00:00:00,CTX/USDT,0.90953,0.93629,0.83401,0.91745,40340.068341599,37009.9957
1660694400000.0,2022-08-17 00:00:00,CTX/USDT,0.96878,0.97157,0.89999,0.90953,17522.875771002608,15937.5812
1660608000000.0,2022-08-16 00:00:00,CTX/USDT,0.97386,1.00346,0.90703,0.96878,24632.163958793535,23863.1478
1660521600000.0,2022-08-15 00:00:00,CTX/USDT,1.00104,1.02726,0.94862,0.97386,27982.03653502557,27250.5861
1660435200000.0,2022-08-14 00:00:00,CTX/USDT,0.95454,1.05604,0.93637,1.00104,53228.65499880125,53284.0128
