https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUT,Volume ETH
1663545600000,2022-09-19 00:00:00,ETH/EUT,1332.1,1353.3,1329.3,1345.8,542.1336069179999,0.40283371
1663459200000,2022-09-18 00:00:00,ETH/EUT,1468.1,1468.3,1325.4,1331.9,48129.147127737,36.13570623
1663372800000,2022-09-17 00:00:00,ETH/EUT,1431.3,1475.5,1408.7,1468.2,993140.665395756,676.43418158
1663286400000,2022-09-16 00:00:00,ETH/EUT,1477.8,1488.8,1405.8,1434.4,439165.88330727204,306.16695713
1663200000000,2022-09-15 00:00:00,ETH/EUT,1638.3,1660.9,1461.5,1473.4,776141.737791866,526.76919899
1663113600000,2022-09-14 00:00:00,ETH/EUT,1578.0,1651.2,1560.8,1638.3,194246.867498757,118.56611579
1663027200000,2022-09-13 00:00:00,ETH/EUT,1695.3,1732.3,1565.1,1578.0,172533.88924853998,109.33706543
1662940800000,2022-09-12 00:00:00,ETH/EUT,1751.9,1768.7,1670.0,1695.2,76884.43441536,45.3541968
1662854400000,2022-09-11 00:00:00,ETH/EUT,1765.6,1778.8,1702.3,1751.0,139286.37241752,79.54675752
1662768000000,2022-09-10 00:00:00,ETH/EUT,1710.2,1779.4,1686.3,1765.7,778681.786853029,441.00457997
1662681600000,2022-09-09 00:00:00,ETH/EUT,1633.4,1739.6,1624.0,1701.0,579888.63608886,340.91042686
1662595200000,2022-09-08 00:00:00,ETH/EUT,1631.3,1665.5,1598.9,1633.4,22578.791604050002,13.82318575
1662508800000,2022-09-07 00:00:00,ETH/EUT,1578.4,1653.9,1510.1,1631.3,25213.355557159,15.45598943
1662422400000,2022-09-06 00:00:00,ETH/EUT,1625.4,1697.8,1571.0,1573.2,33325.508549268,21.18326249
1662336000000,2022-09-05 00:00:00,ETH/EUT,1593.4,1634.8,1568.0,1624.3,24734.632392142,15.22787194
1662249600000,2022-09-04 00:00:00,ETH/EUT,1567.1,1597.1,1547.2,1593.6,36036.926125056,22.61353296
1662163200000,2022-09-03 00:00:00,ETH/EUT,1582.4,1591.1,1541.3,1565.0,34645.11123755,22.13745127
1662076800000,2022-09-02 00:00:00,ETH/EUT,1593.8,1646.6,1554.8,1582.7,63683.805388525,40.23744575
1661990400000,2022-09-01 00:00:00,ETH/EUT,1548.4,1608.4,1525.0,1593.4,28451.488030755998,17.85583534
1661904000000,2022-08-31 00:00:00,ETH/EUT,1520.9,1614.0,1520.9,1548.8,53940.111529216,34.82703482
1661817600000,2022-08-30 00:00:00,ETH/EUT,1551.4,1604.6,1470.9,1520.2,46782.39172002,30.7738401
1661731200000,2022-08-29 00:00:00,ETH/EUT,1434.2,1561.9,1432.0,1555.3,103052.458709168,66.25889456
1661644800000,2022-08-28 00:00:00,ETH/EUT,1497.8,1518.6,1432.6,1434.4,33805.407568328,23.56762937
1661558400000,2022-08-27 00:00:00,ETH/EUT,1513.8,1526.9,1455.2,1497.9,45594.610424682,30.43902158
1661472000000,2022-08-26 00:00:00,ETH/EUT,1703.3,1703.3,1491.5,1514.6,112740.22455458799,74.43564278
1661385600000,2022-08-25 00:00:00,ETH/EUT,1660.7,1724.1,1659.3,1700.9,27491.858751203,16.16312467
1661299200000,2022-08-24 00:00:00,ETH/EUT,1670.8,1697.4,1613.6,1661.0,42581.37970559,25.63599019
1661212800000,2022-08-23 00:00:00,ETH/EUT,1634.4,1678.5,1576.7,1670.8,63222.636021447994,37.83973906
1661126400000,2022-08-22 00:00:00,ETH/EUT,1611.8,1640.3,1528.4,1636.7,43955.87413542,26.8564026
1661040000000,2022-08-21 00:00:00,ETH/EUT,1570.6,1639.5,1557.9,1613.7,69843.3307308,43.281484
1660953600000,2022-08-20 00:00:00,ETH/EUT,1604.1,1652.7,1517.7,1572.4,79731.14369304001,50.7066546
1660867200000,2022-08-19 00:00:00,ETH/EUT,1830.3,1830.3,1598.7,1601.6,65442.003618992,40.86039187
1660780800000,2022-08-18 00:00:00,ETH/EUT,1802.1,1864.6,1790.1,1829.5,56017.783242095,30.61917641
1660694400000,2022-08-17 00:00:00,ETH/EUT,1846.5,1930.7,1786.3,1802.2,101563.468531144,56.35527052
1660608000000,2022-08-16 00:00:00,ETH/EUT,1869.5,1895.1,1821.3,1845.8,42501.050360648005,23.02581556
1660521600000,2022-08-15 00:00:00,ETH/EUT,1889.6,1966.8,1834.4,1870.0,78451.6516443,41.95275489
1660435200000,2022-08-14 00:00:00,ETH/EUT,1934.1,1978.4,1858.9,1886.5,49655.951889005,26.32173437
1660348800000,2022-08-13 00:00:00,ETH/EUT,1910.9,1969.3,1896.6,1932.8,51433.530163456,26.61089102
1660262400000,2022-08-12 00:00:00,ETH/EUT,1822.9,1915.3,1800.7,1908.5,31783.05084856,16.65341936
1660176000000,2022-08-11 00:00:00,ETH/EUT,1799.0,1873.0,1797.3,1824.6,200367.014152806,109.81421361
1660089600000,2022-08-10 00:00:00,ETH/EUT,1670.4,1825.6,1623.3,1798.9,439895.19454658503,244.53565765
1660003200000,2022-08-09 00:00:00,ETH/EUT,1746.3,1755.7,1632.1,1668.2,118414.27289734801,70.98325914
1659916800000,2022-08-08 00:00:00,ETH/EUT,1673.9,1783.3,1665.8,1743.0,50838.53004909,29.167257629999998
1659830400000,2022-08-07 00:00:00,ETH/EUT,1663.0,1702.2,1639.5,1672.3,48956.733073892,29.27509004
1659744000000,2022-08-06 00:00:00,ETH/EUT,1704.9,1718.5,1657.5,1660.6,220674.36298999196,132.88833132
1659657600000,2022-08-05 00:00:00,ETH/EUT,1569.7,1710.6,1567.6,1704.8,86087.51191219999,50.49713275
1659571200000,2022-08-04 00:00:00,ETH/EUT,1593.5,1638.0,1544.2,1569.4,725616.2398231741,462.35264421
1659484800000,2022-08-03 00:00:00,ETH/EUT,1605.5,1652.0,1564.9,1593.5,90957.791458005,57.08050923
1659398400000,2022-08-02 00:00:00,ETH/EUT,1590.3,1647.2,1525.0,1606.5,173525.24595861,108.01446994
1659312000000,2022-08-01 00:00:00,ETH/EUT,1645.6,1666.1,1567.9,1588.9,205525.261020537,129.35065833
1659225600000,2022-07-31 00:00:00,ETH/EUT,1660.9,1717.2,1633.3,1649.0,242330.19134022002,146.95584678
1659139200000,2022-07-30 00:00:00,ETH/EUT,1682.3,1708.3,1640.0,1660.8,308693.23603219196,185.87020474
1659052800000,2022-07-29 00:00:00,ETH/EUT,1693.6,1732.4,1629.9,1684.2,555832.970468538,330.02788889
1658966400000,2022-07-28 00:00:00,ETH/EUT,1604.7,1752.6,1574.1,1694.0,402104.9225501,237.37008415
1658880000000,2022-07-27 00:00:00,ETH/EUT,1435.8,1611.1,1401.7,1604.5,679684.628693335,423.61148563
1658793600000,2022-07-26 00:00:00,ETH/EUT,1407.6,1432.4,1340.4,1431.2,206884.546223152,144.55320446
1658707200000,2022-07-25 00:00:00,ETH/EUT,1569.0,1579.5,1405.1,1405.1,146650.06097561397,104.36983914
1658620800000,2022-07-24 00:00:00,ETH/EUT,1517.5,1628.8,1515.6,1566.6,162545.82847822199,103.75707167
1658534400000,2022-07-23 00:00:00,ETH/EUT,1498.0,1557.5,1460.0,1519.1,60743.096135821,39.98623931
1658448000000,2022-07-22 00:00:00,ETH/EUT,1542.6,1624.2,1485.9,1508.3,202259.424906589,134.09760983
1658361600000,2022-07-21 00:00:00,ETH/EUT,1494.4,1579.1,1437.7,1542.6,242238.63114198,157.0326923
1658275200000,2022-07-20 00:00:00,ETH/EUT,1507.8,1586.7,1465.2,1494.4,431082.06502108806,288.46497927
1658188800000,2022-07-19 00:00:00,ETH/EUT,1560.4,1605.9,1470.1,1511.1,363692.26077075896,240.68047169
1658102400000,2022-07-18 00:00:00,ETH/EUT,1325.0,1570.5,1323.8,1559.1,304194.957915327,195.10933097
