https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PMON,Volume USDT
1663264800,2022-09-15 18:00:00,PMON/USDT,1.329,1.3636,1.3041,1.3568,3619.527,4899.46767579
1663261200,2022-09-15 17:00:00,PMON/USDT,1.315,1.3385,1.2954,1.3228,2118.8157,2797.6686059
1663257600,2022-09-15 16:00:00,PMON/USDT,1.3023,1.3491,1.2952,1.308,2881.6051,3797.86565001
1663254000,2022-09-15 15:00:00,PMON/USDT,1.3565,1.3565,1.2861,1.3104,5081.4006,6692.23761949
1663250400,2022-09-15 14:00:00,PMON/USDT,1.3663,1.3989,1.3215,1.3599,7435.5148,10069.19090721
1663246800,2022-09-15 13:00:00,PMON/USDT,1.3505,1.3709,1.31,1.366,6301.1556,8453.76274426
1663243200,2022-09-15 12:00:00,PMON/USDT,1.4297,1.4297,1.3503,1.3505,17894.573,25003.02210093
1663239600,2022-09-15 11:00:00,PMON/USDT,1.6,1.6859,1.43,1.43,27507.1608,42262.46845842
1663236000,2022-09-15 10:00:00,PMON/USDT,1.7621,1.9189,1.5026,1.6,60967.3998,102401.89644734
1663232400,2022-09-15 09:00:00,PMON/USDT,1.5932,2.1298,1.5841,1.7753,58186.292,108000.22047515
1663228800,2022-09-15 08:00:00,PMON/USDT,1.5198,1.5936,1.5026,1.5933,5965.8929,9331.77860102
1663225200,2022-09-15 07:00:00,PMON/USDT,1.55,1.5825,1.4824,1.5198,7136.3453,10861.26992759
1663221600,2022-09-15 06:00:00,PMON/USDT,1.7646,1.7699,1.55,1.55,22452.0549,36910.31805505
1663218000,2022-09-15 05:00:00,PMON/USDT,1.5029,1.98,1.4898,1.7646,71830.1184,120514.83278394
1663214400,2022-09-15 04:00:00,PMON/USDT,1.3926,1.7021,1.3846,1.4901,40970.6674,64039.13367975
1663210800,2022-09-15 03:00:00,PMON/USDT,1.3576,1.3992,1.341,1.3968,5460.8898,7475.15053702
1663207200,2022-09-15 02:00:00,PMON/USDT,1.3462,1.3958,1.3401,1.3617,2830.6862,3822.20485992
1663203600,2022-09-15 01:00:00,PMON/USDT,1.347,1.3518,1.34,1.3421,2999.4646,4034.96351027
1663200000,2022-09-15 00:00:00,PMON/USDT,1.38,1.4146,1.3464,1.3511,4861.7775,6636.0443736
1663196400,2022-09-14 23:00:00,PMON/USDT,1.3456,1.4104,1.3294,1.3819,10785.2903,14853.69535358
1663192800,2022-09-14 22:00:00,PMON/USDT,1.301,1.3499,1.3001,1.3499,3778.5641,4943.15081312
1663189200,2022-09-14 21:00:00,PMON/USDT,1.305,1.305,1.3001,1.305,3105.8996,4046.89584464
1663185600,2022-09-14 20:00:00,PMON/USDT,1.3271,1.3278,1.3,1.301,3650.5319,4787.55289523
1663182000,2022-09-14 19:00:00,PMON/USDT,1.2811,1.35,1.2811,1.3232,8314.0314,10969.77819063
1663178400,2022-09-14 18:00:00,PMON/USDT,1.3042,1.3099,1.2729,1.285,3552.029,4609.7119852
1663174800,2022-09-14 17:00:00,PMON/USDT,1.3114,1.3154,1.3,1.3082,4828.296,6317.05581781
1663171200,2022-09-14 16:00:00,PMON/USDT,1.301,1.3496,1.28,1.3154,6374.5352,8412.00569238
1663167600,2022-09-14 15:00:00,PMON/USDT,1.3019,1.3745,1.2704,1.3011,13084.8347,17322.07876001
1663164000,2022-09-14 14:00:00,PMON/USDT,1.2533,1.3071,1.2381,1.298,5583.3445,7084.53578685
1663160400,2022-09-14 13:00:00,PMON/USDT,1.2552,1.2715,1.25,1.2533,3513.9861,4439.57984778
1663156800,2022-09-14 12:00:00,PMON/USDT,1.2561,1.2779,1.231,1.2552,3613.8226,4514.28604956
1663153200,2022-09-14 11:00:00,PMON/USDT,1.2895,1.3,1.2559,1.2599,3141.1389,3961.82665426
1663149600,2022-09-14 10:00:00,PMON/USDT,1.2658,1.302,1.2631,1.2888,3263.0776,4182.83277802
1663146000,2022-09-14 09:00:00,PMON/USDT,1.2593,1.2714,1.2593,1.2697,3482.3369,4407.4833835
1663142400,2022-09-14 08:00:00,PMON/USDT,1.2384,1.2664,1.2302,1.2664,3492.4539,4332.47425782
1663138800,2022-09-14 07:00:00,PMON/USDT,1.2744,1.2744,1.2314,1.2384,2916.6015,3673.86558963
1663135200,2022-09-14 06:00:00,PMON/USDT,1.2361,1.2752,1.2258,1.2744,3669.7399,4550.344996
1663131600,2022-09-14 05:00:00,PMON/USDT,1.2558,1.2664,1.2345,1.2399,2636.4002,3297.75412024
1663128000,2022-09-14 04:00:00,PMON/USDT,1.2601,1.2691,1.2403,1.2651,4218.524,5289.67396388
1663124400,2022-09-14 03:00:00,PMON/USDT,1.2528,1.2691,1.2497,1.266,3569.7453,4504.33212036
1663120800,2022-09-14 02:00:00,PMON/USDT,1.2542,1.2617,1.25,1.2591,2782.3627,3494.65674087
1663117200,2022-09-14 01:00:00,PMON/USDT,1.2555,1.2676,1.2521,1.2603,2883.6186,3635.7372138
1663113600,2022-09-14 00:00:00,PMON/USDT,1.2533,1.2648,1.252,1.2622,2860.1609,3594.31347411
1663110000,2022-09-13 23:00:00,PMON/USDT,1.2501,1.261,1.2501,1.2584,3132.8204,3934.34772768
1663106400,2022-09-13 22:00:00,PMON/USDT,1.2612,1.267,1.25,1.2561,3011.726,3786.09675092
1663102800,2022-09-13 21:00:00,PMON/USDT,1.2779,1.2871,1.2526,1.267,4141.9017,5281.46966432
1663099200,2022-09-13 20:00:00,PMON/USDT,1.284,1.2922,1.27,1.2827,3132.803,4025.05450472
1663095600,2022-09-13 19:00:00,PMON/USDT,1.2723,1.2962,1.2687,1.2902,3739.2094,4804.79513524
1663092000,2022-09-13 18:00:00,PMON/USDT,1.2745,1.2901,1.2585,1.2821,3602.9211,4607.18367779
1663088400,2022-09-13 17:00:00,PMON/USDT,1.2852,1.288,1.27,1.2745,3487.6565,4468.29677963
1663084800,2022-09-13 16:00:00,PMON/USDT,1.276,1.2876,1.27,1.2776,3448.2113,4408.88409474
1663081200,2022-09-13 15:00:00,PMON/USDT,1.2777,1.3071,1.2692,1.2817,4145.4518,5318.60854886
1663077600,2022-09-13 14:00:00,PMON/USDT,1.286,1.286,1.2692,1.2722,3908.1891,4980.04489714
1663074000,2022-09-13 13:00:00,PMON/USDT,1.3033,1.3088,1.2793,1.2801,3586.3794,4637.17494505
1663070400,2022-09-13 12:00:00,PMON/USDT,1.3126,1.3192,1.3001,1.3088,3090.6443,4052.93265247
1663066800,2022-09-13 11:00:00,PMON/USDT,1.3271,1.3339,1.31,1.3183,3453.2677,4550.03975841
1663063200,2022-09-13 10:00:00,PMON/USDT,1.3322,1.3389,1.32,1.3339,2793.8087,3719.51023765
1663059600,2022-09-13 09:00:00,PMON/USDT,1.3013,1.3389,1.3013,1.3388,3502.175,4655.43509805
1663056000,2022-09-13 08:00:00,PMON/USDT,1.3025,1.313,1.29,1.3065,3735.4187,4865.78807996
1663052400,2022-09-13 07:00:00,PMON/USDT,1.3204,1.326,1.2952,1.3086,3564.4392,4688.54091879
1663048800,2022-09-13 06:00:00,PMON/USDT,1.3261,1.3366,1.2977,1.326,3725.9848,4925.44563772
1663045200,2022-09-13 05:00:00,PMON/USDT,1.3244,1.338,1.32,1.3338,3038.7635,4047.93521829
1663041600,2022-09-13 04:00:00,PMON/USDT,1.3243,1.3309,1.32,1.3292,2639.602,3502.56920372
1663038000,2022-09-13 03:00:00,PMON/USDT,1.3228,1.3309,1.32,1.3298,2793.4531,3706.51845497
1663034400,2022-09-13 02:00:00,PMON/USDT,1.3053,1.33,1.3,1.3298,2636.9119,3460.86485502
1663030800,2022-09-13 01:00:00,PMON/USDT,1.3045,1.3139,1.3034,1.3053,2684.8548,3509.01608493
1663027200,2022-09-13 00:00:00,PMON/USDT,1.2956,1.3139,1.2951,1.3105,2791.0311,3632.27966056
1663023600,2022-09-12 23:00:00,PMON/USDT,1.297,1.308,1.2951,1.3063,3446.6046,4481.58901055
1663020000,2022-09-12 22:00:00,PMON/USDT,1.3157,1.3157,1.2953,1.3031,3380.8708,4416.43827766
1663016400,2022-09-12 21:00:00,PMON/USDT,1.3112,1.3163,1.3084,1.3086,3266.0752,4289.10952662
1663012800,2022-09-12 20:00:00,PMON/USDT,1.3101,1.3193,1.3091,1.3163,3269.4352,4296.08340972
1663009200,2022-09-12 19:00:00,PMON/USDT,1.285,1.3162,1.285,1.3151,3247.4343,4222.38270158
1663005600,2022-09-12 18:00:00,PMON/USDT,1.3164,1.3245,1.2802,1.2897,7426.5646,9695.86893401
1663002000,2022-09-12 17:00:00,PMON/USDT,1.3512,1.3578,1.3144,1.3245,3452.6182,4584.75928927
1662998400,2022-09-12 16:00:00,PMON/USDT,1.3611,1.3666,1.35,1.3572,3184.7639,4328.79240434
1662994800,2022-09-12 15:00:00,PMON/USDT,1.379,1.379,1.35,1.3666,4079.8393,5572.33351248
1662991200,2022-09-12 14:00:00,PMON/USDT,1.3721,1.3798,1.3708,1.373,3739.3421,5146.80460073
1662987600,2022-09-12 13:00:00,PMON/USDT,1.37,1.3799,1.3688,1.3794,3446.5148,4736.32643905
1662984000,2022-09-12 12:00:00,PMON/USDT,1.3503,1.3799,1.3501,1.3696,3441.1778,4709.44595393
1662980400,2022-09-12 11:00:00,PMON/USDT,1.3506,1.3605,1.3501,1.3503,3045.3756,4124.32507081
1662976800,2022-09-12 10:00:00,PMON/USDT,1.3722,1.3783,1.3501,1.3561,3420.3085,4643.80762986
1662973200,2022-09-12 09:00:00,PMON/USDT,1.3541,1.3797,1.3541,1.3783,3161.1031,4322.40581462
1662969600,2022-09-12 08:00:00,PMON/USDT,1.3659,1.3662,1.349,1.3643,3213.5391,4356.33700495
1662966000,2022-09-12 07:00:00,PMON/USDT,1.3653,1.3744,1.3555,1.3568,3356.3422,4586.49210052
1662962400,2022-09-12 06:00:00,PMON/USDT,1.3709,1.3766,1.365,1.3703,3297.0866,4512.54947686
1662958800,2022-09-12 05:00:00,PMON/USDT,1.3651,1.3768,1.365,1.3766,2904.1704,3977.88847054
1662955200,2022-09-12 04:00:00,PMON/USDT,1.3749,1.3749,1.36,1.3739,2758.1938,3773.22336197
1662951600,2022-09-12 03:00:00,PMON/USDT,1.3649,1.3768,1.3649,1.368,2837.8293,3891.745098
1662948000,2022-09-12 02:00:00,PMON/USDT,1.3305,1.3742,1.32,1.3719,3013.8864,4058.87371246
1662944400,2022-09-12 01:00:00,PMON/USDT,1.3581,1.3648,1.3171,1.3364,3164.9057,4259.05636848
1662940800,2022-09-12 00:00:00,PMON/USDT,1.356,1.3639,1.35,1.3581,2782.4167,3774.42570185
1662937200,2022-09-11 23:00:00,PMON/USDT,1.3522,1.3643,1.3522,1.356,3161.1722,4288.5884666
1662933600,2022-09-11 22:00:00,PMON/USDT,1.32,1.3811,1.3161,1.359,3955.6487,5342.30730607
1662930000,2022-09-11 21:00:00,PMON/USDT,1.368,1.3771,1.3161,1.32,4687.0245,6381.98788377
1662926400,2022-09-11 20:00:00,PMON/USDT,1.3753,1.3803,1.3542,1.3734,4194.7186,5731.89199001
1662922800,2022-09-11 19:00:00,PMON/USDT,1.3335,1.3812,1.3334,1.3803,3252.7991,4409.17419883
1662919200,2022-09-11 18:00:00,PMON/USDT,1.34,1.3499,1.3334,1.3401,3402.7648,4556.87223075
1662915600,2022-09-11 17:00:00,PMON/USDT,1.3687,1.3752,1.3365,1.3499,3440.2567,4665.77942203
1662912000,2022-09-11 16:00:00,PMON/USDT,1.3499,1.3774,1.3398,1.3752,3503.4492,4771.95014734
1662908400,2022-09-11 15:00:00,PMON/USDT,1.34,1.3519,1.34,1.3448,3353.9118,4516.17093729
1662904800,2022-09-11 14:00:00,PMON/USDT,1.3503,1.3553,1.3398,1.34,3363.759,4535.80147272
1662901200,2022-09-11 13:00:00,PMON/USDT,1.3686,1.3747,1.3467,1.3551,3641.1662,4941.53426097
1662897600,2022-09-11 12:00:00,PMON/USDT,1.3715,1.3765,1.3651,1.3747,3158.1865,4336.05567543
1662894000,2022-09-11 11:00:00,PMON/USDT,1.3828,1.389,1.37,1.3705,3176.0679,4368.50863473
1662890400,2022-09-11 10:00:00,PMON/USDT,1.385,1.3949,1.38,1.389,2971.373,4123.61024992
1662886800,2022-09-11 09:00:00,PMON/USDT,1.4105,1.4183,1.384,1.3949,2862.4898,4029.2384135
1662883200,2022-09-11 08:00:00,PMON/USDT,1.3864,1.42,1.3864,1.4181,3800.9862,5371.68715172
1662879600,2022-09-11 07:00:00,PMON/USDT,1.3959,1.4067,1.3745,1.3861,3223.6116,4490.40035277
1662876000,2022-09-11 06:00:00,PMON/USDT,1.4,1.4223,1.3936,1.4029,4205.0328,5903.8044468
1662872400,2022-09-11 05:00:00,PMON/USDT,1.3629,1.4347,1.3621,1.4043,3815.3338,5314.26233746
1662868800,2022-09-11 04:00:00,PMON/USDT,1.3607,1.37,1.3556,1.3689,2771.4175,3781.27860636
1662865200,2022-09-11 03:00:00,PMON/USDT,1.3613,1.37,1.36,1.3679,2693.729,3677.56201355
1662861600,2022-09-11 02:00:00,PMON/USDT,1.3645,1.37,1.3555,1.3697,2815.179,3838.42923411
1662858000,2022-09-11 01:00:00,PMON/USDT,1.3654,1.3673,1.3565,1.3595,2887.6252,3934.03887484
1662854400,2022-09-11 00:00:00,PMON/USDT,1.3587,1.3678,1.3557,1.3654,2841.002,3871.23160683
1662850800,2022-09-10 23:00:00,PMON/USDT,1.3664,1.3674,1.3556,1.3649,3255.9933,4434.8416538
1662847200,2022-09-10 22:00:00,PMON/USDT,1.3491,1.3691,1.3001,1.3591,5957.7794,8062.33032695
1662843600,2022-09-10 21:00:00,PMON/USDT,1.3672,1.3716,1.3466,1.3545,4405.9401,5984.66420306
1662840000,2022-09-10 20:00:00,PMON/USDT,1.3685,1.3773,1.365,1.3716,3518.4538,4824.06682801
1662836400,2022-09-10 19:00:00,PMON/USDT,1.367,1.3919,1.3659,1.3744,5583.5219,7675.49585717
1662832800,2022-09-10 18:00:00,PMON/USDT,1.367,1.377,1.3659,1.3721,3632.3898,4975.10756785
1662829200,2022-09-10 17:00:00,PMON/USDT,1.3454,1.3999,1.345,1.367,6272.6429,8588.14219262
1662825600,2022-09-10 16:00:00,PMON/USDT,1.3325,1.3523,1.3154,1.3519,5080.2711,6808.80188375
1662822000,2022-09-10 15:00:00,PMON/USDT,1.3321,1.3428,1.3321,1.335,3418.0383,4571.09552335
1662818400,2022-09-10 14:00:00,PMON/USDT,1.3315,1.3396,1.327,1.3389,3444.0382,4594.07658846
1662814800,2022-09-10 13:00:00,PMON/USDT,1.33,1.3391,1.3271,1.3375,3352.1145,4472.10012014
1662811200,2022-09-10 12:00:00,PMON/USDT,1.33,1.3362,1.327,1.327,2935.0257,3910.2364973
1662807600,2022-09-10 11:00:00,PMON/USDT,1.331,1.34,1.3272,1.33,2918.038,3894.3160324
1662804000,2022-09-10 10:00:00,PMON/USDT,1.332,1.3387,1.327,1.3386,2950.5601,3934.68953801
1662800400,2022-09-10 09:00:00,PMON/USDT,1.3174,1.332,1.3141,1.332,2927.4951,3868.76375227
1662796800,2022-09-10 08:00:00,PMON/USDT,1.3219,1.3278,1.3141,1.3222,2967.7415,3919.44142571
1662793200,2022-09-10 07:00:00,PMON/USDT,1.3147,1.3283,1.3141,1.3277,3206.9142,4234.37338143
1662789600,2022-09-10 06:00:00,PMON/USDT,1.3152,1.3409,1.3112,1.3244,3166.4562,4190.54258844
1662786000,2022-09-10 05:00:00,PMON/USDT,1.3213,1.3223,1.3103,1.3212,2846.2663,3749.81310676
1662782400,2022-09-10 04:00:00,PMON/USDT,1.3214,1.3224,1.3162,1.3213,2978.356,3927.75699049
1662778800,2022-09-10 03:00:00,PMON/USDT,1.3171,1.3224,1.3162,1.3166,2631.0087,3470.39334595
1662775200,2022-09-10 02:00:00,PMON/USDT,1.3131,1.3223,1.3103,1.3219,2710.2495,3563.56035834
1662771600,2022-09-10 01:00:00,PMON/USDT,1.3114,1.3184,1.3103,1.3131,2522.6912,3315.92839965
1662768000,2022-09-10 00:00:00,PMON/USDT,1.3162,1.3162,1.3103,1.3162,2422.2953,3182.29658999
1662764400,2022-09-09 23:00:00,PMON/USDT,1.31,1.319,1.31,1.3162,3181.6,4180.09402709
1662760800,2022-09-09 22:00:00,PMON/USDT,1.3123,1.3188,1.3085,1.3149,3084.4926,4049.79824582
1662757200,2022-09-09 21:00:00,PMON/USDT,1.3089,1.3193,1.3085,1.3171,2512.364,3300.3384801
1662753600,2022-09-09 20:00:00,PMON/USDT,1.3139,1.3229,1.3086,1.3102,3098.0351,4074.18513361
1662750000,2022-09-09 19:00:00,PMON/USDT,1.3111,1.3319,1.2858,1.319,3676.0555,4805.17929009
1662746400,2022-09-09 18:00:00,PMON/USDT,1.3102,1.3159,1.31,1.3159,3527.7213,4631.92692889
1662742800,2022-09-09 17:00:00,PMON/USDT,1.3364,1.3364,1.3067,1.3159,3731.6868,4921.44939059
1662739200,2022-09-09 16:00:00,PMON/USDT,1.312,1.3598,1.2858,1.3364,6107.0387,8101.03118171
1662735600,2022-09-09 15:00:00,PMON/USDT,1.3281,1.341,1.3108,1.3178,5188.9396,6867.92199502
1662732000,2022-09-09 14:00:00,PMON/USDT,1.3191,1.4999,1.3018,1.3285,25644.3567,35163.09265466
1662728400,2022-09-09 13:00:00,PMON/USDT,1.3394,1.3394,1.289,1.3191,5479.4061,7191.6389557
1662724800,2022-09-09 12:00:00,PMON/USDT,1.3412,1.3569,1.3275,1.3343,3745.5902,5026.41995294
1662721200,2022-09-09 11:00:00,PMON/USDT,1.3386,1.3569,1.3386,1.3512,3968.7816,5350.18851796
1662717600,2022-09-09 10:00:00,PMON/USDT,1.3332,1.3447,1.33,1.3446,3197.0201,4276.02474092
1662714000,2022-09-09 09:00:00,PMON/USDT,1.3259,1.359,1.3259,1.3399,4167.9339,5592.43782377
1662710400,2022-09-09 08:00:00,PMON/USDT,1.3238,1.3324,1.3238,1.3324,3423.8409,4543.67030511
1662706800,2022-09-09 07:00:00,PMON/USDT,1.3232,1.3299,1.32,1.3238,3301.7438,4378.10510492
1662703200,2022-09-09 06:00:00,PMON/USDT,1.3019,1.3299,1.296,1.3298,3188.1539,4162.85133672
1662699600,2022-09-09 05:00:00,PMON/USDT,1.3177,1.3295,1.3,1.3074,3677.144,4822.47969686
1662696000,2022-09-09 04:00:00,PMON/USDT,1.3245,1.3385,1.3155,1.3264,2641.4908,3506.18881114
1662692400,2022-09-09 03:00:00,PMON/USDT,1.3264,1.3391,1.314,1.3299,2523.333,3348.04665707
1662688800,2022-09-09 02:00:00,PMON/USDT,1.3149,1.3295,1.3049,1.3264,3116.771,4087.69412249
1662685200,2022-09-09 01:00:00,PMON/USDT,1.312,1.323,1.31,1.323,2820.0404,3711.51672672
1662681600,2022-09-09 00:00:00,PMON/USDT,1.3061,1.3306,1.3049,1.3178,3370.4272,4428.76001706
1662678000,2022-09-08 23:00:00,PMON/USDT,1.3052,1.3127,1.3049,1.3114,3271.3419,4281.71800272
1662674400,2022-09-08 22:00:00,PMON/USDT,1.3052,1.31,1.3049,1.31,3350.0575,4380.34885867
1662670800,2022-09-08 21:00:00,PMON/USDT,1.3066,1.3127,1.305,1.31,3276.6252,4286.38691684
1662667200,2022-09-08 20:00:00,PMON/USDT,1.31,1.3128,1.2961,1.3124,3220.6257,4193.16345491
1662663600,2022-09-08 19:00:00,PMON/USDT,1.263,1.3101,1.261,1.3101,4101.4872,5231.63451554
1662660000,2022-09-08 18:00:00,PMON/USDT,1.2781,1.2856,1.2599,1.2687,4690.9017,5950.61062081
1662656400,2022-09-08 17:00:00,PMON/USDT,1.2977,1.3041,1.278,1.2856,3331.1652,4288.38330468
1662652800,2022-09-08 16:00:00,PMON/USDT,1.3341,1.343,1.296,1.2976,4187.8484,5490.81386287
1662649200,2022-09-08 15:00:00,PMON/USDT,1.2905,1.3433,1.2905,1.3423,4661.6083,6152.15865691
1662645600,2022-09-08 14:00:00,PMON/USDT,1.2846,1.3002,1.2839,1.3,4620.2738,5960.56620473
1662642000,2022-09-08 13:00:00,PMON/USDT,1.2825,1.2959,1.2817,1.2897,3643.2127,4688.65174763
1662638400,2022-09-08 12:00:00,PMON/USDT,1.2939,1.299,1.2818,1.2886,3425.0763,4422.50492749
1662634800,2022-09-08 11:00:00,PMON/USDT,1.3188,1.3191,1.2938,1.299,3203.4263,4181.00900119
1662631200,2022-09-08 10:00:00,PMON/USDT,1.3151,1.3262,1.2763,1.3192,3976.3588,5226.9187045
1662627600,2022-09-08 09:00:00,PMON/USDT,1.3191,1.3294,1.2961,1.3259,4423.5374,5798.21905781
1662624000,2022-09-08 08:00:00,PMON/USDT,1.3217,1.3316,1.3141,1.3265,3016.5245,3988.70721494
1662620400,2022-09-08 07:00:00,PMON/USDT,1.3067,1.3301,1.3067,1.3217,3230.834,4252.95890176
1662616800,2022-09-08 06:00:00,PMON/USDT,1.3109,1.318,1.305,1.3135,2761.2,3620.34869141
1662613200,2022-09-08 05:00:00,PMON/USDT,1.314,1.322,1.3061,1.318,2428.6254,3196.35399385
1662609600,2022-09-08 04:00:00,PMON/USDT,1.3166,1.3233,1.31,1.322,2827.2879,3723.47496065
1662606000,2022-09-08 03:00:00,PMON/USDT,1.3312,1.3383,1.3004,1.3166,3111.51,4123.97019571
