https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KDA,Volume BTC
1663459200,2022-09-18 00:00:00,KDA/BTC,0.00007607,0.00007614,0.000076,0.00007614,11116.4707,0.844871133383
1663372800,2022-09-17 00:00:00,KDA/BTC,0.00007547,0.00007696,0.00007545,0.000076,33706.778,2.571256155332
1663286400,2022-09-16 00:00:00,KDA/BTC,0.00007726,0.00007877,0.00007468,0.00007543,74803.9073,5.711217857918
1663200000,2022-09-15 00:00:00,KDA/BTC,0.00007826,0.00007848,0.00007633,0.00007726,62400.1189,4.840521532499
1663113600,2022-09-14 00:00:00,KDA/BTC,0.00007637,0.00007975,0.00007617,0.00007831,65372.4094,5.107999820617
1663027200,2022-09-13 00:00:00,KDA/BTC,0.00007527,0.00007772,0.00007255,0.00007653,153159.539,11.464017297037
1662940800,2022-09-12 00:00:00,KDA/BTC,0.00007362,0.00007825,0.00007305,0.00007522,220739.6238,16.69836619161
1662854400,2022-09-11 00:00:00,KDA/BTC,0.00007442,0.00007867,0.00007297,0.00007357,184665.4054,13.996728651503
1662768000,2022-09-10 00:00:00,KDA/BTC,0.00007608,0.00007696,0.00007315,0.00007383,61844.3364,4.630023608849
1662681600,2022-09-09 00:00:00,KDA/BTC,0.00007777,0.00007848,0.00007332,0.00007592,35946.0687,2.694869890231
1662595200,2022-09-08 00:00:00,KDA/BTC,0.00007798,0.00007834,0.00007617,0.00007777,9940.3639,0.767866735504
1662508800,2022-09-07 00:00:00,KDA/BTC,0.000078,0.00007888,0.00007648,0.00007802,11768.3992,0.914721484876
1662422400,2022-09-06 00:00:00,KDA/BTC,0.00007843,0.00007999,0.000076,0.00007774,29973.9986,2.337567194208
1662336000,2022-09-05 00:00:00,KDA/BTC,0.00007876,0.00007938,0.0000768,0.00007826,10734.1845,0.837099646515
1662249600,2022-09-04 00:00:00,KDA/BTC,0.00007856,0.00007945,0.00007717,0.00007885,21963.4017,1.716359612961
1662163200,2022-09-03 00:00:00,KDA/BTC,0.00007792,0.00007949,0.00007762,0.00007841,7966.3336,0.626190349655
1662076800,2022-09-02 00:00:00,KDA/BTC,0.00007894,0.00007914,0.00007508,0.00007795,69134.9796,5.34783942567
