https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ENS,Volume USDT
1663326000,2022-09-16 11:00:00,ENS/USDT,14.78,15.061,14.738,15.012,2762.58236785,41349.49557841257
1663322400,2022-09-16 10:00:00,ENS/USDT,14.674,14.865,14.58,14.758,706.73953986,10398.59564123271
1663318800,2022-09-16 09:00:00,ENS/USDT,14.456,14.723,14.456,14.696,1144.43215726,16682.93150752499
1663315200,2022-09-16 08:00:00,ENS/USDT,14.668,14.699,14.386,14.429,1078.52359791,15643.96169858803
1663311600,2022-09-16 07:00:00,ENS/USDT,14.723,14.775,14.621,14.625,542.54424371,7965.78631863611
1663308000,2022-09-16 06:00:00,ENS/USDT,14.674,14.921,14.645,14.692,2163.89356787,31923.05118263705
1663304400,2022-09-16 05:00:00,ENS/USDT,14.736,14.852,14.648,14.648,472.46172723,6959.836232618
1663300800,2022-09-16 04:00:00,ENS/USDT,14.572,14.964,14.572,14.75,2451.81484353,36240.03948059424
1663297200,2022-09-16 03:00:00,ENS/USDT,14.47,14.6,14.451,14.543,1175.81608755,17111.56423320515
1663293600,2022-09-16 02:00:00,ENS/USDT,14.368,14.558,14.151,14.477,1392.35747817,20013.13950673627
1663290000,2022-09-16 01:00:00,ENS/USDT,14.356,14.38,14.19,14.348,706.99487379,10092.21968403058
1663286400,2022-09-16 00:00:00,ENS/USDT,14.152,14.38,13.956,14.362,1554.07886636,21912.65867072308
1663282800,2022-09-15 23:00:00,ENS/USDT,14.25,14.284,14.1,14.204,238.130376,3376.5403535865
1663279200,2022-09-15 22:00:00,ENS/USDT,14.382,14.382,14.123,14.256,437.43692601,6233.92696931304
1663275600,2022-09-15 21:00:00,ENS/USDT,14.471,14.471,14.315,14.373,101.14793197,1452.50408244499
1663272000,2022-09-15 20:00:00,ENS/USDT,14.51,14.562,14.366,14.473,237.14512939,3427.89154113836
1663268400,2022-09-15 19:00:00,ENS/USDT,14.36,14.537,14.263,14.517,1344.01966815,19345.289303908
1663264800,2022-09-15 18:00:00,ENS/USDT,14.357,14.545,14.31,14.361,1135.11660094,16390.59600983963
1663261200,2022-09-15 17:00:00,ENS/USDT,14.268,14.395,14.24,14.363,1032.23780954,14770.06725140016
1663257600,2022-09-15 16:00:00,ENS/USDT,14.172,14.332,14.074,14.296,1057.16084022,14995.75633963548
1663254000,2022-09-15 15:00:00,ENS/USDT,14.046,14.269,13.852,14.171,3203.02701619,44986.41017836418
1663250400,2022-09-15 14:00:00,ENS/USDT,14.588,14.6,13.986,14.034,1519.83703205,21534.58032776997
1663246800,2022-09-15 13:00:00,ENS/USDT,14.506,14.599,14.327,14.599,715.41493705,10356.7235581051
1663243200,2022-09-15 12:00:00,ENS/USDT,14.548,14.668,14.391,14.5,1220.96068585,17733.99895100939
1663239600,2022-09-15 11:00:00,ENS/USDT,14.314,14.558,14.225,14.545,417.86329858,6024.74862549453
1663236000,2022-09-15 10:00:00,ENS/USDT,14.463,14.463,14.266,14.309,953.50054765,13741.33300874112
1663232400,2022-09-15 09:00:00,ENS/USDT,14.359,14.551,14.318,14.448,1659.56827043,23942.66571947906
1663228800,2022-09-15 08:00:00,ENS/USDT,14.586,14.641,14.274,14.333,530.65716303,7678.35803609094
1663225200,2022-09-15 07:00:00,ENS/USDT,14.256,14.779,14.256,14.596,3347.08957331,48804.11428053602
1663221600,2022-09-15 06:00:00,ENS/USDT,14.142,14.413,13.751,14.255,2358.58636828,33097.19892038272
1663218000,2022-09-15 05:00:00,ENS/USDT,14.004,14.175,13.913,14.137,372.32505219,5248.11835177906
1663214400,2022-09-15 04:00:00,ENS/USDT,14.081,14.083,13.899,14.003,234.76371907,3283.07998159715
1663210800,2022-09-15 03:00:00,ENS/USDT,14.127,14.127,13.866,14.04,1424.09187301,19863.71757105941
1663207200,2022-09-15 02:00:00,ENS/USDT,14.442,14.478,14.026,14.193,1341.27609388,19055.93429385345
1663203600,2022-09-15 01:00:00,ENS/USDT,14.483,14.529,14.323,14.497,284.90807605,4117.07126686575
1663200000,2022-09-15 00:00:00,ENS/USDT,14.654,14.692,14.44,14.5,642.67742023,9354.16312415272
1663196400,2022-09-14 23:00:00,ENS/USDT,14.687,14.735,14.614,14.663,216.10633206,3168.03884224945
1663192800,2022-09-14 22:00:00,ENS/USDT,14.679,14.757,14.595,14.706,265.5093647,3897.01882293464
1663189200,2022-09-14 21:00:00,ENS/USDT,14.63,14.728,14.547,14.728,261.55509138,3836.21303408721
1663185600,2022-09-14 20:00:00,ENS/USDT,14.61,14.664,14.506,14.619,181.98875936,2660.20113626512
1663182000,2022-09-14 19:00:00,ENS/USDT,14.429,14.627,14.368,14.601,742.2288,10769.3864414
1663178400,2022-09-14 18:00:00,ENS/USDT,14.523,14.523,14.057,14.445,1803.46412124,25665.53805744332
1663174800,2022-09-14 17:00:00,ENS/USDT,14.422,14.618,14.422,14.521,818.59483977,11865.07225843952
1663171200,2022-09-14 16:00:00,ENS/USDT,14.507,14.528,14.385,14.428,956.90508247,13808.5699275692
1663167600,2022-09-14 15:00:00,ENS/USDT,14.583,14.627,14.495,14.495,256.65104874,3735.66325260074
1663164000,2022-09-14 14:00:00,ENS/USDT,14.558,14.617,14.391,14.58,425.91157283,6171.97376705611
1663160400,2022-09-14 13:00:00,ENS/USDT,14.63,14.712,14.38,14.556,741.05999709,10744.49363801719
1663156800,2022-09-14 12:00:00,ENS/USDT,14.535,14.796,14.34,14.643,1522.49674991,22149.77216189335
1663153200,2022-09-14 11:00:00,ENS/USDT,14.814,14.814,14.491,14.562,2730.50898249,40039.79974450051
1663149600,2022-09-14 10:00:00,ENS/USDT,14.892,14.966,14.771,14.801,979.08646559,14562.31877553511
1663146000,2022-09-14 09:00:00,ENS/USDT,14.892,15.02,14.832,14.882,477.81473769,7125.44730947885
1663142400,2022-09-14 08:00:00,ENS/USDT,14.997,15.058,14.852,14.916,563.00076847,8419.98541520005
1663138800,2022-09-14 07:00:00,ENS/USDT,15.083,15.287,14.855,14.973,1178.03530752,17789.10006240136
1663135200,2022-09-14 06:00:00,ENS/USDT,14.741,15.281,14.741,15.074,1966.51924746,29586.56060387514
1663131600,2022-09-14 05:00:00,ENS/USDT,14.802,14.863,14.683,14.744,187.32868158,2767.88052261031
1663128000,2022-09-14 04:00:00,ENS/USDT,14.848,14.944,14.668,14.771,1025.32775712,15127.70830727351
1663124400,2022-09-14 03:00:00,ENS/USDT,14.572,14.873,14.495,14.848,1034.64660574,15204.080107402
1663120800,2022-09-14 02:00:00,ENS/USDT,14.485,14.6,14.334,14.576,1234.41203911,17848.82199483819
1663117200,2022-09-14 01:00:00,ENS/USDT,14.627,14.633,14.354,14.522,564.8717,8170.5736469
1663113600,2022-09-14 00:00:00,ENS/USDT,14.504,14.72,14.346,14.625,1223.45422508,17750.61677938284
1663110000,2022-09-13 23:00:00,ENS/USDT,14.503,14.627,14.4,14.525,339.05906418,4925.20706445827
1663106400,2022-09-13 22:00:00,ENS/USDT,14.617,14.617,14.366,14.504,1228.12570369,17749.31862116771
1663102800,2022-09-13 21:00:00,ENS/USDT,14.735,14.844,14.427,14.585,598.08661748,8728.75384583499
1663099200,2022-09-13 20:00:00,ENS/USDT,14.84,14.916,14.735,14.735,1894.64624781,28093.39340282437
1663095600,2022-09-13 19:00:00,ENS/USDT,14.544,14.862,14.323,14.809,1749.78341495,25517.4479607509
1663092000,2022-09-13 18:00:00,ENS/USDT,14.704,14.717,14.416,14.555,1403.81500353,20397.12055159784
1663088400,2022-09-13 17:00:00,ENS/USDT,14.516,14.728,14.491,14.659,681.26282942,9976.78949883471
1663084800,2022-09-13 16:00:00,ENS/USDT,14.522,14.634,14.383,14.52,721.18700494,10472.9429169064
1663081200,2022-09-13 15:00:00,ENS/USDT,14.415,14.6,14.354,14.555,793.33707424,11493.44786322692
1663077600,2022-09-13 14:00:00,ENS/USDT,14.395,14.545,14.261,14.413,807.08666018,11606.29800786192
1663074000,2022-09-13 13:00:00,ENS/USDT,14.081,14.442,13.918,14.329,2055.63148178,29104.1406556386
1663070400,2022-09-13 12:00:00,ENS/USDT,14.918,15.02,13.852,14.104,7977.89266781,114455.73985628997
1663066800,2022-09-13 11:00:00,ENS/USDT,14.865,14.939,14.816,14.859,584.89165825,8719.98590208395
1663063200,2022-09-13 10:00:00,ENS/USDT,14.679,14.865,14.678,14.865,1159.39743677,17062.29070208223
1663059600,2022-09-13 09:00:00,ENS/USDT,14.718,14.836,14.62,14.67,427.45823999,6286.50770384478
1663056000,2022-09-13 08:00:00,ENS/USDT,14.812,14.817,14.692,14.725,269.94986513,3987.39913538992
1663052400,2022-09-13 07:00:00,ENS/USDT,14.667,14.897,14.632,14.836,838.18425962,12337.10678209666
1663048800,2022-09-13 06:00:00,ENS/USDT,14.755,14.906,14.656,14.665,2442.1797,36125.8321069
1663045200,2022-09-13 05:00:00,ENS/USDT,14.784,14.801,14.697,14.749,473.0330054,6976.551184944
1663041600,2022-09-13 04:00:00,ENS/USDT,14.913,14.929,14.724,14.766,1300.06468476,19244.71496556542
1663038000,2022-09-13 03:00:00,ENS/USDT,14.855,14.966,14.641,14.906,1178.50097049,17407.04897043642
1663034400,2022-09-13 02:00:00,ENS/USDT,14.785,14.888,14.625,14.868,508.4324,7499.2592888
1663030800,2022-09-13 01:00:00,ENS/USDT,14.765,15.031,14.637,14.798,1222.08225095,18114.3651645256
1663027200,2022-09-13 00:00:00,ENS/USDT,15.034,15.034,14.675,14.768,1126.80199722,16701.88749755589
1663023600,2022-09-12 23:00:00,ENS/USDT,14.963,15.132,14.923,15.058,375.12144756,5644.0530801914
1663020000,2022-09-12 22:00:00,ENS/USDT,15.086,15.172,14.928,14.939,995.88016404,15006.33488045328
1663016400,2022-09-12 21:00:00,ENS/USDT,15.114,15.146,14.951,15.104,516.97349952,7778.27735847616
1663012800,2022-09-12 20:00:00,ENS/USDT,15.052,15.172,15.032,15.116,357.8697,5397.7135792
1663009200,2022-09-12 19:00:00,ENS/USDT,15.103,15.14,14.983,15.067,680.03296023,10247.11372273553
1663005600,2022-09-12 18:00:00,ENS/USDT,14.96,15.1,14.917,15.093,1258.98913359,18881.24584299072
1663002000,2022-09-12 17:00:00,ENS/USDT,14.873,15.034,14.866,14.979,406.11070161,6076.44000061581
1662998400,2022-09-12 16:00:00,ENS/USDT,14.933,14.948,14.554,14.89,2408.79152087,35548.02310616555
1662994800,2022-09-12 15:00:00,ENS/USDT,15.334,15.351,14.764,14.928,3567.3460804,53924.55590256264
1662991200,2022-09-12 14:00:00,ENS/USDT,15.312,15.561,15.275,15.334,2543.68142557,39096.30237034357
1662987600,2022-09-12 13:00:00,ENS/USDT,15.387,15.415,15.188,15.33,3769.19233112,57634.20130454342
1662984000,2022-09-12 12:00:00,ENS/USDT,15.426,15.502,15.331,15.398,509.66762692,7851.77584846305
1662980400,2022-09-12 11:00:00,ENS/USDT,15.463,15.522,15.375,15.424,263.41508249,4067.86223528761
1662976800,2022-09-12 10:00:00,ENS/USDT,15.442,15.506,15.332,15.456,1665.74044033,25716.44194222828
1662973200,2022-09-12 09:00:00,ENS/USDT,15.535,15.603,15.394,15.45,722.23136125,11181.58312554776
1662969600,2022-09-12 08:00:00,ENS/USDT,15.404,15.6,15.272,15.514,807.11094355,12455.62676677028
1662966000,2022-09-12 07:00:00,ENS/USDT,15.366,15.43,15.304,15.372,893.3986526,13736.13134950787
1662962400,2022-09-12 06:00:00,ENS/USDT,15.296,15.369,15.255,15.353,464.12246927,7103.19866836224
1662958800,2022-09-12 05:00:00,ENS/USDT,15.34,15.37,15.222,15.329,237.50878448,3635.3379804232
1662955200,2022-09-12 04:00:00,ENS/USDT,15.37,15.385,15.283,15.336,656.8015433,10075.77066287128
1662951600,2022-09-12 03:00:00,ENS/USDT,15.588,15.64,15.229,15.452,1379.7979,21292.4227565
1662948000,2022-09-12 02:00:00,ENS/USDT,15.955,15.984,15.393,15.572,3766.38599565,59146.2542601037
1662944400,2022-09-12 01:00:00,ENS/USDT,15.474,15.962,15.42,15.906,1076.79568082,16980.30728558248
1662940800,2022-09-12 00:00:00,ENS/USDT,15.673,15.922,15.425,15.425,1956.4094,30578.54135
1662937200,2022-09-11 23:00:00,ENS/USDT,15.855,15.924,15.681,15.714,2226.31715958,35189.72703372747
1662933600,2022-09-11 22:00:00,ENS/USDT,15.518,16.257,15.488,15.857,3331.16310451,52999.48534701272
1662930000,2022-09-11 21:00:00,ENS/USDT,15.552,15.828,15.396,15.518,1868.15785628,29199.75007264762
1662926400,2022-09-11 20:00:00,ENS/USDT,15.571,15.634,15.318,15.594,1151.3343,17862.3248117
1662922800,2022-09-11 19:00:00,ENS/USDT,15.501,15.577,15.477,15.515,272.70463058,4231.28857449045
1662919200,2022-09-11 18:00:00,ENS/USDT,15.555,15.635,15.465,15.465,304.78134327,4732.19615787862
1662915600,2022-09-11 17:00:00,ENS/USDT,15.72,15.782,15.546,15.569,817.19897879,12810.73763298148
1662912000,2022-09-11 16:00:00,ENS/USDT,15.444,15.82,15.444,15.687,1056.75396351,16586.08990015894
1662908400,2022-09-11 15:00:00,ENS/USDT,15.469,15.592,15.432,15.432,476.7514,7394.2709549
1662904800,2022-09-11 14:00:00,ENS/USDT,15.457,15.6,15.36,15.46,1400.3104,21664.2820811
1662901200,2022-09-11 13:00:00,ENS/USDT,15.292,15.452,15.153,15.452,2570.18301171,39502.39210158825
1662897600,2022-09-11 12:00:00,ENS/USDT,15.364,15.367,15.16,15.326,1599.65901059,24427.42519887647
1662894000,2022-09-11 11:00:00,ENS/USDT,15.292,15.453,15.292,15.376,488.6444363,7522.4161746968
1662890400,2022-09-11 10:00:00,ENS/USDT,15.222,15.361,15.136,15.252,2434.26998565,37112.2808246069
1662886800,2022-09-11 09:00:00,ENS/USDT,15.33,15.336,15.208,15.226,468.28846959,7157.6487663434
1662883200,2022-09-11 08:00:00,ENS/USDT,15.4,15.417,15.304,15.377,432.26012006,6637.26812675338
1662879600,2022-09-11 07:00:00,ENS/USDT,15.327,15.475,15.296,15.425,1805.54554153,27780.26652151007
1662876000,2022-09-11 06:00:00,ENS/USDT,15.73,15.73,15.176,15.327,2133.0830363,33071.4683730795
1662872400,2022-09-11 05:00:00,ENS/USDT,15.586,15.967,15.573,15.74,2863.36035963,45156.8254713043
1662868800,2022-09-11 04:00:00,ENS/USDT,15.544,15.712,15.522,15.522,382.74751451,5979.56689377522
1662865200,2022-09-11 03:00:00,ENS/USDT,15.497,15.569,15.419,15.557,328.50640564,5100.32616202654
1662861600,2022-09-11 02:00:00,ENS/USDT,15.513,15.626,15.34,15.489,706.7283,10928.8340426
1662858000,2022-09-11 01:00:00,ENS/USDT,15.557,15.75,15.513,15.513,682.57497749,10675.97141227834
1662854400,2022-09-11 00:00:00,ENS/USDT,15.615,15.661,15.44,15.509,371.30295288,5770.25802205368
1662850800,2022-09-10 23:00:00,ENS/USDT,15.666,15.765,15.518,15.563,675.15250871,10573.44908706552
1662847200,2022-09-10 22:00:00,ENS/USDT,15.441,15.718,15.441,15.666,2052.18817887,31941.75644983728
1662843600,2022-09-10 21:00:00,ENS/USDT,15.316,15.557,15.307,15.383,1195.8321391,18368.33738248832
1662840000,2022-09-10 20:00:00,ENS/USDT,15.386,15.386,15.252,15.304,212.02076313,3244.01739271467
1662836400,2022-09-10 19:00:00,ENS/USDT,15.338,15.442,15.31,15.4,1735.99418795,26715.66200145329
1662832800,2022-09-10 18:00:00,ENS/USDT,15.301,15.384,15.281,15.312,795.76393849,12210.96873914702
1662829200,2022-09-10 17:00:00,ENS/USDT,15.406,15.406,15.252,15.297,886.8106,13589.6881647
1662825600,2022-09-10 16:00:00,ENS/USDT,15.375,15.486,15.182,15.4,2035.65616785,31146.11537550871
1662822000,2022-09-10 15:00:00,ENS/USDT,15.36,15.417,15.296,15.365,2918.43009367,44789.94140768961
1662818400,2022-09-10 14:00:00,ENS/USDT,15.647,15.713,15.269,15.292,2272.71519338,35201.61419053057
1662814800,2022-09-10 13:00:00,ENS/USDT,15.79,15.985,15.45,15.643,2791.65438543,43907.60027927943
1662811200,2022-09-10 12:00:00,ENS/USDT,15.85,15.9,15.635,15.771,2796.46783579,43963.10748572548
1662807600,2022-09-10 11:00:00,ENS/USDT,15.521,16.225,15.521,15.848,6374.64620365,101475.88447770056
1662804000,2022-09-10 10:00:00,ENS/USDT,15.459,15.598,15.32,15.506,1310.74404668,20263.97096427046
1662800400,2022-09-10 09:00:00,ENS/USDT,15.219,15.458,15.219,15.458,1471.35112674,22609.26325663216
1662796800,2022-09-10 08:00:00,ENS/USDT,15.152,15.335,15.136,15.214,848.28850396,12947.20842242522
1662793200,2022-09-10 07:00:00,ENS/USDT,15.423,15.582,15.086,15.152,1337.91423233,20634.37180785636
1662789600,2022-09-10 06:00:00,ENS/USDT,15.295,15.466,15.24,15.432,772.51585925,11861.86092683259
1662786000,2022-09-10 05:00:00,ENS/USDT,15.215,15.324,15.148,15.281,759.4978779,11593.52954493569
1662782400,2022-09-10 04:00:00,ENS/USDT,15.262,15.469,15.045,15.18,1742.7209833,26610.4533496297
1662778800,2022-09-10 03:00:00,ENS/USDT,15.515,15.515,15.123,15.257,1886.2851492,28906.01532630164
1662775200,2022-09-10 02:00:00,ENS/USDT,15.496,15.561,15.44,15.535,1214.85851045,18809.47861298489
1662771600,2022-09-10 01:00:00,ENS/USDT,15.414,15.592,15.414,15.499,535.76541708,8310.9995248326
1662768000,2022-09-10 00:00:00,ENS/USDT,15.494,15.506,15.228,15.405,1292.90312368,19840.96380896309
1662764400,2022-09-09 23:00:00,ENS/USDT,15.407,15.714,15.26,15.462,2282.51565032,35331.85185416324
1662760800,2022-09-09 22:00:00,ENS/USDT,15.4,15.603,15.235,15.391,2463.40346119,38016.46099667044
1662757200,2022-09-09 21:00:00,ENS/USDT,15.445,15.482,15.315,15.414,946.61635848,14579.1254883281
1662753600,2022-09-09 20:00:00,ENS/USDT,15.501,15.566,15.425,15.453,294.54489846,4567.7635336475
1662750000,2022-09-09 19:00:00,ENS/USDT,15.439,15.528,15.38,15.503,744.13936943,11499.91360816624
1662746400,2022-09-09 18:00:00,ENS/USDT,15.387,15.452,15.272,15.396,2229.63557865,34301.74536078616
1662742800,2022-09-09 17:00:00,ENS/USDT,15.552,15.557,15.322,15.441,999.2566923,15438.50481365636
1662739200,2022-09-09 16:00:00,ENS/USDT,15.626,15.666,15.299,15.63,4950.98366825,76666.69503839749
1662735600,2022-09-09 15:00:00,ENS/USDT,15.914,15.933,15.55,15.604,2591.92096682,40882.30970543423
1662732000,2022-09-09 14:00:00,ENS/USDT,15.834,15.935,15.771,15.914,1536.14727839,24368.49622398912
1662728400,2022-09-09 13:00:00,ENS/USDT,16.154,16.154,15.763,15.819,3560.73197246,56794.88142048701
1662724800,2022-09-09 12:00:00,ENS/USDT,15.952,16.448,15.917,16.178,3054.4912684,49486.22393525151
1662721200,2022-09-09 11:00:00,ENS/USDT,16.105,16.138,15.864,15.947,1608.72940839,25742.52615366404
1662717600,2022-09-09 10:00:00,ENS/USDT,16.157,16.178,15.962,16.084,1173.85488338,18847.64972542906
1662714000,2022-09-09 09:00:00,ENS/USDT,16.274,16.305,15.959,16.17,2777.2595754,44711.01498381927
1662710400,2022-09-09 08:00:00,ENS/USDT,15.808,16.477,15.785,16.275,4362.38707671,70591.61969637118
1662706800,2022-09-09 07:00:00,ENS/USDT,15.836,15.911,15.76,15.817,1804.9414922,28596.40947605991
1662703200,2022-09-09 06:00:00,ENS/USDT,15.805,15.886,15.617,15.846,2128.86177337,33592.98263871465
1662699600,2022-09-09 05:00:00,ENS/USDT,16.033,16.07,15.759,15.805,4416.45929679,69883.93782346267
1662696000,2022-09-09 04:00:00,ENS/USDT,16.094,16.148,15.867,16.014,2067.76270917,33059.11505268288
1662692400,2022-09-09 03:00:00,ENS/USDT,15.558,16.158,15.501,16.094,2709.95999974,43054.9802495931
1662688800,2022-09-09 02:00:00,ENS/USDT,15.587,15.616,15.437,15.547,1077.06417422,16724.69781069192
1662685200,2022-09-09 01:00:00,ENS/USDT,15.831,15.842,15.54,15.605,3356.55913557,52764.57539586801
1662681600,2022-09-09 00:00:00,ENS/USDT,15.689,15.828,15.608,15.828,947.73764665,14885.21884670228
1662678000,2022-09-08 23:00:00,ENS/USDT,15.751,15.877,15.652,15.691,563.52275051,8862.62050719853
1662674400,2022-09-08 22:00:00,ENS/USDT,15.88,15.971,15.71,15.751,1585.23453383,25098.79411157838
1662670800,2022-09-08 21:00:00,ENS/USDT,15.642,15.88,15.594,15.87,913.38600648,14375.66304826526
1662667200,2022-09-08 20:00:00,ENS/USDT,15.634,15.859,15.486,15.642,1924.70440771,30164.29982033142
1662663600,2022-09-08 19:00:00,ENS/USDT,15.32,15.864,15.307,15.637,3083.79693015,48087.57451355834
1662660000,2022-09-08 18:00:00,ENS/USDT,15.259,15.353,15.208,15.275,628.29708315,9598.46043294196
1662656400,2022-09-08 17:00:00,ENS/USDT,15.244,15.48,15.168,15.296,1531.16215658,23410.5943685773
1662652800,2022-09-08 16:00:00,ENS/USDT,15.374,15.374,15.132,15.228,1298.17936529,19782.23740337327
1662649200,2022-09-08 15:00:00,ENS/USDT,15.53,15.61,15.348,15.348,1392.34438553,21558.58442229958
1662645600,2022-09-08 14:00:00,ENS/USDT,15.476,15.665,15.1,15.533,4611.3083609,70766.8653322955
1662642000,2022-09-08 13:00:00,ENS/USDT,14.694,15.93,14.596,15.476,7186.33996226,110293.54902480718
1662638400,2022-09-08 12:00:00,ENS/USDT,14.895,15.004,14.619,14.619,3994.89055232,58881.9440674227
1662634800,2022-09-08 11:00:00,ENS/USDT,15.024,15.033,14.875,14.9,2686.96173073,40317.80165028337
1662631200,2022-09-08 10:00:00,ENS/USDT,14.932,15.107,14.888,15.019,1039.07835205,15602.75640232717
1662627600,2022-09-08 09:00:00,ENS/USDT,14.989,15.095,14.862,14.966,845.68591024,12685.40250436886
1662624000,2022-09-08 08:00:00,ENS/USDT,14.776,15.061,14.724,14.996,1034.06046226,15433.43918182859
1662620400,2022-09-08 07:00:00,ENS/USDT,14.689,14.779,14.438,14.779,921.10381442,13451.14089142235
1662616800,2022-09-08 06:00:00,ENS/USDT,14.756,14.871,14.65,14.658,270.76878106,3986.41713363789
1662613200,2022-09-08 05:00:00,ENS/USDT,14.697,14.779,14.657,14.724,1027.1884373,15109.4349532437
1662609600,2022-09-08 04:00:00,ENS/USDT,14.787,14.953,14.611,14.689,1229.49824484,18224.1641260477
1662606000,2022-09-08 03:00:00,ENS/USDT,14.888,14.888,14.664,14.749,642.47633486,9474.50806837066
1662602400,2022-09-08 02:00:00,ENS/USDT,14.79,14.976,14.79,14.882,151.40585741,2258.71205705359
1662598800,2022-09-08 01:00:00,ENS/USDT,14.875,14.933,14.663,14.802,1401.22196143,20766.77957375096
1662595200,2022-09-08 00:00:00,ENS/USDT,14.833,15.026,14.757,14.895,911.31647991,13590.40012956003
1662591600,2022-09-07 23:00:00,ENS/USDT,14.972,15.055,14.708,14.817,453.91829761,6742.52358862849
1662588000,2022-09-07 22:00:00,ENS/USDT,15.008,15.204,14.933,14.96,1494.04060001,22535.5336570237
1662584400,2022-09-07 21:00:00,ENS/USDT,14.47,15.059,14.464,15.002,5056.72661931,75346.52212789015
1662580800,2022-09-07 20:00:00,ENS/USDT,13.829,14.499,13.829,14.433,6074.42834828,85524.83841259521
