https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume QTUM,Volume BTC
1659225600,2022-07-31 00:00:00,QTUM/BTC,0.00018175,0.00018495,0.00018175,0.0001842,0.0233278,127.14651129
1659139200,2022-07-30 00:00:00,QTUM/BTC,0.00019533,0.00020179,0.00018212,0.00018213,0.53964902,2766.35866454
1659052800,2022-07-29 00:00:00,QTUM/BTC,0.00018813,0.00021548,0.00018371,0.00019533,0.77709036,3884.86789518
1658966400,2022-07-28 00:00:00,QTUM/BTC,0.00017971,0.00020107,0.00017909,0.00018746,0.68053432,3576.8705983
1658880000,2022-07-27 00:00:00,QTUM/BTC,0.00017263,0.00018218,0.00016543,0.00018034,0.28641888,1654.68047698
1658793600,2022-07-26 00:00:00,QTUM/BTC,0.00015414,0.00017347,0.00015113,0.00017345,0.16458572,1003.11638376
1658707200,2022-07-25 00:00:00,QTUM/BTC,0.00015029,0.0001633,0.0001483,0.00015514,0.13064755,828.25534185
1658620800,2022-07-24 00:00:00,QTUM/BTC,0.00015356,0.00015356,0.00014916,0.00015079,0.01776727,117.33855835
1658534400,2022-07-23 00:00:00,QTUM/BTC,0.00014421,0.00015454,0.0001425,0.00015379,0.04955899,327.51688323
1658448000,2022-07-22 00:00:00,QTUM/BTC,0.00013573,0.00015064,0.00013573,0.00014466,0.16857835,1161.64622545
1658361600,2022-07-21 00:00:00,QTUM/BTC,0.00013293,0.00013532,0.00013134,0.00013408,0.0797186,596.88844421
1658275200,2022-07-20 00:00:00,QTUM/BTC,0.00014017,0.0001419,0.00013201,0.00013201,0.11685512,846.58206676
1658188800,2022-07-19 00:00:00,QTUM/BTC,0.00014313,0.00014675,0.00013844,0.00013922,0.07963433,564.04573616
1658102400,2022-07-18 00:00:00,QTUM/BTC,0.00014227,0.00014946,0.00014174,0.00014317,0.14551306,1003.19642968
1658016000,2022-07-17 00:00:00,QTUM/BTC,0.00013614,0.00014444,0.00013426,0.00014176,0.12586371,890.28450022
1657929600,2022-07-16 00:00:00,QTUM/BTC,0.00013276,0.00013615,0.00013276,0.00013615,0.09434695,697.35764642
1657843200,2022-07-15 00:00:00,QTUM/BTC,0.00013489,0.00013489,0.00013277,0.00013383,0.02145176,160.02734032
1657756800,2022-07-14 00:00:00,QTUM/BTC,0.00013503,0.00013503,0.00013255,0.0001345,0.03237509,241.49342527
1657670400,2022-07-13 00:00:00,QTUM/BTC,0.00013601,0.00013615,0.00013255,0.00013503,0.05963789,444.54024718
1657584000,2022-07-12 00:00:00,QTUM/BTC,0.00013605,0.00013735,0.0001337,0.00013505,0.10611952,784.63751694
1657497600,2022-07-11 00:00:00,QTUM/BTC,0.00014117,0.00014165,0.00013444,0.00013444,0.11821958,851.04822519
1657411200,2022-07-10 00:00:00,QTUM/BTC,0.00014032,0.00014121,0.00013843,0.00014117,0.05490571,392.64370546
1657324800,2022-07-09 00:00:00,QTUM/BTC,0.00013618,0.00014726,0.00013618,0.00014121,0.24590579,1721.86731939
