https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCHSV,Volume USDT
1663462800,2022-09-18 01:00:00,BCHSV/USDT,52.256,52.302,52.256,52.302,47.9356938,2505.80167288634
1663459200,2022-09-18 00:00:00,BCHSV/USDT,52.368,52.594,52.108,52.204,1585.6393281,82908.05448433457
1663455600,2022-09-17 23:00:00,BCHSV/USDT,52.619,52.718,52.284,52.333,1323.06409998,69452.63245155786
1663452000,2022-09-17 22:00:00,BCHSV/USDT,52.245,52.594,52.08,52.56,577.21901606,30161.86126243194
1663448400,2022-09-17 21:00:00,BCHSV/USDT,52.57,52.57,52.165,52.245,146.33501201,7660.81811491237
1663444800,2022-09-17 20:00:00,BCHSV/USDT,52.461,52.574,52.401,52.568,276.11026178,14496.32095612069
1663441200,2022-09-17 19:00:00,BCHSV/USDT,52.222,52.452,52.116,52.452,339.57956217,17763.38830818072
1663437600,2022-09-17 18:00:00,BCHSV/USDT,52.413,52.438,52.172,52.293,476.5703499,24930.50425977496
1663434000,2022-09-17 17:00:00,BCHSV/USDT,52.676,52.752,52.298,52.443,323.96850754,16995.55520369385
1663430400,2022-09-17 16:00:00,BCHSV/USDT,52.436,52.726,52.436,52.621,505.3622123,26586.0822126158
1663426800,2022-09-17 15:00:00,BCHSV/USDT,52.568,52.745,52.442,52.445,560.77529816,29496.36411148765
1663423200,2022-09-17 14:00:00,BCHSV/USDT,52.331,52.62,52.278,52.617,533.74258001,27997.40699341047
1663419600,2022-09-17 13:00:00,BCHSV/USDT,52.411,52.514,52.136,52.3,535.71362039,28034.29368096452
1663416000,2022-09-17 12:00:00,BCHSV/USDT,51.973,52.579,51.775,52.477,1216.21580043,63496.39643519619
1663412400,2022-09-17 11:00:00,BCHSV/USDT,51.853,51.986,51.853,51.956,146.58973015,7610.55797193101
1663408800,2022-09-17 10:00:00,BCHSV/USDT,51.85,52.276,51.625,51.818,670.94379228,34836.62451956888
1663405200,2022-09-17 09:00:00,BCHSV/USDT,51.738,51.85,51.712,51.846,204.72762469,10600.40167482592
1663401600,2022-09-17 08:00:00,BCHSV/USDT,51.894,51.922,51.686,51.735,396.32899483,20517.63543524769
1663398000,2022-09-17 07:00:00,BCHSV/USDT,51.929,51.935,51.741,51.835,174.00057289,9022.55020379028
1663394400,2022-09-17 06:00:00,BCHSV/USDT,51.901,52.25,51.737,51.942,443.1368485,23024.16162029021
1663390800,2022-09-17 05:00:00,BCHSV/USDT,51.985,52.031,51.711,51.901,288.93909338,14997.14807536989
1663387200,2022-09-17 04:00:00,BCHSV/USDT,52.127,52.298,51.946,51.946,293.99995515,15318.94309010912
1663383600,2022-09-17 03:00:00,BCHSV/USDT,52.101,52.15,52.03,52.126,112.59205971,5867.2422794862
1663380000,2022-09-17 02:00:00,BCHSV/USDT,52.037,52.276,51.944,52.155,821.16162828,42710.70793866996
1663376400,2022-09-17 01:00:00,BCHSV/USDT,52.042,52.155,52.015,52.093,438.86476792,22855.04566689656
1663372800,2022-09-17 00:00:00,BCHSV/USDT,52.06,52.244,51.832,51.995,839.62730492,43677.72960873428
1663369200,2022-09-16 23:00:00,BCHSV/USDT,51.858,52.037,51.756,52.037,333.46622356,17299.73243821512
1663365600,2022-09-16 22:00:00,BCHSV/USDT,51.793,52.026,51.793,51.854,484.04233407,25115.38044548412
1663362000,2022-09-16 21:00:00,BCHSV/USDT,51.797,51.928,51.632,51.72,359.15000992,18596.82265087506
1663358400,2022-09-16 20:00:00,BCHSV/USDT,51.434,51.86,51.434,51.86,281.59081635,14543.14671330841
1663354800,2022-09-16 19:00:00,BCHSV/USDT,51.421,51.494,51.25,51.412,696.90608498,35783.16975752663
1663351200,2022-09-16 18:00:00,BCHSV/USDT,51.342,51.486,50.91,51.411,846.12691571,43408.6377684078
1663347600,2022-09-16 17:00:00,BCHSV/USDT,51.167,51.499,50.825,51.37,1291.3841993,66029.27757113027
1663344000,2022-09-16 16:00:00,BCHSV/USDT,51.683,51.877,51.082,51.215,1419.71265967,73088.3557919152
1663340400,2022-09-16 15:00:00,BCHSV/USDT,51.789,51.87,51.456,51.669,579.0034496,29924.63714337096
1663336800,2022-09-16 14:00:00,BCHSV/USDT,51.229,51.937,51.156,51.744,954.63024061,49330.48753644727
1663333200,2022-09-16 13:00:00,BCHSV/USDT,51.677,51.861,51.175,51.222,1106.75617089,57129.74325436907
1663329600,2022-09-16 12:00:00,BCHSV/USDT,52.206,52.207,51.625,51.629,309.03148851,16050.3364797125
1663326000,2022-09-16 11:00:00,BCHSV/USDT,51.963,52.223,51.917,52.162,651.91172941,33940.49367562281
1663322400,2022-09-16 10:00:00,BCHSV/USDT,51.791,51.969,51.784,51.924,303.55684294,15746.25632110373
1663318800,2022-09-16 09:00:00,BCHSV/USDT,51.631,51.858,51.6,51.83,280.81773996,14513.56059081762
1663315200,2022-09-16 08:00:00,BCHSV/USDT,52.002,52.033,51.587,51.694,1292.6505433,66908.51950989676
1663311600,2022-09-16 07:00:00,BCHSV/USDT,52.339,52.367,51.907,51.99,521.62091925,27187.46663147286
1663308000,2022-09-16 06:00:00,BCHSV/USDT,52.184,52.42,52.183,52.378,375.78679781,19660.43717098238
1663304400,2022-09-16 05:00:00,BCHSV/USDT,52.004,52.385,51.898,52.18,755.66261814,39432.19930857059
1663300800,2022-09-16 04:00:00,BCHSV/USDT,51.765,52.222,51.765,52.046,583.52147462,30382.98355942481
1663297200,2022-09-16 03:00:00,BCHSV/USDT,51.83,52.005,51.685,51.752,452.62791414,23446.88024977226
1663293600,2022-09-16 02:00:00,BCHSV/USDT,52.069,52.101,51.647,51.83,868.7846734,45057.23587774785
1663290000,2022-09-16 01:00:00,BCHSV/USDT,52.427,52.466,52.001,52.071,537.84484523,28104.09605978158
1663286400,2022-09-16 00:00:00,BCHSV/USDT,51.711,52.571,51.687,52.442,1581.7028484,82492.38581697481
1663282800,2022-09-15 23:00:00,BCHSV/USDT,51.871,51.921,51.648,51.747,480.48424852,24857.85788432051
1663279200,2022-09-15 22:00:00,BCHSV/USDT,52.08,52.154,51.712,51.836,295.9000662,15366.0976276602
1663275600,2022-09-15 21:00:00,BCHSV/USDT,52.323,52.353,52.113,52.113,238.04251271,12443.10335369025
1663272000,2022-09-15 20:00:00,BCHSV/USDT,52.239,52.404,52.149,52.35,351.80877809,18390.05744146015
1663268400,2022-09-15 19:00:00,BCHSV/USDT,52.044,52.377,52.029,52.206,777.55718742,40603.47576305902
1663264800,2022-09-15 18:00:00,BCHSV/USDT,52.265,53.52,51.969,52.045,2582.87262783,135753.62323162174
1663261200,2022-09-15 17:00:00,BCHSV/USDT,52.274,52.382,52.223,52.286,381.01801922,19923.10250981688
1663257600,2022-09-15 16:00:00,BCHSV/USDT,52.215,52.594,52.013,52.252,901.01177237,47058.52883788741
1663254000,2022-09-15 15:00:00,BCHSV/USDT,51.757,52.441,51.091,52.201,1317.39973202,68223.61166963454
1663250400,2022-09-15 14:00:00,BCHSV/USDT,52.621,53.306,51.658,51.793,2147.54329342,112492.40071591173
1663246800,2022-09-15 13:00:00,BCHSV/USDT,52.276,52.614,52.1,52.614,1198.93549772,62739.10159025135
1663243200,2022-09-15 12:00:00,BCHSV/USDT,52.336,52.382,52.076,52.226,823.16908994,43027.27930344809
1663239600,2022-09-15 11:00:00,BCHSV/USDT,52.14,52.38,51.991,52.269,280.18605215,14628.02325706488
1663236000,2022-09-15 10:00:00,BCHSV/USDT,52.339,52.584,52.064,52.142,582.09374392,30447.58560377502
1663232400,2022-09-15 09:00:00,BCHSV/USDT,52.516,52.607,52.182,52.387,521.21972485,27333.1543033338
1663228800,2022-09-15 08:00:00,BCHSV/USDT,52.92,52.921,52.285,52.516,698.73345624,36719.94689656278
1663225200,2022-09-15 07:00:00,BCHSV/USDT,53.034,53.351,52.641,52.964,1596.68874315,84555.30693297697
1663221600,2022-09-15 06:00:00,BCHSV/USDT,52.489,53.649,51.74,53.049,2369.7142233,124684.60958810262
1663218000,2022-09-15 05:00:00,BCHSV/USDT,52.713,52.957,52.274,52.546,998.34692574,52544.33151221669
1663214400,2022-09-15 04:00:00,BCHSV/USDT,51.709,54.616,51.709,52.696,6010.62031579,319256.86749175105
1663210800,2022-09-15 03:00:00,BCHSV/USDT,51.47,51.886,50.546,51.712,1256.1831366,64338.0241320556
1663207200,2022-09-15 02:00:00,BCHSV/USDT,52.098,52.113,51.175,51.492,615.37877073,31758.23446358248
1663203600,2022-09-15 01:00:00,BCHSV/USDT,51.844,52.114,51.447,52.114,437.94149268,22684.23151683834
1663200000,2022-09-15 00:00:00,BCHSV/USDT,52.452,52.594,51.821,51.844,1012.5280711,52863.90179838232
1663196400,2022-09-14 23:00:00,BCHSV/USDT,52.356,52.425,52.213,52.411,559.42441397,29266.27156323771
1663192800,2022-09-14 22:00:00,BCHSV/USDT,52.188,52.45,52.074,52.313,577.95055703,30203.47875935919
1663189200,2022-09-14 21:00:00,BCHSV/USDT,51.764,52.236,51.764,52.187,383.35032958,19954.59769718949
1663185600,2022-09-14 20:00:00,BCHSV/USDT,51.888,51.899,51.664,51.73,502.05915979,25987.07459771028
1663182000,2022-09-14 19:00:00,BCHSV/USDT,51.392,51.971,51.304,51.861,876.15272774,45245.11799811003
1663178400,2022-09-14 18:00:00,BCHSV/USDT,51.716,51.853,50.793,51.358,1590.74724491,81731.79591813637
1663174800,2022-09-14 17:00:00,BCHSV/USDT,51.548,52.012,51.545,51.68,624.66043562,32353.93687493976
1663171200,2022-09-14 16:00:00,BCHSV/USDT,51.72,51.815,51.528,51.586,569.97194026,29462.80691510867
1663167600,2022-09-14 15:00:00,BCHSV/USDT,52.023,52.027,51.648,51.775,697.85438799,36179.07721946316
1663164000,2022-09-14 14:00:00,BCHSV/USDT,51.722,52.118,51.574,51.919,1224.90857606,63506.61242675437
1663160400,2022-09-14 13:00:00,BCHSV/USDT,52.312,52.561,51.426,51.736,1773.80911928,92014.98109770127
1663156800,2022-09-14 12:00:00,BCHSV/USDT,52.006,52.568,51.695,52.344,1245.41085547,64908.62811803509
1663153200,2022-09-14 11:00:00,BCHSV/USDT,52.103,52.198,51.759,52.061,581.92139461,30292.34685904621
1663149600,2022-09-14 10:00:00,BCHSV/USDT,52.287,52.291,51.978,52.08,402.05563482,20952.48290175125
1663146000,2022-09-14 09:00:00,BCHSV/USDT,52.115,52.305,51.876,52.232,731.2307387,38088.80288452264
1663142400,2022-09-14 08:00:00,BCHSV/USDT,52.045,52.663,51.873,52.116,1194.67532018,62381.81326596477
1663138800,2022-09-14 07:00:00,BCHSV/USDT,52.236,52.418,51.836,52.092,606.01170487,31597.56375491872
1663135200,2022-09-14 06:00:00,BCHSV/USDT,52.755,52.781,52.15,52.23,585.4889063,30723.42922129855
1663131600,2022-09-14 05:00:00,BCHSV/USDT,52.846,52.846,52.641,52.723,478.57115063,25233.22603698079
1663128000,2022-09-14 04:00:00,BCHSV/USDT,52.605,52.856,52.45,52.85,236.42671526,12426.09599006612
1663124400,2022-09-14 03:00:00,BCHSV/USDT,52.741,52.786,52.535,52.602,503.81270547,26533.56197004844
1663120800,2022-09-14 02:00:00,BCHSV/USDT,52.664,53.009,52.623,52.797,916.69952384,48390.9049103391
1663117200,2022-09-14 01:00:00,BCHSV/USDT,51.929,52.7,51.929,52.673,853.27300147,44505.96442812002
1663113600,2022-09-14 00:00:00,BCHSV/USDT,51.535,52.344,51.273,51.975,1426.5663476,74073.2915576942
1663110000,2022-09-13 23:00:00,BCHSV/USDT,51.824,51.891,51.396,51.519,841.12814013,43422.59924373459
1663106400,2022-09-13 22:00:00,BCHSV/USDT,51.884,51.901,51.49,51.828,592.04950144,30639.16894726175
1663102800,2022-09-13 21:00:00,BCHSV/USDT,51.976,51.994,51.391,51.89,720.89430684,37330.14345784251
1663099200,2022-09-13 20:00:00,BCHSV/USDT,51.777,52.266,51.669,51.996,693.86547805,36049.43746564158
1663095600,2022-09-13 19:00:00,BCHSV/USDT,51.412,51.864,50.947,51.757,1961.93495899,100925.46732185975
1663092000,2022-09-13 18:00:00,BCHSV/USDT,52.364,52.463,51.302,51.434,1495.3790926,77652.35339181774
1663088400,2022-09-13 17:00:00,BCHSV/USDT,52.505,52.708,52.348,52.42,994.15330871,52199.89633241484
1663084800,2022-09-13 16:00:00,BCHSV/USDT,52.508,52.727,52.287,52.55,1100.88156203,57790.25604886246
1663081200,2022-09-13 15:00:00,BCHSV/USDT,52.586,52.654,52.148,52.538,1389.09262257,72815.42048116134
1663077600,2022-09-13 14:00:00,BCHSV/USDT,52.678,52.908,52.111,52.586,1687.32408269,88659.67279204314
1663074000,2022-09-13 13:00:00,BCHSV/USDT,52.837,53.31,52.655,52.757,1195.73426947,63298.37753028337
1663070400,2022-09-13 12:00:00,BCHSV/USDT,55.122,55.257,52.727,52.989,2658.45460445,143392.01894925539
1663066800,2022-09-13 11:00:00,BCHSV/USDT,54.544,55.307,54.493,55.134,1985.28451978,109073.89102437839
1663063200,2022-09-13 10:00:00,BCHSV/USDT,54.16,54.658,54.092,54.511,803.93159664,43682.03435605716
1663059600,2022-09-13 09:00:00,BCHSV/USDT,54.331,54.498,54.042,54.103,1274.66605675,69150.92316700254
1663056000,2022-09-13 08:00:00,BCHSV/USDT,54.794,54.966,54.267,54.267,775.03726626,42331.595523252
