https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ACA,Volume USDT
1643932800,2022-02-04 00:00:00,ACA/USDT,1.2628,1.7768,1.2296,1.6744,2095062.62056921,3245553.921782119665
1643846400,2022-02-03 00:00:00,ACA/USDT,1.3014,1.3325,1.208,1.2625,578084.08824513,725607.555664580949
1643760000,2022-02-02 00:00:00,ACA/USDT,1.4777,1.5399,1.3,1.3068,545806.89681051,767759.268597609398
1643673600,2022-02-01 00:00:00,ACA/USDT,1.4683,1.578,1.4601,1.4866,517238.62311832,783171.505465035386
1643587200,2022-01-31 00:00:00,ACA/USDT,1.52,1.5476,1.4195,1.4623,540336.81014719,803804.966221186996
1643500800,2022-01-30 00:00:00,ACA/USDT,1.6355,1.8,1.5201,1.5201,789933.23542817,1306141.024314251016
1643414400,2022-01-29 00:00:00,ACA/USDT,1.612,1.82,1.5818,1.6355,766023.12438598,1274142.602072384916
1643328000,2022-01-28 00:00:00,ACA/USDT,1.596,1.6599,1.5,1.621,646512.28615877,1009898.658668714309
1643241600,2022-01-27 00:00:00,ACA/USDT,1.6832,1.7887,1.5107,1.5892,1264042.92611063,2048376.750005425024
1643155200,2022-01-26 00:00:00,ACA/USDT,1.999,2.1,1.5363,1.6813,3394473.38719286,6362248.517614909683
1643068800,2022-01-25 00:00:00,ACA/USDT,0.875,4.5,0.875,1.9951,12371806.29856591,27481736.907940319091
