https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XCUR,Volume BTC
1663459200,2022-09-18 00:00:00,XCUR/BTC,0.000002897,0.00000293,0.000002893,0.000002902,36293.3286,0.1054534205455
1663372800,2022-09-17 00:00:00,XCUR/BTC,0.00000311,0.000003114,0.000002796,0.000002896,873955.3558,2.5961037089044
1663286400,2022-09-16 00:00:00,XCUR/BTC,0.000003161,0.000003283,0.000003084,0.000003117,693750.7367,2.1803310212013
1663200000,2022-09-15 00:00:00,XCUR/BTC,0.000003078,0.000003171,0.000003007,0.000003161,512093.3224,1.5832375448421
1663113600,2022-09-14 00:00:00,XCUR/BTC,0.000003101,0.0000032,0.000003035,0.000003081,619607.2267,1.9314771077104
1663027200,2022-09-13 00:00:00,XCUR/BTC,0.000002901,0.000003134,0.000002825,0.000003102,551187.7552,1.6354540430984
1662940800,2022-09-12 00:00:00,XCUR/BTC,0.000002977,0.000003062,0.00000285,0.000002901,873494.2158,2.5736939372649
1662854400,2022-09-11 00:00:00,XCUR/BTC,0.000003003,0.000003058,0.000002954,0.000002977,626634.0026,1.8900451597679
1662768000,2022-09-10 00:00:00,XCUR/BTC,0.000002959,0.000003067,0.000002959,0.000003001,561787.9652,1.6842712181753
1662681600,2022-09-09 00:00:00,XCUR/BTC,0.0000032,0.000003258,0.000002936,0.000002964,665525.2763,2.0459742102087
1662595200,2022-09-08 00:00:00,XCUR/BTC,0.000003354,0.000003399,0.000003137,0.000003197,691397.4966,2.2705705989628
1662508800,2022-09-07 00:00:00,XCUR/BTC,0.000003349,0.000003483,0.00000326,0.000003378,560196.4521,1.8773200635344
1662422400,2022-09-06 00:00:00,XCUR/BTC,0.000003256,0.000003425,0.0000032,0.000003343,639953.6271,2.0917876652002
1662336000,2022-09-05 00:00:00,XCUR/BTC,0.00000325,0.000003354,0.000003213,0.000003259,647541.7804,2.1074621259792
1662249600,2022-09-04 00:00:00,XCUR/BTC,0.000003256,0.000003364,0.000003219,0.000003251,550966.9079,1.7995803019819
1662163200,2022-09-03 00:00:00,XCUR/BTC,0.000003224,0.000003342,0.000003204,0.000003258,688422.9051,2.2354758386557
1662076800,2022-09-02 00:00:00,XCUR/BTC,0.000003263,0.0000036,0.000003201,0.000003222,442717.7491,1.4689881990936
1661990400,2022-09-01 00:00:00,XCUR/BTC,0.000003113,0.000003377,0.000003057,0.000003263,881797.0308,2.7577544158344
1661904000,2022-08-31 00:00:00,XCUR/BTC,0.000003219,0.000003224,0.000003066,0.000003088,623769.3042,1.9691707887317
1661817600,2022-08-30 00:00:00,XCUR/BTC,0.000003241,0.000003292,0.00000311,0.00000322,618977.8012,1.977218734964
1661731200,2022-08-29 00:00:00,XCUR/BTC,0.000003248,0.000003294,0.000003148,0.000003243,631729.7703,2.0204637967288
