https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GMB,Volume BTC
1663459200,2022-09-18 00:00:00,GMB/BTC,0.0000000108,0.0000000108,0.0000000105,0.0000000105,130647.781,0.00139633806805
1663372800,2022-09-17 00:00:00,GMB/BTC,0.00000001,0.0000000107,0.0000000097,0.0000000107,17690395.8213,0.17889489227291
1663286400,2022-09-16 00:00:00,GMB/BTC,0.0000000101,0.0000000104,0.0000000098,0.0000000098,4936176.2624,0.04966989646319
1663200000,2022-09-15 00:00:00,GMB/BTC,0.0000000104,0.0000000106,0.00000001,0.0000000103,21619544.7671,0.2220567969995
1663113600,2022-09-14 00:00:00,GMB/BTC,0.0000000104,0.0000000105,0.0000000099,0.0000000102,10510183.719,0.10779387704676
1663027200,2022-09-13 00:00:00,GMB/BTC,0.00000001,0.0000000106,0.00000001,0.0000000104,13116635.237,0.1335886294756
1662940800,2022-09-12 00:00:00,GMB/BTC,0.0000000107,0.000000011,0.0000000098,0.00000001,31385299.9938,0.32185690009984
1662854400,2022-09-11 00:00:00,GMB/BTC,0.0000000107,0.0000000114,0.0000000104,0.0000000107,28701138.7291,0.31033974154834
1662768000,2022-09-10 00:00:00,GMB/BTC,0.0000000116,0.0000000116,0.0000000105,0.0000000108,22272762.5616,0.24136381756257
1662681600,2022-09-09 00:00:00,GMB/BTC,0.0000000112,0.0000000136,0.0000000105,0.0000000114,66605947.2806,0.79310887318002
1662595200,2022-09-08 00:00:00,GMB/BTC,0.0000000113,0.0000000121,0.0000000112,0.0000000112,12121061.6009,0.1423529584466
1662508800,2022-09-07 00:00:00,GMB/BTC,0.0000000107,0.0000000122,0.0000000104,0.0000000113,9954584.2515,0.11310391432356
1662422400,2022-09-06 00:00:00,GMB/BTC,0.000000011,0.0000000112,0.0000000102,0.0000000106,16166042.5211,0.17153014880301
1662336000,2022-09-05 00:00:00,GMB/BTC,0.0000000111,0.0000000115,0.0000000109,0.000000011,1863406.3253,0.02088430171995
1662249600,2022-09-04 00:00:00,GMB/BTC,0.0000000111,0.0000000115,0.0000000109,0.0000000111,7814856.4584,0.08780999793759
1662163200,2022-09-03 00:00:00,GMB/BTC,0.0000000112,0.0000000114,0.0000000111,0.0000000112,755920.798,0.00848421220751
