https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFI,Volume BTC
1660176000,2022-08-11 00:00:00,YFI/BTC,0.47701745,0.47701745,0.47701745,0.47701745,0.00000000,0.0
1660172400,2022-08-10 23:00:00,YFI/BTC,0.47701745,0.47701745,0.47701745,0.47701745,0.00000000,0.0
1660168800,2022-08-10 22:00:00,YFI/BTC,0.47701745,0.47701745,0.47701745,0.47701745,0.06575845,0.0313679281349525
1660165200,2022-08-10 21:00:00,YFI/BTC,0.47608589,0.47608589,0.47608589,0.47608589,0.06575543,0.0313052324138827
1660161600,2022-08-10 20:00:00,YFI/BTC,0.47768057,0.47768057,0.47768057,0.47768057,0.00000000,0.0
1660158000,2022-08-10 19:00:00,YFI/BTC,0.47768057,0.47768057,0.47768057,0.47768057,0.00000000,0.0
1660154400,2022-08-10 18:00:00,YFI/BTC,0.47768057,0.47768057,0.47768057,0.47768057,0.06669037,0.0318566939551109
1660150800,2022-08-10 17:00:00,YFI/BTC,0.48037966,0.48037966,0.48037966,0.48037966,0.06521007,0.0313255912551762
1660147200,2022-08-10 16:00:00,YFI/BTC,0.47521285,0.47521286,0.47521285,0.47521286,0.00878815,0.004176241895609
1660143600,2022-08-10 15:00:00,YFI/BTC,0.48125179,0.48125179,0.48125179,0.48125179,0.06497213,0.031267953862612705
1660140000,2022-08-10 14:00:00,YFI/BTC,0.48452744,0.48452744,0.48452744,0.48452744,0.00000000,0.0
1660136400,2022-08-10 13:00:00,YFI/BTC,0.48606394,0.48606394,0.48452744,0.48452744,0.16809500,0.0814466400268
1660132800,2022-08-10 12:00:00,YFI/BTC,0.48919483,0.48919483,0.48919483,0.48919483,0.00000000,0.0
1660129200,2022-08-10 11:00:00,YFI/BTC,0.48919483,0.48919483,0.48919483,0.48919483,0.01015565,0.0049680914752895005
1660125600,2022-08-10 10:00:00,YFI/BTC,0.48908499,0.48908499,0.48908499,0.48908499,0.02896212,0.0141649381705788
1660122000,2022-08-10 09:00:00,YFI/BTC,0.49189971,0.49189971,0.49189971,0.49189971,0.00000000,0.0
1660118400,2022-08-10 08:00:00,YFI/BTC,0.49189971,0.49189971,0.49189971,0.49189971,0.00000000,0.0
1660114800,2022-08-10 07:00:00,YFI/BTC,0.49189971,0.49189971,0.49189971,0.49189971,0.00000000,0.0
1660111200,2022-08-10 06:00:00,YFI/BTC,0.49189971,0.49189971,0.49189971,0.49189971,0.00000000,0.0
1660107600,2022-08-10 05:00:00,YFI/BTC,0.49189971,0.49189971,0.49189971,0.49189971,0.00000000,0.0
1660104000,2022-08-10 04:00:00,YFI/BTC,0.49189971,0.49189971,0.49189971,0.49189971,0.00162789,0.0008007586189119
1660100400,2022-08-10 03:00:00,YFI/BTC,0.47579218,0.47579218,0.47579218,0.47579218,0.00000000,0.0
1660096800,2022-08-10 02:00:00,YFI/BTC,0.47579218,0.47579218,0.47579218,0.47579218,0.00000000,0.0
1660093200,2022-08-10 01:00:00,YFI/BTC,0.47579218,0.47579218,0.47579218,0.47579218,0.00000000,0.0
1660089600,2022-08-10 00:00:00,YFI/BTC,0.47649673,0.47649673,0.47532132,0.47579218,0.00700836,0.0033345228826248
1660086000,2022-08-09 23:00:00,YFI/BTC,0.49526148,0.49526148,0.49526148,0.49526148,0.00000000,0.0
1660082400,2022-08-09 22:00:00,YFI/BTC,0.49526148,0.49526148,0.49526148,0.49526148,0.00000000,0.0
1660078800,2022-08-09 21:00:00,YFI/BTC,0.49526148,0.49526148,0.49526148,0.49526148,0.00000000,0.0
1660075200,2022-08-09 20:00:00,YFI/BTC,0.49526148,0.49526148,0.49526148,0.49526148,0.06544830,0.032414021921484
1660071600,2022-08-09 19:00:00,YFI/BTC,0.47895568,0.47895568,0.47895568,0.47895568,0.00000000,0.0
1660068000,2022-08-09 18:00:00,YFI/BTC,0.47895568,0.47895568,0.47895568,0.47895568,0.00000000,0.0
1660064400,2022-08-09 17:00:00,YFI/BTC,0.47895568,0.47895568,0.47895568,0.47895568,0.04335403,0.0207646589193904
1660060800,2022-08-09 16:00:00,YFI/BTC,0.47277803,0.47277803,0.47277803,0.47277803,0.00000000,0.0
1660057200,2022-08-09 15:00:00,YFI/BTC,0.47277803,0.47277803,0.47277803,0.47277803,0.00000000,0.0
1660053600,2022-08-09 14:00:00,YFI/BTC,0.47277803,0.47277803,0.47277803,0.47277803,0.06899081,0.0326173392399043
1660050000,2022-08-09 13:00:00,YFI/BTC,0.47963721,0.47963721,0.47963721,0.47963721,0.02151687,0.0103202914947327
1660046400,2022-08-09 12:00:00,YFI/BTC,0.47229064,0.47229064,0.47229064,0.47229064,0.00000000,0.0
1660042800,2022-08-09 11:00:00,YFI/BTC,0.47037985,0.47229064,0.47037985,0.47229064,0.13639750,0.0644192625694
1660039200,2022-08-09 10:00:00,YFI/BTC,0.46904293,0.46904293,0.46858813,0.46858813,0.10772686,0.050479527878171795
1660035600,2022-08-09 09:00:00,YFI/BTC,0.47401898,0.47401898,0.47401898,0.47401898,0.00169986,0.0008057659033428
1660032000,2022-08-09 08:00:00,YFI/BTC,0.49496454,0.49496454,0.49496454,0.49496454,0.00000000,0.0
1660028400,2022-08-09 07:00:00,YFI/BTC,0.49496454,0.49496454,0.49496454,0.49496454,0.00000000,0.0
1660024800,2022-08-09 06:00:00,YFI/BTC,0.49496454,0.49496454,0.49496454,0.49496454,0.00000000,0.0
1660021200,2022-08-09 05:00:00,YFI/BTC,0.49496454,0.49496454,0.49496454,0.49496454,0.00000000,0.0
1660017600,2022-08-09 04:00:00,YFI/BTC,0.49496454,0.49496454,0.49496454,0.49496454,0.00000000,0.0
1660014000,2022-08-09 03:00:00,YFI/BTC,0.49496454,0.49496454,0.49496454,0.49496454,0.00000000,0.0
1660010400,2022-08-09 02:00:00,YFI/BTC,0.49496454,0.49496454,0.49496454,0.49496454,0.00000000,0.0
1660006800,2022-08-09 01:00:00,YFI/BTC,0.49496454,0.49496454,0.49496454,0.49496454,0.00000000,0.0
1660003200,2022-08-09 00:00:00,YFI/BTC,0.49496454,0.49496454,0.49496454,0.49496454,0.00000000,0.0
1659999600,2022-08-08 23:00:00,YFI/BTC,0.49496454,0.49496454,0.49496454,0.49496454,0.00000000,0.0
1659996000,2022-08-08 22:00:00,YFI/BTC,0.49496454,0.49496454,0.49496454,0.49496454,0.00000000,0.0
1659992400,2022-08-08 21:00:00,YFI/BTC,0.49496454,0.49496454,0.49496454,0.49496454,0.00000000,0.0
