https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume REP
1650848400000,2022-04-25 01:00:00,REP/BTC,0.00034664,0.00034664,0.00034313,0.00034313,0.0008021265256889999,2.3376753
1650844800000,2022-04-25 00:00:00,REP/BTC,0.00035579,0.00036214,0.00034538,0.00034538,0.0042154329396102,12.20520279
1650841200000,2022-04-24 23:00:00,REP/BTC,0.00035178,0.00035597,0.00035178,0.00035521,0.0013415573837512,3.77680072
1650837600000,2022-04-24 22:00:00,REP/BTC,0.00035105,0.00035282,0.00034977,0.00035243,0.002371881777213,6.7300791
1650834000000,2022-04-24 21:00:00,REP/BTC,0.00035287,0.00035534,0.00035153,0.00035206,0.001708495339165,4.85285275
1650830400000,2022-04-24 20:00:00,REP/BTC,0.00035294,0.00035442,0.00035219,0.00035291,0.0106183424082666,30.08796126
1650826800000,2022-04-24 19:00:00,REP/BTC,0.00035211,0.00035564,0.00035211,0.00035298,0.0023658552166266004,6.70251917
1650823200000,2022-04-24 18:00:00,REP/BTC,0.00035535,0.00035535,0.00035171,0.00035266,0.0014490718358732,4.10897702
1650819600000,2022-04-24 17:00:00,REP/BTC,0.00035563,0.000361,0.00035431,0.00035431,0.0029457755631227,8.31411917
1650816000000,2022-04-24 16:00:00,REP/BTC,0.00035169,0.00035627,0.00035162,0.00035475,0.0020041514584575,5.64947557
1650812400000,2022-04-24 15:00:00,REP/BTC,0.00035043,0.00035167,0.00034861,0.0003511,0.001687566240315,4.80651165
1650808800000,2022-04-24 14:00:00,REP/BTC,0.00034783,0.00035089,0.00034444,0.00035089,0.0016963673326916002,4.8344704400000005
1650805200000,2022-04-24 13:00:00,REP/BTC,0.00034869,0.00034933,0.00034724,0.00034858,0.007127942299016801,20.44851196
1650801600000,2022-04-24 12:00:00,REP/BTC,0.00034968,0.00035,0.00034696,0.00034793,0.0024844671711518997,7.14070983
1650798000000,2022-04-24 11:00:00,REP/BTC,0.00034847,0.00034973,0.00034826,0.00034901,0.0014522308926981,4.16100081
1650794400000,2022-04-24 10:00:00,REP/BTC,0.00034734,0.00034911,0.00034734,0.00034837,0.0010226066775452,2.93540396
1650790800000,2022-04-24 09:00:00,REP/BTC,0.00034754,0.00034832,0.00034647,0.00034742,0.0007880024378936,2.26815508
1650787200000,2022-04-24 08:00:00,REP/BTC,0.00034715,0.00034786,0.00034678,0.00034761,0.0010474501922691,3.01329131
1650783600000,2022-04-24 07:00:00,REP/BTC,0.00034678,0.00034871,0.00034618,0.00034639,0.0012739631145681002,3.67782879
1650780000000,2022-04-24 06:00:00,REP/BTC,0.00034634,0.00034893,0.00034634,0.00034729,0.0014793837297626998,4.25979363
1650776400000,2022-04-24 05:00:00,REP/BTC,0.00034699,0.00034827,0.00034582,0.00034628,0.0020602387213232,5.94963244
1650772800000,2022-04-24 04:00:00,REP/BTC,0.00034689,0.00034712,0.0003468,0.00034712,0.0004945747050232,1.42479461
1650769200000,2022-04-24 03:00:00,REP/BTC,0.00034979,0.00034979,0.00034676,0.00034677,0.0016991853138027002,4.90003551
1650765600000,2022-04-24 02:00:00,REP/BTC,0.00034961,0.00035082,0.00034902,0.00034926,0.0018836287630698,5.3931992300000005
1650762000000,2022-04-24 01:00:00,REP/BTC,0.00034974,0.00035217,0.00034882,0.00035025,0.0026991434239575,7.70633383
1650758400000,2022-04-24 00:00:00,REP/BTC,0.00035379,0.00035451,0.00034952,0.00034973,0.0017625180850036999,5.03965369
1650754800000,2022-04-23 23:00:00,REP/BTC,0.00035187,0.00035457,0.00035174,0.00035399,0.0019230433580267,5.4324793300000005
1650751200000,2022-04-23 22:00:00,REP/BTC,0.0003507,0.00035297,0.0003507,0.00035297,0.0007100695125100999,2.01169933
1650747600000,2022-04-23 21:00:00,REP/BTC,0.00035078,0.0003532,0.00035048,0.00035067,0.0008142840425756999,2.32208071
1650744000000,2022-04-23 20:00:00,REP/BTC,0.0003512,0.00035245,0.00035043,0.00035091,0.0006920214453243,1.97207673
1650740400000,2022-04-23 19:00:00,REP/BTC,0.00034998,0.00035263,0.00034998,0.00035067,0.0022089374692782,6.29919146
1650736800000,2022-04-23 18:00:00,REP/BTC,0.0003506,0.00035374,0.0003506,0.00035184,0.0019524792683952002,5.54933853
1650733200000,2022-04-23 17:00:00,REP/BTC,0.00035002,0.00035294,0.00035002,0.00035051,0.0017044190709064998,4.86268315
1650729600000,2022-04-23 16:00:00,REP/BTC,0.00035133,0.00035419,0.00034987,0.00034997,0.0017836285269495,5.09651835
1650726000000,2022-04-23 15:00:00,REP/BTC,0.0003536,0.00035486,0.00035079,0.00035287,0.0021081206648145,5.97421335
1650722400000,2022-04-23 14:00:00,REP/BTC,0.00035241,0.00035486,0.00035241,0.00035351,0.0014098468305297,3.98813847
1650718800000,2022-04-23 13:00:00,REP/BTC,0.00035215,0.00035447,0.00035152,0.00035447,0.0026876495171132,7.58216356
1650715200000,2022-04-23 12:00:00,REP/BTC,0.00035276,0.00035423,0.00035159,0.00035221,0.0024090300557185,6.83975485
1650711600000,2022-04-23 11:00:00,REP/BTC,0.00035291,0.0003546,0.00035237,0.00035423,0.0018178942403922,5.13196014
1650708000000,2022-04-23 10:00:00,REP/BTC,0.00035315,0.00035349,0.00035156,0.00035242,0.0011991335079479999,3.4025694
1650704400000,2022-04-23 09:00:00,REP/BTC,0.00035128,0.00035318,0.00035055,0.00035206,0.0017037530064706,4.83938251
1650700800000,2022-04-23 08:00:00,REP/BTC,0.00035145,0.00035283,0.00035016,0.00035131,0.0010967713973036,3.1219475599999997
1650697200000,2022-04-23 07:00:00,REP/BTC,0.00035109,0.00035332,0.0003496,0.00035206,0.0010018998363162,2.84582127
1650693600000,2022-04-23 06:00:00,REP/BTC,0.00035226,0.00035304,0.00035072,0.00035165,0.0014493690901495001,4.12162403
1650690000000,2022-04-23 05:00:00,REP/BTC,0.00034976,0.00035363,0.00034915,0.00035363,0.0026255757084225,7.42464075
1650686400000,2022-04-23 04:00:00,REP/BTC,0.00035241,0.00035334,0.0003488,0.00035083,0.0054069121672248,15.41177256
1650682800000,2022-04-23 03:00:00,REP/BTC,0.00035469,0.00035469,0.00035236,0.00035304,0.0016002844389215998,4.53287004
1650679200000,2022-04-23 02:00:00,REP/BTC,0.00035411,0.00035684,0.00035349,0.00035425,0.0030296553994850002,8.55230882
1650675600000,2022-04-23 01:00:00,REP/BTC,0.00035394,0.00035647,0.00035299,0.0003542,0.002644258111264,7.46543792
1650672000000,2022-04-23 00:00:00,REP/BTC,0.00036393,0.00036393,0.000353,0.00035303,0.0047301330420086,13.39867162
1650668400000,2022-04-22 23:00:00,REP/BTC,0.00036613,0.0003669,0.00036179,0.00036497,0.0020595279655146,5.6430061799999995
1650664800000,2022-04-22 22:00:00,REP/BTC,0.0003722,0.00037508,0.00036535,0.00036535,0.002788969686401,7.63369286
