https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CTSI,Volume USDT
1655856000,2022-06-22 00:00:00,CTSI/USDT,0.1575,0.1581,0.1471,0.1484,1124353.21715006,170714.525567675925
1655769600,2022-06-21 00:00:00,CTSI/USDT,0.1556,0.1671,0.1534,0.1575,1131673.52097878,181181.440897468959
1655683200,2022-06-20 00:00:00,CTSI/USDT,0.1517,0.1608,0.1448,0.1559,1745494.53844196,269949.163276648006
1655596800,2022-06-19 00:00:00,CTSI/USDT,0.1412,0.154,0.137,0.1516,1988657.98537852,291892.689610955928
1655510400,2022-06-18 00:00:00,CTSI/USDT,0.1486,0.1517,0.1301,0.1409,1906840.87544052,266005.528930329667
1655424000,2022-06-17 00:00:00,CTSI/USDT,0.145,0.1547,0.1428,0.1487,1444075.3056055,216729.194976609943
1655337600,2022-06-16 00:00:00,CTSI/USDT,0.1659,0.1685,0.1416,0.1446,1666673.05489287,252354.293593294247
1655251200,2022-06-15 00:00:00,CTSI/USDT,0.1596,0.1663,0.1418,0.1659,3551507.66311221,540139.721689217473
1655164800,2022-06-14 00:00:00,CTSI/USDT,0.1603,0.1737,0.1474,0.1599,3383822.29013677,545879.365155335896
1655078400,2022-06-13 00:00:00,CTSI/USDT,0.1899,0.195,0.135,0.1615,6293178.61753422,1022229.353272276245
1654992000,2022-06-12 00:00:00,CTSI/USDT,0.2192,0.222,0.1848,0.1896,7942026.77739698,1574979.289017069966
1654905600,2022-06-11 00:00:00,CTSI/USDT,0.2309,0.2559,0.2156,0.2193,8544894.34075153,2029414.390664127702
1654819200,2022-06-10 00:00:00,CTSI/USDT,0.2266,0.2436,0.2035,0.2312,4694115.13384963,1054738.591620881827
1654732800,2022-06-09 00:00:00,CTSI/USDT,0.2357,0.2467,0.2218,0.2265,4714395.18021697,1108881.617009524444
1654646400,2022-06-08 00:00:00,CTSI/USDT,0.2356,0.2482,0.2162,0.2356,8400211.80778439,1951296.582451309415
1654560000,2022-06-07 00:00:00,CTSI/USDT,0.2147,0.282,0.1992,0.2358,9665130.71677891,2285272.45270946066
1654473600,2022-06-06 00:00:00,CTSI/USDT,0.2198,0.2389,0.2108,0.2145,3476778.57653878,779913.430264308233
1654387200,2022-06-05 00:00:00,CTSI/USDT,0.2009,0.2262,0.1965,0.2196,2858893.11389537,614747.062380587488
1654300800,2022-06-04 00:00:00,CTSI/USDT,0.2099,0.2268,0.1987,0.2012,4613040.01725925,973375.562610382069
1654214400,2022-06-03 00:00:00,CTSI/USDT,0.1985,0.2167,0.1839,0.2105,2910865.03307606,587574.378964292403
1654128000,2022-06-02 00:00:00,CTSI/USDT,0.1903,0.2043,0.1868,0.1982,948547.49908271,186101.519081741118
1654041600,2022-06-01 00:00:00,CTSI/USDT,0.2104,0.2137,0.1792,0.1908,2502323.51984455,482443.04731932109
1653955200,2022-05-31 00:00:00,CTSI/USDT,0.2009,0.2185,0.1936,0.2108,2288644.19095944,476191.60504490009
1653868800,2022-05-30 00:00:00,CTSI/USDT,0.2002,0.2067,0.1908,0.2006,866298.21549686,170371.520397075985
1653782400,2022-05-29 00:00:00,CTSI/USDT,0.1818,0.2007,0.1744,0.1998,652209.52328512,123396.166817828481
1653696000,2022-05-28 00:00:00,CTSI/USDT,0.176,0.2005,0.1737,0.1818,750571.89077072,138566.360121094335
1653609600,2022-05-27 00:00:00,CTSI/USDT,0.1818,0.1831,0.1718,0.1749,835945.81512218,148166.24893567483
1653523200,2022-05-26 00:00:00,CTSI/USDT,0.1875,0.1912,0.1721,0.1818,966540.84895339,174731.98235677598
1653436800,2022-05-25 00:00:00,CTSI/USDT,0.1897,0.1938,0.1825,0.1866,578615.17352777,108498.738498220599
1653350400,2022-05-24 00:00:00,CTSI/USDT,0.1725,0.1928,0.171,0.1895,997666.79510939,181596.500004362855
1653264000,2022-05-23 00:00:00,CTSI/USDT,0.193,0.2074,0.1638,0.1724,1784757.01306044,331665.721778265159
1653177600,2022-05-22 00:00:00,CTSI/USDT,0.1859,0.1969,0.1808,0.1935,838710.36359218,160237.559936022056
1653091200,2022-05-21 00:00:00,CTSI/USDT,0.1834,0.1934,0.1794,0.1859,684533.34100428,127490.397799859545
1653004800,2022-05-20 00:00:00,CTSI/USDT,0.1968,0.1975,0.178,0.1838,326098.98267957,61090.681029135735
1652918400,2022-05-19 00:00:00,CTSI/USDT,0.1833,0.199,0.1754,0.1959,470815.71084693,88540.017682237154
1652832000,2022-05-18 00:00:00,CTSI/USDT,0.2025,0.2118,0.1816,0.1818,533854.85528668,104631.526713090745
1652745600,2022-05-17 00:00:00,CTSI/USDT,0.1874,0.2106,0.1861,0.203,874289.76129833,174993.748403172674
1652659200,2022-05-16 00:00:00,CTSI/USDT,0.202,0.2029,0.1785,0.1869,913737.47096473,173102.652859545559
1652572800,2022-05-15 00:00:00,CTSI/USDT,0.2007,0.2074,0.1838,0.2021,915511.59332781,178026.5264809554
1652486400,2022-05-14 00:00:00,CTSI/USDT,0.181,0.2049,0.1664,0.2011,648759.14585494,117876.915322769742
1652400000,2022-05-13 00:00:00,CTSI/USDT,0.1699,0.2185,0.167,0.1816,1638255.97297611,327548.806690877396
1652313600,2022-05-12 00:00:00,CTSI/USDT,0.175,0.1885,0.1376,0.1699,3837825.53126147,647121.221677001546
1652227200,2022-05-11 00:00:00,CTSI/USDT,0.2055,0.2306,0.1266,0.1755,7924085.04575889,1457668.483437310061
1652140800,2022-05-10 00:00:00,CTSI/USDT,0.1924,0.2309,0.1866,0.2058,1028475.71555649,214943.602475336743
1652054400,2022-05-09 00:00:00,CTSI/USDT,0.2498,0.2565,0.1918,0.1924,1150843.62101689,253166.90739521587
1651968000,2022-05-08 00:00:00,CTSI/USDT,0.256,0.2603,0.2469,0.2493,558753.29308769,141280.889528102021
1651881600,2022-05-07 00:00:00,CTSI/USDT,0.2679,0.2698,0.2466,0.2561,596813.21197721,156663.433025403016
1651795200,2022-05-06 00:00:00,CTSI/USDT,0.2677,0.2745,0.257,0.2683,1168059.07407699,308755.119367481597
1651708800,2022-05-05 00:00:00,CTSI/USDT,0.2986,0.3032,0.26,0.2691,304943.21685874,86630.112501761524
1651622400,2022-05-04 00:00:00,CTSI/USDT,0.2715,0.3014,0.2707,0.2983,453964.14475521,127880.461979376134
1651536000,2022-05-03 00:00:00,CTSI/USDT,0.2741,0.2868,0.2667,0.2714,527601.64396704,147133.482497995135
1651449600,2022-05-02 00:00:00,CTSI/USDT,0.2856,0.2888,0.267,0.2742,363795.71321299,101104.637252934319
1651363200,2022-05-01 00:00:00,CTSI/USDT,0.2649,0.2895,0.2595,0.2857,988938.49937643,271619.823201800821
1651276800,2022-04-30 00:00:00,CTSI/USDT,0.2884,0.2982,0.2527,0.2652,1394868.2373371,391250.508226625674
1651190400,2022-04-29 00:00:00,CTSI/USDT,0.308,0.312,0.281,0.2877,456907.71649375,133913.7797850031
1651104000,2022-04-28 00:00:00,CTSI/USDT,0.3053,0.3169,0.302,0.3075,560461.61122479,173423.309272149037
1651017600,2022-04-27 00:00:00,CTSI/USDT,0.2949,0.3113,0.2933,0.3053,293876.33488495,89609.469894419151
1650931200,2022-04-26 00:00:00,CTSI/USDT,0.3286,0.3326,0.2896,0.2955,346926.31948756,108445.284839791691
1650844800,2022-04-25 00:00:00,CTSI/USDT,0.3348,0.336,0.3056,0.3284,1091151.96983505,346460.383404336636
1650758400,2022-04-24 00:00:00,CTSI/USDT,0.3343,0.343,0.3305,0.3357,627712.82026863,211516.299951521895
1650672000,2022-04-23 00:00:00,CTSI/USDT,0.35,0.3578,0.3335,0.3339,661527.95973296,228708.17357212438
1650585600,2022-04-22 00:00:00,CTSI/USDT,0.3489,0.374,0.3435,0.3501,963225.96224226,343915.519483674624
1650499200,2022-04-21 00:00:00,CTSI/USDT,0.3525,0.4045,0.3472,0.3497,3124952.1842576,1184291.12442585716
1650412800,2022-04-20 00:00:00,CTSI/USDT,0.3624,0.3701,0.347,0.3528,360338.17529182,129050.839544557464
1650326400,2022-04-19 00:00:00,CTSI/USDT,0.35,0.378,0.3419,0.3629,561979.93689137,201651.773636712372
1650240000,2022-04-18 00:00:00,CTSI/USDT,0.3349,0.3526,0.3173,0.349,631406.75669291,212615.961332267444
1650153600,2022-04-17 00:00:00,CTSI/USDT,0.3556,0.3604,0.3342,0.3355,354796.26818709,124642.518349153543
1650067200,2022-04-16 00:00:00,CTSI/USDT,0.3588,0.3668,0.3486,0.3559,251143.7913375,89054.134692547095
1649980800,2022-04-15 00:00:00,CTSI/USDT,0.3564,0.3665,0.3513,0.3593,255652.97524443,92153.025813383047
1649894400,2022-04-14 00:00:00,CTSI/USDT,0.37,0.382,0.3501,0.3565,496869.45244896,183034.227986670434
1649808000,2022-04-13 00:00:00,CTSI/USDT,0.3591,0.371,0.3472,0.3699,382058.02399459,137889.427636930354
1649721600,2022-04-12 00:00:00,CTSI/USDT,0.3366,0.369,0.3352,0.3584,527984.89441354,185779.675911648958
1649635200,2022-04-11 00:00:00,CTSI/USDT,0.3694,0.3778,0.3288,0.3361,415046.27901604,146755.257239765696
1649548800,2022-04-10 00:00:00,CTSI/USDT,0.3858,0.39,0.3681,0.3681,546469.95695272,208135.702519440989
1649462400,2022-04-09 00:00:00,CTSI/USDT,0.3633,0.388,0.3629,0.3862,492324.04622863,186032.663735947454
1649376000,2022-04-08 00:00:00,CTSI/USDT,0.3976,0.4021,0.3564,0.3632,780965.82345502,295398.815724432007
1649289600,2022-04-07 00:00:00,CTSI/USDT,0.3825,0.4136,0.3743,0.3979,852426.91662184,333354.369661872034
1649203200,2022-04-06 00:00:00,CTSI/USDT,0.4525,0.4526,0.3816,0.3834,1155801.8173775,479445.233554224445
1649116800,2022-04-05 00:00:00,CTSI/USDT,0.4747,0.483,0.4506,0.4532,548849.7974277,258124.186422115624
1649030400,2022-04-04 00:00:00,CTSI/USDT,0.4998,0.4998,0.4483,0.4758,582089.32342108,276416.944166138829
1648944000,2022-04-03 00:00:00,CTSI/USDT,0.4936,0.5147,0.4816,0.5001,601037.90673889,301077.562487501235
1648857600,2022-04-02 00:00:00,CTSI/USDT,0.4998,0.5277,0.4879,0.4944,914395.97225414,461031.141289886151
1648771200,2022-04-01 00:00:00,CTSI/USDT,0.4667,0.545,0.4649,0.5012,4017986.49583983,2039536.647803654033
1648684800,2022-03-31 00:00:00,CTSI/USDT,0.4469,0.5078,0.4448,0.4669,2810414.02324857,1346906.655390590236
1648598400,2022-03-30 00:00:00,CTSI/USDT,0.4221,0.4974,0.403,0.4469,2655982.745807,1214865.035880258357
1648512000,2022-03-29 00:00:00,CTSI/USDT,0.4034,0.4359,0.4023,0.4221,611443.68717724,256305.050190361345
1648425600,2022-03-28 00:00:00,CTSI/USDT,0.4248,0.4449,0.3966,0.4013,1161671.93482497,497992.382192279428
1648339200,2022-03-27 00:00:00,CTSI/USDT,0.3886,0.4558,0.3885,0.4249,3350756.83559652,1397063.290908123217
1648252800,2022-03-26 00:00:00,CTSI/USDT,0.3646,0.3891,0.3636,0.3875,601806.5167024,226078.313513664452
1648166400,2022-03-25 00:00:00,CTSI/USDT,0.3889,0.3896,0.362,0.3642,683104.03971261,254165.482743683146
1648080000,2022-03-24 00:00:00,CTSI/USDT,0.3829,0.3913,0.3729,0.3875,798278.15500227,304893.456367088445
1647993600,2022-03-23 00:00:00,CTSI/USDT,0.3637,0.3873,0.3564,0.3828,1299350.76542591,492432.925250296757
1647907200,2022-03-22 00:00:00,CTSI/USDT,0.3412,0.3766,0.3388,0.3619,1254858.64360924,455726.557907424157
1647820800,2022-03-21 00:00:00,CTSI/USDT,0.3429,0.3641,0.3355,0.3415,1259424.30161504,444448.107725863947
1647734400,2022-03-20 00:00:00,CTSI/USDT,0.3549,0.3554,0.3327,0.3411,1096986.80657766,375547.221974285002
1647648000,2022-03-19 00:00:00,CTSI/USDT,0.3282,0.3695,0.3264,0.3569,1939920.16636975,675419.149946882786
1647561600,2022-03-18 00:00:00,CTSI/USDT,0.3178,0.3336,0.3077,0.3285,511723.41234187,163394.765871006761
1647475200,2022-03-17 00:00:00,CTSI/USDT,0.3188,0.3386,0.3174,0.3179,719931.99096879,234251.955885372439
1647388800,2022-03-16 00:00:00,CTSI/USDT,0.3113,0.3254,0.3027,0.3186,758512.6976592,239838.492661641388
1647302400,2022-03-15 00:00:00,CTSI/USDT,0.3223,0.3277,0.2996,0.3106,1029819.74727379,323448.720234689027
1647216000,2022-03-14 00:00:00,CTSI/USDT,0.2896,0.3289,0.2852,0.3225,1630501.18882539,502873.711839374699
1647129600,2022-03-13 00:00:00,CTSI/USDT,0.2872,0.3104,0.2814,0.2896,929804.05412178,275788.168895841021
1647043200,2022-03-12 00:00:00,CTSI/USDT,0.292,0.308,0.2877,0.288,748411.56070231,225108.722564804054
1646956800,2022-03-11 00:00:00,CTSI/USDT,0.2984,0.3167,0.2878,0.2928,977531.51241109,293402.071614270734
1646870400,2022-03-10 00:00:00,CTSI/USDT,0.3198,0.3235,0.2869,0.2984,712600.59060069,214247.136199974071
1646784000,2022-03-09 00:00:00,CTSI/USDT,0.3067,0.3372,0.3062,0.3204,1081978.81591475,351893.356137244976
1646697600,2022-03-08 00:00:00,CTSI/USDT,0.3189,0.3284,0.3021,0.3062,502468.93210215,157905.375502136927
1646611200,2022-03-07 00:00:00,CTSI/USDT,0.3213,0.3389,0.3037,0.3199,1090373.352646,349483.854676058212
1646524800,2022-03-06 00:00:00,CTSI/USDT,0.3617,0.3648,0.3205,0.3213,307759.83808993,104588.938608538068
1646438400,2022-03-05 00:00:00,CTSI/USDT,0.3496,0.3666,0.3419,0.3611,267793.97769072,95001.498471302305
1646352000,2022-03-04 00:00:00,CTSI/USDT,0.3803,0.3835,0.3497,0.3501,238783.84714245,87810.616156301457
1646265600,2022-03-03 00:00:00,CTSI/USDT,0.3966,0.4003,0.372,0.3804,343130.95047422,132374.623227602266
1646179200,2022-03-02 00:00:00,CTSI/USDT,0.3995,0.4157,0.3869,0.3974,799795.16847069,322166.490303323547
1646092800,2022-03-01 00:00:00,CTSI/USDT,0.3944,0.4135,0.3889,0.4006,835475.65970093,334397.668856363427
1646006400,2022-02-28 00:00:00,CTSI/USDT,0.3411,0.3943,0.3336,0.3943,427159.65512556,153214.564746347267
1645920000,2022-02-27 00:00:00,CTSI/USDT,0.3651,0.3729,0.336,0.3416,395657.72736527,141528.817232715387
1645833600,2022-02-26 00:00:00,CTSI/USDT,0.374,0.3867,0.3626,0.3651,614773.30973177,229494.324788983233
1645747200,2022-02-25 00:00:00,CTSI/USDT,0.3451,0.3807,0.3419,0.3736,351544.24375406,127147.85494727746
1645660800,2022-02-24 00:00:00,CTSI/USDT,0.3644,0.3678,0.3039,0.3454,1291581.70594615,425471.041635209995
1645574400,2022-02-23 00:00:00,CTSI/USDT,0.3864,0.4056,0.3645,0.3646,247095.60768235,96198.540478784351
1645488000,2022-02-22 00:00:00,CTSI/USDT,0.3677,0.391,0.356,0.3858,647459.85757777,242012.9448290269
1645401600,2022-02-21 00:00:00,CTSI/USDT,0.3972,0.4226,0.3649,0.3665,378448.60032859,150591.657520675849
1645315200,2022-02-20 00:00:00,CTSI/USDT,0.4209,0.4212,0.3865,0.3964,433310.27194456,173738.525298102308
1645228800,2022-02-19 00:00:00,CTSI/USDT,0.4211,0.4346,0.4084,0.4209,635704.11359899,271408.249247952697
1645142400,2022-02-18 00:00:00,CTSI/USDT,0.4317,0.4545,0.415,0.4217,557942.77031456,240419.636304979308
1645056000,2022-02-17 00:00:00,CTSI/USDT,0.4747,0.4886,0.4255,0.4352,849507.45128523,394691.987313456318
1644969600,2022-02-16 00:00:00,CTSI/USDT,0.4871,0.4881,0.4615,0.474,856041.86391229,406884.752002443545
1644883200,2022-02-15 00:00:00,CTSI/USDT,0.449,0.4893,0.4473,0.4861,601867.8106327,284391.317674174967
1644796800,2022-02-14 00:00:00,CTSI/USDT,0.4431,0.4523,0.4269,0.4477,345241.03396937,151172.148123979575
1644710400,2022-02-13 00:00:00,CTSI/USDT,0.4611,0.4688,0.4357,0.4425,782915.37210304,360400.629190495215
1644624000,2022-02-12 00:00:00,CTSI/USDT,0.4569,0.4773,0.4406,0.4609,1042137.87289911,477296.972762936194
1644537600,2022-02-11 00:00:00,CTSI/USDT,0.5104,0.5177,0.4506,0.4576,1115022.9791149,542787.067115404217
1644451200,2022-02-10 00:00:00,CTSI/USDT,0.5402,0.5505,0.4999,0.5128,1283342.34063582,680834.720537251225
1644364800,2022-02-09 00:00:00,CTSI/USDT,0.5286,0.561,0.5152,0.5401,695116.70121707,376457.00508951347
1644278400,2022-02-08 00:00:00,CTSI/USDT,0.5357,0.545,0.5006,0.5277,1617841.47279061,853586.743605492209
1644192000,2022-02-07 00:00:00,CTSI/USDT,0.5071,0.5444,0.4955,0.5346,1575680.01159736,832926.327503928855
