https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CUSDTHALF,Volume USD
1654214400000.0,2022-06-03 00:00:00,CUSDTHALF/USD,5198.75,5210.75,5198.75,5198.75,0.0,0.0
1654128000000.0,2022-06-02 00:00:00,CUSDTHALF/USD,5199.75,5213.75,5198.75,5198.75,0.0,0.0
1654041600000.0,2022-06-01 00:00:00,CUSDTHALF/USD,5199.0,5218.5,5198.75,5199.75,0.0,0.0
1653955200000.0,2022-05-31 00:00:00,CUSDTHALF/USD,5209.5,5224.25,5198.75,5199.0,0.0,0.0
1653868800000.0,2022-05-30 00:00:00,CUSDTHALF/USD,5212.5,5226.5,5198.75,5209.5,0.0,0.0
1653782400000.0,2022-05-29 00:00:00,CUSDTHALF/USD,5206.75,5227.0,5198.75,5212.5,0.0,0.0
1653696000000.0,2022-05-28 00:00:00,CUSDTHALF/USD,5202.75,5223.0,5198.75,5206.75,0.0,0.0
1653609600000.0,2022-05-27 00:00:00,CUSDTHALF/USD,5198.75,5218.0,5198.75,5202.75,0.0,0.0
1653523200000.0,2022-05-26 00:00:00,CUSDTHALF/USD,5198.75,5212.0,5198.75,5198.75,0.0,0.0
1653436800000.0,2022-05-25 00:00:00,CUSDTHALF/USD,5198.75,5206.75,5198.75,5198.75,0.0,0.0
1653350400000.0,2022-05-24 00:00:00,CUSDTHALF/USD,5198.75,5211.5,5198.75,5198.75,0.0,0.0
1653264000000.0,2022-05-23 00:00:00,CUSDTHALF/USD,5199.0,5213.25,5142.25,5198.75,0.01953,101.5315875
1653177600000.0,2022-05-22 00:00:00,CUSDTHALF/USD,5196.5,5212.75,5142.25,5199.0,0.0,0.0
1653091200000.0,2022-05-21 00:00:00,CUSDTHALF/USD,5156.5,5211.0,5142.25,5196.5,0.0,0.0
1653004800000.0,2022-05-20 00:00:00,CUSDTHALF/USD,5188.75,5206.75,5142.25,5156.5,0.0,0.0
1652918400000.0,2022-05-19 00:00:00,CUSDTHALF/USD,5175.75,5203.5,5142.25,5188.75,0.0,0.0
1652832000000.0,2022-05-18 00:00:00,CUSDTHALF/USD,5171.75,5197.0,5142.25,5175.75,0.0,0.0
1652745600000.0,2022-05-17 00:00:00,CUSDTHALF/USD,5168.75,5189.5,5142.25,5171.75,0.0,0.0
1652659200000.0,2022-05-16 00:00:00,CUSDTHALF/USD,5168.25,5187.5,5142.25,5168.75,0.0,0.0
1652572800000.0,2022-05-15 00:00:00,CUSDTHALF/USD,5158.5,5185.25,5142.25,5168.25,0.0,0.0
1652486400000.0,2022-05-14 00:00:00,CUSDTHALF/USD,5166.0,5176.5,5142.25,5158.5,0.0,0.0
1652400000000.0,2022-05-13 00:00:00,CUSDTHALF/USD,5155.5,5167.25,5142.25,5166.0,0.0,0.0
1652313600000.0,2022-05-12 00:00:00,CUSDTHALF/USD,5142.25,5155.75,5142.25,5155.5,0.0,0.0
1652227200000.0,2022-05-11 00:00:00,CUSDTHALF/USD,5142.25,5142.25,5142.25,5142.25,0.0,0.0
1652140800000.0,2022-05-10 00:00:00,CUSDTHALF/USD,5142.25,5142.25,5142.25,5142.25,0.0,0.0
1652054400000.0,2022-05-09 00:00:00,CUSDTHALF/USD,5142.25,5142.25,5142.25,5142.25,0.0,0.0
1651968000000.0,2022-05-08 00:00:00,CUSDTHALF/USD,5142.25,5142.25,5142.25,5142.25,0.0,0.0
1651881600000.0,2022-05-07 00:00:00,CUSDTHALF/USD,5142.25,5142.25,5142.25,5142.25,0.0,0.0
