https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XCAD,Volume USDT
1663405200,2022-09-17 09:00:00,XCAD/USDT,1.95,1.9618,1.9289,1.9383,3680.4674,7156.25200664
1663401600,2022-09-17 08:00:00,XCAD/USDT,1.9299,1.979,1.9298,1.9501,9379.2681,18389.22367056
1663398000,2022-09-17 07:00:00,XCAD/USDT,1.8777,1.94,1.8777,1.9291,6516.398,12469.15701971
1663394400,2022-09-17 06:00:00,XCAD/USDT,1.8816,1.8915,1.8776,1.8794,4445.8907,8367.36345228
1663390800,2022-09-17 05:00:00,XCAD/USDT,1.891,1.891,1.8794,1.8812,2240.0409,4218.75086671
1663387200,2022-09-17 04:00:00,XCAD/USDT,1.8844,1.9013,1.8813,1.8917,4215.4642,7964.31304334
1663383600,2022-09-17 03:00:00,XCAD/USDT,1.8845,1.9081,1.8795,1.8829,10037.9539,18994.84806739
1663380000,2022-09-17 02:00:00,XCAD/USDT,1.8862,1.989,1.8834,1.8846,24034.0058,45895.40371334
1663376400,2022-09-17 01:00:00,XCAD/USDT,1.8782,1.8961,1.8778,1.8852,6405.646,12104.11727634
1663372800,2022-09-17 00:00:00,XCAD/USDT,1.8826,1.883,1.8775,1.8785,1241.3891,2332.24182608
1663369200,2022-09-16 23:00:00,XCAD/USDT,1.8801,1.8837,1.8775,1.8827,2068.6382,3888.03054081
1663365600,2022-09-16 22:00:00,XCAD/USDT,1.8805,1.8849,1.8791,1.8802,802.883,1510.58126831
1663362000,2022-09-16 21:00:00,XCAD/USDT,1.8786,1.8884,1.8775,1.8807,1269.3919,2390.60454033
1663358400,2022-09-16 20:00:00,XCAD/USDT,1.8735,1.8889,1.8728,1.879,4713.4268,8873.39136865
1663354800,2022-09-16 19:00:00,XCAD/USDT,1.8697,1.8808,1.8681,1.8739,2145.8099,4025.5613841
1663351200,2022-09-16 18:00:00,XCAD/USDT,1.8672,1.8738,1.8661,1.8703,1206.6355,2256.91733189
1663347600,2022-09-16 17:00:00,XCAD/USDT,1.869,1.8743,1.8653,1.8674,1547.7983,2894.80594482
1663344000,2022-09-16 16:00:00,XCAD/USDT,1.8657,1.89,1.852,1.8691,8941.2102,16723.38137933
1663340400,2022-09-16 15:00:00,XCAD/USDT,1.9101,1.9121,1.8632,1.8653,31368.719,58772.56312496
1663336800,2022-09-16 14:00:00,XCAD/USDT,1.8808,1.9165,1.8756,1.9123,6697.4917,12704.64835709
1663333200,2022-09-16 13:00:00,XCAD/USDT,1.9097,1.9159,1.8656,1.8882,14843.0188,28087.05752187
1663329600,2022-09-16 12:00:00,XCAD/USDT,1.9153,1.9218,1.9043,1.9079,5524.8413,10561.96949444
1663326000,2022-09-16 11:00:00,XCAD/USDT,1.9346,1.9416,1.9036,1.9144,5836.4608,11189.73083984
1663322400,2022-09-16 10:00:00,XCAD/USDT,1.9546,1.9701,1.8983,1.934,10441.7353,20244.29001239
1663318800,2022-09-16 09:00:00,XCAD/USDT,1.9499,1.9778,1.9414,1.9543,2175.6633,4273.40047377
1663315200,2022-09-16 08:00:00,XCAD/USDT,1.9347,1.9622,1.9215,1.9496,4791.9819,9312.53889254
1663311600,2022-09-16 07:00:00,XCAD/USDT,1.889,1.9382,1.888,1.9325,8689.4108,16609.67571384
1663308000,2022-09-16 06:00:00,XCAD/USDT,1.859,1.9,1.8571,1.8892,5642.8812,10608.25558321
1663304400,2022-09-16 05:00:00,XCAD/USDT,1.832,1.8633,1.8283,1.859,1331.9105,2460.43508347
1663300800,2022-09-16 04:00:00,XCAD/USDT,1.8354,1.8427,1.8283,1.829,723.5227,1328.56933834
1663297200,2022-09-16 03:00:00,XCAD/USDT,1.8402,1.8405,1.8274,1.8348,695.356,1274.28180238
1663293600,2022-09-16 02:00:00,XCAD/USDT,1.8651,1.8654,1.8281,1.84,2590.638,4771.66342149
1663290000,2022-09-16 01:00:00,XCAD/USDT,1.8358,1.9,1.8319,1.8618,22074.3343,41371.10760778
1663286400,2022-09-16 00:00:00,XCAD/USDT,1.8431,1.851,1.8244,1.8346,3940.3409,7244.10523021
1663282800,2022-09-15 23:00:00,XCAD/USDT,1.864,1.8791,1.8236,1.8429,10817.5564,19939.80088068
1663279200,2022-09-15 22:00:00,XCAD/USDT,1.8803,1.8812,1.8512,1.8638,2987.5769,5560.20323584
1663275600,2022-09-15 21:00:00,XCAD/USDT,1.9298,1.9454,1.8548,1.8804,15498.968,29323.80841766
1663272000,2022-09-15 20:00:00,XCAD/USDT,1.9481,1.949,1.92,1.9297,6095.54,11768.89009157
1663268400,2022-09-15 19:00:00,XCAD/USDT,1.942,1.9583,1.9418,1.9484,620.656,1208.59462865
1663264800,2022-09-15 18:00:00,XCAD/USDT,1.9487,1.9701,1.937,1.942,4489.4077,8747.17643788
1663261200,2022-09-15 17:00:00,XCAD/USDT,1.9159,1.9511,1.9115,1.9476,11329.0602,21913.50350657
1663257600,2022-09-15 16:00:00,XCAD/USDT,1.9004,1.9198,1.8983,1.9154,2999.366,5725.95977345
1663254000,2022-09-15 15:00:00,XCAD/USDT,1.941,1.948,1.8702,1.8998,23200.9167,44098.61776519
1663250400,2022-09-15 14:00:00,XCAD/USDT,2.0269,2.0449,1.94,1.9439,17433.4304,35094.79995309
1663246800,2022-09-15 13:00:00,XCAD/USDT,2.0298,2.0347,1.9909,2.0282,10666.4747,21469.83537118
1663243200,2022-09-15 12:00:00,XCAD/USDT,1.9221,2.049,1.9171,2.0325,40870.7243,81519.09734196
1663239600,2022-09-15 11:00:00,XCAD/USDT,1.8951,1.939,1.8601,1.9218,10478.609,19886.47158906
1663236000,2022-09-15 10:00:00,XCAD/USDT,1.9214,1.9252,1.893,1.8954,980.9677,1874.83509614
1663232400,2022-09-15 09:00:00,XCAD/USDT,1.9307,1.933,1.9119,1.921,7609.5001,14610.38745881
1663228800,2022-09-15 08:00:00,XCAD/USDT,1.9524,1.9569,1.9207,1.931,2892.8627,5618.73364429
1663225200,2022-09-15 07:00:00,XCAD/USDT,1.9208,1.969,1.9166,1.9524,5690.6475,11082.68006565
1663221600,2022-09-15 06:00:00,XCAD/USDT,1.9071,1.9264,1.9028,1.9207,2574.4196,4930.03541623
1663218000,2022-09-15 05:00:00,XCAD/USDT,1.9232,1.9284,1.894,1.9083,5494.096,10476.99328125
1663214400,2022-09-15 04:00:00,XCAD/USDT,1.9252,1.9302,1.921,1.9215,559.3744,1076.6850784
1663210800,2022-09-15 03:00:00,XCAD/USDT,1.9549,1.9549,1.92,1.9249,7027.2779,13552.09232837
1663207200,2022-09-15 02:00:00,XCAD/USDT,1.9646,1.9646,1.9502,1.9547,956.4199,1869.32135185
1663203600,2022-09-15 01:00:00,XCAD/USDT,1.9784,1.9785,1.9407,1.9625,3210.7326,6276.25361443
1663200000,2022-09-15 00:00:00,XCAD/USDT,1.9836,1.9842,1.9737,1.9787,254.7018,504.1692785
1663196400,2022-09-14 23:00:00,XCAD/USDT,1.9755,1.9876,1.9755,1.9832,400.803,794.72744917
1663192800,2022-09-14 22:00:00,XCAD/USDT,1.9651,1.9999,1.96,1.9784,10035.3521,19911.05543804
1663189200,2022-09-14 21:00:00,XCAD/USDT,1.9428,1.9651,1.935,1.9651,2191.9283,4269.04794756
1663185600,2022-09-14 20:00:00,XCAD/USDT,1.948,1.9658,1.937,1.9426,1557.4098,3038.89086403
1663182000,2022-09-14 19:00:00,XCAD/USDT,1.9544,1.9619,1.9353,1.9474,4442.1089,8678.46287326
1663178400,2022-09-14 18:00:00,XCAD/USDT,1.9881,1.9882,1.9123,1.9446,14212.7414,27710.9881321
1663174800,2022-09-14 17:00:00,XCAD/USDT,1.9635,2.0044,1.9564,1.9884,6049.6589,12008.07348573
1663171200,2022-09-14 16:00:00,XCAD/USDT,1.9328,1.9969,1.9224,1.9638,18847.4561,37037.98888108
1663167600,2022-09-14 15:00:00,XCAD/USDT,1.9004,1.945,1.8874,1.9208,11508.632,22093.70934842
1663164000,2022-09-14 14:00:00,XCAD/USDT,1.8926,1.92,1.8781,1.9015,14092.7333,26748.62101774
1663160400,2022-09-14 13:00:00,XCAD/USDT,1.8913,1.9153,1.883,1.8935,4205.0042,7989.72565801
1663156800,2022-09-14 12:00:00,XCAD/USDT,1.8688,1.9043,1.8661,1.8887,3098.5582,5848.93131319
1663153200,2022-09-14 11:00:00,XCAD/USDT,1.8647,1.8796,1.8602,1.8691,1520.8747,2843.01557081
1663149600,2022-09-14 10:00:00,XCAD/USDT,1.878,1.8795,1.861,1.865,1762.7169,3294.515042
1663146000,2022-09-14 09:00:00,XCAD/USDT,1.8654,1.9068,1.8654,1.8796,5690.3002,10740.71590109
1663142400,2022-09-14 08:00:00,XCAD/USDT,1.8464,1.8885,1.8341,1.8653,7752.3073,14437.2869923
1663138800,2022-09-14 07:00:00,XCAD/USDT,1.8774,1.8787,1.8261,1.8451,10983.0978,20372.60443729
1663135200,2022-09-14 06:00:00,XCAD/USDT,1.8738,1.8836,1.8699,1.8771,3752.0301,7043.4773418
1663131600,2022-09-14 05:00:00,XCAD/USDT,1.8791,1.8827,1.8704,1.8753,575.2207,1078.34710713
1663128000,2022-09-14 04:00:00,XCAD/USDT,1.8552,1.8836,1.8552,1.88,2564.734,4799.93999793
1663124400,2022-09-14 03:00:00,XCAD/USDT,1.8626,1.8631,1.8538,1.8549,3432.089,6369.48478574
1663120800,2022-09-14 02:00:00,XCAD/USDT,1.8296,1.98,1.8242,1.8629,27876.6511,52750.71189632
1663117200,2022-09-14 01:00:00,XCAD/USDT,1.8328,1.8357,1.8241,1.8283,1065.8553,1947.73711805
1663113600,2022-09-14 00:00:00,XCAD/USDT,1.8399,1.8399,1.8287,1.8329,449.6171,825.51572234
1663110000,2022-09-13 23:00:00,XCAD/USDT,1.8504,1.8516,1.8314,1.8399,4988.7492,9174.71715881
1663106400,2022-09-13 22:00:00,XCAD/USDT,1.848,1.8533,1.8465,1.8502,3397.8172,6276.93878305
1663102800,2022-09-13 21:00:00,XCAD/USDT,1.8546,1.8546,1.8409,1.8477,2425.7147,4481.43351543
1663099200,2022-09-13 20:00:00,XCAD/USDT,1.8318,1.8633,1.825,1.8498,7616.9923,14089.52391477
1663095600,2022-09-13 19:00:00,XCAD/USDT,1.8428,1.8443,1.8175,1.8251,17148.9024,31254.03711041
1663092000,2022-09-13 18:00:00,XCAD/USDT,1.8665,1.8777,1.8332,1.8425,8484.6368,15697.06353458
1663088400,2022-09-13 17:00:00,XCAD/USDT,1.8585,1.8859,1.8551,1.8707,10671.7439,20025.57865254
1663084800,2022-09-13 16:00:00,XCAD/USDT,1.8333,1.8611,1.8311,1.8611,2413.5655,4469.29667237
1663081200,2022-09-13 15:00:00,XCAD/USDT,1.829,1.8382,1.822,1.833,6120.4279,11183.24583047
1663077600,2022-09-13 14:00:00,XCAD/USDT,1.8557,1.8653,1.822,1.8259,15246.6178,28019.3774248
1663074000,2022-09-13 13:00:00,XCAD/USDT,1.858,1.8729,1.8217,1.851,21342.2187,39466.37687992
1663070400,2022-09-13 12:00:00,XCAD/USDT,1.9496,2.08,1.85,1.8522,74620.9075,144276.61177943
1663066800,2022-09-13 11:00:00,XCAD/USDT,1.953,1.9722,1.9404,1.9499,9458.3599,18531.70581277
1663063200,2022-09-13 10:00:00,XCAD/USDT,1.9816,1.9822,1.9476,1.954,11620.4596,22792.38925205
1663059600,2022-09-13 09:00:00,XCAD/USDT,1.9952,2.033,1.8888,1.9816,39643.6427,78713.06543235
1663056000,2022-09-13 08:00:00,XCAD/USDT,1.9816,2.0018,1.98,1.9951,3755.1605,7467.71425831
1663052400,2022-09-13 07:00:00,XCAD/USDT,2.0015,2.0066,1.98,1.9893,7552.165,15061.08993005
1663048800,2022-09-13 06:00:00,XCAD/USDT,2.0248,2.026,2,2.0016,5966.4924,11965.81815768
1663045200,2022-09-13 05:00:00,XCAD/USDT,2.0373,2.0375,2.008,2.0244,16711.7726,33803.09342843
1663041600,2022-09-13 04:00:00,XCAD/USDT,2.0347,2.0557,2.03,2.0355,4179.389,8534.06078292
1663038000,2022-09-13 03:00:00,XCAD/USDT,2.0354,2.0395,2.009,2.0346,7261.4537,14688.33621542
1663034400,2022-09-13 02:00:00,XCAD/USDT,2.0599,2.0599,2.0274,2.0357,1971.5675,4029.20183739
1663030800,2022-09-13 01:00:00,XCAD/USDT,2.0563,2.0628,2.0501,2.056,753.598,1549.24894376
1663027200,2022-09-13 00:00:00,XCAD/USDT,2.0867,2.1097,2.0545,2.0545,15689.3578,32589.80316583
1663023600,2022-09-12 23:00:00,XCAD/USDT,2.035,2.0913,2.0341,2.0869,12695.5022,26139.55412372
1663020000,2022-09-12 22:00:00,XCAD/USDT,2.1442,2.1462,2.0091,2.0352,71881.6282,149458.39066052
1663016400,2022-09-12 21:00:00,XCAD/USDT,2.1861,2.1898,2.1408,2.1442,11179.4019,24188.61878321
1663012800,2022-09-12 20:00:00,XCAD/USDT,2.1734,2.192,2.1696,2.1863,3081.6103,6706.53845118
1663009200,2022-09-12 19:00:00,XCAD/USDT,2.2222,2.2246,2.1729,2.1767,2688.9924,5879.00235547
1663005600,2022-09-12 18:00:00,XCAD/USDT,2.2035,2.2364,2.1952,2.222,2536.5599,5632.5003657
1663002000,2022-09-12 17:00:00,XCAD/USDT,2.1829,2.2048,2.1619,2.2027,2166.6864,4727.25968968
1662998400,2022-09-12 16:00:00,XCAD/USDT,2.2159,2.2241,2.1567,2.191,8865.028,19395.07262896
1662994800,2022-09-12 15:00:00,XCAD/USDT,2.2773,2.2773,2.2101,2.2147,8874.2847,19951.72405597
1662991200,2022-09-12 14:00:00,XCAD/USDT,2.2468,2.32,2.2468,2.2775,15089.3249,34606.37142462
1662987600,2022-09-12 13:00:00,XCAD/USDT,2.2156,2.25,2.1996,2.2465,16399.9494,36683.45692828
1662984000,2022-09-12 12:00:00,XCAD/USDT,2.1857,2.2157,2.1782,2.2157,2565.931,5639.12015656
1662980400,2022-09-12 11:00:00,XCAD/USDT,2.1968,2.1968,2.1661,2.1855,1249.9183,2722.31572391
1662976800,2022-09-12 10:00:00,XCAD/USDT,2.1773,2.2106,2.148,2.1935,7828.6959,17078.48787969
1662973200,2022-09-12 09:00:00,XCAD/USDT,2.1533,2.1875,2.1469,2.1776,4104.4723,8933.28915353
1662969600,2022-09-12 08:00:00,XCAD/USDT,2.17,2.186,2.1481,2.1543,6680.4562,14489.32375405
1662966000,2022-09-12 07:00:00,XCAD/USDT,2.1359,2.1714,2.1352,2.1663,2024.0996,4360.1572068
1662962400,2022-09-12 06:00:00,XCAD/USDT,2.1547,2.1547,2.1263,2.1357,4784.0535,10227.86954934
1662958800,2022-09-12 05:00:00,XCAD/USDT,2.1579,2.1612,2.1489,2.1546,1033.3597,2222.82050848
1662955200,2022-09-12 04:00:00,XCAD/USDT,2.154,2.1612,2.149,2.1576,963.7494,2074.79767463
1662951600,2022-09-12 03:00:00,XCAD/USDT,2.1581,2.1783,2.154,2.1542,4786.0302,10347.79270583
1662948000,2022-09-12 02:00:00,XCAD/USDT,2.1449,2.1621,2.1423,2.1579,885.5845,1905.86973652
1662944400,2022-09-12 01:00:00,XCAD/USDT,2.1566,2.1747,2.1423,2.1423,2893.4787,6246.09219413
1662940800,2022-09-12 00:00:00,XCAD/USDT,2.1691,2.1691,2.154,2.1569,1099.0325,2371.52154335
1662937200,2022-09-11 23:00:00,XCAD/USDT,2.1656,2.1738,2.1201,2.1692,15184.4441,32675.56259779
1662933600,2022-09-11 22:00:00,XCAD/USDT,2.193,2.193,2.1659,2.1692,2774.0288,6036.45992747
1662930000,2022-09-11 21:00:00,XCAD/USDT,2.2031,2.2195,2.185,2.1942,5694.2006,12543.48948782
1662926400,2022-09-11 20:00:00,XCAD/USDT,2.2174,2.2222,2.1882,2.2034,7018.1896,15493.99222742
1662922800,2022-09-11 19:00:00,XCAD/USDT,2.2184,2.238,2.21,2.2177,9027.9613,20085.94289625
1662919200,2022-09-11 18:00:00,XCAD/USDT,2.2354,2.2449,2.213,2.2178,5465.3332,12168.40408853
1662915600,2022-09-11 17:00:00,XCAD/USDT,2.2525,2.2636,2.2307,2.2353,5941.0327,13353.18367225
1662912000,2022-09-11 16:00:00,XCAD/USDT,2.2378,2.2876,2.2352,2.2517,9276.2832,20988.04008051
1662908400,2022-09-11 15:00:00,XCAD/USDT,2.2336,2.2791,2.2307,2.2352,6280.7151,14132.55230435
1662904800,2022-09-11 14:00:00,XCAD/USDT,2.2592,2.277,2.2307,2.2333,10226.3784,23035.58436558
1662901200,2022-09-11 13:00:00,XCAD/USDT,2.4192,2.4231,2.1886,2.2609,103041.853,235008.99342485
1662897600,2022-09-11 12:00:00,XCAD/USDT,2.3062,2.439,2.3055,2.4223,51149.828,121817.96139248
1662894000,2022-09-11 11:00:00,XCAD/USDT,2.2856,2.3161,2.2856,2.3127,1179.0011,2709.06579317
1662890400,2022-09-11 10:00:00,XCAD/USDT,2.2566,2.35,2.2534,2.2859,19298.7616,44494.51196853
1662886800,2022-09-11 09:00:00,XCAD/USDT,2.2437,2.2719,2.2343,2.2631,8313.4725,18762.81151491
1662883200,2022-09-11 08:00:00,XCAD/USDT,2.2009,2.25,2.1937,2.2434,4956.2295,11029.44295822
1662879600,2022-09-11 07:00:00,XCAD/USDT,2.1819,2.2107,2.1721,2.201,2414.8489,5292.86445966
1662876000,2022-09-11 06:00:00,XCAD/USDT,2.1898,2.1966,2.1739,2.1833,2479.6118,5413.92028791
1662872400,2022-09-11 05:00:00,XCAD/USDT,2.1804,2.1922,2.1704,2.1895,876.2968,1911.34181061
1662868800,2022-09-11 04:00:00,XCAD/USDT,2.2232,2.2294,2.1826,2.1826,3814.4748,8452.36594895
1662865200,2022-09-11 03:00:00,XCAD/USDT,2.1753,2.2407,2.162,2.2249,10759.9225,23702.27310027
1662861600,2022-09-11 02:00:00,XCAD/USDT,2.1891,2.1891,2.1726,2.1738,1658.6953,3620.62191987
1662858000,2022-09-11 01:00:00,XCAD/USDT,2.1515,2.1888,2.1515,2.1844,2706.7092,5884.67346081
1662854400,2022-09-11 00:00:00,XCAD/USDT,2.0816,2.1794,2.0772,2.1482,22077.511,47287.98998185
1662850800,2022-09-10 23:00:00,XCAD/USDT,2.1428,2.1435,2.0834,2.0837,12644.5347,26719.5281945
1662847200,2022-09-10 22:00:00,XCAD/USDT,2.1196,2.1594,2.1166,2.1429,9910.1557,21230.25658617
1662843600,2022-09-10 21:00:00,XCAD/USDT,2.1117,2.1273,2.1109,2.1198,1689.5021,3582.50921761
1662840000,2022-09-10 20:00:00,XCAD/USDT,2.0785,2.1224,2.0568,2.118,11771.7929,24491.99605532
1662836400,2022-09-10 19:00:00,XCAD/USDT,2.0876,2.0926,2.075,2.0786,5845.589,12143.14835446
1662832800,2022-09-10 18:00:00,XCAD/USDT,2.1028,2.1064,2.0676,2.0811,7733.8946,16109.57859747
1662829200,2022-09-10 17:00:00,XCAD/USDT,2.1175,2.1217,2.1,2.1,4102.123,8647.5563216
1662825600,2022-09-10 16:00:00,XCAD/USDT,2.1993,2.2013,2.1114,2.1173,21394.5732,46437.3716266
1662822000,2022-09-10 15:00:00,XCAD/USDT,2.1951,2.2083,2.1659,2.1996,5370.9832,11742.75064755
1662818400,2022-09-10 14:00:00,XCAD/USDT,2.2074,2.2205,2.1897,2.196,3676.7626,8103.71003452
1662814800,2022-09-10 13:00:00,XCAD/USDT,2.1978,2.2185,2.18,2.2075,7031.6879,15466.2532758
1662811200,2022-09-10 12:00:00,XCAD/USDT,2.2191,2.2191,2.1836,2.1975,4453.8941,9778.00960987
1662807600,2022-09-10 11:00:00,XCAD/USDT,2.2026,2.2372,2.2012,2.2198,4065.0625,9036.75293874
1662804000,2022-09-10 10:00:00,XCAD/USDT,2.1422,2.228,2.1397,2.2011,19817.1515,43382.02242075
1662800400,2022-09-10 09:00:00,XCAD/USDT,2.0825,2.1572,2.0825,2.1397,15210.2024,32375.12743488
1662796800,2022-09-10 08:00:00,XCAD/USDT,2.0972,2.0993,2.0478,2.0843,24751.0358,51069.06535139
1662793200,2022-09-10 07:00:00,XCAD/USDT,2.1408,2.146,2.0778,2.0969,19704.1369,41528.59293215
1662789600,2022-09-10 06:00:00,XCAD/USDT,2.2052,2.2067,2.1236,2.1441,23960.6157,51958.69235498
1662786000,2022-09-10 05:00:00,XCAD/USDT,2.2326,2.2441,2.2013,2.2053,11849.5145,26350.97010641
1662782400,2022-09-10 04:00:00,XCAD/USDT,2.2947,2.2975,2.23,2.2334,15441.8278,34821.37679912
1662778800,2022-09-10 03:00:00,XCAD/USDT,2.3,2.3135,2.2906,2.295,2728.1581,6273.11129304
1662775200,2022-09-10 02:00:00,XCAD/USDT,2.3414,2.3414,2.2999,2.3003,3794.7669,8811.46421786
1662771600,2022-09-10 01:00:00,XCAD/USDT,2.3106,2.3613,2.3106,2.3388,4872.8309,11411.71238949
1662768000,2022-09-10 00:00:00,XCAD/USDT,2.3332,2.3461,2.3073,2.3105,2919.0824,6798.43467423
1662764400,2022-09-09 23:00:00,XCAD/USDT,2.3281,2.34,2.271,2.3294,16519.1404,37969.97022514
1662760800,2022-09-09 22:00:00,XCAD/USDT,2.2499,2.3399,2.2434,2.3287,7072.9337,16272.75884994
1662757200,2022-09-09 21:00:00,XCAD/USDT,2.279,2.2903,2.2411,2.2498,6281.8795,14185.95273846
1662753600,2022-09-09 20:00:00,XCAD/USDT,2.2703,2.3669,2.2635,2.2786,14293.9064,32905.51671549
1662750000,2022-09-09 19:00:00,XCAD/USDT,2.2545,2.2932,2.23,2.2694,30353.7433,68364.60989176
1662746400,2022-09-09 18:00:00,XCAD/USDT,2.3414,2.3812,2.24,2.2542,34217.9556,78814.52386855
1662742800,2022-09-09 17:00:00,XCAD/USDT,2.2233,2.388,2.22,2.3372,46778.2254,106939.21939836
1662739200,2022-09-09 16:00:00,XCAD/USDT,2.1764,2.2699,2.1496,2.22,26958.697,59402.79770594
1662735600,2022-09-09 15:00:00,XCAD/USDT,2.1188,2.299,2.1,2.1771,52913.333,115702.01076617
1662732000,2022-09-09 14:00:00,XCAD/USDT,2.213,2.2136,2.1078,2.1177,53685.7554,116179.80123954
1662728400,2022-09-09 13:00:00,XCAD/USDT,2.1866,2.34,2.18,2.2101,50945.5174,114634.0196093
1662724800,2022-09-09 12:00:00,XCAD/USDT,2.2034,2.2043,2.1408,2.1885,27188.128,59030.12349162
1662721200,2022-09-09 11:00:00,XCAD/USDT,2.0531,2.24,2.0493,2.2056,46466.0968,99907.24781062
1662717600,2022-09-09 10:00:00,XCAD/USDT,2.0532,2.0923,2.0466,2.0483,7396.1243,15265.60199994
1662714000,2022-09-09 09:00:00,XCAD/USDT,2.0779,2.1007,2.0532,2.0532,7273.2367,15109.84785205
1662710400,2022-09-09 08:00:00,XCAD/USDT,2.0654,2.1007,2.0095,2.0894,28364.75,58216.6692634
1662706800,2022-09-09 07:00:00,XCAD/USDT,1.9771,2.096,1.9766,2.0651,46069.3076,94095.30870139
1662703200,2022-09-09 06:00:00,XCAD/USDT,1.8771,1.9806,1.8714,1.9709,34624.9337,66379.4506978
1662699600,2022-09-09 05:00:00,XCAD/USDT,1.8438,1.8761,1.8286,1.8714,4395.1087,8121.78977102
1662696000,2022-09-09 04:00:00,XCAD/USDT,1.8291,1.85,1.8267,1.8439,4492.1978,8294.29459713
1662692400,2022-09-09 03:00:00,XCAD/USDT,1.832,1.8499,1.8209,1.8292,5163.9148,9446.89207191
1662688800,2022-09-09 02:00:00,XCAD/USDT,1.8338,1.8392,1.8291,1.8318,402.3294,737.42271921
1662685200,2022-09-09 01:00:00,XCAD/USDT,1.834,1.8436,1.8264,1.8301,1565.74,2874.82711149
1662681600,2022-09-09 00:00:00,XCAD/USDT,1.8291,1.8411,1.8244,1.8285,1921.8374,3524.15623618
1662678000,2022-09-08 23:00:00,XCAD/USDT,1.8169,1.85,1.8112,1.8297,10046.232,18444.3830707
1662674400,2022-09-08 22:00:00,XCAD/USDT,1.8208,1.8225,1.8147,1.8172,971.1698,1764.44816485
1662670800,2022-09-08 21:00:00,XCAD/USDT,1.8269,1.8279,1.8102,1.8199,9380.2688,17097.06916185
1662667200,2022-09-08 20:00:00,XCAD/USDT,1.8341,1.8496,1.8257,1.8268,7951.5553,14545.83442598
1662663600,2022-09-08 19:00:00,XCAD/USDT,1.8091,1.8392,1.797,1.8338,4904.2859,8925.64913478
1662660000,2022-09-08 18:00:00,XCAD/USDT,1.8409,1.8412,1.8,1.8088,7668.5309,13908.26620527
1662656400,2022-09-08 17:00:00,XCAD/USDT,1.8277,1.8583,1.8187,1.8412,4642.5143,8538.09838351
1662652800,2022-09-08 16:00:00,XCAD/USDT,1.7894,1.8488,1.775,1.8277,20944.1003,38154.07687177
1662649200,2022-09-08 15:00:00,XCAD/USDT,1.79,1.8113,1.7758,1.7894,9598.8524,17209.39859596
1662645600,2022-09-08 14:00:00,XCAD/USDT,1.7686,1.7919,1.7511,1.791,13726.4056,24235.87486122
1662642000,2022-09-08 13:00:00,XCAD/USDT,1.7576,1.7752,1.7533,1.7752,2438.4694,4302.43421966
1662638400,2022-09-08 12:00:00,XCAD/USDT,1.7588,1.7661,1.7575,1.7575,421.8175,743.19191138
1662634800,2022-09-08 11:00:00,XCAD/USDT,1.7639,1.7639,1.7533,1.7598,2293.6794,4028.20731524
1662631200,2022-09-08 10:00:00,XCAD/USDT,1.756,1.7691,1.7533,1.7604,3567.6401,6274.00933522
1662627600,2022-09-08 09:00:00,XCAD/USDT,1.7808,1.7858,1.7535,1.7561,3325.5784,5886.96713046
1662624000,2022-09-08 08:00:00,XCAD/USDT,1.7573,1.788,1.7565,1.7842,3211.3083,5700.56415508
1662620400,2022-09-08 07:00:00,XCAD/USDT,1.7746,1.791,1.7533,1.762,17801.3856,31619.67481119
