https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume BCH
1663261200000,2022-09-15 17:00:00,BCH/EUR,118.7011,119.1195,118.5696,118.8356,1839.2349460504759,15.47713771
1663257600000,2022-09-15 16:00:00,BCH/EUR,118.3119,119.259,117.8636,118.7235,1686.11347872954,14.20201964
1663254000000,2022-09-15 15:00:00,BCH/EUR,117.509,118.9917,116.476,118.4953,9269.742069831167,78.22877422
1663250400000,2022-09-15 14:00:00,BCH/EUR,120.9025,122.821,117.2906,117.7065,2153.09988082485,18.2921069
1663246800000,2022-09-15 13:00:00,BCH/EUR,120.3778,120.6272,119.9579,120.6236,1943.4874431999997,16.112
1663243200000,2022-09-15 12:00:00,BCH/EUR,120.1229,120.6711,119.8539,120.3394,1820.54824694574,15.1284471
1663239600000,2022-09-15 11:00:00,BCH/EUR,119.5768,120.2798,119.3592,120.0994,1783.4760899999999,14.85
1663236000000,2022-09-15 10:00:00,BCH/EUR,119.7625,120.3124,119.3749,119.5897,2000.0181427999999,16.724
1663232400000,2022-09-15 09:00:00,BCH/EUR,119.7202,120.0641,119.4006,119.7275,1786.2145725000003,14.919
1663228800000,2022-09-15 08:00:00,BCH/EUR,120.1954,120.2448,119.3335,119.6579,1780.608431305665,14.88082635
1663225200000,2022-09-15 07:00:00,BCH/EUR,119.4766,121.0725,119.4766,120.3266,1813.154961786204,15.06861294
1663221600000,2022-09-15 06:00:00,BCH/EUR,118.8771,120.2787,116.9296,119.5373,3629.413544082747,30.36218439
1663218000000,2022-09-15 05:00:00,BCH/EUR,117.757,118.9565,117.6461,118.6738,2027.733300959828,17.08661306
1663214400000,2022-09-15 04:00:00,BCH/EUR,117.7489,117.9799,117.1433,117.7696,2035.5297663999997,17.284
1663210800000,2022-09-15 03:00:00,BCH/EUR,118.1782,118.1782,116.4953,117.6697,2016.990396289332,17.14111956
1663207200000,2022-09-15 02:00:00,BCH/EUR,119.3795,119.3795,117.1085,118.1365,1994.5603786832098,16.88352354
1663203600000,2022-09-15 01:00:00,BCH/EUR,119.3404,119.5146,118.1093,119.4542,1931.018830126716,16.16534898
1663200000000,2022-09-15 00:00:00,BCH/EUR,120.2233,120.2862,119.3224,119.3537,734.953093954282,6.15777386
1663196400000,2022-09-14 23:00:00,BCH/EUR,120.4619,120.7191,120.2327,120.2327,1910.3155586689297,15.8884859
1663192800000,2022-09-14 22:00:00,BCH/EUR,120.1817,120.8858,119.8659,120.44,2157.5445191532,17.91385353
1663189200000,2022-09-14 21:00:00,BCH/EUR,118.4755,120.2362,118.1712,120.2233,1937.410394831263,16.11509911
1663185600000,2022-09-14 20:00:00,BCH/EUR,118.6176,118.8468,118.2015,118.5232,1910.0153584785278,16.11511804
1663182000000,2022-09-14 19:00:00,BCH/EUR,117.3576,118.6551,117.3576,118.6095,1763.2420816777349,14.86594313
1663178400000,2022-09-14 18:00:00,BCH/EUR,118.424,118.8481,116.6578,117.4712,2333.2102725624,19.861977
1663174800000,2022-09-14 17:00:00,BCH/EUR,118.307,119.4067,118.2908,118.5359,1598.810590516734,13.48798626
1663171200000,2022-09-14 16:00:00,BCH/EUR,118.4717,118.6938,117.9617,118.3397,1927.3603198854807,16.28667573
1663167600000,2022-09-14 15:00:00,BCH/EUR,118.6723,119.054,118.5278,118.6357,1820.238247226497,15.34309021
1663164000000,2022-09-14 14:00:00,BCH/EUR,118.9163,119.2712,117.8973,118.6607,1818.358102269458,15.32401294
1663160400000,2022-09-14 13:00:00,BCH/EUR,119.2204,119.3341,117.9206,118.9395,1877.31686856933,15.78379654
1663156800000,2022-09-14 12:00:00,BCH/EUR,118.5817,120.0537,117.8453,119.1776,1598.019756326752,13.40872577
1663153200000,2022-09-14 11:00:00,BCH/EUR,119.4505,119.614,117.8195,118.3925,2150.483909519125,18.16402145
1663149600000,2022-09-14 10:00:00,BCH/EUR,119.3676,119.6403,119.0151,119.4478,2024.1504740200003,16.9459
1663146000000,2022-09-14 09:00:00,BCH/EUR,119.8347,119.8803,119.2535,119.3373,2193.878769609924,18.38384788
1663142400000,2022-09-14 08:00:00,BCH/EUR,119.0564,120.1255,118.3467,119.8788,1746.212976980448,14.56648696
1663138800000,2022-09-14 07:00:00,BCH/EUR,119.4071,119.9006,117.9095,119.1389,2123.9251621616904,17.8273021
1663135200000,2022-09-14 06:00:00,BCH/EUR,119.9464,120.016,118.9723,119.3025,1827.427878558,15.3175992
1663131600000,2022-09-14 05:00:00,BCH/EUR,120.1333,120.3815,119.9173,119.9731,1888.4965671,15.741
1663128000000,2022-09-14 04:00:00,BCH/EUR,120.2582,120.2947,120.0659,120.1308,785.0547779999999,6.535
1663124400000,2022-09-14 03:00:00,BCH/EUR,120.5868,120.5868,120.5868,120.5868,5.000001428256,0.04146392
1663120800000,2022-09-14 02:00:00,BCH/EUR,119.5237,120.4742,119.5237,120.4742,25.463455825808,0.21136024
1663117200000,2022-09-14 01:00:00,BCH/EUR,118.9217,119.3822,118.9217,119.3822,15.453265325386,0.12944363
1663113600000,2022-09-14 00:00:00,BCH/EUR,118.1529,118.9157,118.1529,118.3562,29.954127983834002,0.25308457
1663110000000,2022-09-13 23:00:00,BCH/EUR,118.4199,118.5886,117.2291,117.7939,1779.681423827489,15.10843451
1663106400000,2022-09-13 22:00:00,BCH/EUR,118.1512,118.7376,118.0936,118.6759,1482.80277334112,12.4945568
1663095600000,2022-09-13 19:00:00,BCH/EUR,117.9014,118.8985,116.5863,118.8985,2142.123416938925,18.01640405
1663092000000,2022-09-13 18:00:00,BCH/EUR,120.2971,120.6263,117.9221,117.9684,1791.556264849428,15.18674717
1663088400000,2022-09-13 17:00:00,BCH/EUR,120.3735,121.0035,120.2861,120.3551,1881.653700507585,15.63418335
1663084800000,2022-09-13 16:00:00,BCH/EUR,119.9288,121.3842,119.9288,120.3836,1819.019065272492,15.11018997
1663081200000,2022-09-13 15:00:00,BCH/EUR,120.1813,120.5994,119.7697,120.156,1882.51647369348,15.66726983
1663077600000,2022-09-13 14:00:00,BCH/EUR,121.6784,122.136,119.7223,120.2607,1910.2471070840008,15.88421743
1663074000000,2022-09-13 13:00:00,BCH/EUR,123.9783,124.3668,121.6776,121.6776,1887.0130757282639,15.50830289
1663070400000,2022-09-13 12:00:00,BCH/EUR,130.6606,131.3095,123.368,124.1895,4461.75087851109,35.92695742
1663066800000,2022-09-13 11:00:00,BCH/EUR,127.1595,131.0941,127.1595,130.4573,2145.1216299267508,16.44309387
1663063200000,2022-09-13 10:00:00,BCH/EUR,126.6726,127.6324,126.6286,127.1417,1802.3830067973379,14.17617514
1663059600000,2022-09-13 09:00:00,BCH/EUR,127.0383,127.5642,126.4744,126.6554,2081.8622306941,16.4372165
1663056000000,2022-09-13 08:00:00,BCH/EUR,127.4855,127.7398,126.9735,126.9752,1947.072297225968,15.33427234
1663052400000,2022-09-13 07:00:00,BCH/EUR,126.924,128.1602,126.908,127.5273,1952.506613150703,15.31049911
1663048800000,2022-09-13 06:00:00,BCH/EUR,126.8338,127.7907,126.6115,127.0212,2055.598073525604,16.18311017
1663045200000,2022-09-13 05:00:00,BCH/EUR,126.9086,127.3715,126.7859,126.971,1863.2983838378002,14.6749918
1663041600000,2022-09-13 04:00:00,BCH/EUR,127.1632,127.4384,126.8066,126.9047,1772.8431157123441,13.96987752
1663038000000,2022-09-13 03:00:00,BCH/EUR,126.5961,127.1783,126.1485,127.1783,2034.46432116482,15.9969454
1663034400000,2022-09-13 02:00:00,BCH/EUR,125.8687,126.7781,124.9521,126.593,2118.39167080612,16.73387684
1663030800000,2022-09-13 01:00:00,BCH/EUR,125.7381,126.1227,125.2206,125.8972,1991.2757920215158,15.81668053
1663027200000,2022-09-13 00:00:00,BCH/EUR,127.2643,127.3071,125.1809,125.6916,1927.5568186590358,15.33560571
1663023600000,2022-09-12 23:00:00,BCH/EUR,126.8349,127.3428,126.6528,127.2743,1685.4935549,13.243
1663020000000,2022-09-12 22:00:00,BCH/EUR,127.0615,127.4947,126.7289,126.8493,1873.8178596,14.772
1663016400000,2022-09-12 21:00:00,BCH/EUR,127.5312,127.5714,126.4742,127.3076,2152.3212608457,16.90646325
1663012800000,2022-09-12 20:00:00,BCH/EUR,127.3366,127.6996,127.2376,127.5256,2103.031706462608,16.49105518
1663009200000,2022-09-12 19:00:00,BCH/EUR,127.3345,127.4232,126.9983,127.2248,2051.882214340744,16.12800503
1663005600000,2022-09-12 18:00:00,BCH/EUR,127.6816,127.6816,126.6125,127.3019,2111.435731961798,16.58605042
1663002000000,2022-09-12 17:00:00,BCH/EUR,126.1536,127.6692,126.0385,127.6692,1658.3538453462602,12.98945905
1662998400000,2022-09-12 16:00:00,BCH/EUR,126.3601,126.3601,124.8496,126.2047,2091.5360408201377,16.57256854
1662994800000,2022-09-12 15:00:00,BCH/EUR,128.6908,128.6908,126.1447,126.3794,2187.830350249138,17.31160577
1662991200000,2022-09-12 14:00:00,BCH/EUR,129.5346,129.5346,127.6825,128.6884,2552.962313225072,19.83832508
1662987600000,2022-09-12 13:00:00,BCH/EUR,130.6717,130.9902,129.2122,129.4482,2113.112774077032,16.32400276
1662984000000,2022-09-12 12:00:00,BCH/EUR,130.2218,131.1045,129.3078,130.8653,2365.46782210372,18.0755924
1662980400000,2022-09-12 11:00:00,BCH/EUR,129.6864,131.0383,129.4659,130.3442,4187.018209468388,32.12278114
1662976800000,2022-09-12 10:00:00,BCH/EUR,129.4302,129.9657,128.8142,129.7586,2021.550936409212,15.57932142
1662973200000,2022-09-12 09:00:00,BCH/EUR,129.3571,129.5361,129.0666,129.3716,1703.992676447548,13.17130403
1662969600000,2022-09-12 08:00:00,BCH/EUR,127.7371,129.7743,127.481,129.3613,1971.416900766053,15.23961881
1662966000000,2022-09-12 07:00:00,BCH/EUR,126.6686,127.8398,126.6515,127.7499,1810.4646114879567,14.17194543
1662962400000,2022-09-12 06:00:00,BCH/EUR,127.8654,127.8654,126.6483,126.6575,2063.095257381475,16.28877293
1662958800000,2022-09-12 05:00:00,BCH/EUR,127.8058,128.1648,127.4759,127.9109,1723.7362153017111,13.47606979
1662955200000,2022-09-12 04:00:00,BCH/EUR,127.4449,128.1475,127.3609,127.7792,1970.8842379432,15.42413975
1662951600000,2022-09-12 03:00:00,BCH/EUR,128.5265,128.7047,127.0821,127.4389,1939.082727170818,15.21578362
1662948000000,2022-09-12 02:00:00,BCH/EUR,130.4423,130.4498,127.5323,128.6063,3095.443898672084,24.06914668
1662944400000,2022-09-12 01:00:00,BCH/EUR,127.4799,130.6696,127.3204,130.4568,2026.1442832590237,15.53115118
1662940800000,2022-09-12 00:00:00,BCH/EUR,129.3545,129.3545,127.6073,127.6073,1848.8411070548038,14.48852148
1662937200000,2022-09-11 23:00:00,BCH/EUR,128.7127,129.3828,128.2605,129.3555,1896.360386073795,14.66006769
1662933600000,2022-09-11 22:00:00,BCH/EUR,127.1163,129.0048,127.1163,128.7196,2043.6398718968844,15.87667979
1662930000000,2022-09-11 21:00:00,BCH/EUR,129.0049,129.1508,126.69,127.1099,14933.688057237745,117.48642755
1662926400000,2022-09-11 20:00:00,BCH/EUR,130.862,130.9827,127.9264,128.8202,2107.1371455092217,16.35719511
1662922800000,2022-09-11 19:00:00,BCH/EUR,130.9497,131.3467,130.9041,131.019,2149.84607517834,16.40865886
1662919200000,2022-09-11 18:00:00,BCH/EUR,131.6609,131.6609,130.9483,130.9483,1872.978111276944,14.30318768
1662915600000,2022-09-11 17:00:00,BCH/EUR,131.2145,132.422,131.0866,131.6089,2027.200355021159,15.40321631
1662912000000,2022-09-11 16:00:00,BCH/EUR,130.173,131.2347,130.173,131.1118,2505.6052505086977,19.11044811
1662908400000,2022-09-11 15:00:00,BCH/EUR,129.5627,130.456,129.5627,130.1194,1872.0020454599942,14.38680201
1662904800000,2022-09-11 14:00:00,BCH/EUR,130.0379,130.1515,129.3651,129.5675,1892.6186399522999,14.60720196
1662901200000,2022-09-11 13:00:00,BCH/EUR,130.1678,130.1678,129.5347,130.0491,1851.3645937656122,14.23588932
1662897600000,2022-09-11 12:00:00,BCH/EUR,130.1793,130.2218,129.4837,130.1316,2077.292339226576,15.96301236
1662894000000,2022-09-11 11:00:00,BCH/EUR,129.9798,130.3834,129.9273,130.2241,2053.4471671851256,15.76856486
1662890400000,2022-09-11 10:00:00,BCH/EUR,129.564,130.0788,129.5244,129.9546,2214.038240798904,17.03701324
1662886800000,2022-09-11 09:00:00,BCH/EUR,129.7078,129.7078,128.9716,129.5756,2517.097411896144,19.42570524
1662883200000,2022-09-11 08:00:00,BCH/EUR,129.6294,129.8886,129.3619,129.6761,2173.329178449293,16.75967413
1662879600000,2022-09-11 07:00:00,BCH/EUR,128.7988,129.8854,128.7988,129.8222,1827.662945372436,14.07820038
1662876000000,2022-09-11 06:00:00,BCH/EUR,130.4,130.6343,127.9752,128.7888,2109.6540317899203,16.3807259
1662872400000,2022-09-11 05:00:00,BCH/EUR,130.4055,130.6935,130.2554,130.419,2105.6911805340005,16.145586
1662868800000,2022-09-11 04:00:00,BCH/EUR,130.5875,130.7852,130.4073,130.4307,2109.849960063969,16.17602267
1662865200000,2022-09-11 03:00:00,BCH/EUR,130.7875,130.9953,130.4451,130.5812,2036.1137553779558,15.59270213
1662861600000,2022-09-11 02:00:00,BCH/EUR,131.4054,131.5813,130.2896,130.7991,2071.492911302334,15.83721074
1662858000000,2022-09-11 01:00:00,BCH/EUR,131.6301,132.1173,131.3564,131.4914,2169.119255737134,16.49628231
1662854400000,2022-09-11 00:00:00,BCH/EUR,131.9657,132.4367,131.2714,131.7245,2309.12789002735,17.5299803
1662850800000,2022-09-10 23:00:00,BCH/EUR,131.9579,132.7577,131.7882,131.9332,1861.7156137663721,14.11104721
1662847200000,2022-09-10 22:00:00,BCH/EUR,130.8502,132.1013,130.8502,132.0926,2161.408476700762,16.36282787
1662843600000,2022-09-10 21:00:00,BCH/EUR,130.9534,132.2955,130.7053,130.8419,2077.819238464928,15.88038112
1662840000000,2022-09-10 20:00:00,BCH/EUR,131.12,131.4318,130.7784,131.0044,2042.2131077535362,15.58888944
1662836400000,2022-09-10 19:00:00,BCH/EUR,131.2202,131.284,131.0192,131.1093,2023.0106987245679,15.42995576
1662832800000,2022-09-10 18:00:00,BCH/EUR,129.9983,131.4617,129.9608,131.2146,1864.1333282164558,14.20675236
1662829200000,2022-09-10 17:00:00,BCH/EUR,131.297,131.4122,129.9409,129.9588,2106.160128541284,16.20636793
1662825600000,2022-09-10 16:00:00,BCH/EUR,132.2452,132.5787,131.1297,131.3805,2164.5423312055354,16.47536987
1662822000000,2022-09-10 15:00:00,BCH/EUR,133.1975,133.4436,132.1239,132.2472,2093.91132419832,15.8333131
1662818400000,2022-09-10 14:00:00,BCH/EUR,132.0586,133.8383,132.0345,133.2143,2242.222122213463,16.83169241
1662814800000,2022-09-10 13:00:00,BCH/EUR,133.3939,133.4962,131.7632,132.0102,2165.1399810240478,16.40130824
1662811200000,2022-09-10 12:00:00,BCH/EUR,132.7593,133.3237,131.187,133.3237,2047.6770926402821,15.35868786
1662807600000,2022-09-10 11:00:00,BCH/EUR,131.3455,133.1843,131.3248,132.9119,2193.222601812352,16.50132608
1662804000000,2022-09-10 10:00:00,BCH/EUR,131.8767,131.8767,131.0683,131.4102,2125.09112654742,16.1714321
1662800400000,2022-09-10 09:00:00,BCH/EUR,131.2388,131.9309,131.2388,131.8868,2102.4934742690716,15.94165204
1662796800000,2022-09-10 08:00:00,BCH/EUR,130.9162,133.0912,130.9162,131.275,2211.4772726715,16.84614186
1662793200000,2022-09-10 07:00:00,BCH/EUR,133.7052,133.755,130.7198,130.8428,2092.625338133352,15.99343134
1662789600000,2022-09-10 06:00:00,BCH/EUR,133.2014,133.8001,133.1359,133.7049,2275.9808395124433,17.02241907
1662786000000,2022-09-10 05:00:00,BCH/EUR,132.0821,134.0153,132.0821,133.2941,2070.994147939508,15.53702788
1662782400000,2022-09-10 04:00:00,BCH/EUR,132.8997,133.1804,131.6603,132.0245,1915.1192506968448,14.50578681
1662778800000,2022-09-10 03:00:00,BCH/EUR,132.6905,133.4815,132.6242,132.8402,2072.793280593548,15.60365974
1662775200000,2022-09-10 02:00:00,BCH/EUR,132.2176,132.6832,131.8012,132.6064,2021.7775222465762,15.24645509
1662771600000,2022-09-10 01:00:00,BCH/EUR,131.4594,132.7026,131.4594,132.1406,2113.6861458745702,15.99573595
1662768000000,2022-09-10 00:00:00,BCH/EUR,132.2299,132.4359,130.4997,131.3398,2249.51055794907,17.12740965
1662764400000,2022-09-09 23:00:00,BCH/EUR,131.7173,132.5859,130.6089,132.1275,2203.316742924525,16.67568631
1662760800000,2022-09-09 22:00:00,BCH/EUR,130.9099,132.3982,130.9099,131.8051,2157.4534150512914,16.36851241
1662757200000,2022-09-09 21:00:00,BCH/EUR,131.1709,131.1788,130.5585,130.9329,1808.70664852143,13.8139967
1662753600000,2022-09-09 20:00:00,BCH/EUR,130.8183,131.4064,130.5732,131.2435,1933.3483922305002,14.731003
1662750000000,2022-09-09 19:00:00,BCH/EUR,130.9527,130.9706,130.6178,130.8315,2068.31984633466,15.80903564
1662746400000,2022-09-09 18:00:00,BCH/EUR,132.1857,132.1857,130.629,130.9652,2116.176793241152,16.15831376
1662742800000,2022-09-09 17:00:00,BCH/EUR,133.538,133.8685,132.1194,132.2256,2254.250951394,17.04852125
1662739200000,2022-09-09 16:00:00,BCH/EUR,133.6422,134.7201,133.0781,133.683,2104.0870004711696,15.73937599
1662735600000,2022-09-09 15:00:00,BCH/EUR,133.2932,135.0982,133.2932,133.6099,2118.5998265884873,15.85660813
1662732000000,2022-09-09 14:00:00,BCH/EUR,133.5448,134.0959,133.1175,133.3488,2144.1694988132645,16.07940603
1662728400000,2022-09-09 13:00:00,BCH/EUR,135.3844,135.3844,133.3974,133.51,2065.0666312679,15.46750529
1662724800000,2022-09-09 12:00:00,BCH/EUR,134.2835,137.8924,134.2081,135.4043,2595.0867502774972,19.16546779
1662721200000,2022-09-09 11:00:00,BCH/EUR,130.1584,135.2661,129.8543,134.3561,2985.434968969258,22.22031578
