https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETHO,Volume USDT
1663239600,2022-09-15 11:00:00,ETHO/USDT,0.02806,0.02864,0.02806,0.02829,8579.4059,243.511454158
1663236000,2022-09-15 10:00:00,ETHO/USDT,0.02887,0.02896,0.02797,0.02829,32290.8748,920.556145859
1663232400,2022-09-15 09:00:00,ETHO/USDT,0.02859,0.02887,0.0285,0.02887,23265.0484,664.978349118
1663228800,2022-09-15 08:00:00,ETHO/USDT,0.02889,0.0296,0.02824,0.0285,122571.178,3536.232734436
1663225200,2022-09-15 07:00:00,ETHO/USDT,0.02691,0.02929,0.02691,0.02905,228740.7953,6475.117627
1663221600,2022-09-15 06:00:00,ETHO/USDT,0.02665,0.02691,0.02665,0.02673,178.0676,4.756496428
1663218000,2022-09-15 05:00:00,ETHO/USDT,0.02659,0.02704,0.02659,0.02665,9711.379,261.3649321
1663214400,2022-09-15 04:00:00,ETHO/USDT,0.02656,0.02659,0.02634,0.02659,3323.1152,87.962259905
1663210800,2022-09-15 03:00:00,ETHO/USDT,0.0268,0.0268,0.02655,0.02655,727.427,19.335133052
1663207200,2022-09-15 02:00:00,ETHO/USDT,0.02684,0.02733,0.02659,0.02659,10936.9947,295.677964192
1663203600,2022-09-15 01:00:00,ETHO/USDT,0.02696,0.02696,0.02684,0.02684,1139.5273,30.660064078
1663200000,2022-09-15 00:00:00,ETHO/USDT,0.02696,0.02727,0.02696,0.02698,993.2741,26.987475137
1663196400,2022-09-14 23:00:00,ETHO/USDT,0.02625,0.02726,0.02625,0.02696,71479.4221,1920.917725246
1663192800,2022-09-14 22:00:00,ETHO/USDT,0.0264,0.02641,0.02625,0.02641,36708.3399,967.612702291
1663189200,2022-09-14 21:00:00,ETHO/USDT,0.0262,0.0264,0.02613,0.0264,3787.0291,99.497223869
1663185600,2022-09-14 20:00:00,ETHO/USDT,0.02629,0.02629,0.02534,0.026,64041.9704,1652.384142735
1663182000,2022-09-14 19:00:00,ETHO/USDT,0.02667,0.02733,0.02602,0.02628,90550.8517,2421.119871875
1663178400,2022-09-14 18:00:00,ETHO/USDT,0.02695,0.02712,0.02638,0.02649,9643.2996,256.654501968
1663174800,2022-09-14 17:00:00,ETHO/USDT,0.02696,0.02702,0.02695,0.02702,330.4805,8.915774276
1663171200,2022-09-14 16:00:00,ETHO/USDT,0.02695,0.02695,0.02669,0.02695,1141.6129,30.586953731
1663167600,2022-09-14 15:00:00,ETHO/USDT,0.027,0.027,0.02665,0.02665,5763.6936,154.882444603
1663164000,2022-09-14 14:00:00,ETHO/USDT,0.0272,0.0272,0.0272,0.0272,707.5333,19.24490576
1663160400,2022-09-14 13:00:00,ETHO/USDT,0.0273,0.0274,0.02698,0.02698,15906.341,430.477196441
1663156800,2022-09-14 12:00:00,ETHO/USDT,0.0273,0.02743,0.0273,0.0273,2573.3106,70.375921421
1663153200,2022-09-14 11:00:00,ETHO/USDT,0.02724,0.02743,0.027,0.02743,18631.7466,510.720275571
1663149600,2022-09-14 10:00:00,ETHO/USDT,0.027,0.027,0.027,0.027,9550.473,257.862771
1663146000,2022-09-14 09:00:00,ETHO/USDT,0.027,0.02743,0.027,0.02701,25077.9572,678.428897063
1663142400,2022-09-14 08:00:00,ETHO/USDT,0.02736,0.02739,0.027,0.027,6722.8358,182.242623546
1663138800,2022-09-14 07:00:00,ETHO/USDT,0.0275,0.0275,0.02701,0.0274,37342.3845,1009.456890763
1663135200,2022-09-14 06:00:00,ETHO/USDT,0.02724,0.0275,0.027,0.0275,45775.3838,1239.743734371
1663131600,2022-09-14 05:00:00,ETHO/USDT,0.0274,0.02762,0.02701,0.02701,13902.0489,376.395730958
1663128000,2022-09-14 04:00:00,ETHO/USDT,0.02724,0.02764,0.02724,0.02764,3001.2814,82.684159524
1663124400,2022-09-14 03:00:00,ETHO/USDT,0.028,0.028,0.02701,0.02701,62566.079,1696.671803508
1663120800,2022-09-14 02:00:00,ETHO/USDT,0.0274,0.02848,0.0274,0.0282,61568.1744,1728.293799717
1663117200,2022-09-14 01:00:00,ETHO/USDT,0.0274,0.0274,0.02716,0.02716,99.2582,2.69780142
1663113600,2022-09-14 00:00:00,ETHO/USDT,0.02719,0.02764,0.02716,0.02716,2776.2754,76.2739725
1663110000,2022-09-13 23:00:00,ETHO/USDT,0.02702,0.0275,0.02701,0.02719,25208.3232,682.120685326
1663106400,2022-09-13 22:00:00,ETHO/USDT,0.02724,0.02724,0.02701,0.02701,5298.24,143.121902558
1663102800,2022-09-13 21:00:00,ETHO/USDT,0.02701,0.02738,0.02701,0.02701,31702.8961,857.973454947
1663099200,2022-09-13 20:00:00,ETHO/USDT,0.02577,0.02729,0.02533,0.02701,265144.0626,7047.837761228
1663095600,2022-09-13 19:00:00,ETHO/USDT,0.02599,0.02637,0.0255,0.02576,73135.5433,1870.508414521
1663092000,2022-09-13 18:00:00,ETHO/USDT,0.02632,0.02632,0.02599,0.02599,4137.5715,108.049174301
1663088400,2022-09-13 17:00:00,ETHO/USDT,0.02589,0.02664,0.02566,0.02632,63862.1424,1679.572860706
1663084800,2022-09-13 16:00:00,ETHO/USDT,0.02573,0.02616,0.02573,0.02616,10619.1028,276.05758814
1663081200,2022-09-13 15:00:00,ETHO/USDT,0.0261,0.02657,0.02544,0.02544,52894.0319,1364.729443357
1663077600,2022-09-13 14:00:00,ETHO/USDT,0.02599,0.0261,0.02566,0.0261,18707.1229,484.605492109
1663074000,2022-09-13 13:00:00,ETHO/USDT,0.02628,0.02647,0.02566,0.02599,63419.2521,1656.144973836
1663070400,2022-09-13 12:00:00,ETHO/USDT,0.0266,0.02712,0.02628,0.02649,46914.5456,1248.983300016
1663066800,2022-09-13 11:00:00,ETHO/USDT,0.02633,0.02658,0.02632,0.02658,19356.699,510.662210403
1663063200,2022-09-13 10:00:00,ETHO/USDT,0.02632,0.02645,0.02632,0.02645,21817.5588,577.06143026
1663059600,2022-09-13 09:00:00,ETHO/USDT,0.02628,0.02697,0.02628,0.02632,74194.2842,1968.198602813
1663056000,2022-09-13 08:00:00,ETHO/USDT,0.02628,0.02656,0.02626,0.02628,66541.896,1750.550621446
1663052400,2022-09-13 07:00:00,ETHO/USDT,0.02642,0.02642,0.02605,0.02605,59975.2906,1576.353823807
1663048800,2022-09-13 06:00:00,ETHO/USDT,0.02673,0.02683,0.02642,0.02642,4440.8769,118.234700098
1663045200,2022-09-13 05:00:00,ETHO/USDT,0.02671,0.02673,0.02642,0.02673,4515.7119,120.249461445
1663041600,2022-09-13 04:00:00,ETHO/USDT,0.02769,0.02769,0.02633,0.02691,254481.4441,6743.051584201
1663038000,2022-09-13 03:00:00,ETHO/USDT,0.02756,0.02836,0.02749,0.02769,26303.526,733.568902201
1663034400,2022-09-13 02:00:00,ETHO/USDT,0.02621,0.02833,0.02621,0.02756,89417.2095,2462.824972658
1663030800,2022-09-13 01:00:00,ETHO/USDT,0.02652,0.02652,0.026,0.02614,16595.5657,432.835854971
1663027200,2022-09-13 00:00:00,ETHO/USDT,0.02724,0.02734,0.026,0.02623,214229.1802,5703.456609334
1663023600,2022-09-12 23:00:00,ETHO/USDT,0.028,0.0281,0.02703,0.02724,31040.9876,849.740955817
1663020000,2022-09-12 22:00:00,ETHO/USDT,0.0278,0.0283,0.0278,0.0278,13063.9719,365.739823962
1663016400,2022-09-12 21:00:00,ETHO/USDT,0.02772,0.02805,0.02739,0.02805,26140.4287,722.773555231
1663012800,2022-09-12 20:00:00,ETHO/USDT,0.02714,0.02797,0.02702,0.02772,54300.9011,1492.857163876
1663009200,2022-09-12 19:00:00,ETHO/USDT,0.0276,0.02782,0.02703,0.02735,43007.2689,1171.431556881
1663005600,2022-09-12 18:00:00,ETHO/USDT,0.02763,0.02766,0.0274,0.0274,27120.1982,743.602585377
1663002000,2022-09-12 17:00:00,ETHO/USDT,0.02817,0.02817,0.02728,0.02764,23775.5569,659.525443737
1662998400,2022-09-12 16:00:00,ETHO/USDT,0.0286,0.02892,0.02715,0.02818,121408.1331,3408.530949583
1662994800,2022-09-12 15:00:00,ETHO/USDT,0.0294,0.03061,0.0285,0.0285,73996.4485,2171.706036836
1662991200,2022-09-12 14:00:00,ETHO/USDT,0.029,0.02961,0.029,0.02961,14494.7471,422.395462654
1662987600,2022-09-12 13:00:00,ETHO/USDT,0.0308,0.03094,0.02896,0.02896,66098.749,1960.627209108
1662984000,2022-09-12 12:00:00,ETHO/USDT,0.02905,0.03118,0.02905,0.0306,215298.0105,6529.215162642
1662980400,2022-09-12 11:00:00,ETHO/USDT,0.02933,0.02957,0.02826,0.02885,66420.306,1914.584058643
1662976800,2022-09-12 10:00:00,ETHO/USDT,0.02933,0.02933,0.0291,0.02933,16611.7601,486.871572239
1662973200,2022-09-12 09:00:00,ETHO/USDT,0.02976,0.03022,0.02932,0.02933,17028.7864,506.048203871
1662969600,2022-09-12 08:00:00,ETHO/USDT,0.02885,0.02979,0.02885,0.0297,34055.8143,998.687428768
1662966000,2022-09-12 07:00:00,ETHO/USDT,0.0288,0.0292,0.0288,0.02885,13292.4145,384.571861755
1662962400,2022-09-12 06:00:00,ETHO/USDT,0.02928,0.02928,0.02859,0.02859,31318.1276,902.598573331
1662958800,2022-09-12 05:00:00,ETHO/USDT,0.0288,0.02995,0.02878,0.02928,80177.2786,2342.758791628
1662955200,2022-09-12 04:00:00,ETHO/USDT,0.02745,0.0291,0.02745,0.029,160576.0535,4558.716994641
1662951600,2022-09-12 03:00:00,ETHO/USDT,0.02675,0.0279,0.02671,0.02756,53564.948,1485.283800736
1662948000,2022-09-12 02:00:00,ETHO/USDT,0.02728,0.02776,0.02667,0.02674,30062.332,816.335333374
1662944400,2022-09-12 01:00:00,ETHO/USDT,0.02671,0.02726,0.02658,0.02726,21730.82,586.344883212
1662940800,2022-09-12 00:00:00,ETHO/USDT,0.0267,0.02681,0.0267,0.02681,922.0648,24.699008218
1662937200,2022-09-11 23:00:00,ETHO/USDT,0.0288,0.0288,0.0264,0.02668,244292.0919,6611.415417492
1662933600,2022-09-11 22:00:00,ETHO/USDT,0.02962,0.02974,0.02818,0.029,87159.9331,2506.500399441
1662930000,2022-09-11 21:00:00,ETHO/USDT,0.02955,0.02962,0.02896,0.02962,21012.0776,619.711334518
1662926400,2022-09-11 20:00:00,ETHO/USDT,0.028,0.03002,0.02784,0.02934,150919.4292,4425.529105749
1662922800,2022-09-11 19:00:00,ETHO/USDT,0.02808,0.0283,0.028,0.028,9890.9578,278.221157368
1662919200,2022-09-11 18:00:00,ETHO/USDT,0.02804,0.02812,0.0275,0.02806,23558.4601,656.084202486
1662915600,2022-09-11 17:00:00,ETHO/USDT,0.02875,0.02875,0.0275,0.02803,43640.9029,1226.45289367
1662912000,2022-09-11 16:00:00,ETHO/USDT,0.03026,0.03027,0.02848,0.02867,90076.7215,2625.454894376
1662908400,2022-09-11 15:00:00,ETHO/USDT,0.0297,0.03028,0.0295,0.03002,30772.0216,918.120485178
1662904800,2022-09-11 14:00:00,ETHO/USDT,0.02936,0.02967,0.02936,0.02943,13692.9671,402.107183763
1662901200,2022-09-11 13:00:00,ETHO/USDT,0.03012,0.03053,0.02924,0.02936,235568.0234,6954.800091075
1662897600,2022-09-11 12:00:00,ETHO/USDT,0.03016,0.03061,0.03,0.03012,47001.4201,1413.786504377
1662894000,2022-09-11 11:00:00,ETHO/USDT,0.02889,0.0314,0.02889,0.03015,364443.5441,11077.136125169
1662890400,2022-09-11 10:00:00,ETHO/USDT,0.02928,0.02963,0.02855,0.02889,53907.9339,1568.8813104
1662886800,2022-09-11 09:00:00,ETHO/USDT,0.02948,0.02963,0.029,0.0293,38528.9964,1132.053406616
1662883200,2022-09-11 08:00:00,ETHO/USDT,0.03001,0.03071,0.029,0.0295,189087.1125,5628.468585005
1662879600,2022-09-11 07:00:00,ETHO/USDT,0.02839,0.03,0.02784,0.03,210407.1887,6159.601727144
1662876000,2022-09-11 06:00:00,ETHO/USDT,0.02793,0.02887,0.027,0.0284,47982.6353,1349.146810705
1662872400,2022-09-11 05:00:00,ETHO/USDT,0.02797,0.02819,0.02761,0.0279,25865.0824,719.434792274
1662868800,2022-09-11 04:00:00,ETHO/USDT,0.0278,0.0284,0.02744,0.02797,67460.2845,1892.65374325
1662865200,2022-09-11 03:00:00,ETHO/USDT,0.02732,0.02818,0.02732,0.0278,9183.8953,256.615452221
1662861600,2022-09-11 02:00:00,ETHO/USDT,0.02732,0.02732,0.02732,0.02732,42.5262,1.161815784
1662858000,2022-09-11 01:00:00,ETHO/USDT,0.02731,0.02731,0.02731,0.02731,104.2606,2.847356986
1662854400,2022-09-11 00:00:00,ETHO/USDT,0.02762,0.02762,0.02731,0.02731,3764.2214,103.289414227
1662850800,2022-09-10 23:00:00,ETHO/USDT,0.02685,0.02814,0.02685,0.02766,19265.5875,532.785018604
1662847200,2022-09-10 22:00:00,ETHO/USDT,0.0269,0.0276,0.02685,0.02685,35005.9487,960.089400696
1662843600,2022-09-10 21:00:00,ETHO/USDT,0.02685,0.02719,0.02685,0.02686,6633.4977,178.40088991
1662840000,2022-09-10 20:00:00,ETHO/USDT,0.027,0.02709,0.02659,0.02709,11872.2525,319.925374732
1662836400,2022-09-10 19:00:00,ETHO/USDT,0.02676,0.027,0.02645,0.027,28556.5737,768.401525041
1662832800,2022-09-10 18:00:00,ETHO/USDT,0.0266,0.0268,0.02646,0.02675,1154.4249,30.862213631
1662829200,2022-09-10 17:00:00,ETHO/USDT,0.02661,0.02661,0.0264,0.0264,2274.8453,60.240989901
1662825600,2022-09-10 16:00:00,ETHO/USDT,0.02648,0.02694,0.02648,0.02694,9204.7048,247.115605551
1662822000,2022-09-10 15:00:00,ETHO/USDT,0.02629,0.02674,0.02629,0.02644,20353.7981,537.979256665
1662818400,2022-09-10 14:00:00,ETHO/USDT,0.02632,0.02632,0.02611,0.02611,3738.1246,97.73164349
1662814800,2022-09-10 13:00:00,ETHO/USDT,0.02619,0.02659,0.02619,0.02632,18324.2385,484.940390253
1662811200,2022-09-10 12:00:00,ETHO/USDT,0.02622,0.02632,0.02595,0.02601,8311.6915,216.622718526
1662807600,2022-09-10 11:00:00,ETHO/USDT,0.02623,0.02623,0.02622,0.02622,333.4069,8.742232745
1662804000,2022-09-10 10:00:00,ETHO/USDT,0.02638,0.02646,0.02638,0.02646,2899.0274,76.665169912
1662800400,2022-09-10 09:00:00,ETHO/USDT,0.0262,0.02642,0.02599,0.02632,8658.9211,228.017865207
1662796800,2022-09-10 08:00:00,ETHO/USDT,0.02608,0.02635,0.0259,0.02599,19869.234,519.395172035
1662793200,2022-09-10 07:00:00,ETHO/USDT,0.02608,0.02639,0.02599,0.02639,3915.3815,102.147045797
1662789600,2022-09-10 06:00:00,ETHO/USDT,0.02671,0.02677,0.02572,0.02605,49382.5934,1298.697005864
1662786000,2022-09-10 05:00:00,ETHO/USDT,0.02661,0.02672,0.02661,0.02672,5199.3024,138.372231696
1662782400,2022-09-10 04:00:00,ETHO/USDT,0.02668,0.02669,0.02661,0.02661,137.9538,3.675738299
1662778800,2022-09-10 03:00:00,ETHO/USDT,0.02647,0.02668,0.02636,0.02668,931.3867,24.623668115
1662775200,2022-09-10 02:00:00,ETHO/USDT,0.02655,0.02729,0.02633,0.0266,73299.5409,1968.69434763
1662771600,2022-09-10 01:00:00,ETHO/USDT,0.02654,0.02674,0.0263,0.0263,20220.7816,537.866402362
1662768000,2022-09-10 00:00:00,ETHO/USDT,0.02655,0.02657,0.02632,0.02632,4955.7232,131.494064628
1662764400,2022-09-09 23:00:00,ETHO/USDT,0.02655,0.02655,0.02654,0.02655,126.9933,3.371603952
1662760800,2022-09-09 22:00:00,ETHO/USDT,0.02654,0.02654,0.02654,0.02654,10809.696,286.88933184
1662757200,2022-09-09 21:00:00,ETHO/USDT,0.02626,0.02655,0.02615,0.02654,8606.1132,228.046490121
1662753600,2022-09-09 20:00:00,ETHO/USDT,0.0263,0.0266,0.02626,0.02626,4084.6231,107.883629606
1662750000,2022-09-09 19:00:00,ETHO/USDT,0.02613,0.02632,0.0255,0.02608,67086.3071,1729.125648472
1662746400,2022-09-09 18:00:00,ETHO/USDT,0.02805,0.02858,0.02612,0.02632,287132.2227,7841.378956348
1662742800,2022-09-09 17:00:00,ETHO/USDT,0.02704,0.0283,0.02673,0.0281,274215.2382,7656.000464998
1662739200,2022-09-09 16:00:00,ETHO/USDT,0.02693,0.02731,0.02648,0.0273,66270.819,1803.434069281
1662735600,2022-09-09 15:00:00,ETHO/USDT,0.02685,0.02799,0.02665,0.02665,42985.9008,1177.017293125
1662732000,2022-09-09 14:00:00,ETHO/USDT,0.02698,0.02797,0.02652,0.02688,97087.7764,2638.828143574
1662728400,2022-09-09 13:00:00,ETHO/USDT,0.02693,0.02744,0.0265,0.02698,33364.1555,895.254394408
1662724800,2022-09-09 12:00:00,ETHO/USDT,0.02682,0.02698,0.02663,0.0269,28604.5676,766.152239255
1662721200,2022-09-09 11:00:00,ETHO/USDT,0.02694,0.02701,0.02694,0.02701,337.0543,9.09897695
1662717600,2022-09-09 10:00:00,ETHO/USDT,0.02601,0.02762,0.02601,0.02694,57545.5792,1562.018719242
1662714000,2022-09-09 09:00:00,ETHO/USDT,0.02633,0.02633,0.02601,0.02624,5463.3523,143.180708718
1662710400,2022-09-09 08:00:00,ETHO/USDT,0.02657,0.02657,0.02632,0.02657,7556.33,198.961208342
1662706800,2022-09-09 07:00:00,ETHO/USDT,0.02632,0.02657,0.02632,0.02632,772.8049,20.380342113
1662703200,2022-09-09 06:00:00,ETHO/USDT,0.0265,0.02668,0.02606,0.02632,16417.619,432.999673994
1662699600,2022-09-09 05:00:00,ETHO/USDT,0.02672,0.02721,0.0261,0.0263,65309.1616,1752.912839684
1662696000,2022-09-09 04:00:00,ETHO/USDT,0.02549,0.02671,0.02533,0.02671,206532.751,5384.133210174
1662692400,2022-09-09 03:00:00,ETHO/USDT,0.02471,0.02571,0.02456,0.02571,45563.7078,1158.936824489
1662688800,2022-09-09 02:00:00,ETHO/USDT,0.0259,0.0259,0.02447,0.02471,87681.9486,2175.156206615
1662685200,2022-09-09 01:00:00,ETHO/USDT,0.02597,0.02597,0.0259,0.0259,517.8411,13.430365141
1662681600,2022-09-09 00:00:00,ETHO/USDT,0.02613,0.02613,0.02597,0.02597,458.8218,11.95155338
1662678000,2022-09-08 23:00:00,ETHO/USDT,0.02581,0.02632,0.02567,0.02632,5027.0973,131.463647615
1662674400,2022-09-08 22:00:00,ETHO/USDT,0.02533,0.02601,0.02533,0.026,19934.4157,515.101042299
1662670800,2022-09-08 21:00:00,ETHO/USDT,0.02533,0.02533,0.0249,0.02533,8860.5417,221.999152747
1662667200,2022-09-08 20:00:00,ETHO/USDT,0.02549,0.02549,0.02542,0.02542,93.5122,2.38210947
1662663600,2022-09-08 19:00:00,ETHO/USDT,0.02549,0.02549,0.02523,0.02542,7724.4759,196.156181152
1662660000,2022-09-08 18:00:00,ETHO/USDT,0.02566,0.02566,0.0255,0.0255,728.1839,18.641629018
1662656400,2022-09-08 17:00:00,ETHO/USDT,0.02576,0.02576,0.02499,0.02549,48447.8718,1220.422801646
1662652800,2022-09-08 16:00:00,ETHO/USDT,0.02568,0.02577,0.02546,0.02577,11041.5315,281.673467212
1662649200,2022-09-08 15:00:00,ETHO/USDT,0.02569,0.02603,0.02567,0.02571,17743.6718,459.390338571
1662645600,2022-09-08 14:00:00,ETHO/USDT,0.02578,0.02595,0.02566,0.02595,7508.5683,193.800997412
1662642000,2022-09-08 13:00:00,ETHO/USDT,0.02565,0.02594,0.02554,0.02577,11442.6636,295.045955745
1662638400,2022-09-08 12:00:00,ETHO/USDT,0.02547,0.02585,0.02546,0.02585,13804.026,353.958582864
1662634800,2022-09-08 11:00:00,ETHO/USDT,0.02566,0.02566,0.02546,0.02547,3154.0612,80.332607647
1662631200,2022-09-08 10:00:00,ETHO/USDT,0.02549,0.02566,0.02521,0.02566,12754.9923,323.345505402
1662627600,2022-09-08 09:00:00,ETHO/USDT,0.02554,0.02597,0.0253,0.02533,28793.4947,737.540226812
1662624000,2022-09-08 08:00:00,ETHO/USDT,0.02593,0.02606,0.02521,0.02551,136179.8834,3449.444590594
1662620400,2022-09-08 07:00:00,ETHO/USDT,0.02608,0.02613,0.02593,0.02613,2950.6517,76.73004512
1662616800,2022-09-08 06:00:00,ETHO/USDT,0.02648,0.02657,0.02546,0.02608,60558.9839,1572.206238635
