https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TLOS,Volume USDT
1644451200,2022-02-10 00:00:00,TLOS/USDT,1.23932,1.25566,0.96528,1.09596,3624040.18896738,4063544.3559506201034
1644364800,2022-02-09 00:00:00,TLOS/USDT,1.30427,1.318,1.22269,1.24245,1223582.07944254,1549381.4677190607375
1644278400,2022-02-08 00:00:00,TLOS/USDT,1.41075,1.41972,1.21455,1.303,2011163.97932887,2594242.7669629227546
1644192000,2022-02-07 00:00:00,TLOS/USDT,1.36356,1.44,1.315,1.41596,2351587.66376312,3258561.4135097338959
1644105600,2022-02-06 00:00:00,TLOS/USDT,1.18309,1.38,1.15155,1.36362,2047984.81454709,2547591.4482921623036
1644019200,2022-02-05 00:00:00,TLOS/USDT,1.22804,1.3,1.08332,1.18357,2304667.69040253,2755345.9117142150862
1643932800,2022-02-04 00:00:00,TLOS/USDT,1.03989,1.23699,1.00473,1.22611,2517396.26609927,2866975.4750616333236
1643846400,2022-02-03 00:00:00,TLOS/USDT,1.05435,1.16,0.93174,1.03988,3214288.99198369,3304602.7660521557218
1643760000,2022-02-02 00:00:00,TLOS/USDT,1.14802,1.39,1.01,1.05314,7933764.56840846,9091175.6705611302534
1643673600,2022-02-01 00:00:00,TLOS/USDT,0.91463,1.18,0.851,1.14802,4017424.09272501,4070532.1800654251211
1643587200,2022-01-31 00:00:00,TLOS/USDT,0.70585,0.9859,0.68045,0.91428,5570705.32071325,4799974.9719508280396
1643500800,2022-01-30 00:00:00,TLOS/USDT,0.67408,0.73074,0.65995,0.70552,1516969.76666947,1050897.0618725469685
1643414400,2022-01-29 00:00:00,TLOS/USDT,0.60065,0.727,0.59478,0.67131,1860722.77331714,1213224.4583060934745
1643328000,2022-01-28 00:00:00,TLOS/USDT,0.54972,0.62488,0.54972,0.60068,1024031.02335867,594005.0805946096031
1643241600,2022-01-27 00:00:00,TLOS/USDT,0.56852,0.59603,0.53757,0.55239,844772.4604371,475319.5472876151923
1643155200,2022-01-26 00:00:00,TLOS/USDT,0.56301,0.62759,0.5425,0.56853,1262802.31884705,734499.6227981485309
1643068800,2022-01-25 00:00:00,TLOS/USDT,0.54041,0.58993,0.52859,0.56301,1334685.91801368,745079.9045513120637
1642982400,2022-01-24 00:00:00,TLOS/USDT,0.5488,0.55239,0.48,0.53786,1164438.76750112,600131.7813268068932
1642896000,2022-01-23 00:00:00,TLOS/USDT,0.5276,0.57095,0.51808,0.5488,1050570.85817812,572352.125908015963
1642809600,2022-01-22 00:00:00,TLOS/USDT,0.6,0.60972,0.5,0.5274,1682891.73659183,922478.8852539665434
1642723200,2022-01-21 00:00:00,TLOS/USDT,0.67934,0.711,0.59501,0.6,2319532.32881587,1499488.6911385917708
1642636800,2022-01-20 00:00:00,TLOS/USDT,0.59672,0.79619,0.59045,0.67934,2508469.56228566,1732268.3593785027209
1642550400,2022-01-19 00:00:00,TLOS/USDT,0.635,0.639,0.59001,0.59651,1020055.67857416,627644.9871838872526
1642464000,2022-01-18 00:00:00,TLOS/USDT,0.71557,0.8253,0.6,0.63501,5920175.0129794,4231134.0601110421603
1642377600,2022-01-17 00:00:00,TLOS/USDT,0.50759,0.75,0.4971,0.71244,4631396.22372923,2876836.2107787321389
1642291200,2022-01-16 00:00:00,TLOS/USDT,0.5026,0.50973,0.48187,0.50447,361540.92263635,179472.8404743665166
1642204800,2022-01-15 00:00:00,TLOS/USDT,0.5607,0.56579,0.49072,0.50545,1060534.70515247,555300.5095118470379
1642118400,2022-01-14 00:00:00,TLOS/USDT,0.53477,0.60574,0.52111,0.5607,869950.99481785,471861.1462522338816
1642032000,2022-01-13 00:00:00,TLOS/USDT,0.50747,0.56692,0.46688,0.53477,1253166.32523274,644980.8660262600482
1641945600,2022-01-12 00:00:00,TLOS/USDT,0.4777,0.51009,0.45948,0.50624,643711.59679268,313574.061771548265
1641859200,2022-01-11 00:00:00,TLOS/USDT,0.46609,0.48699,0.44062,0.4777,583699.04530374,271040.9171375528645
1641772800,2022-01-10 00:00:00,TLOS/USDT,0.53569,0.54999,0.42435,0.46697,2194013.76195761,1043652.6726427390489
1641686400,2022-01-09 00:00:00,TLOS/USDT,0.49888,0.55,0.48183,0.53581,771188.33780152,400791.644887440226
1641600000,2022-01-08 00:00:00,TLOS/USDT,0.51841,0.53325,0.47796,0.49888,467467.91753245,238050.1930357368761
1641513600,2022-01-07 00:00:00,TLOS/USDT,0.57835,0.58091,0.51331,0.52024,716157.92639699,388879.5402928478944
1641427200,2022-01-06 00:00:00,TLOS/USDT,0.5531,0.58177,0.53458,0.57834,614667.86609049,340323.6919101036969
1641340800,2022-01-05 00:00:00,TLOS/USDT,0.56688,0.6023,0.54388,0.5531,1002748.31794875,570428.6955780091086
1641254400,2022-01-04 00:00:00,TLOS/USDT,0.56291,0.57905,0.5555,0.56688,350577.38211202,198309.9468674162902
1641168000,2022-01-03 00:00:00,TLOS/USDT,0.59659,0.61001,0.56077,0.56293,482178.80110884,282644.650213805814
1641081600,2022-01-02 00:00:00,TLOS/USDT,0.61713,0.61713,0.57411,0.59523,570712.46720898,337510.5813778493482
1640995200,2022-01-01 00:00:00,TLOS/USDT,0.58014,0.64415,0.56474,0.61713,741271.33137588,441613.9996754459307
1640908800,2021-12-31 00:00:00,TLOS/USDT,0.58775,0.60867,0.56975,0.57973,955375.75552034,558830.4350969118454
1640822400,2021-12-30 00:00:00,TLOS/USDT,0.62683,0.67002,0.58755,0.588,550488.76539645,337165.6259445179172
1640736000,2021-12-29 00:00:00,TLOS/USDT,0.64354,0.653,0.60601,0.62617,672489.01164133,424960.8306344301426
1640649600,2021-12-28 00:00:00,TLOS/USDT,0.68354,0.68563,0.62999,0.64354,598207.04146607,390627.5224115024386
