https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REVV,Volume USDT
1663225200,2022-09-15 07:00:00,REVV/USDT,0.017998,0.01812,0.017932,0.01812,53434.2338,962.8992722999
1663221600,2022-09-15 06:00:00,REVV/USDT,0.018077,0.018099,0.01796,0.017968,290122.5707,5237.4492407326
1663218000,2022-09-15 05:00:00,REVV/USDT,0.018109,0.018111,0.018058,0.018085,384118.0459,6943.7704350009
1663214400,2022-09-15 04:00:00,REVV/USDT,0.018524,0.01855,0.017929,0.017985,600372.0038,10940.5949958008
1663210800,2022-09-15 03:00:00,REVV/USDT,0.017219,0.018796,0.017184,0.018538,1156471.3814,20902.8121812893
1663207200,2022-09-15 02:00:00,REVV/USDT,0.017281,0.017281,0.017187,0.017231,52648.1607,906.4163298767
1663203600,2022-09-15 01:00:00,REVV/USDT,0.017329,0.017336,0.01728,0.017336,13651.3332,236.2770358528
1663200000,2022-09-15 00:00:00,REVV/USDT,0.017364,0.017398,0.017362,0.017362,227958.9267,3961.5738731428
1663196400,2022-09-14 23:00:00,REVV/USDT,0.017397,0.017419,0.017363,0.017373,509662.6891,8854.887088817
1663192800,2022-09-14 22:00:00,REVV/USDT,0.017423,0.017423,0.017363,0.017383,400844.0536,6972.4091798433
1663189200,2022-09-14 21:00:00,REVV/USDT,0.017421,0.017425,0.017377,0.017417,496608.8972,8646.6935889414
1663185600,2022-09-14 20:00:00,REVV/USDT,0.01743,0.017446,0.017348,0.017412,444396.0263,7739.4531348324
1663182000,2022-09-14 19:00:00,REVV/USDT,0.017432,0.01746,0.017391,0.017436,417719.4821,7277.4086612166
1663178400,2022-09-14 18:00:00,REVV/USDT,0.017697,0.017701,0.017406,0.017425,404255.805,7096.3678886694
1663174800,2022-09-14 17:00:00,REVV/USDT,0.017701,0.017734,0.01769,0.017692,445068.7926,7883.5311257675
1663171200,2022-09-14 16:00:00,REVV/USDT,0.017693,0.017735,0.017689,0.0177,464769.1972,8228.1752467705
1663167600,2022-09-14 15:00:00,REVV/USDT,0.017744,0.017761,0.017689,0.017701,467781.4761,8286.6401992028
1663164000,2022-09-14 14:00:00,REVV/USDT,0.017762,0.01778,0.017689,0.017736,446494.6817,7912.0784700642
1663160400,2022-09-14 13:00:00,REVV/USDT,0.017476,0.017888,0.017401,0.017776,772498.4202,13589.8551467335
1663156800,2022-09-14 12:00:00,REVV/USDT,0.017474,0.017532,0.017391,0.017477,439298.5459,7673.9216577412
1663153200,2022-09-14 11:00:00,REVV/USDT,0.017573,0.017588,0.017463,0.017486,423031.0462,7416.7521392812
1663149600,2022-09-14 10:00:00,REVV/USDT,0.017549,0.017616,0.017549,0.017589,357414.8023,6284.2736301909
1663146000,2022-09-14 09:00:00,REVV/USDT,0.017533,0.017619,0.017531,0.017553,365528.1599,6424.5204755753
1663142400,2022-09-14 08:00:00,REVV/USDT,0.017504,0.017578,0.017478,0.017544,359811.8057,6306.7833800709
1663138800,2022-09-14 07:00:00,REVV/USDT,0.017539,0.017591,0.017439,0.017494,317814.655,5567.9931039493
1663135200,2022-09-14 06:00:00,REVV/USDT,0.017447,0.017553,0.017416,0.01753,360205.7225,6304.9078166209
1663131600,2022-09-14 05:00:00,REVV/USDT,0.017637,0.017638,0.017401,0.017457,475819.9324,8335.1814725064
1663128000,2022-09-14 04:00:00,REVV/USDT,0.01762,0.017639,0.017572,0.017638,390605.607,6883.3946065109
1663124400,2022-09-14 03:00:00,REVV/USDT,0.017567,0.01764,0.017501,0.017604,286841.8339,5045.0318958906
1663120800,2022-09-14 02:00:00,REVV/USDT,0.017541,0.017578,0.017509,0.017563,238474.4723,4185.0592970116
1663117200,2022-09-14 01:00:00,REVV/USDT,0.01751,0.017568,0.017498,0.017535,260305.8607,4563.9962981925
1663113600,2022-09-14 00:00:00,REVV/USDT,0.01747,0.017518,0.01731,0.017504,322438.1549,5632.7509023613
1663110000,2022-09-13 23:00:00,REVV/USDT,0.017451,0.017471,0.017403,0.017466,234714.2058,4093.2593485648
1663106400,2022-09-13 22:00:00,REVV/USDT,0.01736,0.017458,0.017359,0.017447,247980.5715,4319.6131354901
1663102800,2022-09-13 21:00:00,REVV/USDT,0.017297,0.017367,0.017276,0.017367,204713.0779,3545.3858615281
1663099200,2022-09-13 20:00:00,REVV/USDT,0.017311,0.017341,0.017246,0.017339,300944.548,5202.1826586149
1663095600,2022-09-13 19:00:00,REVV/USDT,0.017362,0.017386,0.017251,0.017343,348324.3454,6029.7650272048
1663092000,2022-09-13 18:00:00,REVV/USDT,0.017576,0.017578,0.017338,0.017339,372746.7619,6528.6349155335
1663088400,2022-09-13 17:00:00,REVV/USDT,0.017647,0.017659,0.017546,0.01756,367324.209,6460.2644029747
1663084800,2022-09-13 16:00:00,REVV/USDT,0.017654,0.017691,0.017572,0.017647,379528.7169,6700.4977694958
1663081200,2022-09-13 15:00:00,REVV/USDT,0.017755,0.017789,0.017641,0.017654,475038.7427,8402.8480051842
1663077600,2022-09-13 14:00:00,REVV/USDT,0.017842,0.017851,0.017737,0.017764,268261.6443,4776.5057817207
1663074000,2022-09-13 13:00:00,REVV/USDT,0.018106,0.018138,0.017733,0.017838,225683.1259,4038.4087754962
1663070400,2022-09-13 12:00:00,REVV/USDT,0.018637,0.01867,0.018071,0.018125,218890.6314,4017.0622768192
1663066800,2022-09-13 11:00:00,REVV/USDT,0.018607,0.018683,0.018607,0.018629,115475.1298,2152.5587984144
1663063200,2022-09-13 10:00:00,REVV/USDT,0.018589,0.018627,0.018557,0.018615,271875.6758,5055.408151502
1663059600,2022-09-13 09:00:00,REVV/USDT,0.018625,0.018681,0.018556,0.018584,290563.3759,5415.270083451
1663056000,2022-09-13 08:00:00,REVV/USDT,0.018629,0.018637,0.01855,0.018636,254173.2925,4727.633624624
1663052400,2022-09-13 07:00:00,REVV/USDT,0.018672,0.018695,0.018617,0.018625,280841.3977,5241.4190973721
1663048800,2022-09-13 06:00:00,REVV/USDT,0.018836,0.018866,0.018529,0.018664,306980.7831,5748.9801435193
1663045200,2022-09-13 05:00:00,REVV/USDT,0.018612,0.018856,0.018612,0.018852,187356.3171,3513.3721051943
1663041600,2022-09-13 04:00:00,REVV/USDT,0.01842,0.018649,0.018402,0.018619,221291.7975,4100.7164003709
1663038000,2022-09-13 03:00:00,REVV/USDT,0.018449,0.018468,0.0184,0.018422,277595.517,5115.4924343683
1663034400,2022-09-13 02:00:00,REVV/USDT,0.018384,0.018453,0.01827,0.018436,312116.8641,5738.3073459636
1663030800,2022-09-13 01:00:00,REVV/USDT,0.018367,0.018391,0.018338,0.018391,41834.5999,768.5434473365
1663027200,2022-09-13 00:00:00,REVV/USDT,0.018477,0.018486,0.018169,0.018327,176726.4862,3246.1359579792
1663023600,2022-09-12 23:00:00,REVV/USDT,0.018464,0.018481,0.018445,0.018467,81268.8597,1500.4812055141
1663020000,2022-09-12 22:00:00,REVV/USDT,0.01848,0.018499,0.018424,0.01847,77479.5971,1431.1680542099
1663016400,2022-09-12 21:00:00,REVV/USDT,0.018479,0.018511,0.018452,0.018498,86667.8207,1601.7376924761
1663012800,2022-09-12 20:00:00,REVV/USDT,0.018503,0.018513,0.018443,0.018487,83054.8957,1535.7678703257
1663009200,2022-09-12 19:00:00,REVV/USDT,0.018477,0.018505,0.01845,0.018497,92752.5384,1714.9574448911
1663005600,2022-09-12 18:00:00,REVV/USDT,0.018434,0.018491,0.018414,0.018483,69791.9338,1288.0014072984
1663002000,2022-09-12 17:00:00,REVV/USDT,0.018461,0.018505,0.018382,0.018443,132752.858,2450.9281628134
1662998400,2022-09-12 16:00:00,REVV/USDT,0.018408,0.018469,0.018381,0.018462,324187.7283,5974.3739667808
1662994800,2022-09-12 15:00:00,REVV/USDT,0.018413,0.018445,0.018382,0.018424,300347.4895,5526.9438307187
1662991200,2022-09-12 14:00:00,REVV/USDT,0.018517,0.018525,0.01839,0.018425,303406.168,5602.0693413362
1662987600,2022-09-12 13:00:00,REVV/USDT,0.018305,0.018559,0.018292,0.018525,283489.5635,5238.0924320496
1662984000,2022-09-12 12:00:00,REVV/USDT,0.018065,0.01836,0.01804,0.018319,326943.8907,5947.2896022756
1662980400,2022-09-12 11:00:00,REVV/USDT,0.018002,0.018211,0.018001,0.018055,310136.7714,5612.5684490819
1662976800,2022-09-12 10:00:00,REVV/USDT,0.018209,0.018231,0.017951,0.018039,63012.1948,1138.2209933022
1662973200,2022-09-12 09:00:00,REVV/USDT,0.018451,0.018463,0.018252,0.018252,69995.6458,1289.6981810777
1662969600,2022-09-12 08:00:00,REVV/USDT,0.018552,0.018552,0.018445,0.018457,105954.1901,1957.200532664
1662966000,2022-09-12 07:00:00,REVV/USDT,0.018589,0.018685,0.018561,0.018561,200343.213,3731.3430301214
1662962400,2022-09-12 06:00:00,REVV/USDT,0.018645,0.018666,0.018511,0.018598,314184.1798,5839.0325514913
1662958800,2022-09-12 05:00:00,REVV/USDT,0.018612,0.018721,0.018586,0.018643,313072.006,5840.702577029
1662955200,2022-09-12 04:00:00,REVV/USDT,0.018656,0.018716,0.018618,0.018633,268464.8383,5004.7535082627
1662951600,2022-09-12 03:00:00,REVV/USDT,0.01858,0.018705,0.0185,0.01865,179770.1528,3347.9880636237
1662948000,2022-09-12 02:00:00,REVV/USDT,0.018467,0.018592,0.018409,0.018592,160966.7742,2978.9870481228
1662944400,2022-09-12 01:00:00,REVV/USDT,0.018343,0.018576,0.018308,0.01845,224703.3996,4143.0262213253
1662940800,2022-09-12 00:00:00,REVV/USDT,0.018262,0.018393,0.018244,0.018349,208341.6231,3819.0233536064
1662937200,2022-09-11 23:00:00,REVV/USDT,0.018343,0.018343,0.01825,0.01825,307437.6483,5620.8830361863
1662933600,2022-09-11 22:00:00,REVV/USDT,0.018266,0.018358,0.018244,0.018335,311277.4198,5699.1337207635
1662930000,2022-09-11 21:00:00,REVV/USDT,0.018285,0.018334,0.018215,0.018234,280541.0781,5129.1189741988
1662926400,2022-09-11 20:00:00,REVV/USDT,0.018278,0.01832,0.018255,0.018298,303770.8081,5552.445662038
1662922800,2022-09-11 19:00:00,REVV/USDT,0.018309,0.018315,0.018269,0.018286,315261.3499,5766.2796678264
1662919200,2022-09-11 18:00:00,REVV/USDT,0.018298,0.018337,0.018268,0.018286,313680.2731,5739.439406872
1662915600,2022-09-11 17:00:00,REVV/USDT,0.018418,0.018418,0.01827,0.018289,284521.3141,5219.6675406083
1662912000,2022-09-11 16:00:00,REVV/USDT,0.018367,0.018419,0.018349,0.01841,346620.9873,6372.3115069451
1662908400,2022-09-11 15:00:00,REVV/USDT,0.01834,0.018448,0.018326,0.018388,338140.7717,6214.7111612706
1662904800,2022-09-11 14:00:00,REVV/USDT,0.018457,0.018459,0.018283,0.018333,363186.305,6680.422810195
1662901200,2022-09-11 13:00:00,REVV/USDT,0.018496,0.018507,0.018381,0.018447,314965.0046,5818.2497192583
1662897600,2022-09-11 12:00:00,REVV/USDT,0.018491,0.018505,0.018404,0.018503,333867.422,6167.6147508794
1662894000,2022-09-11 11:00:00,REVV/USDT,0.018553,0.018578,0.018426,0.018499,315613.7315,5843.0519530608
1662890400,2022-09-11 10:00:00,REVV/USDT,0.018677,0.018753,0.018467,0.018559,336276.7155,6274.2878109168
1662886800,2022-09-11 09:00:00,REVV/USDT,0.018708,0.01874,0.018653,0.018669,309238.6812,5779.4717273909
1662883200,2022-09-11 08:00:00,REVV/USDT,0.018604,0.019335,0.018582,0.018702,421605.7236,7895.440334124
1662879600,2022-09-11 07:00:00,REVV/USDT,0.018559,0.018755,0.018491,0.018596,166430.4272,3098.472508243
1662876000,2022-09-11 06:00:00,REVV/USDT,0.018643,0.018643,0.018528,0.018566,16342.3581,303.3550273108
1662872400,2022-09-11 05:00:00,REVV/USDT,0.018637,0.018656,0.018616,0.018617,3970.8541,73.9896896238
1662868800,2022-09-11 04:00:00,REVV/USDT,0.018699,0.018699,0.018541,0.018658,76539.152,1421.9596530434
1662865200,2022-09-11 03:00:00,REVV/USDT,0.018667,0.018827,0.018667,0.018774,27196.111,508.6976522113
1662861600,2022-09-11 02:00:00,REVV/USDT,0.018613,0.018621,0.018596,0.018602,7029.5065,130.7874942776
1662858000,2022-09-11 01:00:00,REVV/USDT,0.018651,0.018656,0.018616,0.018633,4873.8235,90.8350110302
1662854400,2022-09-11 00:00:00,REVV/USDT,0.018782,0.018782,0.018553,0.018627,36545.335,680.7729592818
1662850800,2022-09-10 23:00:00,REVV/USDT,0.018607,0.018966,0.018607,0.018791,89368.0486,1679.4596998855
1662847200,2022-09-10 22:00:00,REVV/USDT,0.018503,0.018656,0.018503,0.01864,18061.6925,336.0578321091
1662843600,2022-09-10 21:00:00,REVV/USDT,0.018382,0.018574,0.018382,0.018503,16212.7339,299.5102547157
1662840000,2022-09-10 20:00:00,REVV/USDT,0.018463,0.018463,0.018344,0.018361,5944.4453,109.3765132231
1662836400,2022-09-10 19:00:00,REVV/USDT,0.018378,0.018461,0.018378,0.018454,58581.825,1077.7210168939
1662832800,2022-09-10 18:00:00,REVV/USDT,0.018325,0.018427,0.018314,0.018386,325871.4614,5990.1698939083
1662829200,2022-09-10 17:00:00,REVV/USDT,0.018404,0.018404,0.018305,0.018318,317756.0857,5827.3829989716
1662825600,2022-09-10 16:00:00,REVV/USDT,0.018367,0.018402,0.018297,0.018388,355570.3617,6524.8714274564
1662822000,2022-09-10 15:00:00,REVV/USDT,0.018384,0.018402,0.018351,0.018367,312944.5419,5749.8387902737
1662818400,2022-09-10 14:00:00,REVV/USDT,0.01839,0.018423,0.018358,0.018374,339938.6086,6251.1003356742
1662814800,2022-09-10 13:00:00,REVV/USDT,0.018491,0.018508,0.018381,0.018384,296832.052,5478.4358625215
1662811200,2022-09-10 12:00:00,REVV/USDT,0.018611,0.018892,0.01846,0.01846,211872.4415,3931.846215721
1662807600,2022-09-10 11:00:00,REVV/USDT,0.018525,0.018619,0.018499,0.018586,147806.014,2746.8545441908
1662804000,2022-09-10 10:00:00,REVV/USDT,0.018527,0.018623,0.018501,0.018561,166582.8181,3094.5378372165
1662800400,2022-09-10 09:00:00,REVV/USDT,0.018407,0.01863,0.018374,0.01853,235759.8051,4361.3967886586
1662796800,2022-09-10 08:00:00,REVV/USDT,0.018162,0.019956,0.018128,0.018397,275213.1475,5077.5495594381
1662793200,2022-09-10 07:00:00,REVV/USDT,0.018227,0.01825,0.018084,0.018149,187121.4714,3405.2001819813
1662789600,2022-09-10 06:00:00,REVV/USDT,0.018203,0.01825,0.018105,0.018223,171819.6992,3130.767185942
1662786000,2022-09-10 05:00:00,REVV/USDT,0.018222,0.01825,0.018039,0.018207,269449.0775,4893.8465189256
1662782400,2022-09-10 04:00:00,REVV/USDT,0.017866,0.018213,0.017858,0.018184,156787.3006,2827.1259288794
1662778800,2022-09-10 03:00:00,REVV/USDT,0.017662,0.017866,0.01766,0.017866,237709.7083,4236.9466778831
1662775200,2022-09-10 02:00:00,REVV/USDT,0.017636,0.017668,0.017548,0.017667,70810.6873,1245.5776078295
1662771600,2022-09-10 01:00:00,REVV/USDT,0.017586,0.017642,0.017586,0.017642,69196.4305,1218.4257695386
1662768000,2022-09-10 00:00:00,REVV/USDT,0.017582,0.017588,0.017546,0.017587,87853.4235,1542.4135054395
1662764400,2022-09-09 23:00:00,REVV/USDT,0.017645,0.017647,0.017546,0.0176,58950.2929,1036.8480231316
1662760800,2022-09-09 22:00:00,REVV/USDT,0.017647,0.017667,0.017612,0.017637,51043.3542,900.6137786345
1662757200,2022-09-09 21:00:00,REVV/USDT,0.017673,0.017684,0.017643,0.017653,61054.8228,1078.5569655036
1662753600,2022-09-09 20:00:00,REVV/USDT,0.0177,0.017721,0.017665,0.017679,70172.9725,1241.7385072414
1662750000,2022-09-09 19:00:00,REVV/USDT,0.017611,0.017737,0.017611,0.017706,66111.4967,1168.715363752
1662746400,2022-09-09 18:00:00,REVV/USDT,0.017766,0.017768,0.017594,0.017611,167097.0197,2955.6645773948
1662742800,2022-09-09 17:00:00,REVV/USDT,0.017764,0.017823,0.017717,0.017768,195478.4339,3475.09446854
1662739200,2022-09-09 16:00:00,REVV/USDT,0.017782,0.017879,0.017756,0.017758,192166.8512,3421.0664725176
1662735600,2022-09-09 15:00:00,REVV/USDT,0.017834,0.01788,0.017719,0.017789,242765.1675,4319.0687492579
1662732000,2022-09-09 14:00:00,REVV/USDT,0.017726,0.01793,0.017705,0.017827,264886.071,4705.2607826647
1662728400,2022-09-09 13:00:00,REVV/USDT,0.017814,0.017816,0.017701,0.017714,267895.2291,4751.0752201761
1662724800,2022-09-09 12:00:00,REVV/USDT,0.017707,0.01786,0.017701,0.017815,246846.9985,4391.4101004949
1662721200,2022-09-09 11:00:00,REVV/USDT,0.017715,0.017726,0.01766,0.017699,261738.4859,4631.9890445288
1662717600,2022-09-09 10:00:00,REVV/USDT,0.017705,0.017759,0.017645,0.017725,267623.2236,4736.0984862791
1662714000,2022-09-09 09:00:00,REVV/USDT,0.017685,0.017736,0.017623,0.017704,259339.9776,4584.731543243
1662710400,2022-09-09 08:00:00,REVV/USDT,0.017647,0.017733,0.017607,0.017692,315740.948,5572.6480575681
1662706800,2022-09-09 07:00:00,REVV/USDT,0.017648,0.017662,0.017596,0.017639,264069.6555,4658.3485352606
1662703200,2022-09-09 06:00:00,REVV/USDT,0.017604,0.017668,0.017593,0.017654,277426.9243,4893.906446576
1662699600,2022-09-09 05:00:00,REVV/USDT,0.017492,0.017637,0.017455,0.017596,286112.3577,5014.3247006643
1662696000,2022-09-09 04:00:00,REVV/USDT,0.017289,0.017498,0.017279,0.017496,296423.0819,5175.2612568986
1662692400,2022-09-09 03:00:00,REVV/USDT,0.01708,0.01735,0.01704,0.017241,65982.2341,1136.5051636544
1662688800,2022-09-09 02:00:00,REVV/USDT,0.01701,0.017068,0.01701,0.017068,3969.6276,67.6394170641
1662685200,2022-09-09 01:00:00,REVV/USDT,0.016942,0.017032,0.016941,0.017004,40752.865,692.610034085
1662681600,2022-09-09 00:00:00,REVV/USDT,0.016928,0.01696,0.016928,0.016948,63955,1083.704918025
1662678000,2022-09-08 23:00:00,REVV/USDT,0.016916,0.016937,0.016916,0.016935,60257.3632,1020.0689275932
1662674400,2022-09-08 22:00:00,REVV/USDT,0.016941,0.016941,0.0169,0.016916,116351.2503,1969.3095952891
1662670800,2022-09-08 21:00:00,REVV/USDT,0.016973,0.01699,0.016933,0.016936,65161.8888,1105.2511611814
1662667200,2022-09-08 20:00:00,REVV/USDT,0.016901,0.01722,0.016893,0.016976,160127.1723,2721.3976148334
1662663600,2022-09-08 19:00:00,REVV/USDT,0.01685,0.016899,0.016838,0.016893,65650.069,1107.6055109846
1662660000,2022-09-08 18:00:00,REVV/USDT,0.016882,0.016888,0.016836,0.016849,92126.9314,1553.6968038044
1662656400,2022-09-08 17:00:00,REVV/USDT,0.016855,0.016896,0.016812,0.016887,196757.1982,3317.1629822049
1662652800,2022-09-08 16:00:00,REVV/USDT,0.016911,0.016914,0.016845,0.016851,199054.7041,3358.2757829195
1662649200,2022-09-08 15:00:00,REVV/USDT,0.01694,0.016965,0.016869,0.016909,225792.234,3821.7431775536
1662645600,2022-09-08 14:00:00,REVV/USDT,0.016976,0.016976,0.016884,0.016942,183567.7109,3107.5899997722
1662642000,2022-09-08 13:00:00,REVV/USDT,0.016918,0.017007,0.016883,0.01699,226690.4755,3835.8168251413
1662638400,2022-09-08 12:00:00,REVV/USDT,0.016916,0.01693,0.016883,0.016911,243390.6969,4115.2750823787
1662634800,2022-09-08 11:00:00,REVV/USDT,0.016825,0.016924,0.016805,0.01692,220533.7172,3719.6001878548
1662631200,2022-09-08 10:00:00,REVV/USDT,0.016728,0.016877,0.016728,0.016826,184744.7259,3104.9104679872
1662627600,2022-09-08 09:00:00,REVV/USDT,0.016604,0.016841,0.016571,0.01674,226720.4162,3783.709003527
