https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SGB,Volume EUR
1663545600,2022-09-19 00:00:00,SGB/EUR,0.02079,0.02079,0.02079,0.02079,1271.98067633,26.444478260900702
1663459200,2022-09-18 00:00:00,SGB/EUR,0.02304,0.02312,0.02004,0.02072,757860.93047370,15702.878479415063
1663372800,2022-09-17 00:00:00,SGB/EUR,0.02341,0.02351,0.02260,0.02305,1543831.95373606,35585.326533616186
1663286400,2022-09-16 00:00:00,SGB/EUR,0.02483,0.02550,0.02343,0.02350,705571.25731268,16580.924546847982
1663200000,2022-09-15 00:00:00,SGB/EUR,0.02634,0.02653,0.02455,0.02455,2683102.06443649,65870.15568191583
1663113600,2022-09-14 00:00:00,SGB/EUR,0.02585,0.02699,0.02582,0.02641,1280666.28186452,33822.39650404197
1663027200,2022-09-13 00:00:00,SGB/EUR,0.02621,0.02715,0.02597,0.02597,1410606.10915484,36633.4406547512
1662940800,2022-09-12 00:00:00,SGB/EUR,0.02673,0.02724,0.02573,0.02632,875389.14308892,23040.242246100373
1662854400,2022-09-11 00:00:00,SGB/EUR,0.02645,0.02693,0.02629,0.02672,686190.93130858,18335.021684565258
1662768000,2022-09-10 00:00:00,SGB/EUR,0.02657,0.02683,0.02567,0.02642,879666.41010875,23240.786555073173
1662681600,2022-09-09 00:00:00,SGB/EUR,0.02482,0.02706,0.02482,0.02675,780329.08285677,20873.802966418596
1662595200,2022-09-08 00:00:00,SGB/EUR,0.02547,0.02589,0.02470,0.02502,1237988.32857812,30974.467981024565
1662508800,2022-09-07 00:00:00,SGB/EUR,0.02553,0.02699,0.02500,0.02530,1044527.87003191,26426.555111807324
1662422400,2022-09-06 00:00:00,SGB/EUR,0.02587,0.02643,0.02542,0.02550,682374.62957881,17400.553054259653
1662336000,2022-09-05 00:00:00,SGB/EUR,0.02679,0.02681,0.02545,0.02570,1847709.20876725,47486.12666531833
1662249600,2022-09-04 00:00:00,SGB/EUR,0.02669,0.02681,0.02641,0.02681,287921.72146980,7719.181352605337
1662163200,2022-09-03 00:00:00,SGB/EUR,0.02729,0.02768,0.02635,0.02652,1352614.20450268,35871.328703411076
1662076800,2022-09-02 00:00:00,SGB/EUR,0.02602,0.02778,0.02600,0.02738,1105897.07454780,30279.461901118764
1661990400,2022-09-01 00:00:00,SGB/EUR,0.02570,0.02637,0.02565,0.02599,331174.51072275,8607.225533684272
1661904000,2022-08-31 00:00:00,SGB/EUR,0.02519,0.02560,0.02480,0.02540,505384.96849373,12836.778199740742
1661817600,2022-08-30 00:00:00,SGB/EUR,0.02511,0.02561,0.02406,0.02531,809452.31205748,20487.23801817482
1661731200,2022-08-29 00:00:00,SGB/EUR,0.02512,0.02525,0.02377,0.02505,1494992.63265673,37449.565448051086
1661644800,2022-08-28 00:00:00,SGB/EUR,0.02434,0.02584,0.02431,0.02524,687525.29944255,17353.138557929964
1661558400,2022-08-27 00:00:00,SGB/EUR,0.02583,0.02600,0.02431,0.02431,1418148.98266381,34475.20176855722
1661472000,2022-08-26 00:00:00,SGB/EUR,0.02553,0.02601,0.02511,0.02587,561910.86771999,14536.63414791614
1661385600,2022-08-25 00:00:00,SGB/EUR,0.02545,0.02564,0.02508,0.02531,725555.99495761,18363.822232377108
1661299200,2022-08-24 00:00:00,SGB/EUR,0.02551,0.02580,0.02499,0.02558,2962303.25344793,75775.71722319804
1661212800,2022-08-23 00:00:00,SGB/EUR,0.02539,0.02575,0.02512,0.02528,483909.08067284,12233.221559409396
1661126400,2022-08-22 00:00:00,SGB/EUR,0.02562,0.02626,0.02511,0.02535,2358597.03751784,59790.43490107725
1661040000,2022-08-21 00:00:00,SGB/EUR,0.02559,0.02747,0.02532,0.02566,3937633.30823081,101039.67068920258
1660953600,2022-08-20 00:00:00,SGB/EUR,0.02640,0.02642,0.02537,0.02537,960277.17400525,24362.23190451319
1660867200,2022-08-19 00:00:00,SGB/EUR,0.02832,0.02853,0.02588,0.02642,2226462.90938064,58823.150065836504
1660780800,2022-08-18 00:00:00,SGB/EUR,0.02928,0.02991,0.02855,0.02921,1875556.92717753,54785.017842855654
1660694400,2022-08-17 00:00:00,SGB/EUR,0.02923,0.03004,0.02883,0.02921,1327604.51116364,38779.32777108993
1660608000,2022-08-16 00:00:00,SGB/EUR,0.02948,0.02968,0.02913,0.02943,1384012.74469429,40731.495076352956
1660521600,2022-08-15 00:00:00,SGB/EUR,0.02932,0.03030,0.02881,0.02962,419957.53630700,12439.14222541334
1660435200,2022-08-14 00:00:00,SGB/EUR,0.02878,0.02970,0.02869,0.02889,492208.78772614,14219.911877408183
1660348800,2022-08-13 00:00:00,SGB/EUR,0.02880,0.02910,0.02812,0.02848,1079646.95130138,30748.345173063302
1660262400,2022-08-12 00:00:00,SGB/EUR,0.02560,0.02865,0.02559,0.02865,288042.43442889,8252.415746387698
1660176000,2022-08-11 00:00:00,SGB/EUR,0.02535,0.02562,0.02517,0.02545,334397.90868143,8510.426775942393
1660089600,2022-08-10 00:00:00,SGB/EUR,0.02422,0.02540,0.02415,0.02538,483602.08665056,12273.820959191213
1660003200,2022-08-09 00:00:00,SGB/EUR,0.02426,0.02447,0.02399,0.02439,340582.35659834,8306.803677433512
1659916800,2022-08-08 00:00:00,SGB/EUR,0.02473,0.02521,0.02379,0.02438,1729213.20219295,42158.21786946412
1659830400,2022-08-07 00:00:00,SGB/EUR,0.02452,0.02460,0.02428,0.02441,90958.01255396,2220.2850864421634
1659744000,2022-08-06 00:00:00,SGB/EUR,0.02499,0.02499,0.02400,0.02471,1757143.49764894,43419.015826905306
1659657600,2022-08-05 00:00:00,SGB/EUR,0.02441,0.02499,0.02441,0.02491,63304.38218865,1576.9121603192716
1659571200,2022-08-04 00:00:00,SGB/EUR,0.02430,0.02442,0.02395,0.02428,226586.46080172,5501.519268265762
1659484800,2022-08-03 00:00:00,SGB/EUR,0.02463,0.02466,0.02417,0.02459,1370725.51932942,33706.14052031044
1659398400,2022-08-02 00:00:00,SGB/EUR,0.02386,0.02475,0.02383,0.02454,482635.86356912,11843.884091986205
1659312000,2022-08-01 00:00:00,SGB/EUR,0.02526,0.02542,0.02377,0.02377,1725553.32844926,41016.402617238906
1659225600,2022-07-31 00:00:00,SGB/EUR,0.02532,0.02570,0.02510,0.02570,94246.03520626,2422.123104800882
1659139200,2022-07-30 00:00:00,SGB/EUR,0.02549,0.02549,0.02418,0.02526,1284601.45932972,32449.032862668726
1659052800,2022-07-29 00:00:00,SGB/EUR,0.02490,0.02545,0.02462,0.02520,444454.58945173,11200.255654183597
1658966400,2022-07-28 00:00:00,SGB/EUR,0.02468,0.02511,0.02422,0.02453,853763.25906964,20942.81274497827
1658880000,2022-07-27 00:00:00,SGB/EUR,0.02397,0.02455,0.02332,0.02455,1292917.48172349,31741.124176311678
1658793600,2022-07-26 00:00:00,SGB/EUR,0.02400,0.02450,0.02362,0.02397,556070.76733505,13329.01629302115
1658707200,2022-07-25 00:00:00,SGB/EUR,0.02520,0.02520,0.02405,0.02439,650585.58141037,15867.782330598922
1658620800,2022-07-24 00:00:00,SGB/EUR,0.02504,0.02552,0.02500,0.02533,297456.50913539,7534.573376399428
