https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WBTC,Volume USD
1663545600000.0,2022-09-19 00:00:00,WBTC/USD,19408.0,19444.0,19390.0,19417.0,1.265638698048102,24574.9066
1663459200000.0,2022-09-18 00:00:00,WBTC/USD,20111.0,20111.0,19327.0,19408.0,9.596585980008244,186250.5407
1663372800000.0,2022-09-17 00:00:00,WBTC/USD,19795.0,20175.0,19755.0,20111.0,30.76062695539754,618626.9687
1663286400000.0,2022-09-16 00:00:00,WBTC/USD,19688.0,19885.0,19334.0,19790.0,21.240573855482566,420350.9566
1663200000000.0,2022-09-15 00:00:00,WBTC/USD,20235.0,20329.0,19500.0,19688.0,43.04354825274279,847441.378
1663113600000.0,2022-09-14 00:00:00,WBTC/USD,20172.0,20510.0,19642.0,20235.0,21.01870589572523,425313.5138
1663027200000.0,2022-09-13 00:00:00,WBTC/USD,22392.0,22756.0,19887.0,20172.0,184.53212738945072,3722382.0737
1662940800000.0,2022-09-12 00:00:00,WBTC/USD,21840.0,22476.0,21571.0,22392.0,55.93667099857092,1252533.937
1662854400000.0,2022-09-11 00:00:00,WBTC/USD,21662.0,21858.0,21368.0,21840.0,27.684118804945054,604621.1547
1662768000000.0,2022-09-10 00:00:00,WBTC/USD,21379.0,21804.0,21154.0,21662.0,16.869875911734834,365435.252
1662681600000.0,2022-09-09 00:00:00,WBTC/USD,19319.0,21562.0,19305.0,21379.0,168.313268436316,3598369.3659
1662595200000.0,2022-09-08 00:00:00,WBTC/USD,19292.0,19460.0,19036.0,19319.0,29.642775210932246,572668.7743
1662508800000.0,2022-09-07 00:00:00,WBTC/USD,18800.0,19467.0,18575.0,19292.0,98.02339342732739,1891067.306
1662422400000.0,2022-09-06 00:00:00,WBTC/USD,19811.0,20190.0,18672.0,18800.0,110.19627160106383,2071689.9061
1662336000000.0,2022-09-05 00:00:00,WBTC/USD,19995.0,20041.0,19652.0,19811.0,29.722573706526678,588833.9077
1662249600000.0,2022-09-04 00:00:00,WBTC/USD,19840.0,20018.0,19611.0,19995.0,38.54789587396849,770765.178
1662163200000.0,2022-09-03 00:00:00,WBTC/USD,19952.0,20048.0,19670.0,19840.0,37.815772918346774,750264.9347
1662076800000.0,2022-09-02 00:00:00,WBTC/USD,20135.0,20430.0,19762.0,19952.0,70.48897004310345,1406395.9303
1661990400000.0,2022-09-01 00:00:00,WBTC/USD,20049.0,20200.0,19574.0,20135.0,87.47085427861931,1761225.6509
1661904000000.0,2022-08-31 00:00:00,WBTC/USD,19805.0,20458.0,19805.0,20049.0,21.03577592897401,421746.2716
1661817600000.0,2022-08-30 00:00:00,WBTC/USD,20298.0,20583.0,19557.0,19805.0,103.32823699570815,2046415.7337
1661731200000.0,2022-08-29 00:00:00,WBTC/USD,19537.0,20401.0,19523.0,20298.0,23.018353290964626,467226.5351
1661644800000.0,2022-08-28 00:00:00,WBTC/USD,20033.0,20139.0,19500.0,19537.0,29.484673250754973,576042.0613
1661558400000.0,2022-08-27 00:00:00,WBTC/USD,20246.0,20385.0,19809.0,20033.0,23.287874586931565,466525.9916
1661472000000.0,2022-08-26 00:00:00,WBTC/USD,21568.0,22769.0,20036.0,20246.0,31.66253598735553,641039.7036
1661385600000.0,2022-08-25 00:00:00,WBTC/USD,21371.0,21810.0,21318.0,21568.0,16.698757103115728,360158.7932
1661299200000.0,2022-08-24 00:00:00,WBTC/USD,21525.0,21882.0,21161.0,21371.0,17.63613110289645,376901.7578
1661212800000.0,2022-08-23 00:00:00,WBTC/USD,21402.0,21672.0,20900.0,21525.0,24.229214843205575,521533.8495
1661126400000.0,2022-08-22 00:00:00,WBTC/USD,21518.0,21532.0,20902.0,21402.0,21.309428534716382,456064.3895
1661040000000.0,2022-08-21 00:00:00,WBTC/USD,21136.0,21760.0,21073.0,21518.0,13.482179449762988,290109.5374
1660953600000.0,2022-08-20 00:00:00,WBTC/USD,20834.0,21348.0,20756.0,21136.0,51.53436790310371,1089230.4
1660867200000.0,2022-08-19 00:00:00,WBTC/USD,23203.0,23207.0,20800.0,20834.0,89.75585069597773,1869973.3934
1660780800000.0,2022-08-18 00:00:00,WBTC/USD,23333.0,23588.0,23125.0,23203.0,87.29971314485196,2025615.2441
1660694400000.0,2022-08-17 00:00:00,WBTC/USD,23863.0,24435.0,23190.0,23333.0,42.2912635623366,986782.0527
1660608000000.0,2022-08-16 00:00:00,WBTC/USD,24102.0,24235.0,23677.0,23863.0,13.103305875204292,312684.1881
1660521600000.0,2022-08-15 00:00:00,WBTC/USD,24301.0,25196.0,23794.0,24102.0,63.95781134760601,1541511.1691
1660435200000.0,2022-08-14 00:00:00,WBTC/USD,24435.0,25025.0,24147.0,24301.0,28.810433928644912,700122.3549
1660348800000.0,2022-08-13 00:00:00,WBTC/USD,24424.0,24900.0,24319.0,24435.0,32.97368094127276,805711.8938
1660262400000.0,2022-08-12 00:00:00,WBTC/USD,23939.0,24461.0,23615.0,24424.0,86.71746140271864,2117987.2773
1660176000000.0,2022-08-11 00:00:00,WBTC/USD,23953.0,24900.0,23876.0,23939.0,122.81796224153057,2940139.1981
1660089600000.0,2022-08-10 00:00:00,WBTC/USD,23156.0,24267.0,22666.0,23953.0,70.38131557216215,1685843.6519
1660003200000.0,2022-08-09 00:00:00,WBTC/USD,23818.0,23912.0,22899.0,23156.0,26.93778102435654,623771.2574
1659916800000.0,2022-08-08 00:00:00,WBTC/USD,23178.0,24240.0,23173.0,23818.0,28.558926240658327,680216.5052
1659830400000.0,2022-08-07 00:00:00,WBTC/USD,22960.0,23393.0,22851.0,23178.0,3.9117003192682716,90665.39
1659744000000.0,2022-08-06 00:00:00,WBTC/USD,23313.0,23353.0,22930.0,22960.0,13.624114947735192,312809.6792
1659657600000.0,2022-08-05 00:00:00,WBTC/USD,22618.0,23474.0,22595.0,23313.0,37.23888350705615,868150.0912
1659571200000.0,2022-08-04 00:00:00,WBTC/USD,22831.0,23227.0,22411.0,22618.0,60.66271318861084,1372069.2469
1659484800000.0,2022-08-03 00:00:00,WBTC/USD,22985.0,23616.0,22692.0,22831.0,31.627614694932326,722090.0711
1659398400000.0,2022-08-02 00:00:00,WBTC/USD,23273.0,23452.0,22664.0,22985.0,36.254161105068526,833301.893
1659312000000.0,2022-08-01 00:00:00,WBTC/USD,23316.0,23490.0,22861.0,23273.0,108.34640839599537,2521545.9626
1659225600000.0,2022-07-31 00:00:00,WBTC/USD,23644.0,24183.0,23250.0,23316.0,59.99036474952822,1398735.3445
1659139200000.0,2022-07-30 00:00:00,WBTC/USD,23783.0,24629.0,23525.0,23644.0,34.639863880900016,819024.9416
1659052800000.0,2022-07-29 00:00:00,WBTC/USD,23853.0,24430.0,23443.0,23783.0,61.62127433040407,1465538.7674
1658966400000.0,2022-07-28 00:00:00,WBTC/USD,22968.0,24188.0,22626.0,23853.0,442.14169245377946,10546405.7901
1658880000000.0,2022-07-27 00:00:00,WBTC/USD,21270.0,23100.0,21042.0,22968.0,53.314135906478576,1224519.0735
1658793600000.0,2022-07-26 00:00:00,WBTC/USD,21314.0,21332.0,20730.0,21270.0,30.193510944992948,642215.9778
1658707200000.0,2022-07-25 00:00:00,WBTC/USD,22590.0,22660.0,21276.0,21314.0,44.47707591254574,947984.396
1658620800000.0,2022-07-24 00:00:00,WBTC/USD,22443.0,23007.0,22272.0,22590.0,37.954847755644096,857400.0108
1658534400000.0,2022-07-23 00:00:00,WBTC/USD,22683.0,23002.0,21955.0,22443.0,152.9601860134563,3432885.4547
1658448000000.0,2022-07-22 00:00:00,WBTC/USD,23151.0,23746.0,22516.0,22683.0,103.91178113565225,2357030.9315
1658361600000.0,2022-07-21 00:00:00,WBTC/USD,23210.0,23400.0,22344.0,23151.0,68.1060897930975,1576724.0848
1658275200000.0,2022-07-20 00:00:00,WBTC/USD,23400.0,24265.0,22934.0,23210.0,239.71920009047827,5563882.6341
1658188800000.0,2022-07-19 00:00:00,WBTC/USD,22491.0,23783.0,21599.0,23400.0,211.2470535683761,4943181.0535
1658102400000.0,2022-07-18 00:00:00,WBTC/USD,20787.0,22742.0,20771.0,22491.0,103.44836651104886,2326657.2112
1658016000000.0,2022-07-17 00:00:00,WBTC/USD,21195.0,21648.0,20756.0,20787.0,20.386061557704334,423765.0616
1657929600000.0,2022-07-16 00:00:00,WBTC/USD,20820.0,21569.0,20473.0,21195.0,71.90346096249115,1523993.8551
1657843200000.0,2022-07-15 00:00:00,WBTC/USD,20568.0,21177.0,20375.0,20820.0,25.847002905859746,538134.6005
1657756800000.0,2022-07-14 00:00:00,WBTC/USD,20200.0,20906.0,19640.0,20568.0,258.2978938691171,5312671.0811
1657670400000.0,2022-07-13 00:00:00,WBTC/USD,19289.0,20300.0,18881.0,20200.0,91.20021524257426,1842244.3479
