https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EPS,Volume BTC
1649721600,2022-04-12 00:00:00,EPS/BTC,0.00000507,0.00000523,0.00000507,0.00000512,4812.55,0.024794199353
1649635200,2022-04-11 00:00:00,EPS/BTC,0.00000517,0.00000541,0.00000491,0.00000506,101662.61071534,0.5236604453239286
1649548800,2022-04-10 00:00:00,EPS/BTC,0.00000531,0.00000539,0.00000503,0.00000518,196088.4388,1.023824214023
1649462400,2022-04-09 00:00:00,EPS/BTC,0.0000061,0.00000619,0.00000518,0.00000532,272968.5563,1.512702338494
1649376000,2022-04-08 00:00:00,EPS/BTC,0.00000473,0.0000062,0.00000469,0.0000061,905919.9411,5.222132279041
1649289600,2022-04-07 00:00:00,EPS/BTC,0.00000449,0.00000494,0.00000447,0.0000047,73873.37790863,0.3453499037729569
1649203200,2022-04-06 00:00:00,EPS/BTC,0.00000494,0.00000494,0.00000435,0.00000447,59596.1056,0.276071636018
1649116800,2022-04-05 00:00:00,EPS/BTC,0.00000515,0.00000593,0.00000491,0.00000494,186962.38124814,1.003494361019956
1649030400,2022-04-04 00:00:00,EPS/BTC,0.00000481,0.00000539,0.00000471,0.00000513,262116.6242,1.329415480108
1648944000,2022-04-03 00:00:00,EPS/BTC,0.00000452,0.00000499,0.00000446,0.00000481,75817.67949377,0.355977684166024
1648857600,2022-04-02 00:00:00,EPS/BTC,0.00000455,0.0000047,0.00000446,0.0000045,58969.75514318,0.267675173674946
1648771200,2022-04-01 00:00:00,EPS/BTC,0.00000429,0.00000467,0.00000421,0.00000454,106779.18805378,0.4755474344850014
1648684800,2022-03-31 00:00:00,EPS/BTC,0.00000439,0.00000452,0.00000419,0.00000426,92144.25695913,0.4048410101389485
1648598400,2022-03-30 00:00:00,EPS/BTC,0.00000429,0.00000444,0.00000422,0.00000438,21729.71380204,0.0945681679099964
1648512000,2022-03-29 00:00:00,EPS/BTC,0.00000442,0.00000457,0.00000425,0.0000043,83057.1014,0.367070428601
1648425600,2022-03-28 00:00:00,EPS/BTC,0.00000468,0.00000485,0.00000443,0.00000443,59243.88284838,0.2754823265949778
1648339200,2022-03-27 00:00:00,EPS/BTC,0.00000465,0.00000497,0.00000459,0.0000047,62755.5047,0.301371054533
1648252800,2022-03-26 00:00:00,EPS/BTC,0.00000448,0.00000467,0.00000442,0.00000466,22777.72239658,0.1040030331049544
1648166400,2022-03-25 00:00:00,EPS/BTC,0.00000436,0.00000504,0.00000434,0.00000449,357061.82023149,1.6410555004979906
1648080000,2022-03-24 00:00:00,EPS/BTC,0.00000459,0.00000472,0.00000436,0.00000436,14010.76410432,0.0630099401049648
1647993600,2022-03-23 00:00:00,EPS/BTC,0.00000426,0.00000508,0.00000422,0.00000458,103145.49099209,0.4882165626808632
1647907200,2022-03-22 00:00:00,EPS/BTC,0.00000442,0.00000442,0.00000422,0.00000428,22968.6331,0.098946818725
1647820800,2022-03-21 00:00:00,EPS/BTC,0.00000427,0.00000444,0.00000419,0.00000439,30604.10963972,0.1344225284369736
1647734400,2022-03-20 00:00:00,EPS/BTC,0.00000451,0.00000472,0.00000422,0.00000429,19774.1086,0.088963979283
1647648000,2022-03-19 00:00:00,EPS/BTC,0.00000439,0.00000547,0.00000439,0.00000451,152732.27827393,0.7476336683449398
1647561600,2022-03-18 00:00:00,EPS/BTC,0.00000403,0.00000494,0.00000383,0.00000439,361050.94191252,1.597288233182994
1647475200,2022-03-17 00:00:00,EPS/BTC,0.00000413,0.00000414,0.000004,0.00000403,6905.1193,0.028097988865
1647388800,2022-03-16 00:00:00,EPS/BTC,0.00000411,0.00000444,0.00000394,0.00000415,137864.85154152,0.5780454790879688
1647302400,2022-03-15 00:00:00,EPS/BTC,0.00000391,0.00000433,0.0000039,0.00000413,35593.6478,0.144740853837
1647216000,2022-03-14 00:00:00,EPS/BTC,0.00000398,0.00000404,0.00000389,0.00000391,25541.2182,0.101960942321
1647129600,2022-03-13 00:00:00,EPS/BTC,0.00000409,0.00000411,0.00000397,0.00000397,1103.1574,0.004430175752
1647043200,2022-03-12 00:00:00,EPS/BTC,0.00000412,0.00000416,0.00000408,0.0000041,6066.6616,0.02507845799
1646956800,2022-03-11 00:00:00,EPS/BTC,0.00000416,0.00000425,0.00000413,0.00000413,22265.7215,0.093148547358
1646870400,2022-03-10 00:00:00,EPS/BTC,0.00000406,0.00000437,0.00000402,0.00000417,16071.9485,0.06755868197
1646784000,2022-03-09 00:00:00,EPS/BTC,0.00000409,0.0000041,0.00000395,0.00000408,14083.7645,0.056011174493
1646697600,2022-03-08 00:00:00,EPS/BTC,0.00000415,0.00000418,0.00000405,0.00000408,3159.8074,0.012953883801
1646611200,2022-03-07 00:00:00,EPS/BTC,0.00000418,0.00000434,0.00000403,0.00000417,14167.422,0.059698452847
1646524800,2022-03-06 00:00:00,EPS/BTC,0.00000425,0.00000427,0.00000415,0.00000418,11703.3264,0.048874210059
1646438400,2022-03-05 00:00:00,EPS/BTC,0.00000406,0.00000429,0.00000402,0.00000427,8935.5133,0.037146241537
1646352000,2022-03-04 00:00:00,EPS/BTC,0.00000409,0.00000416,0.00000403,0.00000407,6076.93055808,0.0248609009189664
1646265600,2022-03-03 00:00:00,EPS/BTC,0.00000402,0.00000415,0.00000398,0.00000411,18251.36476864,0.073147860943992
1646179200,2022-03-02 00:00:00,EPS/BTC,0.00000402,0.0000041,0.00000397,0.00000402,31969.2328,0.129205353755
1646092800,2022-03-01 00:00:00,EPS/BTC,0.00000407,0.00000427,0.00000401,0.00000404,12540.6443,0.051153434098
1646006400,2022-02-28 00:00:00,EPS/BTC,0.00000422,0.00000429,0.00000396,0.00000407,22038.8287,0.088972798151
1645920000,2022-02-27 00:00:00,EPS/BTC,0.00000435,0.0000044,0.00000421,0.00000424,5842.5011,0.025149852817
1645833600,2022-02-26 00:00:00,EPS/BTC,0.00000428,0.00000445,0.00000428,0.00000433,16663.1175,0.072796192309
1645747200,2022-02-25 00:00:00,EPS/BTC,0.00000417,0.00000433,0.00000415,0.00000429,16714.8003,0.070700718833
1645660800,2022-02-24 00:00:00,EPS/BTC,0.00000445,0.00000456,0.00000409,0.00000416,417067.0416,1.773801063159
1645574400,2022-02-23 00:00:00,EPS/BTC,0.00000448,0.00000464,0.00000443,0.00000443,119255.2485,0.5434461346
1645488000,2022-02-22 00:00:00,EPS/BTC,0.00000454,0.00000457,0.00000442,0.0000045,8886.9379,0.040071353312
1645401600,2022-02-21 00:00:00,EPS/BTC,0.0000047,0.00000499,0.00000454,0.00000456,10011.5313,0.047324064053
1645315200,2022-02-20 00:00:00,EPS/BTC,0.00000488,0.00000488,0.00000462,0.00000471,5812.8216,0.027334027061
1645228800,2022-02-19 00:00:00,EPS/BTC,0.00000497,0.00000504,0.00000482,0.00000488,13381.13769269,0.0664140502698387
1645142400,2022-02-18 00:00:00,EPS/BTC,0.00000504,0.0000053,0.00000495,0.00000497,26335.53703627,0.136178535716977
1645056000,2022-02-17 00:00:00,EPS/BTC,0.00000524,0.00000526,0.00000497,0.00000504,18957.8734,0.097007255206
1644969600,2022-02-16 00:00:00,EPS/BTC,0.0000054,0.00000542,0.00000513,0.00000524,48245.12877847,0.2532749728579533
1644883200,2022-02-15 00:00:00,EPS/BTC,0.00000571,0.00000605,0.00000535,0.00000539,466766.8434562,2.6066279625860511
1644796800,2022-02-14 00:00:00,EPS/BTC,0.00000487,0.00000627,0.00000479,0.00000569,495176.31004574,2.7807370602018672
1644710400,2022-02-13 00:00:00,EPS/BTC,0.00000482,0.00000543,0.00000481,0.00000488,91418.7974,0.467504080779
1644624000,2022-02-12 00:00:00,EPS/BTC,0.00000509,0.00000518,0.00000474,0.00000482,95225.955689,0.47389098531899
1644537600,2022-02-11 00:00:00,EPS/BTC,0.00000591,0.00000591,0.00000493,0.00000509,398451.23613048,2.0725738289458811
