https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VET,Volume USDT
1663462800,2022-09-18 01:00:00,VET/USDT,0.0241151,0.0241385,0.0241151,0.0241385,56414.0109,1360.59608606589
1663459200,2022-09-18 00:00:00,VET/USDT,0.0243334,0.0243391,0.02407,0.0240942,568661.52665291,13732.028378674448491
1663455600,2022-09-17 23:00:00,VET/USDT,0.0242813,0.024382,0.0242576,0.0243502,1487226.78579421,36169.050873153587011
1663452000,2022-09-17 22:00:00,VET/USDT,0.0241716,0.024286,0.0241699,0.0242692,605686.67841222,14676.756091570170815
1663448400,2022-09-17 21:00:00,VET/USDT,0.0242197,0.0242218,0.0240963,0.0241551,1153442.41603711,27844.840252534961236
1663444800,2022-09-17 20:00:00,VET/USDT,0.0240343,0.0242289,0.0240171,0.0242289,584205.87554758,14095.942725507018732
1663441200,2022-09-17 19:00:00,VET/USDT,0.0240259,0.0240373,0.023948,0.0240331,125296.6282898,3005.969584334082735
1663437600,2022-09-17 18:00:00,VET/USDT,0.0240806,0.0241232,0.024006,0.0240173,1003139.91177786,24127.415423733592816
1663434000,2022-09-17 17:00:00,VET/USDT,0.024094,0.02417,0.024037,0.0240764,1439504.60099709,34699.334937896282329
1663430400,2022-09-17 16:00:00,VET/USDT,0.0238339,0.0240906,0.0238339,0.0240879,3298200.7125775,78966.544478325702498
1663426800,2022-09-17 15:00:00,VET/USDT,0.0239,0.0239,0.0237832,0.0238379,521149.97397238,12428.468308664194678
1663423200,2022-09-17 14:00:00,VET/USDT,0.0237556,0.0239,0.0237556,0.0239,1496218.34388176,35654.877998803543978
1663419600,2022-09-17 13:00:00,VET/USDT,0.0236892,0.023781,0.0236767,0.0237597,1328991.46274361,31521.726905234597337
1663416000,2022-09-17 12:00:00,VET/USDT,0.0235718,0.0236979,0.0235033,0.0236869,1158448.44167415,27403.645319076942837
1663412400,2022-09-17 11:00:00,VET/USDT,0.0235285,0.0235826,0.0235009,0.0235718,300183.85968218,7066.076053238240408
1663408800,2022-09-17 10:00:00,VET/USDT,0.0236309,0.0236353,0.023456,0.0235246,450461.36611368,10604.035442313117056
1663405200,2022-09-17 09:00:00,VET/USDT,0.0236289,0.023667,0.0236062,0.0236268,654268.44586805,15465.204544272661844
1663401600,2022-09-17 08:00:00,VET/USDT,0.0236234,0.0236717,0.0236007,0.023622,390264.76920964,9226.002761854763099
1663398000,2022-09-17 07:00:00,VET/USDT,0.0235159,0.023629,0.0234949,0.0236244,729246.41737378,17189.231629776480808
1663394400,2022-09-17 06:00:00,VET/USDT,0.0234789,0.0235282,0.0234686,0.0235042,309050.14711156,7264.034858438047752
1663390800,2022-09-17 05:00:00,VET/USDT,0.0235344,0.0235344,0.0234258,0.0234651,379982.66726244,8913.877599961634924
1663387200,2022-09-17 04:00:00,VET/USDT,0.0234396,0.0235679,0.0234396,0.0235404,577807.32494019,13601.580136510997337
1663383600,2022-09-17 03:00:00,VET/USDT,0.0234379,0.0234559,0.0234235,0.02345,224714.83295439,5267.390611371107406
1663380000,2022-09-17 02:00:00,VET/USDT,0.023532,0.023532,0.0234,0.0234368,2082945.42603659,48803.522830349538623
1663376400,2022-09-17 01:00:00,VET/USDT,0.0234696,0.023535,0.0234658,0.023535,547075.28847298,12867.208816407066819
1663372800,2022-09-17 00:00:00,VET/USDT,0.0233753,0.0236733,0.0233602,0.0234348,8003105.68619713,188576.025635755513912
