https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XTAG,Volume USDT
1659052800,2022-07-29 00:00:00,XTAG/USDT,0.0712,0.0737,0.0693,0.0703,1493168.0584,105997.47487677
1658966400,2022-07-28 00:00:00,XTAG/USDT,0.067,0.0749,0.067,0.0712,1726876.2986,120898.00831707
1658880000,2022-07-27 00:00:00,XTAG/USDT,0.0675,0.077,0.0652,0.0669,2586490.57610215,177146.876621961255
1658793600,2022-07-26 00:00:00,XTAG/USDT,0.0676,0.0692,0.0669,0.0676,1413375.2724,95937.97038539
1658707200,2022-07-25 00:00:00,XTAG/USDT,0.0713,0.0763,0.0645,0.0675,2381856.9707,165325.66108231
1658620800,2022-07-24 00:00:00,XTAG/USDT,0.0698,0.0761,0.0694,0.0713,1896968.7838,136330.05313919
1658534400,2022-07-23 00:00:00,XTAG/USDT,0.0728,0.0731,0.0687,0.0698,1680308.648,118884.29054433
1658448000,2022-07-22 00:00:00,XTAG/USDT,0.0688,0.0775,0.0681,0.0728,1935212.13790555,136106.315313100135
1658361600,2022-07-21 00:00:00,XTAG/USDT,0.0686,0.0702,0.067,0.0688,1540614.6437,105304.19469884
1658275200,2022-07-20 00:00:00,XTAG/USDT,0.0755,0.0759,0.0665,0.0687,1488553.32227948,106217.306547846502
1658188800,2022-07-19 00:00:00,XTAG/USDT,0.0759,0.0778,0.0743,0.0756,1471064.28563111,111691.588197024886
1658102400,2022-07-18 00:00:00,XTAG/USDT,0.0696,0.0849,0.069,0.076,3598855.42145407,270216.770126165699
1658016000,2022-07-17 00:00:00,XTAG/USDT,0.0701,0.0759,0.0685,0.0696,1602120.20133703,112295.609398559637
1657929600,2022-07-16 00:00:00,XTAG/USDT,0.0688,0.0779,0.0678,0.0702,2805495.33241349,198667.457582938461
1657843200,2022-07-15 00:00:00,XTAG/USDT,0.0725,0.0805,0.068,0.0687,2790464.51463875,198369.921752138233
1657756800,2022-07-14 00:00:00,XTAG/USDT,0.0692,0.0734,0.0672,0.0725,2175294.64611815,151281.193812795982
1657670400,2022-07-13 00:00:00,XTAG/USDT,0.0693,0.072,0.0673,0.069,1634565.98397299,113372.509148038082
1657584000,2022-07-12 00:00:00,XTAG/USDT,0.0698,0.0779,0.067,0.069,2447510.14159239,173326.737844930143
1657497600,2022-07-11 00:00:00,XTAG/USDT,0.0707,0.0714,0.0695,0.0695,1465288.8729745,103242.621619440128
1657411200,2022-07-10 00:00:00,XTAG/USDT,0.0748,0.0758,0.07,0.0707,1590332.36986874,116653.015440544898
1657324800,2022-07-09 00:00:00,XTAG/USDT,0.0752,0.0816,0.0734,0.0748,2096702.45488466,160867.489752130809
1657238400,2022-07-08 00:00:00,XTAG/USDT,0.079,0.0795,0.0747,0.0753,1063494.36324038,81190.113580888853
1657152000,2022-07-07 00:00:00,XTAG/USDT,0.0825,0.095,0.0751,0.079,2630588.61469295,218347.507378639041
1657065600,2022-07-06 00:00:00,XTAG/USDT,0.073,0.09,0.0718,0.0825,3659622.9241555,299786.54791313453
1656979200,2022-07-05 00:00:00,XTAG/USDT,0.0759,0.0782,0.0727,0.073,1230907.29821794,92271.899560517281
1656892800,2022-07-04 00:00:00,XTAG/USDT,0.0772,0.0796,0.0745,0.0759,1390004.52703583,107814.44539117894
1656806400,2022-07-03 00:00:00,XTAG/USDT,0.077,0.0777,0.0763,0.0772,947665.50138576,73012.115801012221
1656720000,2022-07-02 00:00:00,XTAG/USDT,0.0781,0.0783,0.0724,0.0769,1031760.87054863,79569.31489358869
1656633600,2022-07-01 00:00:00,XTAG/USDT,0.079,0.0803,0.0773,0.0783,1052775.5301618,83405.440846562526
1656547200,2022-06-30 00:00:00,XTAG/USDT,0.0869,0.0872,0.0779,0.079,1445044.07022673,117501.625100724134
1656460800,2022-06-29 00:00:00,XTAG/USDT,0.0845,0.0935,0.0815,0.0869,1762811.41037177,152291.710664775657
1656374400,2022-06-28 00:00:00,XTAG/USDT,0.087,0.098,0.0837,0.0845,2036440.64116742,179022.897554636483
1656288000,2022-06-27 00:00:00,XTAG/USDT,0.0912,0.0941,0.0854,0.0871,1373735.07592009,122620.816080530996
1656201600,2022-06-26 00:00:00,XTAG/USDT,0.0887,0.1093,0.0875,0.0915,3101535.13132656,292212.791318826038
1656115200,2022-06-25 00:00:00,XTAG/USDT,0.0871,0.0898,0.0847,0.0887,990135.66763369,85722.708608121865
1656028800,2022-06-24 00:00:00,XTAG/USDT,0.086,0.0884,0.0838,0.0871,1406196.78193372,121034.014472101441
1655942400,2022-06-23 00:00:00,XTAG/USDT,0.0845,0.089,0.0845,0.0861,1197312.26851721,103534.440087158566
1655856000,2022-06-22 00:00:00,XTAG/USDT,0.0874,0.0876,0.0835,0.0847,1250251.21948795,106276.359003079829
1655769600,2022-06-21 00:00:00,XTAG/USDT,0.0819,0.0964,0.0809,0.0872,2159782.53184476,186632.354258234997
1655683200,2022-06-20 00:00:00,XTAG/USDT,0.0802,0.0911,0.0749,0.0818,2031377.21376926,168741.90608012561
1655596800,2022-06-19 00:00:00,XTAG/USDT,0.0738,0.083,0.0733,0.0802,1281212.80281691,100957.088288539433
1655510400,2022-06-18 00:00:00,XTAG/USDT,0.0854,0.09,0.0672,0.074,1585212.88873498,124645.257023056221
1655424000,2022-06-17 00:00:00,XTAG/USDT,0.0898,0.0922,0.0841,0.086,992744.97640406,87956.892853265997
1655337600,2022-06-16 00:00:00,XTAG/USDT,0.0994,0.1091,0.0882,0.0894,1570848.73448556,150920.222673670865
1655251200,2022-06-15 00:00:00,XTAG/USDT,0.1054,0.1071,0.0795,0.0992,3020286.02314477,273700.886578019546
1655164800,2022-06-14 00:00:00,XTAG/USDT,0.0771,0.1082,0.075,0.1054,3545079.33816283,315805.424573981408
1655078400,2022-06-13 00:00:00,XTAG/USDT,0.099,0.1032,0.0769,0.0781,2380702.5029242,212351.545819774007
1654992000,2022-06-12 00:00:00,XTAG/USDT,0.1091,0.1127,0.0953,0.0994,2429022.25885586,250203.169517037399
1654905600,2022-06-11 00:00:00,XTAG/USDT,0.1113,0.1245,0.1063,0.1091,1707705.3748686,191227.849796059867
1654819200,2022-06-10 00:00:00,XTAG/USDT,0.1356,0.1493,0.1062,0.111,3162854.27380079,387261.631276580724
1654732800,2022-06-09 00:00:00,XTAG/USDT,0.1066,0.1451,0.102,0.1361,7831946.57692785,946425.773058137377
1654646400,2022-06-08 00:00:00,XTAG/USDT,0.0964,0.148,0.088,0.1066,5945873.68945901,649316.647114144911
1654560000,2022-06-07 00:00:00,XTAG/USDT,0.1307,0.1562,0.0962,0.0964,6739066.67843613,768149.392145770866
1654473600,2022-06-06 00:00:00,XTAG/USDT,0.2072,0.2557,0.1113,0.1307,20977699.84986128,3824782.416637245742
1654387200,2022-06-05 00:00:00,XTAG/USDT,0.0666,0.38,0.0665,0.207,41664993.1292859,7631323.583840804604
1654300800,2022-06-04 00:00:00,XTAG/USDT,0.0648,0.0712,0.0631,0.0668,1850041.59607732,120738.503511406203
1654214400,2022-06-03 00:00:00,XTAG/USDT,0.0668,0.0686,0.0636,0.0646,1673284.5207484,110598.456097412327
1654128000,2022-06-02 00:00:00,XTAG/USDT,0.0659,0.0671,0.0656,0.0668,1535732.32023597,101707.858066917228
1654041600,2022-06-01 00:00:00,XTAG/USDT,0.0719,0.0719,0.0658,0.066,1646447.73035729,114481.875346237016
1653955200,2022-05-31 00:00:00,XTAG/USDT,0.0767,0.0771,0.0695,0.0719,1797611.00335029,131417.40506840245
1653868800,2022-05-30 00:00:00,XTAG/USDT,0.0746,0.0776,0.0711,0.0769,2124907.42197172,156299.215306287608
1653782400,2022-05-29 00:00:00,XTAG/USDT,0.0688,0.082,0.0669,0.0746,2561920.45204525,186926.762417914358
1653696000,2022-05-28 00:00:00,XTAG/USDT,0.0713,0.0718,0.0674,0.0689,1556293.89819379,108579.772843219319
1653609600,2022-05-27 00:00:00,XTAG/USDT,0.0756,0.0776,0.0683,0.0712,1554354.97689427,112915.735021360757
1653523200,2022-05-26 00:00:00,XTAG/USDT,0.0988,0.0988,0.0726,0.0755,2444728.71149973,204711.116849268174
1653436800,2022-05-25 00:00:00,XTAG/USDT,0.0701,0.1281,0.0699,0.098,9046063.19058304,864874.45590944069
1653350400,2022-05-24 00:00:00,XTAG/USDT,0.071,0.0714,0.0686,0.0701,1107822.20402809,77194.981885747506
1653264000,2022-05-23 00:00:00,XTAG/USDT,0.0727,0.078,0.07,0.0712,1504325.2442372,112360.502508472513
1653177600,2022-05-22 00:00:00,XTAG/USDT,0.0736,0.0774,0.0716,0.0726,1416030.49205857,105235.957506392374
1653091200,2022-05-21 00:00:00,XTAG/USDT,0.0692,0.0755,0.0683,0.0736,1228126.54592982,88804.650427990331
1653004800,2022-05-20 00:00:00,XTAG/USDT,0.0756,0.0782,0.0678,0.0692,1497359.18048358,109449.25511690968
1652918400,2022-05-19 00:00:00,XTAG/USDT,0.0739,0.0806,0.0683,0.0759,1889511.53141138,138085.557153411564
1652832000,2022-05-18 00:00:00,XTAG/USDT,0.0722,0.0906,0.066,0.0741,2496196.44837946,182492.069656209991
1652745600,2022-05-17 00:00:00,XTAG/USDT,0.061,0.0789,0.0604,0.0721,2979415.2063007,206519.221240453732
1652659200,2022-05-16 00:00:00,XTAG/USDT,0.0672,0.0684,0.0596,0.0611,1370115.81499031,86784.384863175675
1652572800,2022-05-15 00:00:00,XTAG/USDT,0.0569,0.0731,0.0567,0.0672,1608261.85389803,101102.285398354357
1652486400,2022-05-14 00:00:00,XTAG/USDT,0.0586,0.0633,0.0553,0.0571,1377375.18667953,80387.893268372673
1652400000,2022-05-13 00:00:00,XTAG/USDT,0.0533,0.0653,0.0531,0.0586,1600077.75403609,92648.330513407613
1652313600,2022-05-12 00:00:00,XTAG/USDT,0.0703,0.0709,0.0467,0.0533,1565452.37139152,86486.836197004331
1652227200,2022-05-11 00:00:00,XTAG/USDT,0.1142,0.1148,0.0697,0.0705,1800840.2312932,166428.652304584638
1652140800,2022-05-10 00:00:00,XTAG/USDT,0.1248,0.1337,0.108,0.1144,1974917.26373996,239080.170313250043
1652054400,2022-05-09 00:00:00,XTAG/USDT,0.1414,0.1845,0.1248,0.1256,3292505.43809172,485326.678954447091
1651968000,2022-05-08 00:00:00,XTAG/USDT,0.1413,0.1435,0.134,0.1413,1119068.65813108,156500.485537557849
1651881600,2022-05-07 00:00:00,XTAG/USDT,0.1422,0.1424,0.1368,0.1413,1090291.7713838,151406.368983605474
1651795200,2022-05-06 00:00:00,XTAG/USDT,0.1473,0.1475,0.1348,0.1417,1256412.95816707,176262.205734910033
1651708800,2022-05-05 00:00:00,XTAG/USDT,0.1531,0.1739,0.1431,0.1473,1550892.13179531,248290.669172110834
1651622400,2022-05-04 00:00:00,XTAG/USDT,0.1469,0.1548,0.14,0.1531,1102876.18304033,163622.080467851368
1651536000,2022-05-03 00:00:00,XTAG/USDT,0.1488,0.1846,0.1456,0.1476,2265067.15201033,370548.184733584946
1651449600,2022-05-02 00:00:00,XTAG/USDT,0.1494,0.1548,0.1478,0.1485,567356.80969663,85618.247344197562
1651363200,2022-05-01 00:00:00,XTAG/USDT,0.1475,0.1497,0.1416,0.1492,571898.35152711,83157.486582131856
1651276800,2022-04-30 00:00:00,XTAG/USDT,0.1571,0.1573,0.1397,0.1469,548965.76052328,83364.265747179223
1651190400,2022-04-29 00:00:00,XTAG/USDT,0.1685,0.1717,0.1528,0.1569,456288.71830967,75244.990905455642
1651104000,2022-04-28 00:00:00,XTAG/USDT,0.172,0.1794,0.1647,0.168,411522.80415333,70472.6986452375
1651017600,2022-04-27 00:00:00,XTAG/USDT,0.1702,0.1781,0.1685,0.172,489731.87200574,84197.74991775462
1650931200,2022-04-26 00:00:00,XTAG/USDT,0.1832,0.1869,0.1702,0.1706,587513.44399111,105062.814677632743
1650844800,2022-04-25 00:00:00,XTAG/USDT,0.1949,0.1951,0.1783,0.1827,723708.85352565,133550.606206510453
1650758400,2022-04-24 00:00:00,XTAG/USDT,0.199,0.2067,0.1902,0.1948,618346.97534479,123347.490647679602
1650672000,2022-04-23 00:00:00,XTAG/USDT,0.2027,0.204,0.1954,0.199,529582.86082497,105643.217377675112
1650585600,2022-04-22 00:00:00,XTAG/USDT,0.2143,0.2245,0.2009,0.2022,804279.34919944,169000.328361498479
1650499200,2022-04-21 00:00:00,XTAG/USDT,0.2161,0.2368,0.2098,0.2143,953818.0995073,213599.464888849446
1650412800,2022-04-20 00:00:00,XTAG/USDT,0.2244,0.2272,0.208,0.2175,1007412.33503504,218939.187760891542
1650326400,2022-04-19 00:00:00,XTAG/USDT,0.2108,0.2608,0.2087,0.2242,1987558.69603315,467526.673845141445
1650240000,2022-04-18 00:00:00,XTAG/USDT,0.2125,0.2231,0.1966,0.2114,834310.8220047,172526.177496122295
1650153600,2022-04-17 00:00:00,XTAG/USDT,0.2063,0.25,0.2049,0.2132,1500571.16585001,337104.691145224901
1650067200,2022-04-16 00:00:00,XTAG/USDT,0.2047,0.222,0.201,0.2063,698128.88996349,145811.998488111951
1649980800,2022-04-15 00:00:00,XTAG/USDT,0.2074,0.2099,0.1993,0.2053,484981.84709028,98705.911535311428
1649894400,2022-04-14 00:00:00,XTAG/USDT,0.2081,0.2129,0.2032,0.2072,508644.56602308,105986.940526386267
1649808000,2022-04-13 00:00:00,XTAG/USDT,0.1997,0.2099,0.1964,0.209,515226.44062156,105503.445803211583
1649721600,2022-04-12 00:00:00,XTAG/USDT,0.2,0.2059,0.1959,0.1993,569744.65660713,114522.613422921696
1649635200,2022-04-11 00:00:00,XTAG/USDT,0.2363,0.2368,0.1967,0.1996,730808.45915201,156560.891545760505
1649548800,2022-04-10 00:00:00,XTAG/USDT,0.234,0.2373,0.2263,0.2359,562137.56900942,131032.713496286513
1649462400,2022-04-09 00:00:00,XTAG/USDT,0.2453,0.2455,0.2192,0.2349,622440.42295547,147583.063697184663
1649376000,2022-04-08 00:00:00,XTAG/USDT,0.2585,0.2645,0.2442,0.2451,575170.28366431,146719.381419257597
1649289600,2022-04-07 00:00:00,XTAG/USDT,0.2678,0.273,0.2567,0.259,680011.26523587,179573.335146644202
1649203200,2022-04-06 00:00:00,XTAG/USDT,0.3157,0.3157,0.2644,0.2682,1024963.70856775,292370.307553002299
1649116800,2022-04-05 00:00:00,XTAG/USDT,0.3183,0.357,0.2935,0.3159,2718576.02937021,867354.682486849389
1649030400,2022-04-04 00:00:00,XTAG/USDT,0.2682,0.3473,0.2412,0.3192,2279585.79806218,665803.628906731083
1648944000,2022-04-03 00:00:00,XTAG/USDT,0.2643,0.28,0.2602,0.2682,678628.54327971,181592.883467361739
1648857600,2022-04-02 00:00:00,XTAG/USDT,0.2692,0.2762,0.2573,0.2643,622281.51981454,166104.131431569239
1648771200,2022-04-01 00:00:00,XTAG/USDT,0.2696,0.2821,0.2501,0.2694,975341.6186647,257573.700195711174
1648684800,2022-03-31 00:00:00,XTAG/USDT,0.2823,0.3061,0.2569,0.2697,1350709.89416891,376050.686270664082
1648598400,2022-03-30 00:00:00,XTAG/USDT,0.3137,0.349,0.2798,0.2815,1917100.24005339,592072.508120306719
1648512000,2022-03-29 00:00:00,XTAG/USDT,0.2703,0.3242,0.2539,0.3137,2069792.76515205,597367.325205112808
1648425600,2022-03-28 00:00:00,XTAG/USDT,0.2506,0.2877,0.2452,0.2703,1073761.51692725,287434.7523375427
1648339200,2022-03-27 00:00:00,XTAG/USDT,0.2616,0.266,0.236,0.2507,1036033.63464521,259715.355916828662
1648252800,2022-03-26 00:00:00,XTAG/USDT,0.2301,0.29,0.2247,0.2633,2232390.24354155,575005.250451052317
1648166400,2022-03-25 00:00:00,XTAG/USDT,0.2487,0.2488,0.221,0.2306,797380.58261777,183307.900365199891
1648080000,2022-03-24 00:00:00,XTAG/USDT,0.2243,0.2537,0.2241,0.2477,1079692.17615421,253750.031409281781
1647993600,2022-03-23 00:00:00,XTAG/USDT,0.2255,0.2354,0.2214,0.2241,631328.95434771,143372.391790373987
1647907200,2022-03-22 00:00:00,XTAG/USDT,0.218,0.2342,0.2141,0.2259,791134.44491047,176845.763957342404
1647820800,2022-03-21 00:00:00,XTAG/USDT,0.2292,0.2299,0.2099,0.218,709858.8580439,156063.246418859579
1647734400,2022-03-20 00:00:00,XTAG/USDT,0.2191,0.2774,0.2188,0.2294,1820274.94741964,441861.652110410115
1647648000,2022-03-19 00:00:00,XTAG/USDT,0.2157,0.2353,0.215,0.2191,666003.51160108,149848.682299926094
1647561600,2022-03-18 00:00:00,XTAG/USDT,0.2123,0.2204,0.1991,0.2159,612728.12269169,128633.642517328407
1647475200,2022-03-17 00:00:00,XTAG/USDT,0.2121,0.2169,0.2087,0.2128,508947.64402006,107955.858535579142
1647388800,2022-03-16 00:00:00,XTAG/USDT,0.2153,0.2214,0.2033,0.2121,581955.43838606,124132.512037779156
1647302400,2022-03-15 00:00:00,XTAG/USDT,0.2268,0.27,0.2151,0.2154,937699.89974353,214727.848620663157
1647216000,2022-03-14 00:00:00,XTAG/USDT,0.2181,0.2297,0.2133,0.227,496561.52320365,109536.405896044685
1647129600,2022-03-13 00:00:00,XTAG/USDT,0.2494,0.2503,0.2174,0.2178,696594.52209264,160907.609400347605
1647043200,2022-03-12 00:00:00,XTAG/USDT,0.2533,0.2548,0.2451,0.2504,461235.82534452,115360.85011271655
1646956800,2022-03-11 00:00:00,XTAG/USDT,0.2658,0.2685,0.2506,0.2533,462660.7778113,121704.985329920384
1646870400,2022-03-10 00:00:00,XTAG/USDT,0.2791,0.2793,0.2493,0.2654,585663.35171138,156681.835705114629
1646784000,2022-03-09 00:00:00,XTAG/USDT,0.271,0.2893,0.2654,0.279,650222.48023444,179069.375793241874
1646697600,2022-03-08 00:00:00,XTAG/USDT,0.2735,0.2738,0.2694,0.2707,425558.62595358,115484.498821927572
1646611200,2022-03-07 00:00:00,XTAG/USDT,0.2707,0.2767,0.2682,0.2736,421257.95123065,114379.710958395298
1646524800,2022-03-06 00:00:00,XTAG/USDT,0.275,0.2803,0.2662,0.2707,413823.36217031,113175.272577812545
1646438400,2022-03-05 00:00:00,XTAG/USDT,0.2719,0.2877,0.268,0.2747,437055.28970841,121683.629401407344
1646352000,2022-03-04 00:00:00,XTAG/USDT,0.2927,0.2927,0.2685,0.2711,535043.60972748,150618.179480518239
1646265600,2022-03-03 00:00:00,XTAG/USDT,0.3159,0.3244,0.2927,0.2933,369808.68966388,115280.040505466481
1646179200,2022-03-02 00:00:00,XTAG/USDT,0.3235,0.349,0.3112,0.3146,446792.65832694,145574.997328917455
1646092800,2022-03-01 00:00:00,XTAG/USDT,0.3305,0.3409,0.3163,0.3233,472668.45881527,156854.215366354198
1646006400,2022-02-28 00:00:00,XTAG/USDT,0.3156,0.3357,0.3111,0.3294,364003.16233296,118120.451996736773
1645920000,2022-02-27 00:00:00,XTAG/USDT,0.3225,0.3264,0.3024,0.3154,500460.38676317,157577.020814595229
1645833600,2022-02-26 00:00:00,XTAG/USDT,0.3322,0.3397,0.3176,0.3243,441043.54928252,145183.772823199962
1645747200,2022-02-25 00:00:00,XTAG/USDT,0.318,0.3397,0.3173,0.3321,459215.91466933,149965.395520294941
1645660800,2022-02-24 00:00:00,XTAG/USDT,0.3537,0.3541,0.2945,0.3189,636054.55847511,201315.336075242634
1645574400,2022-02-23 00:00:00,XTAG/USDT,0.361,0.382,0.3524,0.3539,547785.63896406,201924.961276836149
1645488000,2022-02-22 00:00:00,XTAG/USDT,0.3647,0.3776,0.3524,0.3603,542900.2914681,198274.277871136998
1645401600,2022-02-21 00:00:00,XTAG/USDT,0.4052,0.4233,0.36,0.3645,819789.09090866,320867.665195820254
1645315200,2022-02-20 00:00:00,XTAG/USDT,0.489,0.53,0.4,0.4058,1244019.01310207,559231.422774621347
1645228800,2022-02-19 00:00:00,XTAG/USDT,0.4247,0.52,0.42,0.4911,1500601.77423872,685195.530665933282
1645142400,2022-02-18 00:00:00,XTAG/USDT,0.3879,0.499,0.3724,0.4241,1334027.75403205,566437.835894693944
1645056000,2022-02-17 00:00:00,XTAG/USDT,0.3903,0.4135,0.3651,0.3875,509144.1090747,197181.726791736245
1644969600,2022-02-16 00:00:00,XTAG/USDT,0.4285,0.4376,0.3859,0.3919,671451.46067407,275603.693119482107
1644883200,2022-02-15 00:00:00,XTAG/USDT,0.4172,0.4479,0.4134,0.4294,505016.95589183,217199.708459937595
1644796800,2022-02-14 00:00:00,XTAG/USDT,0.4229,0.4499,0.4136,0.4165,379300.12250761,161209.167923136341
1644710400,2022-02-13 00:00:00,XTAG/USDT,0.435,0.4931,0.41,0.423,578747.59172847,252329.92040288092
1644624000,2022-02-12 00:00:00,XTAG/USDT,0.4318,0.4401,0.4138,0.4354,421415.45042171,179668.414827534039
1644537600,2022-02-11 00:00:00,XTAG/USDT,0.4884,0.4945,0.41,0.4337,380514.56798797,177059.358272314121
1644451200,2022-02-10 00:00:00,XTAG/USDT,0.5405,0.543,0.4638,0.4897,459105.36368169,230618.493421354812
1644364800,2022-02-09 00:00:00,XTAG/USDT,0.534,0.5703,0.4318,0.5405,577221.62294341,299034.669030185575
1644278400,2022-02-08 00:00:00,XTAG/USDT,0.593,0.62,0.5163,0.5327,587365.28676116,323602.264007600017
1644192000,2022-02-07 00:00:00,XTAG/USDT,0.5049,0.66,0.459,0.5966,1248354.64201034,670897.820890938575
1644105600,2022-02-06 00:00:00,XTAG/USDT,0.4482,0.5399,0.4386,0.5078,936599.05629989,455218.520596993098
