https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XMR,Volume USDT
1663084800,2022-09-13 16:00:00,XMR/USDT,152.15,153.03,151.61,152.79,872.27338329,132741.5769636551
1663081200,2022-09-13 15:00:00,XMR/USDT,153.51,153.57,151.86,152.02,1157.38505674,177022.05394095
1663077600,2022-09-13 14:00:00,XMR/USDT,154.56,154.65,152.79,153.49,1383.69405391,212880.3620473783
1663074000,2022-09-13 13:00:00,XMR/USDT,155.18,155.97,154.19,154.73,870.03433851,134832.1050311435
1663070400,2022-09-13 12:00:00,XMR/USDT,159.92,160.88,153.81,155.26,1857.40337781,293181.7874800135
1663066800,2022-09-13 11:00:00,XMR/USDT,160.75,161.1,159.8,159.8,644.84470973,103410.9177441212
1663063200,2022-09-13 10:00:00,XMR/USDT,160.22,160.88,159.59,160.75,751.51337534,120329.1130425422
1663059600,2022-09-13 09:00:00,XMR/USDT,161.15,161.84,160.09,160.13,641.19889981,103257.6501532905
1663056000,2022-09-13 08:00:00,XMR/USDT,161.45,162.52,160.75,161.04,257.63454459,41703.0377055194
1663052400,2022-09-13 07:00:00,XMR/USDT,161.23,161.74,161.02,161.58,417.94197237,67453.4793613457
1663048800,2022-09-13 06:00:00,XMR/USDT,162.87,162.87,160.73,161.22,614.5214101,99462.9081996493
1663045200,2022-09-13 05:00:00,XMR/USDT,162.97,163.31,162.58,162.85,196.61595219,32048.3832455245
1663041600,2022-09-13 04:00:00,XMR/USDT,163.16,163.92,162.74,162.95,357.38144801,58374.9765490404
1663038000,2022-09-13 03:00:00,XMR/USDT,163.41,163.46,162.18,162.98,330.66757396,53746.4183158306
1663034400,2022-09-13 02:00:00,XMR/USDT,162.02,163.53,161.96,163.38,622.4437083,101274.983930238
1663030800,2022-09-13 01:00:00,XMR/USDT,162.8,163.37,161.36,161.97,298.01221322,48387.8340809445
1663027200,2022-09-13 00:00:00,XMR/USDT,164.09,165.71,162.42,162.74,584.47339943,95886.5223680974
1663023600,2022-09-12 23:00:00,XMR/USDT,161.73,166.66,161.63,164.03,2019.42821962,331748.5521104018
1663020000,2022-09-12 22:00:00,XMR/USDT,162.61,162.83,161.51,161.71,697.22695242,112891.4784807723
1663016400,2022-09-12 21:00:00,XMR/USDT,163,163.35,161.66,162.63,577.79432861,93967.6875100847
1663012800,2022-09-12 20:00:00,XMR/USDT,162.4,164.07,161.87,163.01,1134.62264363,184763.8628313311
1663009200,2022-09-12 19:00:00,XMR/USDT,162.69,163.4,161.89,162.4,560.99905202,91245.7579493573
1663005600,2022-09-12 18:00:00,XMR/USDT,161.66,163.76,160.74,162.7,1158.8948215,187471.9057800628
1663002000,2022-09-12 17:00:00,XMR/USDT,159.74,162.14,159.59,161.62,1184.53929841,190532.6256113027
1662998400,2022-09-12 16:00:00,XMR/USDT,160.07,160.11,158.18,159.74,1330.45200191,211909.1889681349
1662994800,2022-09-12 15:00:00,XMR/USDT,161.97,161.97,159.92,160.1,1032.70504982,166144.9725586426
1662991200,2022-09-12 14:00:00,XMR/USDT,160.66,162.46,160.58,161.91,1144.645156,185095.4555336525
1662987600,2022-09-12 13:00:00,XMR/USDT,160.34,161.15,159.7,160.66,842.59338585,135338.6599242904
1662984000,2022-09-12 12:00:00,XMR/USDT,161.54,161.64,160,160.47,1044.73057151,167648.6093659603
1662980400,2022-09-12 11:00:00,XMR/USDT,161.41,162.15,161.12,161.65,206.92054676,33471.6190397983
1662976800,2022-09-12 10:00:00,XMR/USDT,161.02,161.81,159.95,161.42,313.51133506,50342.2233823428
1662973200,2022-09-12 09:00:00,XMR/USDT,161.15,161.3,160.6,161.11,137.67516715,22174.3584173851
1662969600,2022-09-12 08:00:00,XMR/USDT,161.1,161.35,160.45,161.24,181.13742682,29164.1148250885
1662966000,2022-09-12 07:00:00,XMR/USDT,160.33,161.28,160.12,160.98,341.10017713,54802.7328098343
1662962400,2022-09-12 06:00:00,XMR/USDT,159.39,160.46,159.35,160.32,179.05096213,28607.0223518816
1662958800,2022-09-12 05:00:00,XMR/USDT,159.08,160.12,158.93,159.42,553.47896953,88304.0118734884
1662955200,2022-09-12 04:00:00,XMR/USDT,159.23,159.99,159.02,159.06,340.33424531,54274.4826938776
1662951600,2022-09-12 03:00:00,XMR/USDT,160.22,160.96,158.59,159.05,751.73476133,120253.5954368999
1662948000,2022-09-12 02:00:00,XMR/USDT,161.64,161.84,159.25,160.04,621.83509319,99572.2584941448
1662944400,2022-09-12 01:00:00,XMR/USDT,158.47,162.18,158.24,161.53,1424.23364861,227327.5547447727
1662940800,2022-09-12 00:00:00,XMR/USDT,159.15,159.99,158.08,158.38,1249.97741161,198625.2600640821
1662937200,2022-09-11 23:00:00,XMR/USDT,158.14,159.59,157.59,159.25,544.85706232,86545.8517626499
1662933600,2022-09-11 22:00:00,XMR/USDT,155.61,158.56,155.4,158.39,358.03218719,56372.3263990078
1662930000,2022-09-11 21:00:00,XMR/USDT,155.95,156.98,154.94,155.36,595.73588068,93172.5403434609
1662926400,2022-09-11 20:00:00,XMR/USDT,156.23,156.57,154.91,156,747.20664977,116370.4107896436
1662922800,2022-09-11 19:00:00,XMR/USDT,155.73,156.41,155.68,156.28,308.11033218,48073.3605732114
1662919200,2022-09-11 18:00:00,XMR/USDT,157.07,157.08,155.68,155.68,419.24782415,65561.9803868919
1662915600,2022-09-11 17:00:00,XMR/USDT,157.05,157.68,156.91,157.17,243.67964553,38305.6073068354
1662912000,2022-09-11 16:00:00,XMR/USDT,156.58,157.11,156.58,156.96,261.42229171,41023.1190363584
1662908400,2022-09-11 15:00:00,XMR/USDT,156.45,157.2,156.38,156.52,645.95572711,101283.4620679546
1662904800,2022-09-11 14:00:00,XMR/USDT,157.04,157.26,156.44,156.52,378.88664216,59401.8510510581
1662901200,2022-09-11 13:00:00,XMR/USDT,157.96,158.21,156.82,156.96,413.7651066,65075.8140370937
1662897600,2022-09-11 12:00:00,XMR/USDT,157.35,158.19,156.76,158.07,327.73896171,51618.0783546173
1662894000,2022-09-11 11:00:00,XMR/USDT,157.84,158.46,157.24,157.35,464.4465135,73408.5580090407
1662890400,2022-09-11 10:00:00,XMR/USDT,156.7,157.83,156.63,157.83,383.96923721,60361.3813034153
1662886800,2022-09-11 09:00:00,XMR/USDT,157.13,157.4,156.58,156.58,90.23585676,14169.1844681945
1662883200,2022-09-11 08:00:00,XMR/USDT,156.65,157.12,156.3,156.93,105.53506693,16513.3066567333
1662879600,2022-09-11 07:00:00,XMR/USDT,155.59,156.65,155.59,156.65,60.36430484,9420.6914759979
1662876000,2022-09-11 06:00:00,XMR/USDT,156.87,156.98,154.48,155.6,205.14296083,31933.3912648131
1662872400,2022-09-11 05:00:00,XMR/USDT,156.56,157.12,156.46,156.8,115.30370113,18076.9425189547
1662868800,2022-09-11 04:00:00,XMR/USDT,157.14,157.44,156.35,156.65,715.07633106,112030.3403321035
1662865200,2022-09-11 03:00:00,XMR/USDT,157.27,157.42,156.56,157.14,260.03087753,40834.2368309234
1662861600,2022-09-11 02:00:00,XMR/USDT,157.46,157.8,156.56,157.29,242.4734344,38062.2584612953
1662858000,2022-09-11 01:00:00,XMR/USDT,157.57,158.14,157.35,157.49,81.65342808,12880.0632005947
1662854400,2022-09-11 00:00:00,XMR/USDT,157.81,158.38,157.5,157.61,199.9208679,31602.1629932805
1662850800,2022-09-10 23:00:00,XMR/USDT,158.43,158.59,157.4,157.73,103.12331634,16286.0526212271
1662847200,2022-09-10 22:00:00,XMR/USDT,158.56,158.95,157.77,158.6,469.43068391,74278.1594072746
1662843600,2022-09-10 21:00:00,XMR/USDT,157.71,159.44,157.71,158.5,330.1041006,52308.6987554202
1662840000,2022-09-10 20:00:00,XMR/USDT,158.64,158.9,157.11,157.42,233.48566681,36903.6586952829
1662836400,2022-09-10 19:00:00,XMR/USDT,158.43,158.73,158.05,158.69,470.21118238,74500.2384021256
1662832800,2022-09-10 18:00:00,XMR/USDT,158.21,158.68,158.16,158.49,344.69115011,54575.0434112419
1662829200,2022-09-10 17:00:00,XMR/USDT,158.61,158.83,158.13,158.22,295.54494703,46832.5836905592
1662825600,2022-09-10 16:00:00,XMR/USDT,157.97,158.84,157.85,158.69,463.56604221,73450.1955473183
1662822000,2022-09-10 15:00:00,XMR/USDT,158.05,158.33,157.59,157.93,315.36200536,49810.6620813705
1662818400,2022-09-10 14:00:00,XMR/USDT,158.2,158.3,157.32,158.05,537.36095209,84873.8503994713
1662814800,2022-09-10 13:00:00,XMR/USDT,159.6,159.6,157.43,157.95,314.78738818,49775.0391083308
1662811200,2022-09-10 12:00:00,XMR/USDT,159.58,159.98,158.51,159.51,771.32622268,123037.7161995996
1662807600,2022-09-10 11:00:00,XMR/USDT,157.86,159.74,157.62,159.61,379.25849132,60197.9957596817
1662804000,2022-09-10 10:00:00,XMR/USDT,157.94,158,157.68,157.86,148.47624517,23440.6885777972
1662800400,2022-09-10 09:00:00,XMR/USDT,158.42,158.83,157.73,157.94,234.58624065,37105.3437531768
1662796800,2022-09-10 08:00:00,XMR/USDT,157.56,159.34,157.56,158.31,341.82264791,54204.0884732511
1662793200,2022-09-10 07:00:00,XMR/USDT,159.95,160.07,157.02,157.43,513.048359,81300.1825439553
1662789600,2022-09-10 06:00:00,XMR/USDT,160.32,160.41,158.98,159.94,471.80342201,75353.5645931176
1662786000,2022-09-10 05:00:00,XMR/USDT,160.33,160.85,159.45,160.27,590.23759577,94734.4086362583
1662782400,2022-09-10 04:00:00,XMR/USDT,160.06,161.12,159.78,160.32,372.46179272,59726.5280447529
1662778800,2022-09-10 03:00:00,XMR/USDT,161,161.27,159.95,160.17,380.21027524,61113.6502932995
1662775200,2022-09-10 02:00:00,XMR/USDT,160.48,161,160.13,161,476.29115138,76452.4446705377
1662771600,2022-09-10 01:00:00,XMR/USDT,160.91,161.75,160.26,160.46,298.71820685,48164.3518778317
1662768000,2022-09-10 00:00:00,XMR/USDT,161.4,161.78,159.28,160.81,1150.09478656,184598.5703887646
1662764400,2022-09-09 23:00:00,XMR/USDT,158.05,161.55,157.29,161.38,872.83152867,138897.1047523695
1662760800,2022-09-09 22:00:00,XMR/USDT,157.39,158.46,157.22,158.11,709.01026056,111975.7622313158
1662757200,2022-09-09 21:00:00,XMR/USDT,157.38,157.61,156.87,157.54,514.35603465,80834.783055815
1662753600,2022-09-09 20:00:00,XMR/USDT,156.58,157.58,156.17,157.4,542.66785328,85218.193640861
1662750000,2022-09-09 19:00:00,XMR/USDT,155.88,156.87,155.8,156.51,417.23290355,65193.6784188031
1662746400,2022-09-09 18:00:00,XMR/USDT,156.02,156.57,155.65,155.87,570.70648081,89079.6309184684
1662742800,2022-09-09 17:00:00,XMR/USDT,156.76,157.12,155.83,155.98,464.07091543,72565.6773762802
1662739200,2022-09-09 16:00:00,XMR/USDT,155.79,157.15,155.01,156.89,1242.17918713,194131.9287525264
1662735600,2022-09-09 15:00:00,XMR/USDT,156.5,156.72,155.68,155.74,870.337952,135873.1831229902
1662732000,2022-09-09 14:00:00,XMR/USDT,156.54,157.22,155.34,156.5,305.05900301,47690.4335838467
1662728400,2022-09-09 13:00:00,XMR/USDT,156.97,157.39,155.73,156.52,742.35095767,116318.7624685779
1662724800,2022-09-09 12:00:00,XMR/USDT,156.03,158.43,155.88,157.11,853.12644754,133986.1998013585
1662721200,2022-09-09 11:00:00,XMR/USDT,155.33,156.48,154.85,156.03,464.84945831,72345.2919114763
1662717600,2022-09-09 10:00:00,XMR/USDT,154.7,155.84,154.24,155.33,450.87442485,69927.3961624721
1662714000,2022-09-09 09:00:00,XMR/USDT,155.01,155.01,153.46,154.65,734.74322662,113214.2980686223
1662710400,2022-09-09 08:00:00,XMR/USDT,154.08,155.94,153.89,154.95,614.54372539,95251.0708859461
1662706800,2022-09-09 07:00:00,XMR/USDT,155.18,155.38,153.84,154.1,332.23888714,51454.6341638429
1662703200,2022-09-09 06:00:00,XMR/USDT,154.81,155.52,154.56,155.18,455.33046639,70554.0311539646
1662699600,2022-09-09 05:00:00,XMR/USDT,155.77,155.86,153.6,154.89,1058.86641165,163677.1326107082
1662696000,2022-09-09 04:00:00,XMR/USDT,155.01,156.15,154.76,155.81,955.48755888,148501.5683815178
1662692400,2022-09-09 03:00:00,XMR/USDT,152.71,155.08,152.71,154.88,1016.42700735,156650.852654538
1662688800,2022-09-09 02:00:00,XMR/USDT,152.73,153.33,152.4,152.81,358.33454764,54764.1095336756
1662685200,2022-09-09 01:00:00,XMR/USDT,152.53,153.37,152.53,152.73,106.57194121,16284.28698293
1662681600,2022-09-09 00:00:00,XMR/USDT,152.18,153.51,151.72,152.56,405.73424047,62037.1544325247
1662678000,2022-09-08 23:00:00,XMR/USDT,151.85,152.3,151.48,152.22,195.11696926,29632.0289967396
1662674400,2022-09-08 22:00:00,XMR/USDT,151.8,151.98,151.4,151.85,152.84384932,23184.699217327
1662670800,2022-09-08 21:00:00,XMR/USDT,151.8,151.9,150.99,151.74,228.67117167,34669.006028643
1662667200,2022-09-08 20:00:00,XMR/USDT,152.12,152.78,151.52,151.78,273.45104144,41578.0169372451
1662663600,2022-09-08 19:00:00,XMR/USDT,150.85,152.43,150.34,152.26,309.91485409,46906.6619214382
1662660000,2022-09-08 18:00:00,XMR/USDT,151.33,151.33,150.43,150.76,129.56390329,19533.3605355192
1662656400,2022-09-08 17:00:00,XMR/USDT,150.78,151.62,150.2,151.4,503.43342393,76093.2717712532
1662652800,2022-09-08 16:00:00,XMR/USDT,151.31,151.47,150.63,150.92,353.31655399,53352.2488459185
1662649200,2022-09-08 15:00:00,XMR/USDT,152.21,152.64,151.19,151.28,438.58377424,66663.2812360181
1662645600,2022-09-08 14:00:00,XMR/USDT,151.06,152.2,150.64,152.18,391.37592237,59352.0338942553
1662642000,2022-09-08 13:00:00,XMR/USDT,148.64,151.99,148.45,151.01,1046.91822063,157739.1622712497
1662638400,2022-09-08 12:00:00,XMR/USDT,149.5,149.66,147.5,148.51,1015.40318347,150958.4232447652
1662634800,2022-09-08 11:00:00,XMR/USDT,150.15,150.32,149.18,149.47,540.87937482,81048.2830199066
1662631200,2022-09-08 10:00:00,XMR/USDT,149.88,150.66,149.73,150.1,357.64515851,53683.4873168413
1662627600,2022-09-08 09:00:00,XMR/USDT,150.04,150.07,149.1,149.94,507.42696596,75944.9860934517
1662624000,2022-09-08 08:00:00,XMR/USDT,148.77,150.05,148.43,150.05,289.91689981,43260.5348959313
1662620400,2022-09-08 07:00:00,XMR/USDT,148.75,148.92,147.88,148.74,148.92241219,22107.1052013348
1662616800,2022-09-08 06:00:00,XMR/USDT,149.62,150.22,148.73,148.8,113.46658111,16950.2089391671
1662613200,2022-09-08 05:00:00,XMR/USDT,149.74,150.2,149.41,149.51,370.27693554,55493.2884526734
1662609600,2022-09-08 04:00:00,XMR/USDT,149.09,150.1,149.09,149.97,232.08035327,34696.3348784135
1662606000,2022-09-08 03:00:00,XMR/USDT,149.29,149.65,148.24,148.94,433.34804385,64629.0466381262
1662602400,2022-09-08 02:00:00,XMR/USDT,148.43,149.28,148.41,149.2,108.16705197,16086.6039446278
1662598800,2022-09-08 01:00:00,XMR/USDT,148.8,149.08,148.12,148.39,195.73127838,29084.5107545714
1662595200,2022-09-08 00:00:00,XMR/USDT,149.33,150.26,148.4,148.73,328.5039484,49096.1937493553
1662591600,2022-09-07 23:00:00,XMR/USDT,149.54,149.97,148.81,149.24,179.6545373,26877.0255054316
1662588000,2022-09-07 22:00:00,XMR/USDT,150.4,150.63,149.05,149.53,404.04757078,60572.8047903941
1662584400,2022-09-07 21:00:00,XMR/USDT,151.24,151.61,150,150.4,249.41911116,37556.8467587741
1662580800,2022-09-07 20:00:00,XMR/USDT,149.86,152.36,149.56,150.96,914.94727551,138254.2625321607
1662577200,2022-09-07 19:00:00,XMR/USDT,149.82,150.38,149.62,149.84,441.08524003,66148.4620284376
1662573600,2022-09-07 18:00:00,XMR/USDT,149.57,150,149.12,149.67,440.75797699,65901.4621701495
1662570000,2022-09-07 17:00:00,XMR/USDT,148.13,149.78,148.13,149.47,519.41880508,77333.0149123028
1662566400,2022-09-07 16:00:00,XMR/USDT,147.34,148.54,147.24,148.23,493.85530413,73057.7131829368
1662562800,2022-09-07 15:00:00,XMR/USDT,148.1,148.58,147.31,147.31,370.2506233,54714.0094964242
1662559200,2022-09-07 14:00:00,XMR/USDT,146.77,148.21,146.72,147.93,463.12847309,68249.5720342649
1662555600,2022-09-07 13:00:00,XMR/USDT,144.75,147.6,143.3,147.04,2125.07048749,309043.9646413627
1662552000,2022-09-07 12:00:00,XMR/USDT,144.13,144.72,143.57,144.53,446.53523591,64340.5274748855
1662548400,2022-09-07 11:00:00,XMR/USDT,144.43,144.93,143.72,144.06,481.38758376,69406.1363591675
1662544800,2022-09-07 10:00:00,XMR/USDT,144.55,144.62,144.04,144.36,792.12576224,114331.0057157938
1662541200,2022-09-07 09:00:00,XMR/USDT,144.42,144.71,143.63,144.53,684.76506297,98762.7936642637
1662537600,2022-09-07 08:00:00,XMR/USDT,144.1,144.56,143.59,144.5,145.67560529,20965.7394403982
1662534000,2022-09-07 07:00:00,XMR/USDT,143.59,144.43,142.91,144.3,651.75442851,93570.7298646895
1662530400,2022-09-07 06:00:00,XMR/USDT,142.4,143.87,142.1,143.77,550.10223213,78592.3000505163
1662526800,2022-09-07 05:00:00,XMR/USDT,142.55,142.55,141.98,142.38,575.00382138,81755.6502643101
1662523200,2022-09-07 04:00:00,XMR/USDT,142.81,142.81,141.73,142.58,142.79901362,20296.3222411051
1662519600,2022-09-07 03:00:00,XMR/USDT,142.68,143.08,142.39,142.73,154.42934779,22054.3005545732
1662516000,2022-09-07 02:00:00,XMR/USDT,144.21,144.3,141.58,142.59,287.8027565,41028.5620781609
1662512400,2022-09-07 01:00:00,XMR/USDT,144.21,144.84,143.28,144.24,363.11936258,52298.2471855929
1662508800,2022-09-07 00:00:00,XMR/USDT,144.93,144.93,142.76,144.21,1145.10194972,164587.1917149127
1662505200,2022-09-06 23:00:00,XMR/USDT,146.29,146.42,144.61,144.97,632.66443875,91994.6566254477
1662501600,2022-09-06 22:00:00,XMR/USDT,145.92,146.81,145.09,146.37,372.09903792,54324.4632921072
1662498000,2022-09-06 21:00:00,XMR/USDT,146.73,146.78,145.81,146,332.22863583,48586.4328715678
1662494400,2022-09-06 20:00:00,XMR/USDT,146.43,146.9,144.96,146.67,757.34861861,110695.9768297805
1662490800,2022-09-06 19:00:00,XMR/USDT,147.22,147.74,146.08,146.55,389.93505887,57281.3990000969
1662487200,2022-09-06 18:00:00,XMR/USDT,148.58,148.76,146.56,147.21,856.10456917,126495.9005780154
1662483600,2022-09-06 17:00:00,XMR/USDT,154.37,154.37,148.1,148.83,1893.21962982,284281.8528501651
1662480000,2022-09-06 16:00:00,XMR/USDT,154.36,155.3,153.89,154.41,445.05602984,68785.7245365897
1662476400,2022-09-06 15:00:00,XMR/USDT,154.22,154.44,153.5,154.36,769.22419561,118451.4103726777
1662472800,2022-09-06 14:00:00,XMR/USDT,154.27,154.44,153.19,154.43,620.05230004,95441.7485581557
1662469200,2022-09-06 13:00:00,XMR/USDT,155.74,155.89,153.5,154.4,655.97597705,101373.0947095989
1662465600,2022-09-06 12:00:00,XMR/USDT,156.83,157.23,155.75,155.75,404.36196275,63334.9421323593
1662462000,2022-09-06 11:00:00,XMR/USDT,156.57,157.21,156.35,156.87,987.38454901,154648.098862583
1662458400,2022-09-06 10:00:00,XMR/USDT,156.28,156.63,156.05,156.56,320.60146434,50141.8903913699
1662454800,2022-09-06 09:00:00,XMR/USDT,157.18,157.23,155.57,156.44,253.40150499,39570.0277939043
1662451200,2022-09-06 08:00:00,XMR/USDT,155.92,157.4,155.65,157.4,515.22956718,80724.7183818667
1662447600,2022-09-06 07:00:00,XMR/USDT,157.01,157.35,155.58,155.99,832.8684259,130298.4789839677
1662444000,2022-09-06 06:00:00,XMR/USDT,157.45,157.84,156.89,157.02,450.0790099,70745.8597624173
1662440400,2022-09-06 05:00:00,XMR/USDT,157.59,157.85,157.29,157.45,240.49976282,37902.8976310352
1662436800,2022-09-06 04:00:00,XMR/USDT,157.68,158.26,157.4,157.57,314.36479298,49589.163659126
1662433200,2022-09-06 03:00:00,XMR/USDT,158.37,158.44,157.13,157.55,274.41366174,43314.0409584627
1662429600,2022-09-06 02:00:00,XMR/USDT,157.46,158.44,156.69,158.41,723.0860594,113927.3277200329
1662426000,2022-09-06 01:00:00,XMR/USDT,159.05,159.83,157.48,157.48,385.77817879,61443.106919424
1662422400,2022-09-06 00:00:00,XMR/USDT,157.84,159.4,157.35,158.78,660.04655342,104631.3955957562
1662418800,2022-09-05 23:00:00,XMR/USDT,157.59,158.18,156.56,157.44,446.73179928,70165.4975345268
1662415200,2022-09-05 22:00:00,XMR/USDT,157.48,157.66,156.89,157.66,445.20696472,69999.9735411198
1662411600,2022-09-05 21:00:00,XMR/USDT,157.07,157.6,156.96,157.6,159.31791427,25048.5991552323
1662408000,2022-09-05 20:00:00,XMR/USDT,156.66,156.98,156.51,156.98,165.48404178,25942.0314463944
1662404400,2022-09-05 19:00:00,XMR/USDT,157.46,157.58,156.66,156.68,296.95236017,46676.78398491
1662400800,2022-09-05 18:00:00,XMR/USDT,157.9,158.01,156.89,157.49,804.49659532,126742.2383539787
