https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MEM,Volume USDT
1663459200,2022-09-18 00:00:00,MEM/USDT,0.02444,0.02444,0.02441,0.02441,2620.3496,63.964249774
1663372800,2022-09-17 00:00:00,MEM/USDT,0.02432,0.02838,0.0235,0.02471,1357285.1747,34976.621593065
1663286400,2022-09-16 00:00:00,MEM/USDT,0.0274,0.0275,0.02432,0.02436,1302771.0062,33055.469205442
1663200000,2022-09-15 00:00:00,MEM/USDT,0.0241,0.0332,0.02304,0.02739,8294188.3144,230696.578824106
1663113600,2022-09-14 00:00:00,MEM/USDT,0.02211,0.04979,0.02202,0.02411,9466032.8038,298996.056357664
1663027200,2022-09-13 00:00:00,MEM/USDT,0.02404,0.02404,0.02131,0.02211,501946.6066,11263.573354754
1662940800,2022-09-12 00:00:00,MEM/USDT,0.02534,0.02587,0.02402,0.02402,370807.3268,9209.487046027
1662854400,2022-09-11 00:00:00,MEM/USDT,0.02453,0.02533,0.0245,0.02531,203882.9287,5076.906711787
1662768000,2022-09-10 00:00:00,MEM/USDT,0.02513,0.02514,0.0232,0.02451,476608.5948,11555.684054845
1662681600,2022-09-09 00:00:00,MEM/USDT,0.02802,0.02849,0.0241,0.02511,1029776.0456,26623.767152155
1662595200,2022-09-08 00:00:00,MEM/USDT,0.02547,0.02805,0.02547,0.0279,424561.1638,11402.192057675
1662508800,2022-09-07 00:00:00,MEM/USDT,0.02421,0.02771,0.02318,0.02547,1132810.3834,28457.811696928
1662422400,2022-09-06 00:00:00,MEM/USDT,0.02396,0.02436,0.02348,0.02417,229866.3936,5513.997442888
1662336000,2022-09-05 00:00:00,MEM/USDT,0.0234,0.02396,0.02288,0.02393,399407.7892,9311.461305919
1662249600,2022-09-04 00:00:00,MEM/USDT,0.02563,0.03152,0.0228,0.02334,3044944.3999,81314.997468844
1662163200,2022-09-03 00:00:00,MEM/USDT,0.02442,0.02579,0.02334,0.02579,246932.7023,6019.231072491
1662076800,2022-09-02 00:00:00,MEM/USDT,0.02194,0.02796,0.02166,0.02446,1488137.6794,37516.201217024
1661990400,2022-09-01 00:00:00,MEM/USDT,0.0228,0.02311,0.02119,0.02224,386547.3684,8517.914433504
1661904000,2022-08-31 00:00:00,MEM/USDT,0.02283,0.0238,0.0222,0.0228,413739.9195,9569.499478841
1661817600,2022-08-30 00:00:00,MEM/USDT,0.02451,0.02486,0.02268,0.02283,292740.4389,7010.402832554
1661731200,2022-08-29 00:00:00,MEM/USDT,0.02388,0.02567,0.02339,0.02438,747885.6523,18088.922614814
1661644800,2022-08-28 00:00:00,MEM/USDT,0.0268,0.0268,0.02325,0.02388,989231.1149,24045.42141613
1661558400,2022-08-27 00:00:00,MEM/USDT,0.02571,0.02782,0.02571,0.02682,690887.5541,18251.49926138
1661472000,2022-08-26 00:00:00,MEM/USDT,0.02701,0.0273,0.0257,0.02571,342940.3228,9140.775979136
1661385600,2022-08-25 00:00:00,MEM/USDT,0.02727,0.02899,0.02571,0.027,675623.757,18343.315087836
1661299200,2022-08-24 00:00:00,MEM/USDT,0.02656,0.02734,0.02556,0.02718,444451.3995,11743.871467765
1661212800,2022-08-23 00:00:00,MEM/USDT,0.02601,0.02798,0.02599,0.0267,534528.8136,14425.142239048
1661126400,2022-08-22 00:00:00,MEM/USDT,0.02798,0.02798,0.02565,0.02613,407926.8155,10800.066026963
1661040000,2022-08-21 00:00:00,MEM/USDT,0.02832,0.02878,0.02556,0.02797,1431440.2281,38940.785635425
1660953600,2022-08-20 00:00:00,MEM/USDT,0.02576,0.035,0.02531,0.02833,2798978.815,85615.191695692
1660867200,2022-08-19 00:00:00,MEM/USDT,0.03237,0.03242,0.02553,0.02593,1287359.8666,36807.886137982
1660780800,2022-08-18 00:00:00,MEM/USDT,0.03507,0.04488,0.03239,0.03239,3960436.3199,149791.340920909
1660694400,2022-08-17 00:00:00,MEM/USDT,0.03611,0.04234,0.03341,0.03513,3696212.6903,133834.017517364
1660608000,2022-08-16 00:00:00,MEM/USDT,0.03433,0.0796,0.03303,0.03614,9210722.27198886,423893.0840460224454
1660521600,2022-08-15 00:00:00,MEM/USDT,0.03602,0.03621,0.03411,0.03451,118107.342,4140.241125563
1660435200,2022-08-14 00:00:00,MEM/USDT,0.03453,0.03761,0.03451,0.03604,434676.3648,15765.959322584
1660348800,2022-08-13 00:00:00,MEM/USDT,0.03316,0.03454,0.03316,0.03454,184451.3211,6225.102115732
1660262400,2022-08-12 00:00:00,MEM/USDT,0.03433,0.0398,0.0331,0.03316,1430349.9485,52946.01868136
1660176000,2022-08-11 00:00:00,MEM/USDT,0.03231,0.03516,0.03229,0.03433,345743.3061,11537.555519761
1660089600,2022-08-10 00:00:00,MEM/USDT,0.0321,0.03231,0.03136,0.03223,149904.2379,4786.241296345
1660003200,2022-08-09 00:00:00,MEM/USDT,0.03277,0.03372,0.03209,0.0321,143604.0166,4710.041562923
1659916800,2022-08-08 00:00:00,MEM/USDT,0.03216,0.03323,0.03209,0.03298,378807.5747,12314.61436041
1659830400,2022-08-07 00:00:00,MEM/USDT,0.03586,0.03588,0.03215,0.03217,407284.5934,13802.439911086
1659744000,2022-08-06 00:00:00,MEM/USDT,0.03222,0.03588,0.03101,0.03587,1145333.5473,38594.435756031
1659657600,2022-08-05 00:00:00,MEM/USDT,0.03021,0.03222,0.0301,0.03222,481312.2531,14720.020974676
1659571200,2022-08-04 00:00:00,MEM/USDT,0.02992,0.03809,0.02992,0.03043,2295090.3856,77848.179822248
1659484800,2022-08-03 00:00:00,MEM/USDT,0.03144,0.03192,0.0299,0.02992,178376.1096,5442.224462078
1659398400,2022-08-02 00:00:00,MEM/USDT,0.03109,0.03162,0.03096,0.03154,39833.8842,1242.318643695
1659312000,2022-08-01 00:00:00,MEM/USDT,0.03085,0.03191,0.0308,0.0311,108647.3253,3365.256927016
1659225600,2022-07-31 00:00:00,MEM/USDT,0.03119,0.03306,0.03075,0.03082,444176.2183,14071.397956275
1659139200,2022-07-30 00:00:00,MEM/USDT,0.03021,0.03143,0.03014,0.03109,167822.7305,5144.968414083
1659052800,2022-07-29 00:00:00,MEM/USDT,0.03,0.03034,0.02956,0.03018,130432.6517,3913.240105283
1658966400,2022-07-28 00:00:00,MEM/USDT,0.0297,0.03,0.02905,0.0299,106378.0938,3155.648528217
1658880000,2022-07-27 00:00:00,MEM/USDT,0.02862,0.0297,0.028,0.0297,176916.064,5053.489289898
1658793600,2022-07-26 00:00:00,MEM/USDT,0.02836,0.0333,0.02767,0.02862,1646482.4666,49876.70457909
1658707200,2022-07-25 00:00:00,MEM/USDT,0.02967,0.02967,0.028,0.02839,195766.6694,5577.872338136
1658620800,2022-07-24 00:00:00,MEM/USDT,0.02755,0.03059,0.02728,0.02966,386017.8593,11055.550558608
1658534400,2022-07-23 00:00:00,MEM/USDT,0.02994,0.03236,0.0268,0.02755,497258.9335,13936.607873348
1658448000,2022-07-22 00:00:00,MEM/USDT,0.03054,0.0317,0.02976,0.03033,205753.5797,6376.044334007
1658361600,2022-07-21 00:00:00,MEM/USDT,0.03254,0.03683,0.02861,0.03049,1178563.3983,38662.047155871
1658275200,2022-07-20 00:00:00,MEM/USDT,0.02972,0.033,0.0288,0.03248,408957.0438,12659.864988328
1658188800,2022-07-19 00:00:00,MEM/USDT,0.03172,0.03253,0.0295,0.02967,422868.1181,12870.508343858
1658102400,2022-07-18 00:00:00,MEM/USDT,0.02966,0.03965,0.02801,0.03173,2606947.2259,84094.245651466
1658016000,2022-07-17 00:00:00,MEM/USDT,0.03134,0.0315,0.02948,0.02948,193860.2151,5920.111840227
1657929600,2022-07-16 00:00:00,MEM/USDT,0.02796,0.032,0.02767,0.03135,524814.9467,15680.805572547
1657843200,2022-07-15 00:00:00,MEM/USDT,0.02801,0.0309,0.02753,0.02821,818099.373,23409.845911046
1657756800,2022-07-14 00:00:00,MEM/USDT,0.02774,0.0517,0.02694,0.02805,4482515.6491,150790.190534432
1657670400,2022-07-13 00:00:00,MEM/USDT,0.02551,0.03303,0.02551,0.02774,1784094.1864,50889.952256941
1657584000,2022-07-12 00:00:00,MEM/USDT,0.02724,0.02727,0.02532,0.02532,498743.2432,13103.670162224
1657497600,2022-07-11 00:00:00,MEM/USDT,0.02844,0.0285,0.02726,0.02726,95494.4689,2683.681935733
1657411200,2022-07-10 00:00:00,MEM/USDT,0.02986,0.03306,0.02844,0.02845,1335752.6998,40531.555746647
1657324800,2022-07-09 00:00:00,MEM/USDT,0.0281,0.02987,0.02802,0.02985,309845.4029,8886.193928453
1657238400,2022-07-08 00:00:00,MEM/USDT,0.02882,0.03132,0.02684,0.02811,435354.5349,12682.646916571
1657152000,2022-07-07 00:00:00,MEM/USDT,0.02893,0.03224,0.02843,0.02891,248067.26160131,7318.1995498602451
1657065600,2022-07-06 00:00:00,MEM/USDT,0.02714,0.02955,0.02695,0.02889,255686.34204341,7175.6338989822932
1656979200,2022-07-05 00:00:00,MEM/USDT,0.02742,0.03488,0.02712,0.02714,1733681.30006559,54207.8145912582381
1656892800,2022-07-04 00:00:00,MEM/USDT,0.02566,0.02743,0.02562,0.02743,231449.30890836,6114.708280398281
1656806400,2022-07-03 00:00:00,MEM/USDT,0.02535,0.02577,0.02529,0.02562,90069.0027467,2291.2172699341696
