https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume COMP,Volume USDT
1663545600000.0,2022-09-19 00:00:00,COMP/USDT,49.51,49.52,49.17,49.22,44.42207667614791,2186.454614
1663459200000.0,2022-09-18 00:00:00,COMP/USDT,54.42,55.24,46.38,49.51,3118.544279256716,154399.127266
1663372800000.0,2022-09-17 00:00:00,COMP/USDT,53.94,55.97,53.15,54.42,2852.601657074605,155238.582178
1663286400000.0,2022-09-16 00:00:00,COMP/USDT,56.64,57.79,52.54,53.94,3504.1906279384502,189016.042471
1663200000000.0,2022-09-15 00:00:00,COMP/USDT,59.82,60.11,53.17,56.64,2411.984888170904,136614.824066
1663113600000.0,2022-09-14 00:00:00,COMP/USDT,54.41,61.9,51.72,59.82,1628.1385106318958,97395.245706
1663027200000.0,2022-09-13 00:00:00,COMP/USDT,54.92,57.64,51.7,54.41,2479.4371076272746,134906.173026
1662940800000.0,2022-09-12 00:00:00,COMP/USDT,55.85,56.64,52.82,54.92,4952.5455446285505,271993.801311
1662854400000.0,2022-09-11 00:00:00,COMP/USDT,54.12,57.0,53.99,55.85,1524.9931056759176,85170.864952
1662768000000.0,2022-09-10 00:00:00,COMP/USDT,52.63,54.72,52.48,54.12,569.1960949926091,30804.892661
1662681600000.0,2022-09-09 00:00:00,COMP/USDT,48.5,52.99,48.5,52.63,1216.21898700361,64009.605286
1662595200000.0,2022-09-08 00:00:00,COMP/USDT,48.77,50.44,48.35,48.5,2059.057887113402,99864.307525
1662508800000.0,2022-09-07 00:00:00,COMP/USDT,44.63,49.06,43.97,48.77,686.4457749436127,33477.960444
1662422400000.0,2022-09-06 00:00:00,COMP/USDT,48.75,50.55,44.53,44.63,2059.402333430428,91911.126141
1662336000000.0,2022-09-05 00:00:00,COMP/USDT,48.66,49.21,46.68,48.75,701.511602625641,34198.690628
1662249600000.0,2022-09-04 00:00:00,COMP/USDT,47.79,48.85,47.66,48.66,195.76440729551996,9525.896059
1662163200000.0,2022-09-03 00:00:00,COMP/USDT,46.17,48.46,45.92,47.79,224.69646553672317,10738.244088
1662076800000.0,2022-09-02 00:00:00,COMP/USDT,48.24,48.71,45.46,46.17,12230.898548906216,564700.586003
1661990400000.0,2022-09-01 00:00:00,COMP/USDT,46.41,48.77,45.11,48.24,1718.894418097015,82919.466729
1661904000000.0,2022-08-31 00:00:00,COMP/USDT,47.54,49.21,46.25,46.41,960.1865703727645,44562.258731
1661817600000.0,2022-08-30 00:00:00,COMP/USDT,49.62,52.56,46.15,47.54,17707.619376861592,841820.225176
1661731200000.0,2022-08-29 00:00:00,COMP/USDT,43.9,49.96,43.51,49.62,614.6663404877066,30499.743815
1661644800000.0,2022-08-28 00:00:00,COMP/USDT,46.23,47.72,43.79,43.9,1800.387354624146,79037.004868
1661558400000.0,2022-08-27 00:00:00,COMP/USDT,46.21,46.92,45.32,46.23,524.6020341120485,24252.352037
1661472000000.0,2022-08-26 00:00:00,COMP/USDT,51.78,54.5,45.74,46.21,649.3565561999567,30006.766462
1661385600000.0,2022-08-25 00:00:00,COMP/USDT,50.53,52.7,50.12,51.78,414.6965862881421,21472.989238
1661299200000.0,2022-08-24 00:00:00,COMP/USDT,50.89,52.34,49.62,50.53,496.6504577676627,25095.747631
1661212800000.0,2022-08-23 00:00:00,COMP/USDT,50.78,52.34,48.88,50.89,632.991659304382,32212.945542
1661126400000.0,2022-08-22 00:00:00,COMP/USDT,50.96,52.73,47.93,50.78,900.08911650256,45706.525336
1661040000000.0,2022-08-21 00:00:00,COMP/USDT,49.48,51.7,49.29,50.96,348.989011322606,17784.480017
1660953600000.0,2022-08-20 00:00:00,COMP/USDT,49.97,52.22,48.09,49.48,283.06723320533547,14006.166699
