https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KAVA,Volume USDT
1653696000,2022-05-28 00:00:00,KAVA/USDT,2.312,2.4251,2.2481,2.3705,753949.21826052,1753106.551449382693
1653609600,2022-05-27 00:00:00,KAVA/USDT,2.4543,2.5054,2.2488,2.312,793639.31798415,1887902.57880978951
1653523200,2022-05-26 00:00:00,KAVA/USDT,2.7042,2.7368,2.4146,2.4546,787468.4508618,2030989.776275139905
1653436800,2022-05-25 00:00:00,KAVA/USDT,2.8212,2.9953,2.6685,2.701,708883.3695465,1988088.704600514454
1653350400,2022-05-24 00:00:00,KAVA/USDT,2.5535,2.908,2.4533,2.8248,767120.82495531,1996999.591598744361
1653264000,2022-05-23 00:00:00,KAVA/USDT,2.7847,2.929,2.5216,2.5538,799061.78980431,2206145.347099708367
1653177600,2022-05-22 00:00:00,KAVA/USDT,2.7798,2.8654,2.682,2.7847,643208.60858152,1778100.886723778352
1653091200,2022-05-21 00:00:00,KAVA/USDT,2.4704,2.8875,2.4125,2.7823,844925.00800282,2261404.411063229721
1653004800,2022-05-20 00:00:00,KAVA/USDT,2.5109,2.5935,2.328,2.4705,708668.32659698,1758473.087058838276
1652918400,2022-05-19 00:00:00,KAVA/USDT,2.3509,2.6809,2.213,2.5179,911954.28494863,2187891.376493771461
1652832000,2022-05-18 00:00:00,KAVA/USDT,2.6443,2.6804,2.3081,2.3509,746878.62987117,1854951.46530641396
1652745600,2022-05-17 00:00:00,KAVA/USDT,2.3971,2.7155,2.3727,2.6451,762335.57489578,1938900.632066453074
1652659200,2022-05-16 00:00:00,KAVA/USDT,2.679,2.679,2.2683,2.3954,698274.4064282,1685290.852770567772
1652572800,2022-05-15 00:00:00,KAVA/USDT,2.2678,2.84,2.1995,2.679,839828.42775415,1999275.348896592183
1652486400,2022-05-14 00:00:00,KAVA/USDT,2.0442,2.2934,1.93,2.2641,873128.70308474,1828752.830693774858
1652400000,2022-05-13 00:00:00,KAVA/USDT,1.6557,2.415,1.5966,2.0451,1373768.20729701,2735139.154056291841
1652313600,2022-05-12 00:00:00,KAVA/USDT,1.9085,2.0326,1.4098,1.6566,1096755.66490492,1798026.663612430497
1652227200,2022-05-11 00:00:00,KAVA/USDT,2.6863,2.7713,1.6278,1.9045,1262702.77696849,2814056.878830977327
1652140800,2022-05-10 00:00:00,KAVA/USDT,2.6205,3.017,2.5331,2.6871,706986.93135643,1968678.825924477658
1652054400,2022-05-09 00:00:00,KAVA/USDT,3.3928,3.4772,2.587,2.6075,718137.86395647,2215408.682684363392
1651968000,2022-05-08 00:00:00,KAVA/USDT,3.6692,3.686,3.344,3.3926,553878.53983412,1935210.884928147759
1651881600,2022-05-07 00:00:00,KAVA/USDT,3.7679,3.9022,3.5359,3.6715,522767.21262854,1962645.535390272677
1651795200,2022-05-06 00:00:00,KAVA/USDT,3.9798,3.9994,3.65,3.7715,491350.47823797,1861474.512397220659
1651708800,2022-05-05 00:00:00,KAVA/USDT,4.5619,4.5659,3.8312,3.9826,505518.77858719,2135842.086277117507
1651622400,2022-05-04 00:00:00,KAVA/USDT,4.1929,4.5788,4.026,4.5624,514654.54958856,2188373.021883945018
1651536000,2022-05-03 00:00:00,KAVA/USDT,4.1088,4.3267,3.9945,4.1914,505838.70528935,2084812.450027912804
1651449600,2022-05-02 00:00:00,KAVA/USDT,4.2751,4.5,3.9277,4.1088,530621.73397454,2210201.67618833478
1651363200,2022-05-01 00:00:00,KAVA/USDT,4.3367,4.3776,4.0462,4.2766,521528.87247463,2190222.004032414266
1651276800,2022-04-30 00:00:00,KAVA/USDT,5.2241,5.3557,4.1385,4.3406,538849.85133271,2562869.878737813728
1651190400,2022-04-29 00:00:00,KAVA/USDT,5.5702,5.6536,5.01,5.2266,484768.70090773,2574826.424085033613
1651104000,2022-04-28 00:00:00,KAVA/USDT,5.168,5.5989,5.0929,5.572,518974.97057236,2779364.511625522527
1651017600,2022-04-27 00:00:00,KAVA/USDT,4.9762,5.3498,4.9507,5.168,530558.02343742,2707616.466775380744
1650931200,2022-04-26 00:00:00,KAVA/USDT,5.3286,5.5986,4.7939,4.9876,409053.51261114,2145534.772234604534
1650844800,2022-04-25 00:00:00,KAVA/USDT,5.1688,5.582,4.8822,5.3258,649908.61018457,3353376.688042260066
1650758400,2022-04-24 00:00:00,KAVA/USDT,4.8512,5.24,4.8226,5.1657,703982.54156371,3596345.326894365281
1650672000,2022-04-23 00:00:00,KAVA/USDT,4.7113,5.0335,4.5275,4.8601,395665.07164784,1910335.936363279338
1650585600,2022-04-22 00:00:00,KAVA/USDT,4.496,4.8228,4.4637,4.7113,406391.46672061,1899819.533152366203
1650499200,2022-04-21 00:00:00,KAVA/USDT,4.3138,5.1776,4.3138,4.5041,698646.57180377,3379528.440478397402
1650412800,2022-04-20 00:00:00,KAVA/USDT,4.4702,4.4955,4.2464,4.3116,256560.41498763,1124975.680635493006
1650326400,2022-04-19 00:00:00,KAVA/USDT,4.4023,4.51,4.3139,4.4729,414094.51672226,1817628.022588612425
1650240000,2022-04-18 00:00:00,KAVA/USDT,4.063,4.4084,3.9645,4.398,482116.61256175,2006177.674248096422
1650153600,2022-04-17 00:00:00,KAVA/USDT,4.2204,4.3715,4.0541,4.0686,449511.70120555,1898282.039668226504
1650067200,2022-04-16 00:00:00,KAVA/USDT,4.3082,4.3195,4.1249,4.2227,398304.73673371,1674582.655409745232
1649980800,2022-04-15 00:00:00,KAVA/USDT,4.3051,4.4591,4.192,4.3083,447208.04750432,1917098.088365397367
1649894400,2022-04-14 00:00:00,KAVA/USDT,4.1019,4.5216,4.085,4.3081,521557.80713756,2237419.939422738506
1649808000,2022-04-13 00:00:00,KAVA/USDT,4.1381,4.3473,3.8587,4.1044,480436.21664615,1941991.58606828634
1649721600,2022-04-12 00:00:00,KAVA/USDT,4.1712,4.3274,3.9229,4.1406,483672.2065742,1994415.288947567471
1649635200,2022-04-11 00:00:00,KAVA/USDT,4.7655,4.774,4.0602,4.178,530345.07793877,2331936.841098903111
1649548800,2022-04-10 00:00:00,KAVA/USDT,4.7468,4.8375,4.3198,4.7611,557612.87142734,2551699.030711830109
1649462400,2022-04-09 00:00:00,KAVA/USDT,4.5405,5.0322,4.5256,4.7464,625328.27612707,3007461.693247903751
1649376000,2022-04-08 00:00:00,KAVA/USDT,4.63,5.1,4.456,4.5347,647540.30452193,3112633.040330240745
1649289600,2022-04-07 00:00:00,KAVA/USDT,4.2655,4.85,4.15,4.6378,712065.82801069,3240470.506897142218
1649203200,2022-04-06 00:00:00,KAVA/USDT,4.2786,4.5246,4.0467,4.2706,636153.9352302,2764106.960076252675
1649116800,2022-04-05 00:00:00,KAVA/USDT,4.4965,4.5538,4.2479,4.2782,442750.80150495,1952209.24957471664
1649030400,2022-04-04 00:00:00,KAVA/USDT,4.6432,4.6469,4.2662,4.4945,401285.54440369,1784135.124590978108
1648944000,2022-04-03 00:00:00,KAVA/USDT,4.4792,4.6426,4.1355,4.6411,474957.29745332,2135914.281339800712
1648857600,2022-04-02 00:00:00,KAVA/USDT,4.5313,4.6456,4.3829,4.4792,377947.24041632,1719947.641638464705
1648771200,2022-04-01 00:00:00,KAVA/USDT,4.5036,4.9848,4.2566,4.5311,518202.25678991,2330428.09386999057
1648684800,2022-03-31 00:00:00,KAVA/USDT,4.5695,4.6738,4.3427,4.5054,569531.4937137,2579356.618206246626
1648598400,2022-03-30 00:00:00,KAVA/USDT,4.5375,4.8,4.4,4.5694,449136.87015375,2044625.086606723465
1648512000,2022-03-29 00:00:00,KAVA/USDT,4.3963,4.9231,4.3739,4.5373,458385.48845789,2126506.68029506217
1648425600,2022-03-28 00:00:00,KAVA/USDT,4.119,4.8395,4.0939,4.3986,624458.86720153,2828545.147728571593
1648339200,2022-03-27 00:00:00,KAVA/USDT,3.8905,4.1416,3.7784,4.1197,491031.09577163,1941651.839823514045
1648252800,2022-03-26 00:00:00,KAVA/USDT,3.7438,4.0121,3.7372,3.8913,450377.85112462,1730097.572608354415
1648166400,2022-03-25 00:00:00,KAVA/USDT,3.7888,3.8368,3.6929,3.7509,508867.75884713,1919056.722525963204
1648080000,2022-03-24 00:00:00,KAVA/USDT,3.8794,3.9024,3.7137,3.7849,412772.51346395,1567932.588309411574
1647993600,2022-03-23 00:00:00,KAVA/USDT,3.7003,3.97,3.6609,3.8797,467253.1441044,1783973.528848205844
1647907200,2022-03-22 00:00:00,KAVA/USDT,3.5177,3.8009,3.505,3.7003,462884.70705509,1702708.961829419818
1647820800,2022-03-21 00:00:00,KAVA/USDT,3.5038,3.6058,3.3911,3.5241,647646.98958223,2290197.300952425029
1647734400,2022-03-20 00:00:00,KAVA/USDT,3.414,3.59,3.3661,3.5035,550029.48173981,1915374.899592688268
1647648000,2022-03-19 00:00:00,KAVA/USDT,3.392,3.496,3.3247,3.4189,132757.02131096,454436.741705744508
1647561600,2022-03-18 00:00:00,KAVA/USDT,3.36,3.4,3.1764,3.4,110178.19226227,356307.291190497709
1647475200,2022-03-17 00:00:00,KAVA/USDT,3.189,3.365,3.1334,3.3582,509031.89672072,1626375.14986409117
1647388800,2022-03-16 00:00:00,KAVA/USDT,3.0433,3.3992,3.0032,3.188,570738.38216149,1761457.825046459681
1647302400,2022-03-15 00:00:00,KAVA/USDT,3.0577,3.0761,2.9525,3.0447,498633.46411982,1503916.677555891575
1647216000,2022-03-14 00:00:00,KAVA/USDT,2.9481,3.0614,2.701,3.0581,480059.54940668,1435657.046764348256
1647129600,2022-03-13 00:00:00,KAVA/USDT,3.0572,3.129,2.9292,2.9576,27130.95129728,82068.87096121078
1647043200,2022-03-12 00:00:00,KAVA/USDT,3.0503,3.1357,3.0478,3.0644,26418.60915847,81980.909293995334
1646956800,2022-03-11 00:00:00,KAVA/USDT,3.1122,3.2101,3.023,3.0487,49687.4009129,154516.122727938042
1646870400,2022-03-10 00:00:00,KAVA/USDT,3.2214,3.3612,3.0192,3.1117,46206.65594124,144547.811176479404
1646784000,2022-03-09 00:00:00,KAVA/USDT,3.0417,3.332,3.0417,3.2288,52265.72451076,168930.044041107435
1646697600,2022-03-08 00:00:00,KAVA/USDT,3.0133,3.3208,2.9906,3.0442,74527.67664391,235196.832325157409
1646611200,2022-03-07 00:00:00,KAVA/USDT,3.126,3.224,2.9517,3.0122,74410.78810559,232227.055849479533
1646524800,2022-03-06 00:00:00,KAVA/USDT,3.2283,3.2689,3.0595,3.1273,39090.00244053,123450.049866016414
1646438400,2022-03-05 00:00:00,KAVA/USDT,3.1452,3.2352,3.0455,3.2308,19598.38370584,61714.889455619329
1646352000,2022-03-04 00:00:00,KAVA/USDT,3.378,3.4389,3.1221,3.1452,49314.22498408,163627.337541540336
1646265600,2022-03-03 00:00:00,KAVA/USDT,3.5071,3.6155,3.3297,3.3781,45394.01156515,157177.467935670433
1646179200,2022-03-02 00:00:00,KAVA/USDT,3.5331,3.6427,3.4375,3.517,39426.98826107,139722.654584659646
1646092800,2022-03-01 00:00:00,KAVA/USDT,3.4059,3.6344,3.405,3.5335,66511.48047048,234598.989019920821
1646006400,2022-02-28 00:00:00,KAVA/USDT,3.0076,3.4059,2.9589,3.4059,54651.383865,175729.185341758839
1645920000,2022-02-27 00:00:00,KAVA/USDT,3.1673,3.2912,2.9735,3.0137,37930.80834823,119116.786691440284
1645833600,2022-02-26 00:00:00,KAVA/USDT,3.1428,3.2444,3.0961,3.1664,21425.91047603,68076.299177365647
1645747200,2022-02-25 00:00:00,KAVA/USDT,3.0151,3.1783,2.9161,3.1428,29219.79071353,89011.189097117342
1645660800,2022-02-24 00:00:00,KAVA/USDT,2.9534,3.06,2.563,3.0114,93439.90150634,258404.906317280418
1645574400,2022-02-23 00:00:00,KAVA/USDT,3.0925,3.1779,2.9378,2.9441,51987.0269004,159445.525268014244
1645488000,2022-02-22 00:00:00,KAVA/USDT,2.9229,3.0951,2.871,3.0854,50920.3983546,151846.008251523731
1645401600,2022-02-21 00:00:00,KAVA/USDT,3.2051,3.3065,2.9008,2.9008,61442.06587802,191229.217836419168
1645315200,2022-02-20 00:00:00,KAVA/USDT,3.455,3.4672,3.15,3.1912,28985.2976933,95124.77147089388
1645228800,2022-02-19 00:00:00,KAVA/USDT,3.2542,3.4669,3.2331,3.455,68190.01108742,229784.941530422645
1645142400,2022-02-18 00:00:00,KAVA/USDT,3.354,3.6377,3.2257,3.266,59585.16657101,200588.562311878255
1645056000,2022-02-17 00:00:00,KAVA/USDT,3.6265,3.7652,3.3342,3.3577,85977.89083684,312011.926159583205
1644969600,2022-02-16 00:00:00,KAVA/USDT,3.4889,3.7429,3.4615,3.6228,156935.95241299,566691.586765293958
1644883200,2022-02-15 00:00:00,KAVA/USDT,3.3004,3.5,3.2843,3.4888,52466.1469035,179483.375493090678
1644796800,2022-02-14 00:00:00,KAVA/USDT,3.2533,3.3676,3.1607,3.3,30003.46262818,98019.894502379782
1644710400,2022-02-13 00:00:00,KAVA/USDT,3.3082,3.4073,3.1608,3.2436,55823.01772068,183335.021217595687
1644624000,2022-02-12 00:00:00,KAVA/USDT,3.3847,3.4585,3.2662,3.3194,43585.61933997,146108.061890186816
1644537600,2022-02-11 00:00:00,KAVA/USDT,3.6564,3.7447,3.2941,3.3848,35499.39043239,127136.656439574432
1644451200,2022-02-10 00:00:00,KAVA/USDT,3.8164,3.9197,3.5467,3.6673,59836.69100992,224650.208463704171
1644364800,2022-02-09 00:00:00,KAVA/USDT,3.7896,3.9034,3.6902,3.8021,55972.30653985,211662.322240964094
1644278400,2022-02-08 00:00:00,KAVA/USDT,3.8996,3.9695,3.6059,3.7876,41109.76244182,155127.724782525066
