https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KAVA,Volume USDT
1663459200,2022-09-18 00:00:00,KAVA/USDT,1.6041,1.605,1.5909,1.5965,53152.5921672,84867.841953966779
1663372800,2022-09-17 00:00:00,KAVA/USDT,1.5691,1.6197,1.5583,1.6036,1125187.91958706,1784657.073949589367
1663286400,2022-09-16 00:00:00,KAVA/USDT,1.5369,1.5804,1.5082,1.5704,1222904.08914486,1891729.301857301806
1663200000,2022-09-15 00:00:00,KAVA/USDT,1.5627,1.5958,1.5172,1.5315,1249681.79221477,1936571.575641416351
1663113600,2022-09-14 00:00:00,KAVA/USDT,1.5313,1.5843,1.5151,1.5636,1101886.33539403,1711742.578955699556
1663027200,2022-09-13 00:00:00,KAVA/USDT,1.7152,1.7152,1.5219,1.5311,1222810.92119031,1990182.129475946482
1662940800,2022-09-12 00:00:00,KAVA/USDT,1.7252,1.7765,1.6782,1.7152,1106618.06833266,1906997.650031057191
1662854400,2022-09-11 00:00:00,KAVA/USDT,1.7602,1.7996,1.6919,1.7267,1050981.72919595,1820421.314560509379
1662768000,2022-09-10 00:00:00,KAVA/USDT,1.756,1.7709,1.5686,1.7543,1038586.27423394,1803499.128589060879
1662681600,2022-09-09 00:00:00,KAVA/USDT,1.6533,1.7779,1.6464,1.7554,1049899.39348137,1801544.093512759353
1662595200,2022-09-08 00:00:00,KAVA/USDT,1.5847,1.6664,1.55,1.6521,1061372.20485386,1705673.610847752792
1662508800,2022-09-07 00:00:00,KAVA/USDT,1.5199,1.6039,1.5084,1.5846,1055214.83367028,1639144.916636336977
1662422400,2022-09-06 00:00:00,KAVA/USDT,1.6733,1.705,1.5183,1.5191,1091208.59402982,1785261.664767510764
1662336000,2022-09-05 00:00:00,KAVA/USDT,1.6943,1.7063,1.6489,1.6688,954282.68660715,1591934.596154866556
1662249600,2022-09-04 00:00:00,KAVA/USDT,1.6726,1.6994,1.6618,1.6943,1001751.97642802,1685682.934904510844
1662163200,2022-09-03 00:00:00,KAVA/USDT,1.7189,1.7196,1.6553,1.6726,1028002.19310545,1734946.809903106787
1662076800,2022-09-02 00:00:00,KAVA/USDT,1.7377,1.7941,1.7029,1.7174,1008260.95251291,1755957.963448576653
1661990400,2022-09-01 00:00:00,KAVA/USDT,1.7811,1.7823,1.6646,1.7359,997138.8076935,1714436.712440163909
1661904000,2022-08-31 00:00:00,KAVA/USDT,1.6934,1.8574,1.6902,1.7823,1021785.37591872,1819068.344369860685
1661817600,2022-08-30 00:00:00,KAVA/USDT,1.721,1.7637,1.6457,1.6872,998226.99549072,1710364.250652224906
1661731200,2022-08-29 00:00:00,KAVA/USDT,1.6207,1.7245,1.6039,1.721,1055869.40492507,1759575.704759595486
1661644800,2022-08-28 00:00:00,KAVA/USDT,1.6497,1.6922,1.6135,1.6204,1032825.40450747,1717577.664839237014
1661558400,2022-08-27 00:00:00,KAVA/USDT,1.6527,1.6743,1.6167,1.6508,1013738.69123618,1676776.118404646023
1661472000,2022-08-26 00:00:00,KAVA/USDT,1.838,1.8711,1.6339,1.6557,979780.37236002,1744915.986300254706
1661385600,2022-08-25 00:00:00,KAVA/USDT,1.8114,1.8922,1.81,1.838,960730.82459783,1773276.942600166636
1661299200,2022-08-24 00:00:00,KAVA/USDT,1.7956,1.8799,1.7518,1.8119,961872.54655675,1740198.037406838641
1661212800,2022-08-23 00:00:00,KAVA/USDT,1.7892,1.8445,1.7241,1.7957,963931.94476357,1722569.605995517677
1661126400,2022-08-22 00:00:00,KAVA/USDT,1.842,1.856,1.7323,1.7854,981292.69934551,1748094.882460183553
1661040000,2022-08-21 00:00:00,KAVA/USDT,1.8133,1.8729,1.7883,1.844,942643.70271821,1727254.882471988059
1660953600,2022-08-20 00:00:00,KAVA/USDT,1.8405,1.9005,1.7656,1.8118,951768.31470075,1763023.200319475002
1660867200,2022-08-19 00:00:00,KAVA/USDT,1.9782,2.114,1.8077,1.8381,959270.89434162,1804595.873831418008
1660780800,2022-08-18 00:00:00,KAVA/USDT,2.034,2.1483,1.976,1.9783,843048.04551733,1744790.963928134036
1660694400,2022-08-17 00:00:00,KAVA/USDT,2.1537,2.218,2.0145,2.0343,833515.65705792,1759894.107573185
1660608000,2022-08-16 00:00:00,KAVA/USDT,2.248,2.2557,2.0825,2.1534,771934.57874825,1673588.02481540855
1660521600,2022-08-15 00:00:00,KAVA/USDT,2.2368,2.3141,2.2057,2.2512,800143.47559652,1802616.23639583164
1660435200,2022-08-14 00:00:00,KAVA/USDT,2.2609,2.294,2.1675,2.2335,748689.614727,1686677.406002410873
1660348800,2022-08-13 00:00:00,KAVA/USDT,2.2821,2.3356,2.2555,2.2626,706414.21371524,1617614.192040462986
1660262400,2022-08-12 00:00:00,KAVA/USDT,2.2672,2.2861,2.2125,2.2861,1028627.87884797,2313077.441829598139
1660176000,2022-08-11 00:00:00,KAVA/USDT,2.3025,2.35,2.2563,2.2678,789134.27165581,1816500.509890323755
1660089600,2022-08-10 00:00:00,KAVA/USDT,2.2276,2.3136,2.1234,2.304,780470.28321752,1730146.770692206118
1660003200,2022-08-09 00:00:00,KAVA/USDT,2.1619,2.2933,2.1421,2.2267,947789.65233699,2108733.706254997507
1659916800,2022-08-08 00:00:00,KAVA/USDT,2.1265,2.2448,2.1246,2.1631,880054.83831015,1920013.74380331947
1659830400,2022-08-07 00:00:00,KAVA/USDT,2.162,2.1856,2.1111,2.127,801990.57834907,1713777.440437774371
1659744000,2022-08-06 00:00:00,KAVA/USDT,2.1738,2.2582,2.1495,2.1633,835386.07135254,1835091.772952924644
1659657600,2022-08-05 00:00:00,KAVA/USDT,2.1083,2.248,1.9315,2.1763,979160.67501947,2109031.232702396687
1659571200,2022-08-04 00:00:00,KAVA/USDT,2.037,2.1711,2.0336,2.1117,782751.06196988,1641933.36585169008
1659484800,2022-08-03 00:00:00,KAVA/USDT,2.025,2.1621,1.9186,2.0368,1316653.78228912,2667520.912527515339
1659398400,2022-08-02 00:00:00,KAVA/USDT,1.9725,2.1193,1.847,2.0261,1103675.827208,2223367.147826528919
1659312000,2022-08-01 00:00:00,KAVA/USDT,1.8956,2.1,1.8924,1.9726,952252.23527244,1868696.644627043422
1659225600,2022-07-31 00:00:00,KAVA/USDT,1.8994,2.0168,1.8559,1.8986,876524.87586758,1690393.104200107483
1659139200,2022-07-30 00:00:00,KAVA/USDT,1.8897,2.0356,1.8678,1.8991,769470.66752184,1499583.750803780708
1659052800,2022-07-29 00:00:00,KAVA/USDT,1.9358,1.9924,1.8462,1.8927,152208.43494168,292134.647554123846
1658966400,2022-07-28 00:00:00,KAVA/USDT,1.8908,2.0464,1.8385,1.9349,931154.58068321,1773493.248396678342
1658880000,2022-07-27 00:00:00,KAVA/USDT,1.7137,1.8928,1.6815,1.8902,849582.31111914,1492003.79001499345
1658793600,2022-07-26 00:00:00,KAVA/USDT,1.6721,1.7168,1.6386,1.7148,956319.38829158,1592958.898759454752
1658707200,2022-07-25 00:00:00,KAVA/USDT,1.7954,1.8041,1.67,1.6712,1017035.55527978,1765256.633672035059
1658620800,2022-07-24 00:00:00,KAVA/USDT,1.8058,1.8618,1.7866,1.7954,935893.84046691,1697125.453535351789
1658534400,2022-07-23 00:00:00,KAVA/USDT,1.7688,1.8232,1.7436,1.8056,951293.80349827,1701470.145306698825
1658448000,2022-07-22 00:00:00,KAVA/USDT,1.7979,1.8917,1.752,1.7687,749816.54204226,1361423.469724268893
1658361600,2022-07-21 00:00:00,KAVA/USDT,1.7967,1.8309,1.7116,1.7992,80415.57395314,142600.787409502666
1658275200,2022-07-20 00:00:00,KAVA/USDT,1.9532,1.996,1.7813,1.79,107211.56364279,204281.956263278713
1658188800,2022-07-19 00:00:00,KAVA/USDT,1.8496,2.025,1.8271,1.9528,123813.87074164,242321.743462743596
1658102400,2022-07-18 00:00:00,KAVA/USDT,1.7477,1.8882,1.7435,1.8522,94734.51158492,174434.273026932466
1658016000,2022-07-17 00:00:00,KAVA/USDT,1.7611,1.8015,1.7254,1.7452,35524.66137726,62849.235746992504
1657929600,2022-07-16 00:00:00,KAVA/USDT,1.7301,1.7754,1.6868,1.7591,36517.58490867,63309.852032124673
1657843200,2022-07-15 00:00:00,KAVA/USDT,1.7008,1.7832,1.6739,1.7293,35881.12335917,61826.231322439181
1657756800,2022-07-14 00:00:00,KAVA/USDT,1.6405,1.7341,1.5757,1.6995,53903.68784788,88665.544348405176
1657670400,2022-07-13 00:00:00,KAVA/USDT,1.6,1.6477,1.5033,1.6422,52708.94855803,83740.823182576366
1657584000,2022-07-12 00:00:00,KAVA/USDT,1.675,1.7161,1.6,1.6,24507.43143888,41155.442188341603
1657497600,2022-07-11 00:00:00,KAVA/USDT,1.7874,1.7964,1.6731,1.677,28082.11471106,49062.588679502708
1657411200,2022-07-10 00:00:00,KAVA/USDT,1.8963,1.9013,1.78,1.7966,16310.53358703,29781.819798704572
1657324800,2022-07-09 00:00:00,KAVA/USDT,1.8329,1.9776,1.8329,1.9033,89666.24834389,174332.275548545996
1657238400,2022-07-08 00:00:00,KAVA/USDT,1.8794,1.9217,1.7991,1.828,106806.0177214,198240.363475935893
1657152000,2022-07-07 00:00:00,KAVA/USDT,1.8266,1.8998,1.7962,1.8769,69240.96087258,128510.278250393009
1657065600,2022-07-06 00:00:00,KAVA/USDT,1.8069,1.882,1.759,1.8242,86805.65369811,157912.331795402903
1656979200,2022-07-05 00:00:00,KAVA/USDT,1.8004,1.8692,1.7159,1.8043,75051.48004968,134649.181267705279
1656892800,2022-07-04 00:00:00,KAVA/USDT,1.7467,1.8093,1.6864,1.8009,69025.56422855,119554.297130729909
1656806400,2022-07-03 00:00:00,KAVA/USDT,1.7972,1.808,1.6097,1.7464,121066.88603252,212323.425389062936
1656720000,2022-07-02 00:00:00,KAVA/USDT,1.7955,1.827,1.7305,1.7965,85168.66752281,151202.699982124115
1656633600,2022-07-01 00:00:00,KAVA/USDT,1.7691,1.9515,1.7159,1.7899,118492.11583069,211969.625899813837
1656547200,2022-06-30 00:00:00,KAVA/USDT,1.889,1.8928,1.6481,1.7714,93461.91177238,161767.495131290728
1656460800,2022-06-29 00:00:00,KAVA/USDT,1.9863,2.0082,1.8348,1.888,143092.6897606,272824.07644717846
1656374400,2022-06-28 00:00:00,KAVA/USDT,1.9196,2.1194,1.9196,1.9903,260921.45678439,531874.967342548994
1656288000,2022-06-27 00:00:00,KAVA/USDT,1.8229,2.0825,1.816,1.9196,189369.15562927,368346.307401869326
1656201600,2022-06-26 00:00:00,KAVA/USDT,1.8181,2.0495,1.8063,1.8282,219701.26044235,432010.19065597793
1656115200,2022-06-25 00:00:00,KAVA/USDT,1.8348,1.884,1.741,1.8179,81908.27092608,148503.627304069669
1656028800,2022-06-24 00:00:00,KAVA/USDT,1.773,1.8824,1.7674,1.8331,141698.97316362,258020.53311716956
1655942400,2022-06-23 00:00:00,KAVA/USDT,1.6075,1.8604,1.6073,1.7716,162867.23693898,287898.975240901571
1655856000,2022-06-22 00:00:00,KAVA/USDT,1.7097,1.7332,1.5949,1.6073,114983.74880335,188951.511697616111
1655769600,2022-06-21 00:00:00,KAVA/USDT,1.6631,1.7875,1.6522,1.7132,101842.62067121,174257.930401994262
1655683200,2022-06-20 00:00:00,KAVA/USDT,1.592,1.6896,1.517,1.664,84083.88041712,136863.191777845588
1655596800,2022-06-19 00:00:00,KAVA/USDT,1.5177,1.6246,1.4356,1.5935,58719.87726245,90450.153044280946
1655510400,2022-06-18 00:00:00,KAVA/USDT,1.6552,1.6825,1.4009,1.519,60789.4195854,93842.306389643683
1655424000,2022-06-17 00:00:00,KAVA/USDT,1.5985,1.7054,1.5796,1.6605,109316.16134937,181564.572764596799
1655337600,2022-06-16 00:00:00,KAVA/USDT,1.8357,1.8466,1.5696,1.6,244738.02585359,433485.623151633406
1655251200,2022-06-15 00:00:00,KAVA/USDT,1.6893,1.8403,1.4819,1.8391,1020449.76961038,1659954.61738271035
1655164800,2022-06-14 00:00:00,KAVA/USDT,1.7393,1.7605,1.5678,1.6883,1006139.6495919,1683196.973644644703
1655078400,2022-06-13 00:00:00,KAVA/USDT,1.8882,1.9048,1.5615,1.746,1082586.60549973,1837440.295567401765
1654992000,2022-06-12 00:00:00,KAVA/USDT,2.1193,2.1343,1.8846,1.8874,840951.79041198,1676080.290949039094
1654905600,2022-06-11 00:00:00,KAVA/USDT,2.3603,2.4307,2.0826,2.1189,784954.71440583,1772299.490451377805
1654819200,2022-06-10 00:00:00,KAVA/USDT,2.5309,2.6245,2.3363,2.3621,720707.25193463,1779851.474097577699
1654732800,2022-06-09 00:00:00,KAVA/USDT,2.5957,2.728,2.5113,2.532,678092.43908911,1755397.409695902594
1654646400,2022-06-08 00:00:00,KAVA/USDT,2.6275,2.7176,2.558,2.5901,695102.39569227,1820890.448726435798
1654560000,2022-06-07 00:00:00,KAVA/USDT,2.6245,2.6774,2.4262,2.6315,769454.29438831,1964155.4395040175
1654473600,2022-06-06 00:00:00,KAVA/USDT,2.5626,2.7541,2.552,2.6249,717471.98334745,1905354.654544563125
1654387200,2022-06-05 00:00:00,KAVA/USDT,2.5395,2.6221,2.4677,2.5624,716927.48544508,1817866.59418595738
1654300800,2022-06-04 00:00:00,KAVA/USDT,2.4718,2.5827,2.3976,2.5364,710855.22924759,1768532.283330819948
1654214400,2022-06-03 00:00:00,KAVA/USDT,2.6289,2.6289,2.4187,2.4716,712948.74420386,1785055.012562567313
1654128000,2022-06-02 00:00:00,KAVA/USDT,2.6105,2.7371,2.56,2.6286,703515.06547509,1863177.130725178067
1654041600,2022-06-01 00:00:00,KAVA/USDT,2.9135,2.9138,2.5579,2.6126,714932.43759634,1944248.898157224567
1653955200,2022-05-31 00:00:00,KAVA/USDT,2.6935,3.2204,2.6358,2.9218,779562.86956046,2252837.120337506778
1653868800,2022-05-30 00:00:00,KAVA/USDT,2.3715,2.718,2.3363,2.6975,779153.47404317,1986318.978016821037
1653782400,2022-05-29 00:00:00,KAVA/USDT,2.3708,2.3935,2.279,2.3712,749296.15530104,1754078.770170690582
