https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AURORA,Volume USDT
1659312000,2022-08-01 00:00:00,AURORA/USDT,1.7205,1.723,1.6169,1.6594,12842.7051,21363.91684416
1659225600,2022-07-31 00:00:00,AURORA/USDT,1.7032,1.7797,1.6594,1.7092,7057.0209,12065.07061652
1659139200,2022-07-30 00:00:00,AURORA/USDT,1.7205,1.781,1.693,1.7032,7632.5525,13243.13344784
1659052800,2022-07-29 00:00:00,AURORA/USDT,1.7365,1.781,1.6736,1.7238,11693.4015,20014.11639101
1658966400,2022-07-28 00:00:00,AURORA/USDT,1.6784,1.781,1.5428,1.7365,24603.1247,41766.97154475
1658880000,2022-07-27 00:00:00,AURORA/USDT,1.5009,1.7324,1.5009,1.6784,16206.5459,25678.59171171
1658793600,2022-07-26 00:00:00,AURORA/USDT,1.5362,1.5588,1.453,1.4981,7482.2413,11268.35654474
1658707200,2022-07-25 00:00:00,AURORA/USDT,1.7066,1.7066,1.5191,1.5335,12818.4375,20409.15668707
1658620800,2022-07-24 00:00:00,AURORA/USDT,1.6562,1.7786,1.6136,1.7066,11672.8768,19970.81541386
1658534400,2022-07-23 00:00:00,AURORA/USDT,1.72,1.929,1.5953,1.6689,13945.0966,23424.29312461
1658448000,2022-07-22 00:00:00,AURORA/USDT,1.7448,1.9499,1.7022,1.7318,8593.5654,15703.48232402
1658361600,2022-07-21 00:00:00,AURORA/USDT,1.7,1.7945,1.636,1.7607,21178.4237,36069.85461979
1658275200,2022-07-20 00:00:00,AURORA/USDT,1.9538,2.25,1.7,1.7,42560.5937,81836.37032248
1658188800,2022-07-19 00:00:00,AURORA/USDT,1.6636,2.1,1.6556,1.9538,44848.6108,82476.43947639
1658102400,2022-07-18 00:00:00,AURORA/USDT,1.5344,1.7925,1.5222,1.6657,13609.7121,22409.69966641
1658016000,2022-07-17 00:00:00,AURORA/USDT,1.5818,1.6403,1.5233,1.5364,5604.2996,8898.96843946
1657929600,2022-07-16 00:00:00,AURORA/USDT,1.5322,1.5907,1.434,1.5818,4590.9511,6925.32453159
1657843200,2022-07-15 00:00:00,AURORA/USDT,1.5133,1.5648,1.47,1.5324,6644.5362,10046.3730317
1657756800,2022-07-14 00:00:00,AURORA/USDT,1.4119,1.73,1.3736,1.5228,23073.8868,35567.43422079
1657670400,2022-07-13 00:00:00,AURORA/USDT,1.3462,1.4323,1.3053,1.4129,7045.6055,9597.40612563
1657584000,2022-07-12 00:00:00,AURORA/USDT,1.3859,1.3957,1.3317,1.3458,6046.3974,8272.13673609
1657497600,2022-07-11 00:00:00,AURORA/USDT,1.4403,1.479,1.3192,1.3862,6996.6335,10029.73614231
1657411200,2022-07-10 00:00:00,AURORA/USDT,1.5257,1.5533,1.4279,1.4402,10817.1603,15839.52163377
1657324800,2022-07-09 00:00:00,AURORA/USDT,1.5816,1.6555,1.5228,1.5346,12602.9604,20170.32811769
1657238400,2022-07-08 00:00:00,AURORA/USDT,1.5891,1.6891,1.5,1.5714,26250.8711,41539.14309321
1657152000,2022-07-07 00:00:00,AURORA/USDT,1.4832,1.7088,1.4328,1.5898,20603.49612886,32292.170239335788
1657065600,2022-07-06 00:00:00,AURORA/USDT,1.4094,1.4938,1.3565,1.4825,6270.69449105,8842.379305726549
1656979200,2022-07-05 00:00:00,AURORA/USDT,1.5239,1.6751,1.3164,1.4119,42750.35993374,61922.336548211933
1656892800,2022-07-04 00:00:00,AURORA/USDT,1.3175,1.8711,1.267,1.5136,95714.43763088,136021.608508906334
1656806400,2022-07-03 00:00:00,AURORA/USDT,1.2999,1.347,1.265,1.3175,37065.82702416,48411.436225689351
1656720000,2022-07-02 00:00:00,AURORA/USDT,1.2765,1.323,1.2612,1.2999,32957.75964191,42536.252772829637
1656633600,2022-07-01 00:00:00,AURORA/USDT,1.2588,1.3589,1.2488,1.2771,15385.01699551,20206.231514296751
1656547200,2022-06-30 00:00:00,AURORA/USDT,1.306,1.4528,1.2299,1.2594,10891.11879757,14110.373001910038
1656460800,2022-06-29 00:00:00,AURORA/USDT,1.3308,1.3667,1.29,1.3061,4435.5844529,5858.305402725551
1656374400,2022-06-28 00:00:00,AURORA/USDT,1.393,1.5323,1.295,1.3323,12968.83677202,18245.094541627115
1656288000,2022-06-27 00:00:00,AURORA/USDT,1.4903,1.6243,1.3816,1.3929,8104.26959416,12085.134377503977
1656201600,2022-06-26 00:00:00,AURORA/USDT,1.5822,1.6342,1.4903,1.4903,9094.34550522,14308.806373361121
1656115200,2022-06-25 00:00:00,AURORA/USDT,1.639,1.743,1.4838,1.5819,7958.41157018,12889.7965106295
1656028800,2022-06-24 00:00:00,AURORA/USDT,1.4933,1.7498,1.427,1.639,25667.89326448,38632.059198328791
1655942400,2022-06-23 00:00:00,AURORA/USDT,1.4667,1.5304,1.3838,1.4934,18771.91781185,27169.882358947051
1655856000,2022-06-22 00:00:00,AURORA/USDT,1.4926,1.5186,1.3426,1.4505,15221.65538577,21475.909012485026
1655769600,2022-06-21 00:00:00,AURORA/USDT,1.4983,1.6181,1.4187,1.4916,33736.02747596,50288.729095363855
1655683200,2022-06-20 00:00:00,AURORA/USDT,1.3205,1.7499,1.285,1.4978,60701.48407707,91888.066009838585
1655596800,2022-06-19 00:00:00,AURORA/USDT,1.2504,1.709,1.1362,1.3199,48098.83118677,60648.486473771671
1655510400,2022-06-18 00:00:00,AURORA/USDT,1.3604,1.5643,1.1479,1.2493,36468.34447647,44917.215315446744
1655424000,2022-06-17 00:00:00,AURORA/USDT,1.2759,1.74,1.2613,1.3603,21419.91956167,30554.954945759967
1655337600,2022-06-16 00:00:00,AURORA/USDT,1.5178,1.5178,1.2699,1.2847,12560.27039177,17079.456945598393
1655251200,2022-06-15 00:00:00,AURORA/USDT,1.433,1.5861,1.2011,1.5074,32860.71881499,44189.47113477695
1655164800,2022-06-14 00:00:00,AURORA/USDT,1.4215,1.6456,1.3448,1.4266,27149.64632808,39539.549472455996
1655078400,2022-06-13 00:00:00,AURORA/USDT,1.6439,1.6462,1.4031,1.4064,13731.26835753,20517.315741776855
1654992000,2022-06-12 00:00:00,AURORA/USDT,1.9308,1.9426,1.6306,1.6433,23444.84716751,41636.377609755978
1654905600,2022-06-11 00:00:00,AURORA/USDT,2.0735,2.153,1.9,1.9316,14827.53222004,29995.181274891017
1654819200,2022-06-10 00:00:00,AURORA/USDT,2.155,2.2692,2.069,2.0731,22789.30679206,49207.804608074419
1654732800,2022-06-09 00:00:00,AURORA/USDT,2.1491,2.2599,2.1041,2.1541,45597.48929725,99114.916799529193
1654646400,2022-06-08 00:00:00,AURORA/USDT,2.2244,2.2588,2.1028,2.15,54230.76961535,117546.789671963122
1654560000,2022-06-07 00:00:00,AURORA/USDT,2.3493,2.3493,2.1617,2.2244,52301.07996867,116235.186588172987
1654473600,2022-06-06 00:00:00,AURORA/USDT,2.508,2.6752,2.2689,2.3492,50606.82110756,124574.479488636017
1654387200,2022-06-05 00:00:00,AURORA/USDT,2.6255,2.6748,2.5,2.5085,46129.76140331,118503.61310542361
1654300800,2022-06-04 00:00:00,AURORA/USDT,2.6802,2.7789,2.5466,2.6248,18625.83257859,49156.394160739021
1654214400,2022-06-03 00:00:00,AURORA/USDT,2.8333,2.9322,2.6067,2.6781,16592.52096509,46046.291076713661
1654128000,2022-06-02 00:00:00,AURORA/USDT,3,3.2924,2.7441,2.8332,16546.16432422,47788.847784840049
1654041600,2022-06-01 00:00:00,AURORA/USDT,3.2281,3.5164,2.945,3.0244,12174.84003841,39192.515969333891
1653955200,2022-05-31 00:00:00,AURORA/USDT,3.2506,4.0527,3.175,3.2558,27780.61744163,95094.910137496888
1653868800,2022-05-30 00:00:00,AURORA/USDT,3.021,3.44,2.9736,3.2321,14699.25846015,46720.733694731981
1653782400,2022-05-29 00:00:00,AURORA/USDT,2.8652,3.097,2.789,3.0161,10855.24657356,32015.162883717335
1653696000,2022-05-28 00:00:00,AURORA/USDT,2.8747,3.1439,2.8114,2.8885,27625.8248901,80856.974926701549
1653609600,2022-05-27 00:00:00,AURORA/USDT,3.1461,3.1517,2.7724,2.875,19259.44332167,56996.398868226183
1653523200,2022-05-26 00:00:00,AURORA/USDT,3.3069,3.61,3.05,3.1691,16701.53498991,53473.517725072167
1653436800,2022-05-25 00:00:00,AURORA/USDT,3.4162,3.633,3.2171,3.319,10448.1406351,35311.327301742703
1653350400,2022-05-24 00:00:00,AURORA/USDT,3.4712,3.575,3.02,3.4229,20801.50403122,68266.898718769681
1653264000,2022-05-23 00:00:00,AURORA/USDT,3.8675,4.1499,3.4712,3.4734,15013.19799098,57025.389375799482
1653177600,2022-05-22 00:00:00,AURORA/USDT,3.7827,3.9417,3.705,3.8675,4951.44224788,18940.478255270589
1653091200,2022-05-21 00:00:00,AURORA/USDT,3.5663,4.1007,3.4271,3.8133,23341.36168977,83701.030082470109
1653004800,2022-05-20 00:00:00,AURORA/USDT,4.6837,4.7001,3.4647,3.5412,31145.03521832,119033.79277968224
1652918400,2022-05-19 00:00:00,AURORA/USDT,4.7252,4.7847,4.1272,4.6544,6262.62001432,27848.816166087854
1652832000,2022-05-18 00:00:00,AURORA/USDT,4.7119,5.416,3.8948,4.7001,44821.31527224,203849.342445422904
1652745600,2022-05-17 00:00:00,AURORA/USDT,3.5827,5.1493,3.4213,4.7333,47370.35636867,185938.141680718293
1652659200,2022-05-16 00:00:00,AURORA/USDT,3.8144,3.993,3.355,3.5914,6369.88829021,22385.21663739127
1652572800,2022-05-15 00:00:00,AURORA/USDT,3.7554,4.226,3.4323,3.7922,8005.74519206,29431.975371770817
1652486400,2022-05-14 00:00:00,AURORA/USDT,3.6918,3.9517,3.2768,3.7496,7480.41715289,26610.004197905466
1652400000,2022-05-13 00:00:00,AURORA/USDT,3.5412,4.3674,3.5321,3.6417,8112.508491,32482.378921584873
1652313600,2022-05-12 00:00:00,AURORA/USDT,3.939,5.5674,3.1,3.5716,20373.04673332,83673.193271174199
1652227200,2022-05-11 00:00:00,AURORA/USDT,5.6375,5.8405,3.8933,3.8992,10534.73999426,51929.476845290108
1652140800,2022-05-10 00:00:00,AURORA/USDT,5.9702,6.48,5.5216,5.6224,4886.88966167,29524.497192864617
1652054400,2022-05-09 00:00:00,AURORA/USDT,7.15,7.391,5.939,5.9741,4846.03140395,31810.349111031432
1651968000,2022-05-08 00:00:00,AURORA/USDT,6.9333,7.3425,6.7263,7.1521,2674.22737722,18597.157256292691
1651881600,2022-05-07 00:00:00,AURORA/USDT,7.1265,7.1697,6.871,6.9315,15546.5299703,109549.877232711534
1651795200,2022-05-06 00:00:00,AURORA/USDT,7.314,7.5829,6.9464,7.1269,15225.46566927,109867.096009924445
1651708800,2022-05-05 00:00:00,AURORA/USDT,7.9495,8.88,7.0109,7.2648,19291.66323765,151071.913298192517
1651622400,2022-05-04 00:00:00,AURORA/USDT,7.0903,8.2829,7.0903,7.9848,31335.15437369,237868.416699962181
1651536000,2022-05-03 00:00:00,AURORA/USDT,7.2032,7.439,6.5968,7.0885,23609.04155532,168755.471314479615
1651449600,2022-05-02 00:00:00,AURORA/USDT,7.4336,7.8298,7.03,7.2057,35165.15140848,260158.45621900946
1651363200,2022-05-01 00:00:00,AURORA/USDT,7.1638,7.7471,6.63,7.4337,36919.86624614,270086.063235082485
1651276800,2022-04-30 00:00:00,AURORA/USDT,7.8875,8.4,6.5,7.1491,31023.51266847,240749.982881821162
1651190400,2022-04-29 00:00:00,AURORA/USDT,8.8087,8.8855,7.4508,7.8581,43504.21554896,360857.525075981819
1651104000,2022-04-28 00:00:00,AURORA/USDT,8.2114,9.3127,8.0317,8.8088,47409.93210722,396279.928415888441
1651017600,2022-04-27 00:00:00,AURORA/USDT,8.3683,8.6,8.0718,8.2128,24642.10540262,203352.726398681887
1650931200,2022-04-26 00:00:00,AURORA/USDT,9.3899,10.2717,8.055,8.3997,33411.72395086,318778.141265371073
1650844800,2022-04-25 00:00:00,AURORA/USDT,5,10.3241,5,9.3899,118374.96661626,1090094.003930865816
