https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DENT,Volume BTC
1663462800,2022-09-18 01:00:00,DENT/BTC,0.0000000481,0.0000000481,0.0000000481,0.0000000481,120,0.000005772
1663459200,2022-09-18 00:00:00,DENT/BTC,0.000000048,0.000000048,0.000000048,0.000000048,360,0.00001728
1663455600,2022-09-17 23:00:00,DENT/BTC,0.0000000481,0.0000000485,0.000000048,0.000000048,5902.4793,0.00028472520004
1663452000,2022-09-17 22:00:00,DENT/BTC,0.000000048,0.0000000484,0.000000048,0.000000048,631915.3406,0.03057693823115
1663448400,2022-09-17 21:00:00,DENT/BTC,0.000000048,0.0000000483,0.000000048,0.000000048,9831.7091,0.00047387701317
1663444800,2022-09-17 20:00:00,DENT/BTC,0.000000048,0.0000000484,0.000000048,0.000000048,42726.5846,0.00206309462507
1663441200,2022-09-17 19:00:00,DENT/BTC,0.0000000479,0.0000000483,0.0000000479,0.000000048,4723.948,0.00022710656474
1663437600,2022-09-17 18:00:00,DENT/BTC,0.0000000482,0.0000000483,0.0000000479,0.0000000479,271108.1082,0.01306355092284
1663434000,2022-09-17 17:00:00,DENT/BTC,0.0000000478,0.0000000482,0.0000000477,0.0000000477,43806.0585,0.002101701064
1663430400,2022-09-17 16:00:00,DENT/BTC,0.000000048,0.0000000483,0.0000000478,0.0000000478,55744.9895,0.0026811425172
1663426800,2022-09-17 15:00:00,DENT/BTC,0.0000000479,0.0000000483,0.0000000479,0.000000048,8850.3594,0.0004263232875
1663423200,2022-09-17 14:00:00,DENT/BTC,0.0000000479,0.0000000482,0.0000000478,0.0000000479,16269.2973,0.00078164486936
1663419600,2022-09-17 13:00:00,DENT/BTC,0.0000000479,0.0000000482,0.0000000476,0.0000000479,4677.419,0.00022464948585
1663416000,2022-09-17 12:00:00,DENT/BTC,0.0000000476,0.000000048,0.0000000475,0.0000000475,20379.1069,0.00097528809369
1663412400,2022-09-17 11:00:00,DENT/BTC,0.0000000479,0.0000000481,0.0000000476,0.0000000476,133138.3048,0.00639898093881
1663408800,2022-09-17 10:00:00,DENT/BTC,0.0000000478,0.0000000479,0.0000000475,0.0000000475,3635.6502,0.00017358289683
1663405200,2022-09-17 09:00:00,DENT/BTC,0.000000048,0.0000000481,0.0000000478,0.0000000478,7235.2461,0.00034711487555
1663401600,2022-09-17 08:00:00,DENT/BTC,0.0000000477,0.0000000481,0.0000000476,0.0000000478,622476.487,0.02978157542982
1663398000,2022-09-17 07:00:00,DENT/BTC,0.0000000477,0.0000000479,0.0000000476,0.0000000477,252423.7383,0.0120772433027
1663394400,2022-09-17 06:00:00,DENT/BTC,0.0000000476,0.0000000481,0.0000000475,0.0000000477,20075.6565,0.00095968697975
1663390800,2022-09-17 05:00:00,DENT/BTC,0.0000000478,0.000000048,0.0000000475,0.0000000476,120468.8623,0.00574657825855
1663387200,2022-09-17 04:00:00,DENT/BTC,0.0000000477,0.000000048,0.0000000475,0.0000000475,277340.916,0.01330986707766
1663383600,2022-09-17 03:00:00,DENT/BTC,0.0000000475,0.0000000479,0.0000000475,0.0000000476,3715.2793,0.00017700097562
1663380000,2022-09-17 02:00:00,DENT/BTC,0.0000000473,0.0000000479,0.0000000473,0.0000000475,15911.2382,0.00075865878851
1663376400,2022-09-17 01:00:00,DENT/BTC,0.0000000474,0.0000000476,0.0000000472,0.0000000474,25342.4897,0.00119977168425
1663372800,2022-09-17 00:00:00,DENT/BTC,0.0000000476,0.000000048,0.0000000473,0.0000000473,10993.7369,0.00052567546773
1663369200,2022-09-16 23:00:00,DENT/BTC,0.0000000476,0.0000000479,0.0000000475,0.0000000475,102581.3118,0.00491187833055
1663365600,2022-09-16 22:00:00,DENT/BTC,0.0000000474,0.0000000478,0.0000000474,0.0000000475,10576.1835,0.00050419225614
1663362000,2022-09-16 21:00:00,DENT/BTC,0.0000000475,0.0000000479,0.0000000474,0.0000000474,3160.171,0.00015047239824
1663358400,2022-09-16 20:00:00,DENT/BTC,0.0000000474,0.0000000479,0.0000000474,0.0000000475,90297.9217,0.00431243291795
1663354800,2022-09-16 19:00:00,DENT/BTC,0.0000000473,0.0000000477,0.0000000473,0.0000000474,3249.9572,0.00015439201783
1663351200,2022-09-16 18:00:00,DENT/BTC,0.0000000477,0.0000000479,0.0000000474,0.0000000474,3945.3763,0.00018784270943
1663347600,2022-09-16 17:00:00,DENT/BTC,0.0000000473,0.0000000479,0.0000000472,0.0000000473,144330.5531,0.00686662379754
1663344000,2022-09-16 16:00:00,DENT/BTC,0.0000000476,0.0000000477,0.0000000473,0.0000000473,30804.0472,0.00146164497061
1663340400,2022-09-16 15:00:00,DENT/BTC,0.0000000476,0.000000048,0.0000000475,0.0000000476,7262.8824,0.00034654098005
1663336800,2022-09-16 14:00:00,DENT/BTC,0.0000000473,0.000000048,0.0000000473,0.0000000476,1695674.4313,0.08119975858144
1663333200,2022-09-16 13:00:00,DENT/BTC,0.0000000473,0.0000000477,0.0000000471,0.0000000471,2120.034,0.00010041760782
1663329600,2022-09-16 12:00:00,DENT/BTC,0.0000000475,0.0000000476,0.0000000472,0.0000000474,32912.9328,0.00156589785665
1663326000,2022-09-16 11:00:00,DENT/BTC,0.0000000472,0.0000000476,0.0000000472,0.0000000473,29336.8957,0.00138575968109
