https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WNXM,Volume BTC
1663452000,2022-09-17 22:00:00,WNXM/BTC,0.0007947,0.0008017,0.0007945,0.0007945,0.4034,0.0003229694
1663448400,2022-09-17 21:00:00,WNXM/BTC,0.0007995,0.0007995,0.0007995,0.0007995,0.0122,0.0000097539
1663444800,2022-09-17 20:00:00,WNXM/BTC,0.0007945,0.0007994,0.0007945,0.0007994,0.3324,0.00026558732
1663441200,2022-09-17 19:00:00,WNXM/BTC,0.0007945,0.0007945,0.0007899,0.0007899,1.9828,0.00156628134
1663437600,2022-09-17 18:00:00,WNXM/BTC,0.0007988,0.0007988,0.0007988,0.0007988,0,0
1663434000,2022-09-17 17:00:00,WNXM/BTC,0.0007988,0.0007988,0.0007988,0.0007988,0.0138,0.00001102344
1663430400,2022-09-17 16:00:00,WNXM/BTC,0.0007947,0.0007947,0.0007945,0.0007945,0.026,0.00002065944
1663426800,2022-09-17 15:00:00,WNXM/BTC,0.0007988,0.0008031,0.0007988,0.0008031,0.0556,0.00004446972
1663423200,2022-09-17 14:00:00,WNXM/BTC,0.000797,0.000797,0.000797,0.000797,0,0
1663419600,2022-09-17 13:00:00,WNXM/BTC,0.000797,0.000797,0.000797,0.000797,0,0
1663416000,2022-09-17 12:00:00,WNXM/BTC,0.000797,0.000797,0.000797,0.000797,0.0001,0.0000000797
1663412400,2022-09-17 11:00:00,WNXM/BTC,0.0007895,0.000797,0.0007895,0.000797,45.7283,0.03631308027
1663408800,2022-09-17 10:00:00,WNXM/BTC,0.0007859,0.0007859,0.0007838,0.0007838,0.0355,0.00002785388
1663405200,2022-09-17 09:00:00,WNXM/BTC,0.0007851,0.0007851,0.0007851,0.0007851,0.0122,0.00000957822
1663401600,2022-09-17 08:00:00,WNXM/BTC,0.0007816,0.0007816,0.0007784,0.0007784,0.3703,0.00028828625
1663398000,2022-09-17 07:00:00,WNXM/BTC,0.0007859,0.0007859,0.0007859,0.0007859,0.0138,0.00001084542
1663394400,2022-09-17 06:00:00,WNXM/BTC,0.0007803,0.0007803,0.0007803,0.0007803,0,0
1663390800,2022-09-17 05:00:00,WNXM/BTC,0.0007803,0.0007803,0.0007803,0.0007803,0.0119,0.00000928557
1663387200,2022-09-17 04:00:00,WNXM/BTC,0.0007803,0.0007895,0.0007803,0.0007816,0.308,0.00024270401
1663383600,2022-09-17 03:00:00,WNXM/BTC,0.0007748,0.0007748,0.0007748,0.0007748,0,0
1663380000,2022-09-17 02:00:00,WNXM/BTC,0.0007748,0.0007748,0.0007748,0.0007748,0,0
1663376400,2022-09-17 01:00:00,WNXM/BTC,0.0007771,0.0007771,0.0007748,0.0007748,15.2221,0.01179413509
1663372800,2022-09-17 00:00:00,WNXM/BTC,0.0007816,0.0007846,0.0007773,0.0007773,2.0926,0.00163307438
1663369200,2022-09-16 23:00:00,WNXM/BTC,0.0007816,0.0007816,0.0007816,0.0007816,0.0124,0.00000969184
1663365600,2022-09-16 22:00:00,WNXM/BTC,0.0007824,0.0007824,0.0007824,0.0007824,0,0
1663362000,2022-09-16 21:00:00,WNXM/BTC,0.0007824,0.0007824,0.0007824,0.0007824,0,0
1663358400,2022-09-16 20:00:00,WNXM/BTC,0.0007824,0.0007824,0.0007824,0.0007824,0.8534,0.00066770016
1663354800,2022-09-16 19:00:00,WNXM/BTC,0.0007824,0.0007896,0.0007816,0.0007896,12.6821,0.01000441632
1663351200,2022-09-16 18:00:00,WNXM/BTC,0.0007859,0.0007859,0.0007859,0.0007859,0,0
1663347600,2022-09-16 17:00:00,WNXM/BTC,0.0007859,0.0007859,0.0007859,0.0007859,0.0138,0.00001084542
1663344000,2022-09-16 16:00:00,WNXM/BTC,0.0007872,0.0007891,0.0007816,0.0007816,0.5437,0.00042883301
1663340400,2022-09-16 15:00:00,WNXM/BTC,0.0007851,0.0007859,0.0007851,0.0007859,0.0283,0.00002223847
1663336800,2022-09-16 14:00:00,WNXM/BTC,0.0007781,0.0007781,0.0007781,0.0007781,0,0
1663333200,2022-09-16 13:00:00,WNXM/BTC,0.0007781,0.0007781,0.0007781,0.0007781,0.6642,0.00051681402
1663329600,2022-09-16 12:00:00,WNXM/BTC,0.0007851,0.0007851,0.0007851,0.0007851,0,0
1663326000,2022-09-16 11:00:00,WNXM/BTC,0.0007851,0.0007851,0.0007851,0.0007851,0,0
1663322400,2022-09-16 10:00:00,WNXM/BTC,0.0007851,0.0007851,0.0007851,0.0007851,0.0107,0.00000840057
1663318800,2022-09-16 09:00:00,WNXM/BTC,0.0007803,0.0007844,0.0007786,0.0007844,0.1211,0.000094605
