https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VISION,Volume USDT
1663459200,2022-09-18 00:00:00,VISION/USDT,0.0046,0.00466,0.00459,0.0046,146110.1835,680.469980447
1663372800,2022-09-17 00:00:00,VISION/USDT,0.00438,0.00503,0.0043,0.0046,5236439.2624,24427.178223262
1663286400,2022-09-16 00:00:00,VISION/USDT,0.00453,0.00467,0.0041,0.00442,3295920.5597,14325.353400036
1663200000,2022-09-15 00:00:00,VISION/USDT,0.00496,0.00501,0.0045,0.00453,4066951.2207,19059.85746478
1663113600,2022-09-14 00:00:00,VISION/USDT,0.00486,0.0053,0.00476,0.00496,3293354.0253,16480.157742421
1663027200,2022-09-13 00:00:00,VISION/USDT,0.00501,0.00514,0.00476,0.00487,3992734.9784,19629.658703636
1662940800,2022-09-12 00:00:00,VISION/USDT,0.00536,0.00593,0.0048,0.005,5863725.472,31107.719745378
1662854400,2022-09-11 00:00:00,VISION/USDT,0.00523,0.00637,0.00518,0.00533,13103807.4541,73836.061459754
1662768000,2022-09-10 00:00:00,VISION/USDT,0.00619,0.0073,0.00476,0.00523,29267521.648,177996.906261196
1662681600,2022-09-09 00:00:00,VISION/USDT,0.0048,0.00738,0.0048,0.00619,74823890.4979,451183.640425367
1662595200,2022-09-08 00:00:00,VISION/USDT,0.00489,0.00525,0.00463,0.0048,6368059.8113,31517.227422037
1662508800,2022-09-07 00:00:00,VISION/USDT,0.00447,0.00541,0.00426,0.00491,15299788.5305,73558.238507422
1662422400,2022-09-06 00:00:00,VISION/USDT,0.00515,0.00515,0.00425,0.00447,11506715.8078,53130.434659328
1662336000,2022-09-05 00:00:00,VISION/USDT,0.00443,0.00544,0.00436,0.00515,23976780.8588,119571.216621034
1662249600,2022-09-04 00:00:00,VISION/USDT,0.00435,0.00455,0.00425,0.00443,4435811.7713,19376.609417049
1662163200,2022-09-03 00:00:00,VISION/USDT,0.00457,0.00465,0.00426,0.00435,3068824.6403,13547.862077933
1662076800,2022-09-02 00:00:00,VISION/USDT,0.0045,0.0047,0.0043,0.00454,5314151.6409,23888.898042875
1661990400,2022-09-01 00:00:00,VISION/USDT,0.00446,0.00465,0.00425,0.0045,5192078.4674,23160.601324288
1661904000,2022-08-31 00:00:00,VISION/USDT,0.00477,0.00508,0.00437,0.00447,7049009.3653,33161.272562026
1661817600,2022-08-30 00:00:00,VISION/USDT,0.0047,0.00539,0.00456,0.00474,7794201.6542,37788.813396987
1661731200,2022-08-29 00:00:00,VISION/USDT,0.00436,0.0057,0.0043,0.00468,12649309.2399,62087.837945325
1661644800,2022-08-28 00:00:00,VISION/USDT,0.00435,0.00475,0.00435,0.00436,4732848.5146,21619.521921844
1661558400,2022-08-27 00:00:00,VISION/USDT,0.00459,0.00465,0.00435,0.0044,4672544.1911,20732.311232171
1661472000,2022-08-26 00:00:00,VISION/USDT,0.00508,0.0052,0.00448,0.00456,8821264.1822,42201.954453119
1661385600,2022-08-25 00:00:00,VISION/USDT,0.00516,0.0055,0.00484,0.00508,10975910.2958,55815.924701013
1661299200,2022-08-24 00:00:00,VISION/USDT,0.00486,0.00534,0.00469,0.00516,16306935.4614,81377.82903237
1661212800,2022-08-23 00:00:00,VISION/USDT,0.00478,0.00508,0.00454,0.00487,10073236.6865,48407.03235852
1661126400,2022-08-22 00:00:00,VISION/USDT,0.00468,0.00568,0.00454,0.00473,34739959.6314,175184.202850601
1661040000,2022-08-21 00:00:00,VISION/USDT,0.0046,0.00474,0.00441,0.00468,9698249.8667,44224.403690288
1660953600,2022-08-20 00:00:00,VISION/USDT,0.00479,0.0059,0.00452,0.00457,34704478.4889,178958.267827083
1660867200,2022-08-19 00:00:00,VISION/USDT,0.00529,0.00529,0.004,0.00478,28025953.7621,128940.405088193
1660780800,2022-08-18 00:00:00,VISION/USDT,0.00507,0.00599,0.00492,0.00529,46325645.1108,248939.398393346
1660694400,2022-08-17 00:00:00,VISION/USDT,0.0057,0.00578,0.00472,0.00508,25978016.2537,134507.890414865
1660608000,2022-08-16 00:00:00,VISION/USDT,0.00602,0.00645,0.00559,0.00565,33016025.17230174,192674.4480637902312
1660521600,2022-08-15 00:00:00,VISION/USDT,0.0064,0.0079,0.0059,0.00599,79018748.4602,541619.757876526
1660435200,2022-08-14 00:00:00,VISION/USDT,0.00677,0.0071,0.00601,0.00641,14372007.36079203,92169.6509546907529
1660348800,2022-08-13 00:00:00,VISION/USDT,0.00689,0.00707,0.00651,0.00673,4561487.1847,30864.89275692
1660262400,2022-08-12 00:00:00,VISION/USDT,0.00705,0.00721,0.00674,0.0069,3410835.1379,23662.762722101
1660176000,2022-08-11 00:00:00,VISION/USDT,0.00685,0.00737,0.00681,0.00706,2911636.2768,20550.242393366
1660089600,2022-08-10 00:00:00,VISION/USDT,0.00709,0.00724,0.00666,0.00687,2984831.7497,20717.705625099
