https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ATOM,Volume USDT
1663545600000.0,2022-09-19 00:00:00,ATOM/USDT,14.7025,14.89,14.6,14.8275,831.5692463328276,12330.093
1663459200000.0,2022-09-18 00:00:00,ATOM/USDT,16.405,16.4125,14.5475,14.7025,39740.99435470158,584291.9695
1663372800000.0,2022-09-17 00:00:00,ATOM/USDT,16.605,16.9675,16.045,16.405,41687.9241085035,683890.395
1663286400000.0,2022-09-16 00:00:00,ATOM/USDT,14.9075,16.7625,14.6,16.605,94731.71085516411,1573020.05875
1663200000000.0,2022-09-15 00:00:00,ATOM/USDT,13.975,15.55,13.2375,14.9075,114332.32762032535,1704409.174
1663113600000.0,2022-09-14 00:00:00,ATOM/USDT,13.905,14.44,13.39,13.975,54552.90200357782,762376.8055
1663027200000.0,2022-09-13 00:00:00,ATOM/USDT,15.5325,16.195,13.7225,13.905,24474.6894642215,340320.557
1662940800000.0,2022-09-12 00:00:00,ATOM/USDT,15.695,16.51,15.0,15.5325,21443.8910993079,333077.2385
1662854400000.0,2022-09-11 00:00:00,ATOM/USDT,15.975,16.29,15.2525,15.695,9854.20047785919,154661.6765
1662768000000.0,2022-09-10 00:00:00,ATOM/USDT,16.12,16.3925,15.4625,15.975,12890.647887323945,205928.1
1662681600000.0,2022-09-09 00:00:00,ATOM/USDT,13.8875,17.1,13.7575,16.12,73083.7204869727,1178109.57425
1662595200000.0,2022-09-08 00:00:00,ATOM/USDT,12.9325,14.15,12.64,13.8875,30291.72577857786,420676.34175
1662508800000.0,2022-09-07 00:00:00,ATOM/USDT,11.7825,13.225,11.54,12.9325,14111.40827372898,182495.7875
1662422400000.0,2022-09-06 00:00:00,ATOM/USDT,12.6425,12.9975,11.755,11.7825,22770.094271164864,268288.63575
1662336000000.0,2022-09-05 00:00:00,ATOM/USDT,13.04,13.35,12.48,12.6425,14531.20391536484,183710.7455
1662249600000.0,2022-09-04 00:00:00,ATOM/USDT,12.6175,13.0525,12.4075,13.04,7042.563247699387,91835.02475
1662163200000.0,2022-09-03 00:00:00,ATOM/USDT,12.6175,12.8825,12.1175,12.6175,8347.008856746583,105318.38425
1662076800000.0,2022-09-02 00:00:00,ATOM/USDT,12.72,13.085,12.3325,12.6175,11026.48078066178,139126.62125
1661990400000.0,2022-09-01 00:00:00,ATOM/USDT,11.81,12.8275,11.465,12.72,17933.133372641507,228109.4565
1661904000000.0,2022-08-31 00:00:00,ATOM/USDT,11.92,12.345,11.555,11.81,17458.75770533446,206187.9285
1661817600000.0,2022-08-30 00:00:00,ATOM/USDT,11.425,12.15,11.1175,11.92,23818.37325922819,283915.00925
1661731200000.0,2022-08-29 00:00:00,ATOM/USDT,10.55,11.715,10.175,11.425,20241.425164113785,231258.2825
1661644800000.0,2022-08-28 00:00:00,ATOM/USDT,11.165,11.3675,10.4575,10.55,4733.174573459715,49934.99175
1661558400000.0,2022-08-27 00:00:00,ATOM/USDT,11.54,11.54,10.7,11.165,22363.94841021048,249693.484
1661472000000.0,2022-08-26 00:00:00,ATOM/USDT,12.845,13.12,11.3425,11.54,25299.16817590988,291952.40075
1661385600000.0,2022-08-25 00:00:00,ATOM/USDT,13.01,13.32,12.495,12.845,15945.90253016738,204825.118
1661299200000.0,2022-08-24 00:00:00,ATOM/USDT,12.1125,13.43,11.6,13.01,21514.061837048423,279897.9445
1661212800000.0,2022-08-23 00:00:00,ATOM/USDT,11.1,12.3525,10.975,12.1125,10826.689948400413,131138.282
1661126400000.0,2022-08-22 00:00:00,ATOM/USDT,10.64,11.1375,10.0475,11.1,17835.9206981982,197978.71975
1661040000000.0,2022-08-21 00:00:00,ATOM/USDT,10.2425,10.785,10.22,10.64,6847.613228383459,72858.60475
1660953600000.0,2022-08-20 00:00:00,ATOM/USDT,10.7575,10.9675,9.98,10.2425,13679.669123749085,140114.011
1660867200000.0,2022-08-19 00:00:00,ATOM/USDT,11.45,11.45,10.1775,10.7575,15941.831815012782,171494.25575
1660780800000.0,2022-08-18 00:00:00,ATOM/USDT,11.74,12.2775,11.305,11.45,18142.15903930131,207727.721
1660694400000.0,2022-08-17 00:00:00,ATOM/USDT,11.4025,11.92,11.185,11.74,20328.74141822828,238659.42425
1660608000000.0,2022-08-16 00:00:00,ATOM/USDT,11.405,11.66,11.18,11.4025,5145.676693707521,58673.5785
1660521600000.0,2022-08-15 00:00:00,ATOM/USDT,11.5725,11.935,11.18,11.405,6953.936760192898,79309.64875
1660435200000.0,2022-08-14 00:00:00,ATOM/USDT,11.8975,12.17,11.4475,11.5725,7136.984078634695,82592.74825
1660348800000.0,2022-08-13 00:00:00,ATOM/USDT,12.055,12.4075,11.84,11.8975,5608.037991174616,66721.632
1660262400000.0,2022-08-12 00:00:00,ATOM/USDT,11.7525,12.09,11.4125,12.055,12067.173579427623,145469.7775
1660176000000.0,2022-08-11 00:00:00,ATOM/USDT,11.985,12.3225,11.6775,11.7525,21284.84399064029,250150.129
1660089600000.0,2022-08-10 00:00:00,ATOM/USDT,11.3875,12.05,10.5625,11.985,20266.818085106384,242897.81475
1660003200000.0,2022-08-09 00:00:00,ATOM/USDT,11.8125,12.24,11.0675,11.3875,19959.785839736553,227292.06125
1659916800000.0,2022-08-08 00:00:00,ATOM/USDT,11.3675,12.155,11.21,11.8125,15448.046751322752,182480.05225
1659830400000.0,2022-08-07 00:00:00,ATOM/USDT,10.6325,11.6,10.4675,11.3675,10459.230019793271,118895.29725
1659744000000.0,2022-08-06 00:00:00,ATOM/USDT,10.975,11.0025,10.5775,10.6325,29347.356289677875,312035.76575
1659657600000.0,2022-08-05 00:00:00,ATOM/USDT,10.36,10.9925,10.305,10.975,21059.877722095673,231132.158
1659571200000.0,2022-08-04 00:00:00,ATOM/USDT,10.165,10.61,10.125,10.36,10543.183421814672,109227.38025
1659484800000.0,2022-08-03 00:00:00,ATOM/USDT,9.9175,10.5275,9.6525,10.165,6016.21214953271,61154.7965
1659398400000.0,2022-08-02 00:00:00,ATOM/USDT,10.4025,10.4675,9.77,9.9175,13517.484723972773,134059.65475
1659312000000.0,2022-08-01 00:00:00,ATOM/USDT,10.34,10.8775,10.0525,10.4025,13503.914563806778,140474.47125
1659225600000.0,2022-07-31 00:00:00,ATOM/USDT,10.695,11.0525,10.2925,10.34,3054.4435928433268,31582.94675
1659139200000.0,2022-07-30 00:00:00,ATOM/USDT,11.185,11.3475,10.505,10.695,5572.887260402057,59602.02925
1659052800000.0,2022-07-29 00:00:00,ATOM/USDT,10.875,11.5,10.37,11.185,20215.152324541796,226106.47875
1658966400000.0,2022-07-28 00:00:00,ATOM/USDT,10.315,11.1625,10.0875,10.875,25930.392252873564,281993.01575
1658880000000.0,2022-07-27 00:00:00,ATOM/USDT,9.2175,10.315,9.0325,10.315,16826.007319437715,173560.2655
1658793600000.0,2022-07-26 00:00:00,ATOM/USDT,8.9675,9.695,8.5925,9.2175,7563.190805532953,69713.71125
1658707200000.0,2022-07-25 00:00:00,ATOM/USDT,9.9725,10.0025,8.9675,8.9675,17554.624895455814,157421.09875
1658620800000.0,2022-07-24 00:00:00,ATOM/USDT,10.125,10.2925,9.8975,9.9725,6610.107470543995,65919.29675
1658534400000.0,2022-07-23 00:00:00,ATOM/USDT,10.6425,11.2,9.765,10.125,10457.00639506173,105877.18975
1658448000000.0,2022-07-22 00:00:00,ATOM/USDT,11.045,11.34,10.3325,10.6425,14522.677073056144,154557.59075
1658361600000.0,2022-07-21 00:00:00,ATOM/USDT,9.68,11.24,9.635,11.045,18594.010321412406,205370.844
1658275200000.0,2022-07-20 00:00:00,ATOM/USDT,10.515,10.625,9.5825,9.68,16407.79431818182,158827.449
1658188800000.0,2022-07-19 00:00:00,ATOM/USDT,9.6,10.7575,9.25,10.515,22330.43335710889,234804.50675
1658102400000.0,2022-07-18 00:00:00,ATOM/USDT,8.91,9.875,8.8725,9.6,41510.85630208333,398504.2205
1658016000000.0,2022-07-17 00:00:00,ATOM/USDT,9.245,9.3675,8.8675,8.91,47393.441133557804,422275.5605
1657929600000.0,2022-07-16 00:00:00,ATOM/USDT,9.0575,9.3925,8.795,9.245,81452.35243374798,753026.99825
1657843200000.0,2022-07-15 00:00:00,ATOM/USDT,8.9875,9.4875,8.8775,9.0575,87564.11600883247,793111.98075
1657756800000.0,2022-07-14 00:00:00,ATOM/USDT,8.21,9.0575,8.0975,8.9875,82573.4093184979,742128.51625
1657670400000.0,2022-07-13 00:00:00,ATOM/USDT,7.81,8.24,7.435,8.21,59788.066260657724,490860.024
1657584000000.0,2022-07-12 00:00:00,ATOM/USDT,8.18,8.4175,7.7225,7.81,72486.51728553137,566119.7
1657497600000.0,2022-07-11 00:00:00,ATOM/USDT,8.77,9.105,8.175,8.18,43235.025580684596,353662.50925
1657411200000.0,2022-07-10 00:00:00,ATOM/USDT,8.9925,9.0025,8.515,8.77,39795.82913340935,349009.4215
1657324800000.0,2022-07-09 00:00:00,ATOM/USDT,8.97,9.3575,8.9575,8.9925,34076.62168473728,306434.0205
1657238400000.0,2022-07-08 00:00:00,ATOM/USDT,9.3575,9.72,8.6825,8.97,34879.4414715719,312868.59
1657152000000.0,2022-07-07 00:00:00,ATOM/USDT,8.8975,9.5775,8.695,9.3575,41015.751322468604,383804.893
1657065600000.0,2022-07-06 00:00:00,ATOM/USDT,8.92,9.645,8.755,8.8975,47401.469317223935,421754.57325
1656979200000.0,2022-07-05 00:00:00,ATOM/USDT,8.74,9.305,8.3875,8.92,31382.757567264576,279934.1975
1656892800000.0,2022-07-04 00:00:00,ATOM/USDT,8.11,8.9375,7.8725,8.74,3140.3434782608692,27446.602
1656806400000.0,2022-07-03 00:00:00,ATOM/USDT,8.0675,8.31,7.79,8.11,8917.876757090013,72323.9805
1656720000000.0,2022-07-02 00:00:00,ATOM/USDT,8.09,8.3575,7.94,8.0675,22614.900774713355,182445.712
1656633600000.0,2022-07-01 00:00:00,ATOM/USDT,7.565,8.37,7.1925,8.09,12378.038102595798,100138.32825
1656547200000.0,2022-06-30 00:00:00,ATOM/USDT,7.385,7.645,6.8575,7.565,18425.59861202908,139389.6535
1656460800000.0,2022-06-29 00:00:00,ATOM/USDT,7.3425,7.51,7.04,7.385,4876.973290453622,36016.44775
1656374400000.0,2022-06-28 00:00:00,ATOM/USDT,7.7875,8.0175,7.275,7.3425,12671.169969356486,93038.0655
1656288000000.0,2022-06-27 00:00:00,ATOM/USDT,8.05,8.5975,7.7675,7.7875,5109.192905296951,39787.83975
1656201600000.0,2022-06-26 00:00:00,ATOM/USDT,8.6675,8.7525,8.0225,8.05,8371.20260869565,67388.181
1656115200000.0,2022-06-25 00:00:00,ATOM/USDT,8.2475,8.7025,7.9775,8.6675,3284.1654456302276,28465.504
1656028800000.0,2022-06-24 00:00:00,ATOM/USDT,8.1375,8.5825,7.965,8.2475,17658.695483479838,145640.091
1655942400000.0,2022-06-23 00:00:00,ATOM/USDT,7.055,8.195,7.055,8.1375,17816.032534562215,144977.96475
1655856000000.0,2022-06-22 00:00:00,ATOM/USDT,6.9525,7.5975,6.5775,7.055,13899.261835577605,98059.29225
1655769600000.0,2022-06-21 00:00:00,ATOM/USDT,6.8125,7.185,6.675,6.9525,5983.9147069399505,41603.167
1655683200000.0,2022-06-20 00:00:00,ATOM/USDT,6.785,6.9675,6.4975,6.8125,25615.719559633028,174507.0895
1655596800000.0,2022-06-19 00:00:00,ATOM/USDT,6.0875,6.9825,5.8625,6.785,17837.500110537952,121027.43825
1655510400000.0,2022-06-18 00:00:00,ATOM/USDT,6.3825,6.5175,5.56,6.0875,12908.268172484599,78579.0825
1655424000000.0,2022-06-17 00:00:00,ATOM/USDT,6.3375,6.595,6.2625,6.3825,14248.137798668233,90938.7395
1655337600000.0,2022-06-16 00:00:00,ATOM/USDT,7.32,7.4825,6.1925,6.3375,6628.634556213017,42008.9715
1655251200000.0,2022-06-15 00:00:00,ATOM/USDT,6.3775,7.365,5.9275,7.32,17935.10570355191,131284.97375
1655164800000.0,2022-06-14 00:00:00,ATOM/USDT,6.495,6.8225,5.965,6.3775,12641.382987063895,80620.42
1655078400000.0,2022-06-13 00:00:00,ATOM/USDT,7.055,7.1825,5.86,6.495,26608.229137798306,172820.44825
1654992000000.0,2022-06-12 00:00:00,ATOM/USDT,7.535,7.725,6.9175,7.055,27082.350354358612,191065.98175
1654905600000.0,2022-06-11 00:00:00,ATOM/USDT,8.1025,8.34,7.38,7.535,15523.210583941605,116967.39175
1654819200000.0,2022-06-10 00:00:00,ATOM/USDT,8.7875,9.0025,8.0225,8.1025,9001.729373650109,72936.51225
1654732800000.0,2022-06-09 00:00:00,ATOM/USDT,8.755,9.21,8.6625,8.7875,4773.941621621622,41951.012
1654646400000.0,2022-06-08 00:00:00,ATOM/USDT,9.21,9.42,8.665,8.755,57169.34917190176,500517.652
1654560000000.0,2022-06-07 00:00:00,ATOM/USDT,9.4575,9.4675,8.57,9.21,38077.72920738327,350695.886
1654473600000.0,2022-06-06 00:00:00,ATOM/USDT,9.1925,9.7575,9.17,9.4575,8018.024002114724,75830.462
1654387200000.0,2022-06-05 00:00:00,ATOM/USDT,9.2375,9.385,9.0525,9.1925,3033.32001631765,27883.79425
1654300800000.0,2022-06-04 00:00:00,ATOM/USDT,9.1925,9.26,8.92,9.2375,4311.026143437077,39823.104
1654214400000.0,2022-06-03 00:00:00,ATOM/USDT,9.625,9.6825,8.9425,9.1925,8027.291297253195,73790.87525
1654128000000.0,2022-06-02 00:00:00,ATOM/USDT,9.355,9.6925,9.1925,9.625,10468.74696103896,100761.6895
1654041600000.0,2022-06-01 00:00:00,ATOM/USDT,10.3275,10.5025,9.1225,9.355,6419.615847140566,60055.50625
1653955200000.0,2022-05-31 00:00:00,ATOM/USDT,10.5125,10.86,10.0475,10.3275,8203.898668603244,84725.7635
1653868800000.0,2022-05-30 00:00:00,ATOM/USDT,9.5825,10.68,9.5125,10.5125,72030.52858501783,757220.93175
1653782400000.0,2022-05-29 00:00:00,ATOM/USDT,9.425,9.675,9.1575,9.5825,42996.329663449,412012.329
1653696000000.0,2022-05-28 00:00:00,ATOM/USDT,9.265,9.69,9.1825,9.425,4968.648435013262,46829.5115
1653609600000.0,2022-05-27 00:00:00,ATOM/USDT,9.595,9.8975,9.0725,9.265,10906.683459255262,101050.42225
1653523200000.0,2022-05-26 00:00:00,ATOM/USDT,10.7325,10.9025,9.23,9.595,16188.478921313183,155328.45525
1653436800000.0,2022-05-25 00:00:00,ATOM/USDT,11.0925,11.3725,10.6225,10.7325,5207.316398788726,55887.52325
1653350400000.0,2022-05-24 00:00:00,ATOM/USDT,11.155,11.375,10.455,11.0925,7604.003921568627,84347.4135
1653264000000.0,2022-05-23 00:00:00,ATOM/USDT,11.4025,12.3325,10.9675,11.155,14348.43762886598,160056.82175
1653177600000.0,2022-05-22 00:00:00,ATOM/USDT,11.05,11.59,10.945,11.4025,5377.943521157641,61322.001
1653091200000.0,2022-05-21 00:00:00,ATOM/USDT,11.205,11.485,10.79,11.05,8765.692058823528,96860.89725
1653004800000.0,2022-05-20 00:00:00,ATOM/USDT,10.8425,12.2025,10.7775,11.205,42328.62666220438,474292.26175
1652918400000.0,2022-05-19 00:00:00,ATOM/USDT,10.09,10.9675,9.5725,10.8425,31678.393843670743,343472.98525
1652832000000.0,2022-05-18 00:00:00,ATOM/USDT,11.46,11.76,10.02,10.09,14402.986868186325,145326.1375
1652745600000.0,2022-05-17 00:00:00,ATOM/USDT,11.065,11.915,10.78,11.46,7008.344524432809,80315.62825
1652659200000.0,2022-05-16 00:00:00,ATOM/USDT,12.4,12.485,10.9575,11.065,20700.211748757345,229047.843
1652572800000.0,2022-05-15 00:00:00,ATOM/USDT,10.8,12.4825,10.335,12.4,30768.164112903225,381525.235
1652486400000.0,2022-05-14 00:00:00,ATOM/USDT,10.3125,11.0575,9.575,10.8,41430.58599537037,447450.32875
1652400000000.0,2022-05-13 00:00:00,ATOM/USDT,9.6775,11.655,9.0025,10.3125,151593.7507878788,1563310.555
1652313600000.0,2022-05-12 00:00:00,ATOM/USDT,10.7625,11.5425,8.56,9.6775,194902.44487212607,1886168.41025
1652227200000.0,2022-05-11 00:00:00,ATOM/USDT,13.6025,14.0,9.1225,10.7625,129113.82034843207,1389587.4915
1652140800000.0,2022-05-10 00:00:00,ATOM/USDT,12.4725,15.37,11.985,13.6025,57273.73523249403,779065.9835
