https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRADE,Volume BTC
1663459200,2022-09-18 00:00:00,TRADE/BTC,0.00000665,0.00000665,0.000006649,0.000006649,6.8779,0.0000457373341
1663455600,2022-09-17 23:00:00,TRADE/BTC,0.000006689,0.000006689,0.000006689,0.000006689,61.9563,0.0004144256907
1663452000,2022-09-17 22:00:00,TRADE/BTC,0.000006704,0.000006704,0.000006704,0.000006704,0,0
1663448400,2022-09-17 21:00:00,TRADE/BTC,0.000006704,0.000006704,0.000006704,0.000006704,0,0
1663444800,2022-09-17 20:00:00,TRADE/BTC,0.000006704,0.000006704,0.000006704,0.000006704,0,0
1663441200,2022-09-17 19:00:00,TRADE/BTC,0.00000667,0.000006704,0.00000667,0.000006704,238.2781,0.0015896979226
1663437600,2022-09-17 18:00:00,TRADE/BTC,0.0000067,0.0000067,0.0000067,0.0000067,5.9375,0.00003978125
1663434000,2022-09-17 17:00:00,TRADE/BTC,0.000006629,0.000006629,0.000006629,0.000006629,0,0
1663430400,2022-09-17 16:00:00,TRADE/BTC,0.000006629,0.000006629,0.000006629,0.000006629,0.3918,0.0000025972422
1663426800,2022-09-17 15:00:00,TRADE/BTC,0.000006622,0.000006622,0.000006622,0.000006622,15.6763,0.0001038084586
1663423200,2022-09-17 14:00:00,TRADE/BTC,0.000006649,0.000006649,0.000006649,0.000006649,0.7009,0.0000046602841
1663419600,2022-09-17 13:00:00,TRADE/BTC,0.00000665,0.00000665,0.00000665,0.00000665,11.3593,0.000075539345
1663416000,2022-09-17 12:00:00,TRADE/BTC,0.00000665,0.00000675,0.00000665,0.00000665,18.7426,0.0001259327866
1663412400,2022-09-17 11:00:00,TRADE/BTC,0.00000665,0.00000665,0.00000665,0.00000665,9.7492,0.00006483218
1663408800,2022-09-17 10:00:00,TRADE/BTC,0.0000066,0.00000665,0.0000066,0.00000665,3.4605,0.0000229959471
1663405200,2022-09-17 09:00:00,TRADE/BTC,0.00000656,0.00000656,0.00000656,0.00000656,5.2856,0.000034673536
1663401600,2022-09-17 08:00:00,TRADE/BTC,0.000006594,0.0000066,0.000006594,0.0000066,6.8778,0.0000453892746
1663398000,2022-09-17 07:00:00,TRADE/BTC,0.00000656,0.00000656,0.00000656,0.00000656,0,0
1663394400,2022-09-17 06:00:00,TRADE/BTC,0.00000656,0.00000656,0.00000656,0.00000656,0,0
1663390800,2022-09-17 05:00:00,TRADE/BTC,0.00000656,0.00000656,0.00000656,0.00000656,0,0
1663387200,2022-09-17 04:00:00,TRADE/BTC,0.00000656,0.00000656,0.00000656,0.00000656,0,0
1663383600,2022-09-17 03:00:00,TRADE/BTC,0.00000656,0.00000656,0.00000656,0.00000656,5.6622,0.000037144032
1663380000,2022-09-17 02:00:00,TRADE/BTC,0.000006539,0.000006539,0.000006539,0.000006539,0,0
1663376400,2022-09-17 01:00:00,TRADE/BTC,0.000006539,0.000006539,0.000006539,0.000006539,0,0
1663372800,2022-09-17 00:00:00,TRADE/BTC,0.000006565,0.000006565,0.000006539,0.000006539,14.3336,0.0000939811112
1663369200,2022-09-16 23:00:00,TRADE/BTC,0.00000658,0.00000658,0.00000658,0.00000658,0,0
1663365600,2022-09-16 22:00:00,TRADE/BTC,0.00000658,0.00000658,0.00000658,0.00000658,0,0
