https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MKR,Volume BTC
1660176000,2022-08-11 00:00:00,MKR/BTC,0.04688130,0.04688130,0.04688130,0.04688130,0.00000000,0.0
1660089600,2022-08-10 00:00:00,MKR/BTC,0.04608953,0.04688130,0.04595503,0.04688130,2.65245879,0.124350716271627
1660003200,2022-08-09 00:00:00,MKR/BTC,0.04761599,0.04761599,0.04636582,0.04636582,0.34423969,0.0159609555033958
1659916800,2022-08-08 00:00:00,MKR/BTC,0.04833338,0.04897983,0.04663587,0.04663587,0.78162135,0.0364515916678245
1659830400,2022-08-07 00:00:00,MKR/BTC,0.04872943,0.04872943,0.04858762,0.04858762,0.13172093,0.0064000064928866
1659744000,2022-08-06 00:00:00,MKR/BTC,0.04796599,0.04814001,0.04796599,0.04814001,0.20742254,0.0099853231498254
1659657600,2022-08-05 00:00:00,MKR/BTC,0.04729354,0.04795796,0.04716310,0.04795796,0.80744332,0.0387233344428272
1659571200,2022-08-04 00:00:00,MKR/BTC,0.04579511,0.04663909,0.04566648,0.04663909,1.86786150,0.087115360606035
1659484800,2022-08-03 00:00:00,MKR/BTC,0.04567425,0.04567425,0.04567425,0.04567425,0.00437884,0.00020000023287
1659398400,2022-08-02 00:00:00,MKR/BTC,0.04519512,0.04647935,0.04519512,0.04567425,0.80670389,0.0368455951478325
1659312000,2022-08-01 00:00:00,MKR/BTC,0.04701717,0.04704575,0.04567694,0.04567694,1.19290405,0.054488206717607006
1659225600,2022-07-31 00:00:00,MKR/BTC,0.04936127,0.04936127,0.04718329,0.04731055,0.42157940,0.01994515328267
1659139200,2022-07-30 00:00:00,MKR/BTC,0.04793059,0.04793059,0.04750112,0.04750112,0.31385662,0.014908540969414399
1659052800,2022-07-29 00:00:00,MKR/BTC,0.04547257,0.04846900,0.04547257,0.04846900,10.94183969,0.53034002793461
1658966400,2022-07-28 00:00:00,MKR/BTC,0.04380988,0.04652095,0.04380988,0.04652095,1.09095783,0.0507523946615385
1658880000,2022-07-27 00:00:00,MKR/BTC,0.04305370,0.04425675,0.04305370,0.04425675,0.05851607,0.0025897310809725
1658793600,2022-07-26 00:00:00,MKR/BTC,0.04141241,0.04141241,0.04141241,0.04141241,0.13934852,0.0057707580431332
1658707200,2022-07-25 00:00:00,MKR/BTC,0.04294210,0.04294210,0.04205788,0.04205788,1.95059180,0.08203775585338399
1658620800,2022-07-24 00:00:00,MKR/BTC,0.04289588,0.04410000,0.04289588,0.04410000,0.05415903,0.002388413223
1658534400,2022-07-23 00:00:00,MKR/BTC,0.04225712,0.04245900,0.04216362,0.04235000,0.67295195,0.028499515082499996
1658448000,2022-07-22 00:00:00,MKR/BTC,0.04246375,0.04246375,0.04246375,0.04246375,0.00463932,0.00019700292465
1658361600,2022-07-21 00:00:00,MKR/BTC,0.04205963,0.04310982,0.04205963,0.04310982,0.74781885,0.032238336016107004
1658275200,2022-07-20 00:00:00,MKR/BTC,0.04396940,0.04454496,0.04176157,0.04176157,0.10728409,0.0044803520344213
1658188800,2022-07-19 00:00:00,MKR/BTC,0.04561148,0.04561148,0.04505442,0.04505442,0.13001487,0.0058577445592254
1658102400,2022-07-18 00:00:00,MKR/BTC,0.04561148,0.04561148,0.04561148,0.04561148,0.16674889,0.007605663661257201
1658016000,2022-07-17 00:00:00,MKR/BTC,0.04475592,0.04475592,0.04429559,0.04429559,0.42590036,0.0188655077274124
1657929600,2022-07-16 00:00:00,MKR/BTC,0.04363702,0.04565253,0.04357054,0.04522650,0.69610823,0.031482538864095
1657843200,2022-07-15 00:00:00,MKR/BTC,0.04364532,0.04419848,0.04364532,0.04419848,0.38645124,0.0170805574021152
