https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume STARLY,Volume USDT
1661817600,2022-08-30 00:00:00,STARLY/USDT,0.1026,0.10796,0.10067,0.10338,2569178.838,265608.064366843
1661731200,2022-08-29 00:00:00,STARLY/USDT,0.10061,0.10525,0.09941,0.1026,2805917.7476,285772.007590383
1661644800,2022-08-28 00:00:00,STARLY/USDT,0.10101,0.10238,0.1,0.10061,3123053.3674,315540.506884786
1661558400,2022-08-27 00:00:00,STARLY/USDT,0.10251,0.10492,0.1,0.10101,2156195.4724,219832.23058933
1661472000,2022-08-26 00:00:00,STARLY/USDT,0.10736,0.10873,0.101,0.10274,1671990.3903428,175582.2336743668
1661385600,2022-08-25 00:00:00,STARLY/USDT,0.10967,0.115,0.10684,0.10732,1815527.5341,200032.876783562
1661299200,2022-08-24 00:00:00,STARLY/USDT,0.10606,0.11302,0.10422,0.10959,2338195.13,252667.426238065
1661212800,2022-08-23 00:00:00,STARLY/USDT,0.10178,0.11503,0.1,0.10606,731156.6251,76672.223050856
1661126400,2022-08-22 00:00:00,STARLY/USDT,0.10635,0.10878,0.1,0.10178,700876.2213,72467.960394344
1661040000,2022-08-21 00:00:00,STARLY/USDT,0.12004,0.12008,0.10103,0.10635,1595226.0369,176876.696595874
1660953600,2022-08-20 00:00:00,STARLY/USDT,0.10144,0.13,0.10002,0.12004,3441137.9963,379232.456463904
1660867200,2022-08-19 00:00:00,STARLY/USDT,0.10527,0.1367,0.09769,0.10144,2386748.3914,247284.142368372
1660780800,2022-08-18 00:00:00,STARLY/USDT,0.10195,0.10721,0.1,0.10499,1419184.3527,145446.931164225
1660694400,2022-08-17 00:00:00,STARLY/USDT,0.10526,0.10731,0.09806,0.10282,1314376.3662,135622.533247229
1660608000,2022-08-16 00:00:00,STARLY/USDT,0.1011,0.1366,0.1,0.10525,6187142.17694283,653642.0441211816219
1660521600,2022-08-15 00:00:00,STARLY/USDT,0.11365,0.11592,0.10052,0.1011,4353578.17560085,447704.7062804515425
1660435200,2022-08-14 00:00:00,STARLY/USDT,0.10371,0.118,0.1005,0.11279,3829230.84629915,400207.8790388104575
1660348800,2022-08-13 00:00:00,STARLY/USDT,0.10011,0.10699,0.1,0.10371,3284852.3215,333595.51744322
1660262400,2022-08-12 00:00:00,STARLY/USDT,0.1009,0.10463,0.09771,0.10012,3261317.5067,328864.437239029
1660176000,2022-08-11 00:00:00,STARLY/USDT,0.10587,0.10671,0.09823,0.1009,3322473.7032,341117.053869504
1660089600,2022-08-10 00:00:00,STARLY/USDT,0.10186,0.13,0.10001,0.10635,2982993.5111,327501.567800653
1660003200,2022-08-09 00:00:00,STARLY/USDT,0.1001,0.10481,0.0977,0.10148,2337813.5691,231705.320425103
1659916800,2022-08-08 00:00:00,STARLY/USDT,0.107,0.108,0.09777,0.09984,1827696.028,190428.649006736
1659830400,2022-08-07 00:00:00,STARLY/USDT,0.11679,0.11686,0.1028,0.10572,1645401.301,176043.987965213
1659744000,2022-08-06 00:00:00,STARLY/USDT,0.09597,0.14599,0.09355,0.11679,4261933.126,475926.111658319
1659657600,2022-08-05 00:00:00,STARLY/USDT,0.0953,0.09757,0.09363,0.09597,1984872.1267,190109.1646592
1659571200,2022-08-04 00:00:00,STARLY/USDT,0.10348,0.1203,0.09321,0.0948,2558163.5511,259335.23701312
1659484800,2022-08-03 00:00:00,STARLY/USDT,0.1047,0.10741,0.0992,0.10309,2378117.4407,243460.972049242
1659398400,2022-08-02 00:00:00,STARLY/USDT,0.10624,0.10771,0.1025,0.10331,1670550.9038,174206.412057986
1659312000,2022-08-01 00:00:00,STARLY/USDT,0.1049,0.11223,0.10195,0.10624,1766661.8959,185011.716243792
1659225600,2022-07-31 00:00:00,STARLY/USDT,0.1012,0.10898,0.10012,0.1048,2147119.2849,219274.216009758
1659139200,2022-07-30 00:00:00,STARLY/USDT,0.1037,0.1053,0.10021,0.1012,1493305.7714,153476.154289218
1659052800,2022-07-29 00:00:00,STARLY/USDT,0.104,0.1097,0.10261,0.1037,1747264.5729,182993.637535846
1658966400,2022-07-28 00:00:00,STARLY/USDT,0.1048,0.1075,0.0997,0.1033,1586571.722,164581.85967117
1658880000,2022-07-27 00:00:00,STARLY/USDT,0.0982,0.111,0.0974,0.1045,1796457.3203,180167.15221249
1658793600,2022-07-26 00:00:00,STARLY/USDT,0.0954,0.1018,0.0914,0.0982,2797713.3285,267393.73216227
1658707200,2022-07-25 00:00:00,STARLY/USDT,0.0987,0.1012,0.0943,0.0952,1109877.5632,106315.43378691
1658620800,2022-07-24 00:00:00,STARLY/USDT,0.1013,0.1061,0.0965,0.0982,974165.552,98470.84478924
1658534400,2022-07-23 00:00:00,STARLY/USDT,0.1013,0.1046,0.0944,0.1022,1200091.5166,119001.24663903
1658448000,2022-07-22 00:00:00,STARLY/USDT,0.098,0.1148,0.0971,0.1013,1900029.8554,198779.82098878
1658361600,2022-07-21 00:00:00,STARLY/USDT,0.0951,0.1006,0.0937,0.098,1493779.3419,142838.90776777
1658275200,2022-07-20 00:00:00,STARLY/USDT,0.0974,0.1079,0.0935,0.0949,853632.68485763,83776.357791024754
1658188800,2022-07-19 00:00:00,STARLY/USDT,0.0925,0.11,0.0911,0.0974,1345264.75660159,127607.581500701473
1658102400,2022-07-18 00:00:00,STARLY/USDT,0.0877,0.119,0.0854,0.0924,1750433.55604843,169220.773932335147
1658016000,2022-07-17 00:00:00,STARLY/USDT,0.094,0.0999,0.0866,0.0866,994735.00090683,92210.139922095362
1657929600,2022-07-16 00:00:00,STARLY/USDT,0.0991,0.1029,0.0866,0.0941,1143939.18867748,108055.693199031758
1657843200,2022-07-15 00:00:00,STARLY/USDT,0.1021,0.105,0.0951,0.0991,1217420.98473094,122426.137434114633
1657756800,2022-07-14 00:00:00,STARLY/USDT,0.1058,0.1082,0.1011,0.102,1247963.948345,129356.297882266847
1657670400,2022-07-13 00:00:00,STARLY/USDT,0.1156,0.1171,0.1,0.1058,1123757.05219206,121698.971771570255
1657584000,2022-07-12 00:00:00,STARLY/USDT,0.1548,0.1594,0.1114,0.1154,1160621.94176421,146769.17119646222
1657497600,2022-07-11 00:00:00,STARLY/USDT,0.1203,0.1548,0.116,0.1548,1223085.01592248,162728.35321228552
1657411200,2022-07-10 00:00:00,STARLY/USDT,0.1294,0.1317,0.1172,0.1203,727567.87888582,91157.417132070551
1657324800,2022-07-09 00:00:00,STARLY/USDT,0.1335,0.1335,0.1246,0.1294,797635.25860062,103125.299313445928
1657238400,2022-07-08 00:00:00,STARLY/USDT,0.1327,0.187,0.1271,0.134,2180670.66393673,325053.980720576495
1657152000,2022-07-07 00:00:00,STARLY/USDT,0.1368,0.1534,0.1119,0.1327,1823817.3261325,240014.272213808227
1657065600,2022-07-06 00:00:00,STARLY/USDT,0.1382,0.17,0.12,0.1369,1921311.38038603,266877.1387193086
1656979200,2022-07-05 00:00:00,STARLY/USDT,0.1595,0.1639,0.1364,0.1382,738290.69748374,106522.377973928311
1656892800,2022-07-04 00:00:00,STARLY/USDT,0.1745,0.1796,0.1461,0.1595,627964.32399591,100679.86245126023
1656806400,2022-07-03 00:00:00,STARLY/USDT,0.1987,0.1995,0.1708,0.1746,350834.80652209,65108.12180017382
1656720000,2022-07-02 00:00:00,STARLY/USDT,0.1821,0.2123,0.18,0.1997,601995.00687832,118285.422230078452
1656633600,2022-07-01 00:00:00,STARLY/USDT,0.1945,0.1953,0.18,0.182,225866.79702772,42508.647641167773
1656547200,2022-06-30 00:00:00,STARLY/USDT,0.214,0.2155,0.1908,0.1945,256869.15869253,52038.136678910065
1656460800,2022-06-29 00:00:00,STARLY/USDT,0.2302,0.231,0.2063,0.214,196851.61375147,42211.195561895996
1656374400,2022-06-28 00:00:00,STARLY/USDT,0.238,0.2403,0.2279,0.2302,234647.00988405,55223.56006333471
1656288000,2022-06-27 00:00:00,STARLY/USDT,0.2528,0.255,0.2375,0.238,268490.22282838,65718.113327716082
1656201600,2022-06-26 00:00:00,STARLY/USDT,0.2705,0.2713,0.2461,0.2528,247813.92483276,63722.358769173741
1656115200,2022-06-25 00:00:00,STARLY/USDT,0.2435,0.4409,0.2418,0.2705,673221.34410277,190032.013890134067
1656028800,2022-06-24 00:00:00,STARLY/USDT,0.2519,0.2533,0.237,0.2435,326022.91485167,79998.250350249588
1655942400,2022-06-23 00:00:00,STARLY/USDT,0.2609,0.2615,0.2461,0.2519,378215.07070769,95731.685220507344
1655856000,2022-06-22 00:00:00,STARLY/USDT,0.2801,0.2806,0.258,0.2609,396908.56086821,106004.01958551335
1655769600,2022-06-21 00:00:00,STARLY/USDT,0.27,0.31,0.27,0.2801,276086.62642383,78562.000420088456
1655683200,2022-06-20 00:00:00,STARLY/USDT,0.2806,0.2823,0.2631,0.27,401982.57374959,109919.506832500364
1655596800,2022-06-19 00:00:00,STARLY/USDT,0.2605,0.3177,0.258,0.2806,399692.97056715,109708.078748609696
1655510400,2022-06-18 00:00:00,STARLY/USDT,0.3097,0.3098,0.258,0.2605,420702.50799334,121640.388684391908
1655424000,2022-06-17 00:00:00,STARLY/USDT,0.3071,0.3145,0.2942,0.3097,390865.86459765,119083.41263344912
1655337600,2022-06-16 00:00:00,STARLY/USDT,0.328,0.3307,0.2919,0.3071,428355.20170834,134739.562167320526
1655251200,2022-06-15 00:00:00,STARLY/USDT,0.3643,0.3663,0.3011,0.328,343804.42290273,118028.563255728607
1655164800,2022-06-14 00:00:00,STARLY/USDT,0.4116,0.4127,0.3605,0.3643,372358.88262388,146220.204526348482
1655078400,2022-06-13 00:00:00,STARLY/USDT,0.5079,0.5236,0.4014,0.4116,389593.38932695,175255.05046730338
1654992000,2022-06-12 00:00:00,STARLY/USDT,0.46,0.5721,0.4499,0.5079,602805.61678601,304918.172531314177
1654905600,2022-06-11 00:00:00,STARLY/USDT,0.4702,0.4715,0.4486,0.46,296233.51909295,136688.212730818638
1654819200,2022-06-10 00:00:00,STARLY/USDT,0.4672,0.4885,0.4469,0.4703,303200.75579624,140982.241660559075
1654732800,2022-06-09 00:00:00,STARLY/USDT,0.4721,0.496,0.465,0.4671,337524.16182784,159082.862102877341
1654646400,2022-06-08 00:00:00,STARLY/USDT,0.4592,0.483,0.4583,0.4721,362159.59701187,168255.369368183265
1654560000,2022-06-07 00:00:00,STARLY/USDT,0.4682,0.4686,0.43,0.4592,280822.84872966,129300.022914806424
1654473600,2022-06-06 00:00:00,STARLY/USDT,0.486,0.4949,0.4568,0.4682,351403.36828714,166264.266556691648
1654387200,2022-06-05 00:00:00,STARLY/USDT,0.4901,0.5,0.4776,0.486,352302.15752536,173477.219174808283
1654300800,2022-06-04 00:00:00,STARLY/USDT,0.4514,0.5,0.45,0.4901,295588.03978604,140089.143607828684
1654214400,2022-06-03 00:00:00,STARLY/USDT,0.4498,0.4545,0.4423,0.4525,79631.19908414,35978.438813478713
1654128000,2022-06-02 00:00:00,STARLY/USDT,0.4507,0.4666,0.4396,0.4492,172125.25197854,77193.866079255814
1654041600,2022-06-01 00:00:00,STARLY/USDT,0.4525,0.4666,0.4349,0.4507,220942.03990908,99304.781315252828
1653955200,2022-05-31 00:00:00,STARLY/USDT,0.4576,0.4742,0.4499,0.4525,219285.9888207,101534.706091645666
1653868800,2022-05-30 00:00:00,STARLY/USDT,0.4644,0.49,0.4433,0.4576,204177.87372182,93977.364862100155
1653782400,2022-05-29 00:00:00,STARLY/USDT,0.4672,0.4779,0.4586,0.4644,215214.40846099,100213.742795402452
1653696000,2022-05-28 00:00:00,STARLY/USDT,0.4683,0.4735,0.4527,0.4671,106154.41901374,49511.40840019475
1653609600,2022-05-27 00:00:00,STARLY/USDT,0.4682,0.4963,0.4499,0.4683,162106.98431062,76143.818683989773
1653523200,2022-05-26 00:00:00,STARLY/USDT,0.4755,0.5146,0.456,0.4701,92904.41369611,44277.706409634117
1653436800,2022-05-25 00:00:00,STARLY/USDT,0.4651,0.4999,0.4614,0.4755,40469.52246559,19111.756134385006
1653350400,2022-05-24 00:00:00,STARLY/USDT,0.4907,0.4939,0.4647,0.4652,23011.49395621,10966.967530804504
1653264000,2022-05-23 00:00:00,STARLY/USDT,0.4767,0.4985,0.4667,0.4927,75217.46754824,36827.341224791644
1653177600,2022-05-22 00:00:00,STARLY/USDT,0.4811,0.4856,0.475,0.4794,9783.1027983,4692.381823566473
1653091200,2022-05-21 00:00:00,STARLY/USDT,0.456,0.5052,0.4507,0.4826,46437.48936839,22110.42051881623
1653004800,2022-05-20 00:00:00,STARLY/USDT,0.385,0.4638,0.3849,0.4561,126935.83003927,54709.072695283381
1652918400,2022-05-19 00:00:00,STARLY/USDT,0.3679,0.4173,0.35,0.3862,75269.85279581,28177.213394369849
1652832000,2022-05-18 00:00:00,STARLY/USDT,0.3669,0.3968,0.353,0.3677,92959.90339019,34918.163448489295
1652745600,2022-05-17 00:00:00,STARLY/USDT,0.2444,0.415,0.244,0.3685,487909.43081272,169665.94388452398
1652659200,2022-05-16 00:00:00,STARLY/USDT,0.2438,0.2494,0.24,0.2443,18294.44489801,4505.188671346529
1652572800,2022-05-15 00:00:00,STARLY/USDT,0.2465,0.2484,0.231,0.2437,40441.12195216,9769.265779547195
1652486400,2022-05-14 00:00:00,STARLY/USDT,0.2618,0.27,0.2325,0.2464,52961.01221216,13141.79420896939
1652400000,2022-05-13 00:00:00,STARLY/USDT,0.2415,0.2766,0.2396,0.2619,39304.72370847,10276.216302375388
1652313600,2022-05-12 00:00:00,STARLY/USDT,0.302,0.3163,0.1516,0.2426,94643.72778963,24461.141578992886
1652227200,2022-05-11 00:00:00,STARLY/USDT,0.3178,0.3746,0.2997,0.3023,211191.75348417,70706.15042521569
1652140800,2022-05-10 00:00:00,STARLY/USDT,0.2953,0.3207,0.2889,0.3177,54875.32422267,16888.771464237268
1652054400,2022-05-09 00:00:00,STARLY/USDT,0.3242,0.3253,0.291,0.2953,35982.78656767,11151.057231209265
1651968000,2022-05-08 00:00:00,STARLY/USDT,0.3727,0.3727,0.3221,0.3244,57339.28657755,19900.662643417533
1651881600,2022-05-07 00:00:00,STARLY/USDT,0.3598,0.3757,0.3298,0.3739,89091.13982835,31517.123860472141
1651795200,2022-05-06 00:00:00,STARLY/USDT,0.3731,0.374,0.3563,0.3583,16663.51857038,6048.330101086419
1651708800,2022-05-05 00:00:00,STARLY/USDT,0.3894,0.4031,0.3689,0.3725,51556.5250467,20129.079295187098
1651622400,2022-05-04 00:00:00,STARLY/USDT,0.3837,0.3915,0.3732,0.3879,31738.47506619,12057.461089288928
1651536000,2022-05-03 00:00:00,STARLY/USDT,0.3988,0.4075,0.378,0.3833,30198.35804095,11831.171799907109
1651449600,2022-05-02 00:00:00,STARLY/USDT,0.4109,0.4228,0.3921,0.3999,42446.83663449,17305.891867660486
1651363200,2022-05-01 00:00:00,STARLY/USDT,0.4151,0.4151,0.3987,0.4108,28886.15754518,11726.520497795228
1651276800,2022-04-30 00:00:00,STARLY/USDT,0.4519,0.4601,0.4026,0.415,115160.30187768,48361.915913444387
1651190400,2022-04-29 00:00:00,STARLY/USDT,0.4386,0.49,0.4284,0.4498,129120.52513669,59364.69481733936
1651104000,2022-04-28 00:00:00,STARLY/USDT,0.4573,0.4624,0.437,0.4385,31284.98904363,14076.948949407113
1651017600,2022-04-27 00:00:00,STARLY/USDT,0.4226,0.4613,0.4226,0.4573,78534.36654384,34749.4038732228
1650931200,2022-04-26 00:00:00,STARLY/USDT,0.4284,0.4745,0.4143,0.4226,209098.37150369,93277.795163122536
1650844800,2022-04-25 00:00:00,STARLY/USDT,0.4323,0.439,0.4187,0.4271,76140.93153496,32772.680487041173
1650758400,2022-04-24 00:00:00,STARLY/USDT,0.4422,0.4599,0.4219,0.4309,89304.51889596,39378.290082012871
1650672000,2022-04-23 00:00:00,STARLY/USDT,0.4725,0.4753,0.4368,0.4419,140825.70427887,64312.831825569276
1650585600,2022-04-22 00:00:00,STARLY/USDT,0.4378,0.6947,0.4221,0.474,1544251.77946519,824438.254735973071
1650499200,2022-04-21 00:00:00,STARLY/USDT,0.4217,0.4395,0.4153,0.4355,32411.27466826,13751.999899959866
1650412800,2022-04-20 00:00:00,STARLY/USDT,0.4341,0.444,0.4118,0.4217,51510.0602978,22068.372717573302
1650326400,2022-04-19 00:00:00,STARLY/USDT,0.4238,0.4546,0.4199,0.4348,81416.42024099,35542.547399317424
1650240000,2022-04-18 00:00:00,STARLY/USDT,0.4363,0.498,0.4135,0.4238,377631.58741631,173101.611533654405
1650153600,2022-04-17 00:00:00,STARLY/USDT,0.4366,0.4536,0.418,0.4366,107661.49650401,46691.754872989681
1650067200,2022-04-16 00:00:00,STARLY/USDT,0.4581,0.4601,0.4335,0.4351,96513.06017592,43031.519964729912
1649980800,2022-04-15 00:00:00,STARLY/USDT,0.4951,0.4954,0.4538,0.4584,76058.27009438,36289.913566407178
1649894400,2022-04-14 00:00:00,STARLY/USDT,0.5313,0.5384,0.4952,0.4952,78017.78718356,40239.268430564395
1649808000,2022-04-13 00:00:00,STARLY/USDT,0.5358,0.537,0.5259,0.5313,18333.64019351,9748.789232280739
1649721600,2022-04-12 00:00:00,STARLY/USDT,0.5462,0.5548,0.5305,0.5351,51770.25823749,28127.668955267517
1649635200,2022-04-11 00:00:00,STARLY/USDT,0.6145,0.6145,0.5428,0.5463,65839.64659731,38353.774250056897
1649548800,2022-04-10 00:00:00,STARLY/USDT,0.5707,0.725,0.5618,0.6163,451075.73277509,293194.610381828087
1649462400,2022-04-09 00:00:00,STARLY/USDT,0.5661,0.5722,0.5596,0.5696,18315.87504394,10381.355452805072
1649376000,2022-04-08 00:00:00,STARLY/USDT,0.5751,0.588,0.5614,0.5642,52019.50373808,29924.708968647305
1649289600,2022-04-07 00:00:00,STARLY/USDT,0.6141,0.6141,0.5704,0.5768,49917.71622331,29389.200344596148
1649203200,2022-04-06 00:00:00,STARLY/USDT,0.5753,0.6926,0.5691,0.6147,298509.17608783,190989.039341929074
1649116800,2022-04-05 00:00:00,STARLY/USDT,0.6039,0.6079,0.5742,0.5766,66376.07462942,39233.678946510809
1649030400,2022-04-04 00:00:00,STARLY/USDT,0.6485,0.6576,0.5962,0.604,75965.74444313,47308.034817064957
1648944000,2022-04-03 00:00:00,STARLY/USDT,0.6555,0.6555,0.6,0.6495,109089.84763359,68738.470625974852
1648857600,2022-04-02 00:00:00,STARLY/USDT,0.7493,0.7534,0.6434,0.6574,179265.70937236,121653.518677209206
1648771200,2022-04-01 00:00:00,STARLY/USDT,0.7511,0.755,0.7192,0.7506,118785.90359369,87669.035798385776
1648684800,2022-03-31 00:00:00,STARLY/USDT,0.8985,0.98,0.707,0.7508,566010.51260205,460985.713463825596
1648598400,2022-03-30 00:00:00,STARLY/USDT,0.8297,0.93,0.8092,0.8982,204441.99873033,179218.067978259014
1648512000,2022-03-29 00:00:00,STARLY/USDT,0.765,0.889,0.755,0.8336,497816.45191832,420349.190824336352
1648425600,2022-03-28 00:00:00,STARLY/USDT,0.6849,0.8,0.6777,0.7607,178127.74911414,129802.001151114989
1648339200,2022-03-27 00:00:00,STARLY/USDT,0.6865,0.6865,0.6218,0.6846,219667.29722978,142912.842616083753
1648252800,2022-03-26 00:00:00,STARLY/USDT,0.6316,0.7744,0.6244,0.6878,652292.20264522,463577.948435212499
1648166400,2022-03-25 00:00:00,STARLY/USDT,0.56,0.8,0.5207,0.6316,807682.87234646,527190.074234966446
1648080000,2022-03-24 00:00:00,STARLY/USDT,0.4927,0.5799,0.4808,0.5628,218510.97527592,116836.730243694077
1647993600,2022-03-23 00:00:00,STARLY/USDT,0.5422,0.5434,0.4923,0.4923,67019.49094396,34626.535753185946
1647907200,2022-03-22 00:00:00,STARLY/USDT,0.4755,0.583,0.4724,0.5416,225351.35010452,119277.402517679728
1647820800,2022-03-21 00:00:00,STARLY/USDT,0.4761,0.57,0.4595,0.4755,314955.08545143,162861.541704419016
1647734400,2022-03-20 00:00:00,STARLY/USDT,0.4356,0.56,0.4355,0.4762,450112.06669812,225531.791828850504
1647648000,2022-03-19 00:00:00,STARLY/USDT,0.4441,0.4551,0.4099,0.4355,145973.91569829,62819.325787877756
1647561600,2022-03-18 00:00:00,STARLY/USDT,0.4108,0.482,0.4013,0.4441,220816.31251643,97703.630553579799
1647475200,2022-03-17 00:00:00,STARLY/USDT,0.4211,0.463,0.4006,0.4106,259904.91533562,111950.542567813516
1647388800,2022-03-16 00:00:00,STARLY/USDT,0.523,0.538,0.3756,0.4209,788584.03683141,357243.014418361124
1647302400,2022-03-15 00:00:00,STARLY/USDT,0.3415,0.6596,0.3288,0.523,1969518.90922418,1053519.030802689625
1647216000,2022-03-14 00:00:00,STARLY/USDT,0.3729,0.3729,0.3018,0.3433,150536.12673284,50722.312955868659
1647129600,2022-03-13 00:00:00,STARLY/USDT,0.3944,0.3977,0.3703,0.3725,63754.45570801,24477.318950421724
1647043200,2022-03-12 00:00:00,STARLY/USDT,0.427,0.4282,0.3916,0.3943,176094.29899464,71013.718345777785
1646956800,2022-03-11 00:00:00,STARLY/USDT,0.46,0.5288,0.4211,0.4257,811420.51470822,388103.804296290791
1646870400,2022-03-10 00:00:00,STARLY/USDT,0.3061,0.5878,0.2562,0.4599,1743928.85255435,800767.664955974968
1646784000,2022-03-09 00:00:00,STARLY/USDT,0.2767,0.3225,0.271,0.3075,125320.04285628,37639.110944893688
1646697600,2022-03-08 00:00:00,STARLY/USDT,0.2854,0.3382,0.2726,0.2784,125027.963013,36555.271993094643
1646611200,2022-03-07 00:00:00,STARLY/USDT,0.3319,0.3399,0.2801,0.2861,158780.62497759,48577.965929913148
1646524800,2022-03-06 00:00:00,STARLY/USDT,0.346,0.3661,0.3301,0.3308,76816.14667276,26249.13966834947
1646438400,2022-03-05 00:00:00,STARLY/USDT,0.3791,0.3985,0.3301,0.3435,239665.05956802,84748.254842017524
1646352000,2022-03-04 00:00:00,STARLY/USDT,0.3439,0.43,0.3302,0.3791,319648.01686927,118536.445179086467
1646265600,2022-03-03 00:00:00,STARLY/USDT,0.3673,0.3853,0.3366,0.3438,100960.24417391,36248.256021479478
1646179200,2022-03-02 00:00:00,STARLY/USDT,0.403,0.4054,0.3524,0.3686,94491.96418993,35999.601254453707
1646092800,2022-03-01 00:00:00,STARLY/USDT,0.4441,0.4473,0.3788,0.403,174368.62279527,71540.514044786877
1646006400,2022-02-28 00:00:00,STARLY/USDT,0.3614,0.477,0.3614,0.4441,346515.92394425,146066.949691862892
1645920000,2022-02-27 00:00:00,STARLY/USDT,0.4024,0.414,0.36,0.3614,161109.47178515,63868.662507587286
1645833600,2022-02-26 00:00:00,STARLY/USDT,0.422,0.4498,0.3996,0.4024,169271.75056145,71052.560441242655
1645747200,2022-02-25 00:00:00,STARLY/USDT,0.4733,0.4866,0.3924,0.424,260304.73631052,115024.483721522048
1645660800,2022-02-24 00:00:00,STARLY/USDT,0.565,0.568,0.4,0.4702,2599561.39898029,1278146.578605199365
1645574400,2022-02-23 00:00:00,STARLY/USDT,0.535,0.701,0.5273,0.5649,1455773.42722663,867290.575127700065
1645488000,2022-02-22 00:00:00,STARLY/USDT,0.6453,0.6797,0.5301,0.5346,1714556.01913689,1024967.222818103682
1645401600,2022-02-21 00:00:00,STARLY/USDT,0.7895,0.9117,0.6322,0.6444,1269129.2292745,994582.441621995019
1645315200,2022-02-20 00:00:00,STARLY/USDT,0.9301,0.953,0.7856,0.79,1115902.06142259,972172.705470610366
1645228800,2022-02-19 00:00:00,STARLY/USDT,1.0045,1.1462,0.9168,0.9325,1177083.5732451,1187129.690970869362
1645142400,2022-02-18 00:00:00,STARLY/USDT,1.2522,1.3624,0.94,1.0045,1313552.6331465,1459102.175776688325
1645056000,2022-02-17 00:00:00,STARLY/USDT,0.8,24,0.8,1.252,4378793.75672719,7509788.418254756535
