https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SKL,Volume EUR
1663545600,2022-09-19 00:00:00,SKL/EUR,0.03671,0.03671,0.03671,0.03671,0.00000000,0.0
1663542000,2022-09-18 23:00:00,SKL/EUR,0.03671,0.03671,0.03671,0.03671,0.00000000,0.0
1663538400,2022-09-18 22:00:00,SKL/EUR,0.03671,0.03671,0.03671,0.03671,1903.03132661,69.86027999985309
1663534800,2022-09-18 21:00:00,SKL/EUR,0.03905,0.03907,0.03555,0.03555,33599.56290229,1194.4644611764095
1663531200,2022-09-18 20:00:00,SKL/EUR,0.03960,0.03960,0.03909,0.03909,273720.64043234,10699.73983450017
1663527600,2022-09-18 19:00:00,SKL/EUR,0.03960,0.03960,0.03960,0.03960,0.00000000,0.0
1663524000,2022-09-18 18:00:00,SKL/EUR,0.03960,0.03960,0.03960,0.03960,308.97803030,12.23552999988
1663520400,2022-09-18 17:00:00,SKL/EUR,0.04007,0.04007,0.04007,0.04007,0.00000000,0.0
1663516800,2022-09-18 16:00:00,SKL/EUR,0.04010,0.04010,0.04000,0.04007,52691.53203818,2111.3496887698725
1663513200,2022-09-18 15:00:00,SKL/EUR,0.04049,0.04049,0.04049,0.04049,0.00000000,0.0
1663509600,2022-09-18 14:00:00,SKL/EUR,0.04020,0.04052,0.04010,0.04049,11175.93529646,452.5136201536654
1663506000,2022-09-18 13:00:00,SKL/EUR,0.04190,0.04190,0.04190,0.04190,0.00000000,0.0
1663502400,2022-09-18 12:00:00,SKL/EUR,0.04190,0.04190,0.04190,0.04190,0.00000000,0.0
1663498800,2022-09-18 11:00:00,SKL/EUR,0.04190,0.04190,0.04190,0.04190,0.00000000,0.0
1663495200,2022-09-18 10:00:00,SKL/EUR,0.04190,0.04190,0.04190,0.04190,0.00000000,0.0
1663491600,2022-09-18 09:00:00,SKL/EUR,0.04190,0.04190,0.04190,0.04190,0.00000000,0.0
1663488000,2022-09-18 08:00:00,SKL/EUR,0.04190,0.04190,0.04190,0.04190,0.00000000,0.0
1663484400,2022-09-18 07:00:00,SKL/EUR,0.04190,0.04190,0.04190,0.04190,0.00000000,0.0
1663480800,2022-09-18 06:00:00,SKL/EUR,0.04190,0.04190,0.04190,0.04190,0.00000000,0.0
1663477200,2022-09-18 05:00:00,SKL/EUR,0.04190,0.04190,0.04190,0.04190,0.00000000,0.0
1663473600,2022-09-18 04:00:00,SKL/EUR,0.04190,0.04190,0.04190,0.04190,0.00000000,0.0
1663470000,2022-09-18 03:00:00,SKL/EUR,0.04190,0.04190,0.04190,0.04190,0.00000000,0.0
1663466400,2022-09-18 02:00:00,SKL/EUR,0.04190,0.04190,0.04190,0.04190,0.00000000,0.0
1663462800,2022-09-18 01:00:00,SKL/EUR,0.04190,0.04190,0.04190,0.04190,2736.09278573,114.64228772208699
1663459200,2022-09-18 00:00:00,SKL/EUR,0.04162,0.04162,0.04162,0.04162,2755.77454657,114.6953366282434
1663455600,2022-09-17 23:00:00,SKL/EUR,0.04175,0.04175,0.04175,0.04175,0.00000000,0.0
1663452000,2022-09-17 22:00:00,SKL/EUR,0.04175,0.04175,0.04175,0.04175,0.00000000,0.0
1663448400,2022-09-17 21:00:00,SKL/EUR,0.04175,0.04175,0.04175,0.04175,0.00000000,0.0
1663444800,2022-09-17 20:00:00,SKL/EUR,0.04175,0.04175,0.04175,0.04175,0.00000000,0.0
1663441200,2022-09-17 19:00:00,SKL/EUR,0.04175,0.04175,0.04175,0.04175,0.00000000,0.0
1663437600,2022-09-17 18:00:00,SKL/EUR,0.04175,0.04175,0.04175,0.04175,0.00000000,0.0
1663434000,2022-09-17 17:00:00,SKL/EUR,0.04175,0.04175,0.04175,0.04175,0.00000000,0.0
1663430400,2022-09-17 16:00:00,SKL/EUR,0.04175,0.04175,0.04175,0.04175,1050.00000000,43.837500000000006
1663426800,2022-09-17 15:00:00,SKL/EUR,0.04175,0.04175,0.04175,0.04175,1275.14138185,53.2371526922375
1663423200,2022-09-17 14:00:00,SKL/EUR,0.04187,0.04187,0.04187,0.04187,3872.55000000,162.1436685
1663419600,2022-09-17 13:00:00,SKL/EUR,0.04164,0.04164,0.04164,0.04164,0.00000000,0.0
1663416000,2022-09-17 12:00:00,SKL/EUR,0.04164,0.04164,0.04164,0.04164,0.00000000,0.0
1663412400,2022-09-17 11:00:00,SKL/EUR,0.04164,0.04164,0.04164,0.04164,0.00000000,0.0
1663408800,2022-09-17 10:00:00,SKL/EUR,0.04164,0.04164,0.04164,0.04164,0.00000000,0.0
1663405200,2022-09-17 09:00:00,SKL/EUR,0.04164,0.04164,0.04164,0.04164,1254.80307396,52.2499999996944
1663401600,2022-09-17 08:00:00,SKL/EUR,0.04123,0.04123,0.04123,0.04123,0.00000000,0.0
1663398000,2022-09-17 07:00:00,SKL/EUR,0.04123,0.04123,0.04123,0.04123,0.00000000,0.0
1663394400,2022-09-17 06:00:00,SKL/EUR,0.04123,0.04123,0.04123,0.04123,0.00000000,0.0
1663390800,2022-09-17 05:00:00,SKL/EUR,0.04123,0.04123,0.04123,0.04123,0.00000000,0.0
1663387200,2022-09-17 04:00:00,SKL/EUR,0.04123,0.04123,0.04123,0.04123,0.00000000,0.0
1663383600,2022-09-17 03:00:00,SKL/EUR,0.04123,0.04123,0.04123,0.04123,0.00000000,0.0
1663380000,2022-09-17 02:00:00,SKL/EUR,0.04123,0.04123,0.04123,0.04123,0.00000000,0.0
1663376400,2022-09-17 01:00:00,SKL/EUR,0.04123,0.04123,0.04123,0.04123,0.00000000,0.0
1663372800,2022-09-17 00:00:00,SKL/EUR,0.04123,0.04123,0.04123,0.04123,0.00000000,0.0
1663369200,2022-09-16 23:00:00,SKL/EUR,0.04123,0.04123,0.04123,0.04123,0.00000000,0.0
1663365600,2022-09-16 22:00:00,SKL/EUR,0.04123,0.04123,0.04123,0.04123,0.00000000,0.0
1663362000,2022-09-16 21:00:00,SKL/EUR,0.04123,0.04123,0.04123,0.04123,0.00000000,0.0
1663358400,2022-09-16 20:00:00,SKL/EUR,0.04091,0.04123,0.04091,0.04123,12135.39154546,500.3421934193158
1663354800,2022-09-16 19:00:00,SKL/EUR,0.04052,0.04080,0.04048,0.04080,13103.82297393,534.635977336344
1663351200,2022-09-16 18:00:00,SKL/EUR,0.04098,0.05340,0.04098,0.05340,32778.24032735,1750.3580334804901
1663347600,2022-09-16 17:00:00,SKL/EUR,0.04040,0.04040,0.04040,0.04040,0.00000000,0.0
1663344000,2022-09-16 16:00:00,SKL/EUR,0.04040,0.04040,0.04040,0.04040,5053.46337007,204.159920150828
1663340400,2022-09-16 15:00:00,SKL/EUR,0.04079,0.04079,0.04078,0.04078,4515.72161233,184.1511273508174
1663336800,2022-09-16 14:00:00,SKL/EUR,0.04134,0.04134,0.04134,0.04134,0.00000000,0.0
1663333200,2022-09-16 13:00:00,SKL/EUR,0.04115,0.04168,0.04102,0.04134,72082.79153586,2979.9026020924525
1663329600,2022-09-16 12:00:00,SKL/EUR,0.04058,0.04058,0.04058,0.04058,0.00000000,0.0
1663326000,2022-09-16 11:00:00,SKL/EUR,0.04058,0.04058,0.04058,0.04058,0.00000000,0.0
1663322400,2022-09-16 10:00:00,SKL/EUR,0.04058,0.04058,0.04058,0.04058,0.00000000,0.0
1663318800,2022-09-16 09:00:00,SKL/EUR,0.04063,0.04063,0.04058,0.04058,15436.54365437,626.4149414943346
1663315200,2022-09-16 08:00:00,SKL/EUR,0.04103,0.04103,0.04066,0.04066,5584.11214953,227.04999999988982
1663311600,2022-09-16 07:00:00,SKL/EUR,0.04103,0.04103,0.04103,0.04103,0.00000000,0.0
1663308000,2022-09-16 06:00:00,SKL/EUR,0.04103,0.04103,0.04103,0.04103,0.00000000,0.0
1663304400,2022-09-16 05:00:00,SKL/EUR,0.04103,0.04103,0.04103,0.04103,0.00000000,0.0
1663300800,2022-09-16 04:00:00,SKL/EUR,0.04103,0.04103,0.04103,0.04103,0.00000000,0.0
1663297200,2022-09-16 03:00:00,SKL/EUR,0.04103,0.04103,0.04103,0.04103,0.00000000,0.0
