https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOGE,Volume USDT
1663545600000.0,2022-09-19 00:00:00,DOGE/USDT,0.057422,0.0576265,0.0573875,0.0575895,143878.1524409832,8285.87086
1663459200000.0,2022-09-18 00:00:00,DOGE/USDT,0.062214,0.0622545,0.056405,0.057422,9155288.962183485,525715.0027865
1663372800000.0,2022-09-17 00:00:00,DOGE/USDT,0.060445,0.06238,0.0602275,0.062214,5139639.004347896,319757.5010165
1663286400000.0,2022-09-16 00:00:00,DOGE/USDT,0.0586105,0.0605,0.0581,0.060445,7533068.568930433,455336.329649
1663200000000.0,2022-09-15 00:00:00,DOGE/USDT,0.0611335,0.061202,0.058483,0.0586105,11852295.869110484,694668.9870365
1663113600000.0,2022-09-14 00:00:00,DOGE/USDT,0.0596245,0.061476,0.059149,0.061133,7278776.367297531,444973.435662
1663027200000.0,2022-09-13 00:00:00,DOGE/USDT,0.063954,0.06413,0.0592265,0.0596245,15043007.384212865,896931.79378
1662940800000.0,2022-09-12 00:00:00,DOGE/USDT,0.063672,0.065427,0.062617,0.063954,9121221.496685117,583338.599599
1662854400000.0,2022-09-11 00:00:00,DOGE/USDT,0.0646835,0.065289,0.0626265,0.063672,8698139.23756125,553827.921534
1662768000000.0,2022-09-10 00:00:00,DOGE/USDT,0.0638625,0.065525,0.0631765,0.0646835,12625325.77546824,816650.2597975
1662681600000.0,2022-09-09 00:00:00,DOGE/USDT,0.0609625,0.064848,0.060908,0.0638625,17120274.90614993,1093343.556194
1662595200000.0,2022-09-08 00:00:00,DOGE/USDT,0.0609865,0.0614115,0.059664,0.0609625,7602269.546098011,463453.357204
1662508800000.0,2022-09-07 00:00:00,DOGE/USDT,0.0588575,0.0615165,0.0573915,0.0609865,13764969.656473154,839477.3219545
1662422400000.0,2022-09-06 00:00:00,DOGE/USDT,0.0627345,0.065303,0.0580535,0.0588575,16568316.602692945,975169.694443
1662336000000.0,2022-09-05 00:00:00,DOGE/USDT,0.063235,0.0637385,0.060956,0.0627345,8653545.108393308,542875.8256025
1662249600000.0,2022-09-04 00:00:00,DOGE/USDT,0.062722,0.0638835,0.0618765,0.063235,7886115.592527872,498678.5194935
1662163200000.0,2022-09-03 00:00:00,DOGE/USDT,0.0616395,0.0640365,0.0611405,0.062722,8966787.100507,562414.820518
1662076800000.0,2022-09-02 00:00:00,DOGE/USDT,0.062375,0.0628285,0.060688,0.0616395,11126354.912093706,685822.953604
1661990400000.0,2022-09-01 00:00:00,DOGE/USDT,0.0613575,0.0626195,0.0598835,0.062375,11651913.797579158,726788.123124
1661904000000.0,2022-08-31 00:00:00,DOGE/USDT,0.0615265,0.0635905,0.0607525,0.0613575,12796760.40471825,785177.2265325
1661817600000.0,2022-08-30 00:00:00,DOGE/USDT,0.0638515,0.0644875,0.0600955,0.0615265,11540666.60457689,710056.8238465
1661731200000.0,2022-08-29 00:00:00,DOGE/USDT,0.061817,0.0641695,0.060891,0.0638515,10675455.604919227,681643.8535575
1661644800000.0,2022-08-28 00:00:00,DOGE/USDT,0.0635105,0.064301,0.0612765,0.061817,5766734.480927576,356482.2254075
1661558400000.0,2022-08-27 00:00:00,DOGE/USDT,0.0635295,0.064108,0.062269,0.0635105,9810364.422402596,623061.149649
1661472000000.0,2022-08-26 00:00:00,DOGE/USDT,0.0689905,0.0695165,0.062737,0.0635295,19158657.38473465,1217139.9243235
1661385600000.0,2022-08-25 00:00:00,DOGE/USDT,0.0679105,0.071815,0.067627,0.0689905,34076901.19610671,2350982.45197
1661299200000.0,2022-08-24 00:00:00,DOGE/USDT,0.0688455,0.06965,0.0670415,0.0679105,12685889.68095508,861505.1111785
