https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WBTC,Volume BTC
1663545600000.0,2022-09-19 00:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663542000000.0,2022-09-18 23:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663538400000.0,2022-09-18 22:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663534800000.0,2022-09-18 21:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.3334,0.33336666
1663531200000.0,2022-09-18 20:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663527600000.0,2022-09-18 19:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,2.161,2.1607839
1663524000000.0,2022-09-18 18:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663520400000.0,2022-09-18 17:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663516800000.0,2022-09-18 16:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,4.116099999999999,4.11568839
1663513200000.0,2022-09-18 15:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663509600000.0,2022-09-18 14:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.00019999999999999998,0.00019998
1663506000000.0,2022-09-18 13:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,1.9587999999999999,1.95860412
1663502400000.0,2022-09-18 12:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663498800000.0,2022-09-18 11:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.2305,0.23047695
1663495200000.0,2022-09-18 10:00:00,WBTC/BTC,0.9998,0.9999,0.9998,0.9999,11.13979199919992,11.13867802
1663491600000.0,2022-09-18 09:00:00,WBTC/BTC,0.9999,0.9999,0.9998,0.9998,0.011401140228045609,0.01139886
1663488000000.0,2022-09-18 08:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663484400000.0,2022-09-18 07:00:00,WBTC/BTC,0.9998,0.9999,0.9998,0.9999,22.009468766876687,22.00726782
1663480800000.0,2022-09-18 06:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663477200000.0,2022-09-18 05:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,5.8,5.79884
1663473600000.0,2022-09-18 04:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663470000000.0,2022-09-18 03:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663466400000.0,2022-09-18 02:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663462800000.0,2022-09-18 01:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,1.0,0.9998
1663459200000.0,2022-09-18 00:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663455600000.0,2022-09-17 23:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663452000000.0,2022-09-17 22:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663448400000.0,2022-09-17 21:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663444800000.0,2022-09-17 20:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,1.0002,0.99999996
1663441200000.0,2022-09-17 19:00:00,WBTC/BTC,0.9997,0.9998,0.9997,0.9998,0.0001,9.998e-05
1663437600000.0,2022-09-17 18:00:00,WBTC/BTC,0.9998,0.9998,0.9997,0.9997,1.0125,1.01219625
1663434000000.0,2022-09-17 17:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,1.0995000000000001,1.0992801
1663430400000.0,2022-09-17 16:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,5.3294999999999995,5.3284341
1663426800000.0,2022-09-17 15:00:00,WBTC/BTC,0.9999,0.9999,0.9998,0.9998,0.6204,0.62027592
1663423200000.0,2022-09-17 14:00:00,WBTC/BTC,0.9998,0.9999,0.9998,0.9999,0.2791,0.27907209
1663419600000.0,2022-09-17 13:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663416000000.0,2022-09-17 12:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663412400000.0,2022-09-17 11:00:00,WBTC/BTC,0.9999,0.9999,0.9998,0.9998,0.0004999999999999999,0.0004999
1663408800000.0,2022-09-17 10:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663405200000.0,2022-09-17 09:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663401600000.0,2022-09-17 08:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663398000000.0,2022-09-17 07:00:00,WBTC/BTC,0.9998,0.9999,0.9998,0.9999,0.49970000000000003,0.49965003
1663394400000.0,2022-09-17 06:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663390800000.0,2022-09-17 05:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663387200000.0,2022-09-17 04:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663383600000.0,2022-09-17 03:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663380000000.0,2022-09-17 02:00:00,WBTC/BTC,0.9998,0.9998,0.9998,0.9998,0.0,0.0
1663376400000.0,2022-09-17 01:00:00,WBTC/BTC,0.9999,0.9999,0.9998,0.9998,4.0,3.9992
1663372800000.0,2022-09-17 00:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663369200000.0,2022-09-16 23:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663365600000.0,2022-09-16 22:00:00,WBTC/BTC,0.9998,0.9999,0.9998,0.9999,0.063,0.0629937
1663362000000.0,2022-09-16 21:00:00,WBTC/BTC,0.9999,0.9999,0.9998,0.9998,0.15059999999999998,0.15056988
1663358400000.0,2022-09-16 20:00:00,WBTC/BTC,0.9999,0.9999,0.9999,0.9999,0.0,0.0
