https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AUSD,Volume USDT
1663311600,2022-09-16 07:00:00,AUSD/USDT,0.7346,0.75,0.7346,0.75,742.9838,554.02093811
1663308000,2022-09-16 06:00:00,AUSD/USDT,0.7281,0.7281,0.7281,0.7281,162.622,118.4050782
1663304400,2022-09-16 05:00:00,AUSD/USDT,0.7296,0.7296,0.7281,0.7281,85.2593,62.13220502
1663300800,2022-09-16 04:00:00,AUSD/USDT,0.7358,0.7358,0.7358,0.7358,0,0
1663297200,2022-09-16 03:00:00,AUSD/USDT,0.7358,0.7358,0.7358,0.7358,0,0
1663293600,2022-09-16 02:00:00,AUSD/USDT,0.7358,0.7358,0.7358,0.7358,0,0
1663290000,2022-09-16 01:00:00,AUSD/USDT,0.7381,0.7381,0.7296,0.7358,240.5887,176.57417724
1663286400,2022-09-16 00:00:00,AUSD/USDT,0.7446,0.7446,0.7446,0.7446,0,0
1663282800,2022-09-15 23:00:00,AUSD/USDT,0.7379,0.7446,0.7378,0.7446,20.5596,15.1872807
1663279200,2022-09-15 22:00:00,AUSD/USDT,0.717,0.7663,0.717,0.7379,8370.1358,6292.27436416
1663275600,2022-09-15 21:00:00,AUSD/USDT,0.7276,0.7276,0.7105,0.7105,951.6755,678.44943627
1663272000,2022-09-15 20:00:00,AUSD/USDT,0.7237,0.7237,0.721,0.721,87.8083,63.41352624
1663268400,2022-09-15 19:00:00,AUSD/USDT,0.7238,0.73,0.7238,0.73,144.1134,104.88554775
1663264800,2022-09-15 18:00:00,AUSD/USDT,0.718,0.7238,0.718,0.7238,1.8338,1.32474316
1663261200,2022-09-15 17:00:00,AUSD/USDT,0.7245,0.7245,0.7187,0.7187,15.8708,11.41433636
1663257600,2022-09-15 16:00:00,AUSD/USDT,0.7246,0.7246,0.718,0.718,140.333,101.25977799
1663254000,2022-09-15 15:00:00,AUSD/USDT,0.708,0.7305,0.708,0.7305,1232.7793,893.9406847
1663250400,2022-09-15 14:00:00,AUSD/USDT,0.708,0.708,0.708,0.708,586.1584,415.0001472
1663246800,2022-09-15 13:00:00,AUSD/USDT,0.7036,0.7084,0.701,0.708,234.8123,165.79244066
1663243200,2022-09-15 12:00:00,AUSD/USDT,0.7137,0.719,0.69,0.7031,11154.1023,7827.88836054
1663239600,2022-09-15 11:00:00,AUSD/USDT,0.7276,0.7285,0.7111,0.7194,2291.7651,1647.25533678
1663236000,2022-09-15 10:00:00,AUSD/USDT,0.73,0.7401,0.72,0.721,3722.355,2699.70958738
1663232400,2022-09-15 09:00:00,AUSD/USDT,0.743,0.743,0.73,0.73,6847.4862,4999.33190225
1663228800,2022-09-15 08:00:00,AUSD/USDT,0.7364,0.743,0.7364,0.7365,202.2992,149.66394863
1663225200,2022-09-15 07:00:00,AUSD/USDT,0.7466,0.7468,0.73,0.7302,3222.9305,2363.71172308
1663221600,2022-09-15 06:00:00,AUSD/USDT,0.7364,0.7539,0.7359,0.7466,2387.4838,1768.05733975
1663218000,2022-09-15 05:00:00,AUSD/USDT,0.7358,0.7363,0.7358,0.7363,163.4835,120.29203555
1663214400,2022-09-15 04:00:00,AUSD/USDT,0.7358,0.7358,0.73,0.73,1794.4413,1310.72178144
1663210800,2022-09-15 03:00:00,AUSD/USDT,0.7396,0.7396,0.7358,0.7358,155.2308,114.29144857
1663207200,2022-09-15 02:00:00,AUSD/USDT,0.7468,0.7468,0.7378,0.746,13001.2626,9626.22195999
1663203600,2022-09-15 01:00:00,AUSD/USDT,0.7525,0.7525,0.7525,0.7525,16.3903,12.33370075
1663200000,2022-09-15 00:00:00,AUSD/USDT,0.7501,0.7524,0.7501,0.7524,70.5204,52.9954354
1663196400,2022-09-14 23:00:00,AUSD/USDT,0.7416,0.75,0.7401,0.75,1204.9705,901.26371663
1663192800,2022-09-14 22:00:00,AUSD/USDT,0.74,0.7481,0.74,0.7481,217.5229,162.18020035
1663189200,2022-09-14 21:00:00,AUSD/USDT,0.743,0.743,0.74,0.74,413.3929,305.92718206
1663185600,2022-09-14 20:00:00,AUSD/USDT,0.743,0.743,0.74,0.74,2810.6538,2080.75490049
1663182000,2022-09-14 19:00:00,AUSD/USDT,0.7425,0.7489,0.7419,0.7419,1109.4243,823.28655614
1663178400,2022-09-14 18:00:00,AUSD/USDT,0.7457,0.7457,0.7425,0.7425,239.8277,178.57076576
1663174800,2022-09-14 17:00:00,AUSD/USDT,0.7456,0.7456,0.7456,0.7456,0.1536,0.11452416
1663171200,2022-09-14 16:00:00,AUSD/USDT,0.7509,0.7545,0.7456,0.7456,533.7825,400.26994992
1663167600,2022-09-14 15:00:00,AUSD/USDT,0.7456,0.7456,0.7456,0.7456,0,0
1663164000,2022-09-14 14:00:00,AUSD/USDT,0.749,0.749,0.7456,0.7456,1467.7936,1097.06235345
1663160400,2022-09-14 13:00:00,AUSD/USDT,0.746,0.7553,0.746,0.7553,1322.3802,996.19825478
1663156800,2022-09-14 12:00:00,AUSD/USDT,0.7482,0.7482,0.7482,0.7482,0,0
1663153200,2022-09-14 11:00:00,AUSD/USDT,0.746,0.7482,0.7402,0.7482,1697.8926,1265.15087478
1663149600,2022-09-14 10:00:00,AUSD/USDT,0.7489,0.7489,0.7402,0.7402,3182.0045,2373.61036684
1663146000,2022-09-14 09:00:00,AUSD/USDT,0.7552,0.7555,0.7489,0.7489,251.1905,188.16305112
1663142400,2022-09-14 08:00:00,AUSD/USDT,0.7532,0.7555,0.7482,0.7482,808.4741,606.33205147
1663138800,2022-09-14 07:00:00,AUSD/USDT,0.7545,0.7545,0.7532,0.7532,197.0931,148.60580528
1663135200,2022-09-14 06:00:00,AUSD/USDT,0.7545,0.7609,0.7545,0.7545,97.74,74.24854938
1663131600,2022-09-14 05:00:00,AUSD/USDT,0.7609,0.7609,0.7609,0.7609,0,0
1663128000,2022-09-14 04:00:00,AUSD/USDT,0.7548,0.7609,0.7547,0.7609,104.9544,79.25739676
1663124400,2022-09-14 03:00:00,AUSD/USDT,0.7608,0.7608,0.7608,0.7608,0,0
1663120800,2022-09-14 02:00:00,AUSD/USDT,0.7608,0.7608,0.7608,0.7608,0,0
1663117200,2022-09-14 01:00:00,AUSD/USDT,0.757,0.7608,0.757,0.7608,11.7576,8.92355324
1663113600,2022-09-14 00:00:00,AUSD/USDT,0.757,0.757,0.757,0.757,0.6876,0.5205132
1663110000,2022-09-13 23:00:00,AUSD/USDT,0.7545,0.757,0.7545,0.757,8.9144,6.7279893
1663106400,2022-09-13 22:00:00,AUSD/USDT,0.7545,0.761,0.7545,0.761,736.0451,555.48660735
1663102800,2022-09-13 21:00:00,AUSD/USDT,0.758,0.758,0.7545,0.7545,312.0597,235.78120245
1663099200,2022-09-13 20:00:00,AUSD/USDT,0.7664,0.7664,0.7581,0.7581,1165.0975,884.52322284
1663095600,2022-09-13 19:00:00,AUSD/USDT,0.7572,0.7664,0.7572,0.7664,2068.2319,1584.38031901
1663092000,2022-09-13 18:00:00,AUSD/USDT,0.761,0.7617,0.7572,0.7572,146.4279,111.36316084
1663088400,2022-09-13 17:00:00,AUSD/USDT,0.763,0.7671,0.7545,0.7611,1651.3279,1261.34358563
1663084800,2022-09-13 16:00:00,AUSD/USDT,0.778,0.778,0.7525,0.763,4534.7172,3472.08768303
1663081200,2022-09-13 15:00:00,AUSD/USDT,0.7689,0.7901,0.75,0.778,17409.9976,13316.49742672
1663077600,2022-09-13 14:00:00,AUSD/USDT,0.7565,0.7688,0.7565,0.7628,487.6102,372.21011611
1663074000,2022-09-13 13:00:00,AUSD/USDT,0.7453,0.793,0.7453,0.7624,10103.5738,7707.51257135
1663070400,2022-09-13 12:00:00,AUSD/USDT,0.7428,0.7428,0.74,0.74,3046.4165,2254.51396558
1663066800,2022-09-13 11:00:00,AUSD/USDT,0.74,0.7484,0.74,0.7484,2897.1771,2156.79771655
1663063200,2022-09-13 10:00:00,AUSD/USDT,0.7436,0.7452,0.74,0.74,268.041,199.01223857
1663059600,2022-09-13 09:00:00,AUSD/USDT,0.7436,0.745,0.74,0.745,92.0008,68.28184944
1663056000,2022-09-13 08:00:00,AUSD/USDT,0.74,0.74,0.74,0.74,202.7027,149.999998
1663052400,2022-09-13 07:00:00,AUSD/USDT,0.74,0.74,0.74,0.74,6.2712,4.640688
1663048800,2022-09-13 06:00:00,AUSD/USDT,0.7364,0.7436,0.7364,0.7436,134.6464,99.99990307
1663045200,2022-09-13 05:00:00,AUSD/USDT,0.7421,0.7421,0.735,0.735,4593.4811,3378.37452005
1663041600,2022-09-13 04:00:00,AUSD/USDT,0.7426,0.7482,0.7421,0.7421,139.7864,104.1786244
1663038000,2022-09-13 03:00:00,AUSD/USDT,0.7426,0.7432,0.736,0.736,8533.553,6281.24803544
1663034400,2022-09-13 02:00:00,AUSD/USDT,0.7421,0.7426,0.736,0.7426,4611.9679,3395.568756
1663030800,2022-09-13 01:00:00,AUSD/USDT,0.7496,0.7496,0.737,0.7421,1273.7578,946.26402389
1663027200,2022-09-13 00:00:00,AUSD/USDT,0.75,0.75,0.7496,0.7496,54.7244,41.0312558
1663023600,2022-09-12 23:00:00,AUSD/USDT,0.75,0.7555,0.75,0.7555,120.7796,90.9170408
1663020000,2022-09-12 22:00:00,AUSD/USDT,0.7565,0.7608,0.75,0.75,233.2419,175.94731676
1663016400,2022-09-12 21:00:00,AUSD/USDT,0.7505,0.7505,0.7501,0.7501,15.9652,11.97926049
1663012800,2022-09-12 20:00:00,AUSD/USDT,0.756,0.757,0.756,0.757,156.0709,118.03644071
1663009200,2022-09-12 19:00:00,AUSD/USDT,0.75,0.7555,0.7477,0.7555,380.9784,286.18997133
1663005600,2022-09-12 18:00:00,AUSD/USDT,0.7564,0.7564,0.75,0.75,81.7174,61.72665982
1663002000,2022-09-12 17:00:00,AUSD/USDT,0.7504,0.7504,0.75,0.75,24.3691,18.27823653
1662998400,2022-09-12 16:00:00,AUSD/USDT,0.757,0.757,0.7504,0.7504,298.7366,225.43326451
1662994800,2022-09-12 15:00:00,AUSD/USDT,0.7786,0.7786,0.757,0.757,7228.4927,5566.16166838
1662991200,2022-09-12 14:00:00,AUSD/USDT,0.7724,0.7724,0.7724,0.7724,220.4776,170.29689824
1662987600,2022-09-12 13:00:00,AUSD/USDT,0.7775,0.784,0.7722,0.7724,1104.483,855.73178651
1662984000,2022-09-12 12:00:00,AUSD/USDT,0.7775,0.7775,0.7722,0.7722,35.1304,27.22408545
1662980400,2022-09-12 11:00:00,AUSD/USDT,0.775,0.7816,0.772,0.772,1217.4845,944.29153543
1662976800,2022-09-12 10:00:00,AUSD/USDT,0.7775,0.7808,0.7775,0.7808,349.8803,272.64674213
1662973200,2022-09-12 09:00:00,AUSD/USDT,0.77,0.7774,0.77,0.7774,227.4564,176.2760034
1662969600,2022-09-12 08:00:00,AUSD/USDT,0.77,0.77,0.77,0.77,25.0224,19.267248
1662966000,2022-09-12 07:00:00,AUSD/USDT,0.77,0.7774,0.77,0.77,81.7723,62.96653802
1662962400,2022-09-12 06:00:00,AUSD/USDT,0.77,0.77,0.77,0.77,23.4257,18.037789
1662958800,2022-09-12 05:00:00,AUSD/USDT,0.77,0.77,0.77,0.77,78.6868,60.588836
1662955200,2022-09-12 04:00:00,AUSD/USDT,0.77,0.77,0.77,0.77,2500.2865,1925.220605
1662951600,2022-09-12 03:00:00,AUSD/USDT,0.7788,0.7788,0.77,0.77,680.8605,527.81157277
1662948000,2022-09-12 02:00:00,AUSD/USDT,0.7788,0.7816,0.7788,0.7816,98.4505,76.84259004
1662944400,2022-09-12 01:00:00,AUSD/USDT,0.779,0.779,0.779,0.779,0.1541,0.1200439
1662940800,2022-09-12 00:00:00,AUSD/USDT,0.7788,0.7788,0.7788,0.7788,370,288.156
1662937200,2022-09-11 23:00:00,AUSD/USDT,0.772,0.7788,0.772,0.7788,16.8453,13.07559097
1662933600,2022-09-11 22:00:00,AUSD/USDT,0.7885,0.7918,0.772,0.772,743.66,580.05168572
1662930000,2022-09-11 21:00:00,AUSD/USDT,0.7887,0.7944,0.783,0.7944,630.5689,497.72968322
1662926400,2022-09-11 20:00:00,AUSD/USDT,0.7746,0.795,0.77,0.7887,4217.1101,3289.16798004
1662922800,2022-09-11 19:00:00,AUSD/USDT,0.7858,0.7885,0.7746,0.7746,3207.4509,2488.35069376
1662919200,2022-09-11 18:00:00,AUSD/USDT,0.783,0.79,0.7825,0.7825,826.9002,652.59049505
1662915600,2022-09-11 17:00:00,AUSD/USDT,0.79,0.79,0.783,0.783,100.5465,78.9745603
1662912000,2022-09-11 16:00:00,AUSD/USDT,0.7693,0.79,0.7688,0.7835,4058.462,3196.84961554
1662908400,2022-09-11 15:00:00,AUSD/USDT,0.7608,0.7775,0.742,0.7693,4744.5207,3596.18485663
1662904800,2022-09-11 14:00:00,AUSD/USDT,0.751,0.7681,0.7508,0.7608,2027.7691,1535.13469826
1662901200,2022-09-11 13:00:00,AUSD/USDT,0.7508,0.7555,0.7508,0.751,95.7382,71.91952667
1662897600,2022-09-11 12:00:00,AUSD/USDT,0.7508,0.7508,0.7503,0.7508,194.4726,146.00381535
1662894000,2022-09-11 11:00:00,AUSD/USDT,0.7555,0.7555,0.7509,0.7509,88.0015,66.24165819
1662890400,2022-09-11 10:00:00,AUSD/USDT,0.755,0.76,0.755,0.7555,2111.7556,1595.35339374
1662886800,2022-09-11 09:00:00,AUSD/USDT,0.755,0.755,0.755,0.755,0,0
1662883200,2022-09-11 08:00:00,AUSD/USDT,0.755,0.755,0.755,0.755,162.8894,122.981497
1662879600,2022-09-11 07:00:00,AUSD/USDT,0.75,0.755,0.7496,0.755,148.4282,111.97644886
1662876000,2022-09-11 06:00:00,AUSD/USDT,0.7552,0.7552,0.75,0.7549,2493.9317,1881.489426
1662872400,2022-09-11 05:00:00,AUSD/USDT,0.7535,0.7624,0.7527,0.7552,3331.7231,2530.54640585
1662868800,2022-09-11 04:00:00,AUSD/USDT,0.755,0.76,0.755,0.76,177.8029,134.51240893
1662865200,2022-09-11 03:00:00,AUSD/USDT,0.75,0.75,0.75,0.75,321.7579,241.318425
1662861600,2022-09-11 02:00:00,AUSD/USDT,0.756,0.756,0.75,0.75,3.5516,2.6716236
1662858000,2022-09-11 01:00:00,AUSD/USDT,0.7542,0.762,0.75,0.75,2798.4066,2119.79661739
1662854400,2022-09-11 00:00:00,AUSD/USDT,0.751,0.7541,0.751,0.7541,132.5908,99.85951319
1662850800,2022-09-10 23:00:00,AUSD/USDT,0.746,0.746,0.7456,0.746,326.4197,243.38262888
1662847200,2022-09-10 22:00:00,AUSD/USDT,0.748,0.7534,0.746,0.746,51.5055,38.50765204
1662843600,2022-09-10 21:00:00,AUSD/USDT,0.749,0.7539,0.748,0.7539,189.3136,142.57325908
1662840000,2022-09-10 20:00:00,AUSD/USDT,0.7468,0.7468,0.7468,0.7468,0.1937,0.14465516
1662836400,2022-09-10 19:00:00,AUSD/USDT,0.7404,0.7539,0.7404,0.745,1752.8872,1308.51819901
1662832800,2022-09-10 18:00:00,AUSD/USDT,0.7449,0.7449,0.7449,0.7449,1.3403,0.99838947
1662829200,2022-09-10 17:00:00,AUSD/USDT,0.7401,0.7463,0.7377,0.7463,875.4604,647.80678971
1662825600,2022-09-10 16:00:00,AUSD/USDT,0.7434,0.7452,0.7384,0.7452,262.8925,194.43185791
1662822000,2022-09-10 15:00:00,AUSD/USDT,0.745,0.745,0.7434,0.7434,21.4446,15.97406716
1662818400,2022-09-10 14:00:00,AUSD/USDT,0.7384,0.7496,0.7384,0.7496,375.493,278.35167239
1662814800,2022-09-10 13:00:00,AUSD/USDT,0.7409,0.7464,0.7384,0.7384,472.2876,351.8420878
1662811200,2022-09-10 12:00:00,AUSD/USDT,0.7464,0.753,0.7384,0.748,2310.6715,1724.71335388
1662807600,2022-09-10 11:00:00,AUSD/USDT,0.7496,0.7555,0.7463,0.7464,841.0042,628.4747742
1662804000,2022-09-10 10:00:00,AUSD/USDT,0.7599,0.7599,0.7496,0.7555,168.7135,126.68540829
1662800400,2022-09-10 09:00:00,AUSD/USDT,0.756,0.76,0.731,0.7599,22301.4312,16654.75398898
1662796800,2022-09-10 08:00:00,AUSD/USDT,0.76,0.76,0.756,0.76,8144.2774,6189.6458664
1662793200,2022-09-10 07:00:00,AUSD/USDT,0.76,0.76,0.756,0.76,521.5238,396.21312489
1662789600,2022-09-10 06:00:00,AUSD/USDT,0.7596,0.76,0.757,0.76,167.5398,127.24652274
1662786000,2022-09-10 05:00:00,AUSD/USDT,0.7635,0.7665,0.7596,0.76,252.5348,192.71089512
1662782400,2022-09-10 04:00:00,AUSD/USDT,0.761,0.761,0.7573,0.7573,143.3102,108.7963622
1662778800,2022-09-10 03:00:00,AUSD/USDT,0.7624,0.7624,0.7572,0.7572,244.1034,185.68768107
1662775200,2022-09-10 02:00:00,AUSD/USDT,0.7599,0.77,0.758,0.7624,9651.6313,7419.50334697
1662771600,2022-09-10 01:00:00,AUSD/USDT,0.7556,0.7556,0.7556,0.7556,83.0242,62.73308552
1662768000,2022-09-10 00:00:00,AUSD/USDT,0.7555,0.7555,0.7555,0.7555,0,0
1662764400,2022-09-09 23:00:00,AUSD/USDT,0.7599,0.7599,0.7539,0.7555,2860.3715,2160.00744757
1662760800,2022-09-09 22:00:00,AUSD/USDT,0.7555,0.7555,0.7555,0.7555,0,0
1662757200,2022-09-09 21:00:00,AUSD/USDT,0.7545,0.7555,0.7542,0.7555,2598.4552,1961.83823068
1662753600,2022-09-09 20:00:00,AUSD/USDT,0.7556,0.7556,0.7545,0.7555,552.6451,417.56396688
1662750000,2022-09-09 19:00:00,AUSD/USDT,0.756,0.756,0.7555,0.7555,78.8796,59.62862477
1662746400,2022-09-09 18:00:00,AUSD/USDT,0.76,0.763,0.756,0.7622,165.2644,125.29955766
1662742800,2022-09-09 17:00:00,AUSD/USDT,0.7639,0.77,0.7608,0.7608,853.1932,651.6444448
1662739200,2022-09-09 16:00:00,AUSD/USDT,0.7624,0.77,0.7621,0.7639,2371.3366,1818.54822695
1662735600,2022-09-09 15:00:00,AUSD/USDT,0.763,0.77,0.7624,0.7624,8220.5237,6327.01589644
1662732000,2022-09-09 14:00:00,AUSD/USDT,0.748,0.763,0.7384,0.763,5016.9677,3752.06574275
1662728400,2022-09-09 13:00:00,AUSD/USDT,0.754,0.7542,0.7474,0.748,36.6145,27.55697964
1662724800,2022-09-09 12:00:00,AUSD/USDT,0.744,0.7542,0.7425,0.7542,893.2377,671.52843288
1662721200,2022-09-09 11:00:00,AUSD/USDT,0.7589,0.759,0.744,0.744,2615.436,1955.79351634
1662717600,2022-09-09 10:00:00,AUSD/USDT,0.7555,0.76,0.7532,0.7589,610.3327,462.72879997
1662714000,2022-09-09 09:00:00,AUSD/USDT,0.747,0.7621,0.7469,0.76,2076.7268,1577.74372221
1662710400,2022-09-09 08:00:00,AUSD/USDT,0.747,0.7532,0.7469,0.753,810.8256,606.62486241
1662706800,2022-09-09 07:00:00,AUSD/USDT,0.7508,0.7508,0.7496,0.7496,117.0456,87.73759956
1662703200,2022-09-09 06:00:00,AUSD/USDT,0.75,0.7532,0.7463,0.7532,131.3754,98.26425539
1662699600,2022-09-09 05:00:00,AUSD/USDT,0.7259,0.756,0.7257,0.75,9645.1696,7163.48941554
1662696000,2022-09-09 04:00:00,AUSD/USDT,0.7293,0.7323,0.715,0.7323,3898.0393,2813.91807281
1662692400,2022-09-09 03:00:00,AUSD/USDT,0.73,0.7305,0.7225,0.7305,574.0158,418.67939953
1662688800,2022-09-09 02:00:00,AUSD/USDT,0.7542,0.7542,0.721,0.73,17427.8682,12702.43543794
1662685200,2022-09-09 01:00:00,AUSD/USDT,0.7376,0.7542,0.7376,0.7542,3302.4752,2461.8036471
1662681600,2022-09-09 00:00:00,AUSD/USDT,0.7434,0.7434,0.7368,0.7368,3637.1134,2684.16926741
1662678000,2022-09-08 23:00:00,AUSD/USDT,0.747,0.747,0.7435,0.7435,3022.68,2256.85660755
1662674400,2022-09-08 22:00:00,AUSD/USDT,0.747,0.7496,0.747,0.7496,165.6301,123.87497692
1662670800,2022-09-08 21:00:00,AUSD/USDT,0.7356,0.749,0.7356,0.747,5992.6528,4468.55164597
1662667200,2022-09-08 20:00:00,AUSD/USDT,0.76,0.765,0.7234,0.7356,17682.8783,13048.77391515
1662663600,2022-09-08 19:00:00,AUSD/USDT,0.7614,0.7651,0.7555,0.7651,210.8963,160.60583453
1662660000,2022-09-08 18:00:00,AUSD/USDT,0.7697,0.7697,0.7555,0.7555,1959.968,1496.33541947
1662656400,2022-09-08 17:00:00,AUSD/USDT,0.7688,0.7688,0.7688,0.7688,34.1897,26.28504136
1662652800,2022-09-08 16:00:00,AUSD/USDT,0.7699,0.7699,0.7691,0.7697,50.9539,39.20060192
1662649200,2022-09-08 15:00:00,AUSD/USDT,0.7708,0.7779,0.7696,0.7698,668.8146,517.25076441
1662645600,2022-09-08 14:00:00,AUSD/USDT,0.7725,0.7775,0.77,0.77,291.6239,225.20594498
1662642000,2022-09-08 13:00:00,AUSD/USDT,0.7709,0.7709,0.77,0.77,486.7492,374.80398395
1662638400,2022-09-08 12:00:00,AUSD/USDT,0.7654,0.7857,0.764,0.7775,4166.2995,3238.90346128
1662634800,2022-09-08 11:00:00,AUSD/USDT,0.7684,0.772,0.7622,0.772,286.5977,219.51438719
1662631200,2022-09-08 10:00:00,AUSD/USDT,0.7724,0.7734,0.7621,0.7622,780.8658,596.56863045
1662627600,2022-09-08 09:00:00,AUSD/USDT,0.7669,0.7733,0.7665,0.7665,3320.6588,2559.57850382
1662624000,2022-09-08 08:00:00,AUSD/USDT,0.7434,0.774,0.7414,0.7669,4704.8439,3581.12436698
1662620400,2022-09-08 07:00:00,AUSD/USDT,0.76,0.76,0.731,0.7375,28621.1552,21239.56558663
1662616800,2022-09-08 06:00:00,AUSD/USDT,0.761,0.761,0.76,0.76,114.6725,87.20125918
1662613200,2022-09-08 05:00:00,AUSD/USDT,0.7678,0.7678,0.761,0.761,47.9977,36.53108763
1662609600,2022-09-08 04:00:00,AUSD/USDT,0.7574,0.7678,0.756,0.7678,11596.7336,8775.89849126
1662606000,2022-09-08 03:00:00,AUSD/USDT,0.7665,0.7688,0.7574,0.7574,888.2998,678.38728297
1662602400,2022-09-08 02:00:00,AUSD/USDT,0.7615,0.77,0.76,0.76,3018.787,2300.68175125
1662598800,2022-09-08 01:00:00,AUSD/USDT,0.7928,0.7937,0.76,0.7671,13938.4008,10704.35947165
1662595200,2022-09-08 00:00:00,AUSD/USDT,0.774,0.7937,0.7734,0.7862,1779.6728,1398.67011213
1662591600,2022-09-07 23:00:00,AUSD/USDT,0.7858,0.7858,0.7705,0.7797,921.5168,713.52647644
1662588000,2022-09-07 22:00:00,AUSD/USDT,0.7788,0.7857,0.7779,0.7857,1068.7107,833.04193924
1662584400,2022-09-07 21:00:00,AUSD/USDT,0.7628,0.7937,0.759,0.7788,8023.3609,6240.23977802
