https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MAHA,Volume USDT
1653091200,2022-05-21 00:00:00,MAHA/USDT,1.5169,1.7011,1.4956,1.5135,72622.96845218,112288.436980296594
1653004800,2022-05-20 00:00:00,MAHA/USDT,1.5528,1.7499,1.5021,1.5322,63829.57756821,100864.073582203562
1652918400,2022-05-19 00:00:00,MAHA/USDT,1.5001,1.6439,1.5,1.5359,70608.48080906,108596.67329450963
1652832000,2022-05-18 00:00:00,MAHA/USDT,1.634,1.7011,1.5,1.5,10228.62755037,16010.80233367815
1652745600,2022-05-17 00:00:00,MAHA/USDT,1.5166,1.7519,1.5166,1.6339,27151.9323337,44750.149137815485
1652659200,2022-05-16 00:00:00,MAHA/USDT,1.8516,1.9001,1.5131,1.5322,27028.92025796,44475.825329980181
1652572800,2022-05-15 00:00:00,MAHA/USDT,1.6661,2,1.607,1.8599,27950.9134772,49681.505537710201
1652486400,2022-05-14 00:00:00,MAHA/USDT,1.5532,1.7783,1.5039,1.6563,23919.73783488,38430.959852162124
1652400000,2022-05-13 00:00:00,MAHA/USDT,1.4435,2.3133,1.3901,1.5555,127709.37736615,212876.256530678815
1652313600,2022-05-12 00:00:00,MAHA/USDT,1.6177,2.1715,1.3645,1.4227,123602.07358029,198543.665046018921
1652227200,2022-05-11 00:00:00,MAHA/USDT,2.3106,2.3926,1.5107,1.6177,73645.1390135,146277.331224479054
1652140800,2022-05-10 00:00:00,MAHA/USDT,2.2428,2.6833,2.1362,2.33,32501.05328865,75004.313965279288
1652054400,2022-05-09 00:00:00,MAHA/USDT,2.6993,2.8201,2.1036,2.2428,52733.32288958,126476.45074074728
1651968000,2022-05-08 00:00:00,MAHA/USDT,2.9074,2.9145,2.5763,2.6993,45869.60497117,126858.59414317778
1651881600,2022-05-07 00:00:00,MAHA/USDT,2.9078,3.0171,2.8,2.9078,34962.65235629,101788.149140755473
1651795200,2022-05-06 00:00:00,MAHA/USDT,2.9177,3.0783,2.9,2.9086,23243.41402279,68907.398961580992
1651708800,2022-05-05 00:00:00,MAHA/USDT,3.0637,3.1457,2.9028,2.9236,16094.66829677,48946.936662593507
1651622400,2022-05-04 00:00:00,MAHA/USDT,3.0326,3.0804,2.7918,3.0637,27232.72127417,81087.837295194151
1651536000,2022-05-03 00:00:00,MAHA/USDT,3.164,3.164,3.027,3.0387,5868.86715628,18137.444137613037
1651449600,2022-05-02 00:00:00,MAHA/USDT,3.2321,3.2553,3.1522,3.1667,58995.9029445,190882.274630900022
1651363200,2022-05-01 00:00:00,MAHA/USDT,3.3211,3.3285,3.2135,3.2327,153518.81061575,498992.573897380858
1651276800,2022-04-30 00:00:00,MAHA/USDT,3.4372,3.4601,3.3207,3.3285,39946.66856938,134086.873260964077
1651190400,2022-04-29 00:00:00,MAHA/USDT,3.5632,3.6857,3.4268,3.4308,38940.6591258,138461.692424354815
1651104000,2022-04-28 00:00:00,MAHA/USDT,3.5811,3.5918,3.4501,3.5633,21685.55936822,76583.914722728431
1651017600,2022-04-27 00:00:00,MAHA/USDT,3.5668,3.6662,3.5551,3.5797,11845.72741589,42785.536122711393
1650931200,2022-04-26 00:00:00,MAHA/USDT,3.4557,3.796,3.4557,3.5711,24165.91649961,86493.78289571012
1650844800,2022-04-25 00:00:00,MAHA/USDT,3.6073,3.63,3.2032,3.4692,122370.39145232,414544.836865202454
1650758400,2022-04-24 00:00:00,MAHA/USDT,3.5108,3.7865,3.4914,3.6057,65194.91233406,233204.550704249544
1650672000,2022-04-23 00:00:00,MAHA/USDT,3.5625,3.5715,3.45,3.5201,310169.9415772,1089515.916898261456
1650585600,2022-04-22 00:00:00,MAHA/USDT,3.4681,3.686,3.4575,3.5689,325408.69697075,1145308.732772546539
1650499200,2022-04-21 00:00:00,MAHA/USDT,3.5731,4.3029,3.4343,3.4697,166109.343595,618816.438098188782
1650412800,2022-04-20 00:00:00,MAHA/USDT,3.7358,3.75,3.57,3.5834,42221.94827203,153293.31389128308
1650326400,2022-04-19 00:00:00,MAHA/USDT,3.583,3.7606,3.5231,3.7354,103109.88189252,369627.873497348782
1650240000,2022-04-18 00:00:00,MAHA/USDT,3.5978,3.6083,3.52,3.5879,300577.83707809,1068345.103929689971
1650153600,2022-04-17 00:00:00,MAHA/USDT,3.7214,3.7332,3.5955,3.6025,42723.23615463,155392.859707285847
1650067200,2022-04-16 00:00:00,MAHA/USDT,3.8836,3.8986,3.7208,3.7287,14260.82149652,54315.434103917908
1649980800,2022-04-15 00:00:00,MAHA/USDT,3.9029,3.9273,3.8794,3.8895,4094.5729535,15961.28615619898
1649894400,2022-04-14 00:00:00,MAHA/USDT,3.8778,4.1099,3.8776,3.8916,19644.18854008,78807.622886329844
1649808000,2022-04-13 00:00:00,MAHA/USDT,3.8848,3.9849,3.7466,3.8779,19695.45007772,76293.345921175538
1649721600,2022-04-12 00:00:00,MAHA/USDT,3.5941,3.8931,3.56,3.882,146923.00532374,528340.105018878875
1649635200,2022-04-11 00:00:00,MAHA/USDT,4.0362,4.0415,3.5796,3.5896,146816.94458907,541723.735295523208
1649548800,2022-04-10 00:00:00,MAHA/USDT,3.8501,4.0995,3.8313,4.0262,197135.24178593,766412.921348795026
1649462400,2022-04-09 00:00:00,MAHA/USDT,3.7581,3.8859,3.7216,3.8562,334299.91125172,1278295.936047347544
1649376000,2022-04-08 00:00:00,MAHA/USDT,3.7874,4.0009,3.7409,3.7585,408055.63496834,1560945.601265346695
1649289600,2022-04-07 00:00:00,MAHA/USDT,3.8176,3.8291,3.6935,3.7977,355933.37242038,1348111.073890184981
1649203200,2022-04-06 00:00:00,MAHA/USDT,4.0567,4.2229,3.7539,3.8246,437496.80619422,1733643.339042454542
1649116800,2022-04-05 00:00:00,MAHA/USDT,3.9388,4.1208,3.9388,4.0574,360817.72949257,1454785.989579837625
1649030400,2022-04-04 00:00:00,MAHA/USDT,3.9618,4.04,3.7507,3.94,19275.90962892,75466.765108028837
1648944000,2022-04-03 00:00:00,MAHA/USDT,3.8801,4.0265,3.86,3.9618,7136.90791455,28046.936742333495
1648857600,2022-04-02 00:00:00,MAHA/USDT,3.7642,4.0958,3.7457,3.8801,29367.96905765,115091.692957718793
1648771200,2022-04-01 00:00:00,MAHA/USDT,3.5801,3.8175,3.5194,3.7849,27195.69843797,99070.423549383857
1648684800,2022-03-31 00:00:00,MAHA/USDT,3.6221,3.7884,3.5203,3.5923,28448.20513668,103793.048857216857
1648598400,2022-03-30 00:00:00,MAHA/USDT,3.7388,3.7537,3.5235,3.6221,28211.58620696,102188.456455755766
1648512000,2022-03-29 00:00:00,MAHA/USDT,3.9316,4.2296,3.5167,3.7388,72121.69096867,279211.61296993411
1648425600,2022-03-28 00:00:00,MAHA/USDT,3.687,4.3999,3.6296,3.9316,88460.24875655,357338.786876076809
1648339200,2022-03-27 00:00:00,MAHA/USDT,3.4743,3.79,3.4266,3.6869,25883.45771398,93130.621800785093
1648252800,2022-03-26 00:00:00,MAHA/USDT,3.4228,3.5703,3.3163,3.4713,24820.50190197,85574.479998133532
1648166400,2022-03-25 00:00:00,MAHA/USDT,3.3119,3.4347,3.2203,3.4012,34692.73300206,114822.713445410408
1648080000,2022-03-24 00:00:00,MAHA/USDT,3.2105,3.43,3.1301,3.3119,46126.80904776,151984.816533148054
1647993600,2022-03-23 00:00:00,MAHA/USDT,3.2766,3.382,3.1013,3.1858,32017.89915751,104040.854926638811
1647907200,2022-03-22 00:00:00,MAHA/USDT,3.1278,3.474,3.0601,3.2741,70157.11610945,231228.543392291712
1647820800,2022-03-21 00:00:00,MAHA/USDT,3.0983,3.237,3.06,3.1091,46101.75903763,145922.319526806324
1647734400,2022-03-20 00:00:00,MAHA/USDT,3.1768,3.2514,3.0801,3.0985,32013.96125933,100688.022996173961
1647648000,2022-03-19 00:00:00,MAHA/USDT,3.0951,3.2555,3.0698,3.1768,28249.46154586,88943.839623296268
1647561600,2022-03-18 00:00:00,MAHA/USDT,3.0493,3.161,2.9921,3.0947,15114.08424127,46490.148634641886
1647475200,2022-03-17 00:00:00,MAHA/USDT,3.011,3.1812,3.0082,3.0536,52366.31306153,161473.004250199032
1647388800,2022-03-16 00:00:00,MAHA/USDT,3.116,3.2023,2.8856,3.0308,240002.68974398,742889.537025411442
1647302400,2022-03-15 00:00:00,MAHA/USDT,2.9442,3.1799,2.9118,3.1365,163324.83314726,501281.591600780753
1647216000,2022-03-14 00:00:00,MAHA/USDT,3.0001,3.018,2.7224,2.9256,181715.8824392,520342.866690392332
1647129600,2022-03-13 00:00:00,MAHA/USDT,3.0246,3.0831,2.9719,3.0002,282058.11867899,854859.186175234239
1647043200,2022-03-12 00:00:00,MAHA/USDT,3.0058,3.1,3.0023,3.0449,595504.72302419,1817628.815967420824
1646956800,2022-03-11 00:00:00,MAHA/USDT,3.0655,3.1185,3,3.0132,582030.38596099,1769107.580170168365
1646870400,2022-03-10 00:00:00,MAHA/USDT,3.197,3.2087,3.001,3.0669,511517.07340007,1580020.722741208724
1646784000,2022-03-09 00:00:00,MAHA/USDT,3.088,3.3427,3.0301,3.2079,567636.81260405,1803004.123209242384
1646697600,2022-03-08 00:00:00,MAHA/USDT,3.164,3.28,3.037,3.0846,389052.24502744,1227971.471388817261
1646611200,2022-03-07 00:00:00,MAHA/USDT,3.6407,3.7556,3.0848,3.168,476340.04227196,1599000.305485845015
1646524800,2022-03-06 00:00:00,MAHA/USDT,3.4086,3.986,3.1827,3.64,567538.71162457,1934690.850110291782
1646438400,2022-03-05 00:00:00,MAHA/USDT,3.0948,3.44,3.01,3.4088,537207.5099217,1717776.435389752964
1646352000,2022-03-04 00:00:00,MAHA/USDT,3.3269,3.3887,3.07,3.0994,89923.85298306,288063.239108125459
1646265600,2022-03-03 00:00:00,MAHA/USDT,3.2891,3.63,3.1686,3.3318,115633.00529406,382030.991211087379
1646179200,2022-03-02 00:00:00,MAHA/USDT,3.1801,3.6685,3.1651,3.2719,157819.89080368,532961.803877704548
1646092800,2022-03-01 00:00:00,MAHA/USDT,3.2627,3.4078,3.0692,3.1989,157217.92673173,507193.466215860193
1646006400,2022-02-28 00:00:00,MAHA/USDT,3.0501,3.3,3.0007,3.2814,23871.30216583,75698.56261379823
1645920000,2022-02-27 00:00:00,MAHA/USDT,3.096,3.198,3,3.0526,29629.67166458,91193.259225604343
1645833600,2022-02-26 00:00:00,MAHA/USDT,3.0599,3.2,2.9965,3.1114,51216.64845137,158563.621232545083
1645747200,2022-02-25 00:00:00,MAHA/USDT,3.0838,3.2975,2.93,3.0588,48300.63797219,149798.947194214973
1645660800,2022-02-24 00:00:00,MAHA/USDT,3.1309,3.2219,2.8,3.0838,73152.36557318,219347.565894738866
1645574400,2022-02-23 00:00:00,MAHA/USDT,3.1669,3.3697,3.1309,3.1309,12449.16100531,40260.77827740929
1645488000,2022-02-22 00:00:00,MAHA/USDT,2.9461,3.223,2.8556,3.1685,59700.20176591,181383.440728598042
1645401600,2022-02-21 00:00:00,MAHA/USDT,3.0383,3.3887,2.8988,2.9467,54306.78344563,168927.769488711512
1645315200,2022-02-20 00:00:00,MAHA/USDT,3.133,3.1908,2.9111,3.0396,28463.16662641,86953.015240737056
1645228800,2022-02-19 00:00:00,MAHA/USDT,3.187,3.4498,3.051,3.133,26107.21693659,83550.281859845403
1645142400,2022-02-18 00:00:00,MAHA/USDT,3.3191,3.4925,3.1512,3.207,15083.24686567,49409.105707139912
1645056000,2022-02-17 00:00:00,MAHA/USDT,3.6747,3.6851,3.2614,3.3318,27780.05949659,95701.85056778538
1644969600,2022-02-16 00:00:00,MAHA/USDT,3.7924,3.8355,3.5001,3.6718,25538.34926634,93968.552707260023
1644883200,2022-02-15 00:00:00,MAHA/USDT,3.3193,3.94,3.2995,3.7935,134041.50006056,496012.5965548794
1644796800,2022-02-14 00:00:00,MAHA/USDT,3.2045,3.8991,3.12,3.32,230829.58563128,794300.299371807525
1644710400,2022-02-13 00:00:00,MAHA/USDT,3.4284,3.4649,3.1351,3.2115,160757.64791983,533959.615699145693
1644624000,2022-02-12 00:00:00,MAHA/USDT,3.1644,3.5745,3.0391,3.4491,238830.51677775,773332.622826409915
1644537600,2022-02-11 00:00:00,MAHA/USDT,3.8095,3.8994,3.15,3.1649,182230.82702631,667619.018772366905
1644451200,2022-02-10 00:00:00,MAHA/USDT,4.171,4.2026,3.7,3.8203,177192.30239464,697806.031751749122
1644364800,2022-02-09 00:00:00,MAHA/USDT,4.0152,4.4444,3.9614,4.1713,149044.79576931,615989.832754410025
1644278400,2022-02-08 00:00:00,MAHA/USDT,4.2711,4.8002,3.8802,4.0035,238003.73158379,1026835.283346509148
1644192000,2022-02-07 00:00:00,MAHA/USDT,4.506,4.6197,4.2302,4.2535,145439.28074886,637492.281442594052
1644105600,2022-02-06 00:00:00,MAHA/USDT,4.2655,4.83,4.1,4.5255,179528.76041255,783977.701815848435
1644019200,2022-02-05 00:00:00,MAHA/USDT,3.4207,4.9689,3.3504,4.2829,319690.90490187,1364521.225559478298
1643932800,2022-02-04 00:00:00,MAHA/USDT,3.2209,3.4725,3.15,3.3989,126524.73372737,414860.786005244576
1643846400,2022-02-03 00:00:00,MAHA/USDT,3.2015,3.2986,3.1,3.2209,9223.72406097,29437.310014122349
