https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EWT,Volume USDT
1660953600,2022-08-20 00:00:00,EWT/USDT,3.117,4,3.05,3.942,219859.4987,791151.5948981
1660867200,2022-08-19 00:00:00,EWT/USDT,3.646,3.646,3.051,3.116,102706.2605,339986.4112901
1660780800,2022-08-18 00:00:00,EWT/USDT,3.687,3.812,3.64,3.66,46734.674,173615.7217
1660694400,2022-08-17 00:00:00,EWT/USDT,3.88,4.042,3.56,3.691,102476.00432444,385809.17488471136
1660608000,2022-08-16 00:00:00,EWT/USDT,3.919,3.957,3.73,3.88,83730.8454,321180.4853202
1660521600,2022-08-15 00:00:00,EWT/USDT,3.947,4.192,3.85,3.917,92110.8374,368854.1432359
1660435200,2022-08-14 00:00:00,EWT/USDT,4.165,4.494,3.92,3.959,120863.7505,511458.8224566
1660348800,2022-08-13 00:00:00,EWT/USDT,4.085,4.2,3.706,4.163,169517.598,668849.4190577
1660262400,2022-08-12 00:00:00,EWT/USDT,3.637,4.6,3.626,4.085,415060.08979497,1697853.57002217003
1660176000,2022-08-11 00:00:00,EWT/USDT,2.769,4.112,2.632,3.637,421097.96485367,1454409.42257086602
1660089600,2022-08-10 00:00:00,EWT/USDT,2.518,2.8,2.391,2.769,95229.1698,247360.5322614
1660003200,2022-08-09 00:00:00,EWT/USDT,2.612,2.68,2.5,2.533,27113.5286,69383.5714087
1659916800,2022-08-08 00:00:00,EWT/USDT,2.47,2.66,2.421,2.622,73369.6419,188454.0259783
1659830400,2022-08-07 00:00:00,EWT/USDT,2.442,2.494,2.41,2.471,23094.1613,56553.3649817
1659744000,2022-08-06 00:00:00,EWT/USDT,2.492,2.495,2.351,2.432,40753.3174,98404.550962
1659657600,2022-08-05 00:00:00,EWT/USDT,2.434,2.545,2.408,2.492,29973.2803,74041.0575601
1659571200,2022-08-04 00:00:00,EWT/USDT,2.501,2.561,2.405,2.434,27351.8125,67878.6292381
1659484800,2022-08-03 00:00:00,EWT/USDT,2.423,2.619,2.364,2.503,83724.3021,209005.9304181
1659398400,2022-08-02 00:00:00,EWT/USDT,2.442,2.509,2.35,2.423,26671.7623,64526.04515
1659312000,2022-08-01 00:00:00,EWT/USDT,2.379,2.486,2.337,2.442,33620.0789,81425.9369756
1659225600,2022-07-31 00:00:00,EWT/USDT,2.462,2.485,2.35,2.378,45036.009,108599.8734129
1659139200,2022-07-30 00:00:00,EWT/USDT,2.552,2.596,2.365,2.463,79896.9399,197357.3263835
1659052800,2022-07-29 00:00:00,EWT/USDT,2.66,2.76,2.503,2.559,47370.6994,123355.7172736
1658966400,2022-07-28 00:00:00,EWT/USDT,2.44,2.754,2.414,2.644,92422.4149,237210.387043
1658880000,2022-07-27 00:00:00,EWT/USDT,2.32,2.457,2.269,2.44,77518.725,181136.3223581
1658793600,2022-07-26 00:00:00,EWT/USDT,2.412,2.507,2.245,2.32,75976.8789,181104.3440669
1658707200,2022-07-25 00:00:00,EWT/USDT,2.535,2.627,2.374,2.412,72460.5255,180932.8729819
1658620800,2022-07-24 00:00:00,EWT/USDT,2.443,2.656,2.433,2.537,61664.0807,156480.5380946
1658534400,2022-07-23 00:00:00,EWT/USDT,2.494,2.549,2.391,2.44,33828.7257,83324.7055175
1658448000,2022-07-22 00:00:00,EWT/USDT,2.709,2.749,2.471,2.495,27793.732,72669.5440857
1658361600,2022-07-21 00:00:00,EWT/USDT,2.576,2.738,2.32,2.709,152517.766198,386891.204379648
1658275200,2022-07-20 00:00:00,EWT/USDT,2.565,2.715,2.5,2.579,115482.46532624,301011.31699307674
1658188800,2022-07-19 00:00:00,EWT/USDT,2.543,2.669,2.456,2.56,114795.184833,294157.94937384176
1658102400,2022-07-18 00:00:00,EWT/USDT,2.379,2.558,2.321,2.556,63715.33057483,154597.43250587959
1658016000,2022-07-17 00:00:00,EWT/USDT,2.565,2.581,2.354,2.379,62273.84672665,152073.4533752491
1657929600,2022-07-16 00:00:00,EWT/USDT,2.36,2.697,2.261,2.565,102467.36466664,253560.90324305329
1657843200,2022-07-15 00:00:00,EWT/USDT,2.221,2.388,2.202,2.348,58837.44856168,135981.8482525467
1657756800,2022-07-14 00:00:00,EWT/USDT,2.189,2.25,2.105,2.227,70786.58506503,155656.92637655315
1657670400,2022-07-13 00:00:00,EWT/USDT,2.214,2.215,2.15,2.189,70379.39556726,154362.50854125387
1657584000,2022-07-12 00:00:00,EWT/USDT,2.421,2.434,2.183,2.214,60926.32824696,138791.74352580347
1657497600,2022-07-11 00:00:00,EWT/USDT,2.446,2.5,2.381,2.421,31820.85920791,77598.05219168077
1657411200,2022-07-10 00:00:00,EWT/USDT,2.524,2.597,2.41,2.439,69803.93942744,173632.23098910533
1657324800,2022-07-09 00:00:00,EWT/USDT,2.42,2.597,2.413,2.524,67535.64400728,169986.23776218853
1657238400,2022-07-08 00:00:00,EWT/USDT,2.38,2.482,2.336,2.421,46722.28130853,111767.84333511744
1657152000,2022-07-07 00:00:00,EWT/USDT,2.444,2.54,2.354,2.38,92580.44133636,224162.46108124645
1657065600,2022-07-06 00:00:00,EWT/USDT,2.321,2.457,2.275,2.445,34770.99734993,81869.72799352264
1656979200,2022-07-05 00:00:00,EWT/USDT,2.439,2.479,2.241,2.319,75528.64630605,178104.22345145747
1656892800,2022-07-04 00:00:00,EWT/USDT,2.359,2.506,2.331,2.434,57946.65491232,141701.04297265901
1656806400,2022-07-03 00:00:00,EWT/USDT,2.221,2.428,2.201,2.358,70029.16632192,162063.32674450518
1656720000,2022-07-02 00:00:00,EWT/USDT,2.289,2.34,2.2,2.221,87804.99875281,198818.40655852083
1656633600,2022-07-01 00:00:00,EWT/USDT,2.482,2.53,2.25,2.293,94441.35608132,224726.82416550048
1656547200,2022-06-30 00:00:00,EWT/USDT,2.361,2.482,2.29,2.482,100935.75412442,239676.10342970005
1656460800,2022-06-29 00:00:00,EWT/USDT,2.463,2.564,2.345,2.361,97752.3171791,241097.13284498754
1656374400,2022-06-28 00:00:00,EWT/USDT,2.578,2.663,2.423,2.461,45869.37396198,116228.09429895873
1656288000,2022-06-27 00:00:00,EWT/USDT,2.639,2.72,2.461,2.586,71542.36671633,185687.33947474756
1656201600,2022-06-26 00:00:00,EWT/USDT,2.626,2.72,2.552,2.639,41399.93197336,109361.75082910791
1656115200,2022-06-25 00:00:00,EWT/USDT,2.629,2.65,2.5,2.62,40850.87512861,105993.7066772484
1656028800,2022-06-24 00:00:00,EWT/USDT,2.601,2.65,2.508,2.629,62799.75116225,162732.24046937527
1655942400,2022-06-23 00:00:00,EWT/USDT,2.464,2.618,2.462,2.589,22582.52944134,56975.30716173342
1655856000,2022-06-22 00:00:00,EWT/USDT,2.474,2.556,2.42,2.469,49812.2247289,123802.08956693992
1655769600,2022-06-21 00:00:00,EWT/USDT,2.524,2.65,2.451,2.471,66898.12805503,172394.80704009249
1655683200,2022-06-20 00:00:00,EWT/USDT,2.483,2.62,2.336,2.536,78947.18285976,199700.5886806896
1655596800,2022-06-19 00:00:00,EWT/USDT,2.401,2.555,2.23,2.495,90448.3703945,214123.63692766594
1655510400,2022-06-18 00:00:00,EWT/USDT,2.424,2.463,2.23,2.394,85842.6360578,199970.8393179303
1655424000,2022-06-17 00:00:00,EWT/USDT,2.38,2.539,2.369,2.426,60649.05930913,148386.77126322824
1655337600,2022-06-16 00:00:00,EWT/USDT,2.56,2.62,2.361,2.368,79177.52222637,198472.27670752158
1655251200,2022-06-15 00:00:00,EWT/USDT,2.437,2.614,2.3,2.561,107670.18331874,264221.45376039084
1655164800,2022-06-14 00:00:00,EWT/USDT,2.412,2.62,2.29,2.442,149108.91336014,368978.75444538305
1655078400,2022-06-13 00:00:00,EWT/USDT,2.704,2.727,2.34,2.423,167619.02723264,419751.18105790119
1654992000,2022-06-12 00:00:00,EWT/USDT,2.781,2.92,2.55,2.711,78353.69366367,213392.83060420875
1654905600,2022-06-11 00:00:00,EWT/USDT,2.942,3.1,2.707,2.794,70518.21034168,202504.04542094478
1654819200,2022-06-10 00:00:00,EWT/USDT,3.033,3.199,2.883,2.942,67619.52345385,203842.92767519223
1654732800,2022-06-09 00:00:00,EWT/USDT,3.28,3.398,2.958,3.033,122642.49559793,383943.1413841629
1654646400,2022-06-08 00:00:00,EWT/USDT,3.116,3.475,3.056,3.28,161412.59026956,525555.75627333854
1654560000,2022-06-07 00:00:00,EWT/USDT,2.85,3.498,2.69,3.115,142313.67624039,440160.22782245791
1654473600,2022-06-06 00:00:00,EWT/USDT,2.69,2.915,2.69,2.85,48376.72507663,136089.32214992598
1654387200,2022-06-05 00:00:00,EWT/USDT,2.691,2.767,2.634,2.699,26313.05408905,71054.29191134371
1654300800,2022-06-04 00:00:00,EWT/USDT,2.745,2.799,2.6,2.691,42199.82639897,114199.10591288586
1654214400,2022-06-03 00:00:00,EWT/USDT,2.852,2.862,2.691,2.742,52947.79317461,146444.72669424228
1654128000,2022-06-02 00:00:00,EWT/USDT,2.628,2.95,2.51,2.852,173970.86853269,475291.68606138479
1654041600,2022-06-01 00:00:00,EWT/USDT,2.936,3.099,2.62,2.641,92651.76093365,263963.45468839318
1653955200,2022-05-31 00:00:00,EWT/USDT,2.827,3.25,2.818,2.939,81924.47413895,242863.92089821721
1653868800,2022-05-30 00:00:00,EWT/USDT,2.738,2.989,2.629,2.834,60247.86276807,167201.13983179147
1653782400,2022-05-29 00:00:00,EWT/USDT,2.56,2.889,2.493,2.738,46373.54330293,126684.78030524418
1653696000,2022-05-28 00:00:00,EWT/USDT,2.492,2.673,2.48,2.559,43905.15759228,112108.02491995741
1653609600,2022-05-27 00:00:00,EWT/USDT,2.67,2.72,2.48,2.48,57164.8100136,149231.79810407098
1653523200,2022-05-26 00:00:00,EWT/USDT,2.839,2.944,2.612,2.657,61543.46583524,170592.53335651524
1653436800,2022-05-25 00:00:00,EWT/USDT,2.936,3.037,2.786,2.847,28429.61822693,82315.38399101061
1653350400,2022-05-24 00:00:00,EWT/USDT,2.943,3.001,2.664,2.946,40102.75122752,113991.33896650975
1653264000,2022-05-23 00:00:00,EWT/USDT,3.01,3.23,2.903,2.943,57977.23639408,177113.40041294279
1653177600,2022-05-22 00:00:00,EWT/USDT,2.882,3.053,2.85,3.011,26049.27363924,76935.65301716633
1653091200,2022-05-21 00:00:00,EWT/USDT,2.78,2.96,2.693,2.892,20400.07195019,58242.13165554862
1653004800,2022-05-20 00:00:00,EWT/USDT,2.964,3.029,2.69,2.78,40188.33396025,114286.29519986758
1652918400,2022-05-19 00:00:00,EWT/USDT,2.798,2.98,2.504,2.964,62256.80593187,168495.68478347697
1652832000,2022-05-18 00:00:00,EWT/USDT,3.063,3.106,2.77,2.8,55135.11099844,162462.20716514644
1652745600,2022-05-17 00:00:00,EWT/USDT,2.889,3.135,2.835,3.063,73625.235765,219528.09529055996
1652659200,2022-05-16 00:00:00,EWT/USDT,3.072,3.113,2.736,2.889,56999.52022558,163835.00713814717
1652572800,2022-05-15 00:00:00,EWT/USDT,2.976,3.101,2.894,3.081,39452.46995828,117901.78845371907
1652486400,2022-05-14 00:00:00,EWT/USDT,2.75,3.105,2.602,2.977,90295.58253202,248892.79855157954
1652400000,2022-05-13 00:00:00,EWT/USDT,2.64,3.3,2.486,2.751,144704.38474767,423164.16961677676
1652313600,2022-05-12 00:00:00,EWT/USDT,2.915,3.042,2.265,2.623,211442.30150229,555566.39016955393
1652227200,2022-05-11 00:00:00,EWT/USDT,3.5,3.571,2.52,2.915,280479.93975911,843965.12451909866
1652140800,2022-05-10 00:00:00,EWT/USDT,3.369,3.769,3.213,3.5,92452.09920693,324697.57118676968
1652054400,2022-05-09 00:00:00,EWT/USDT,3.948,4.104,3.3,3.371,123517.4294488,447272.76821062159
1651968000,2022-05-08 00:00:00,EWT/USDT,4.116,4.204,3.9,3.948,79683.67893841,321771.316525179
1651881600,2022-05-07 00:00:00,EWT/USDT,4.111,4.384,4,4.122,57215.35250529,236820.18684217364
1651795200,2022-05-06 00:00:00,EWT/USDT,4.222,4.235,4.003,4.111,47193.22052625,193330.15883277698
1651708800,2022-05-05 00:00:00,EWT/USDT,4.699,4.8,4.203,4.221,80832.91097063,361312.46299551302
1651622400,2022-05-04 00:00:00,EWT/USDT,4.353,4.716,4.344,4.699,43255.05957265,193413.8069298834
1651536000,2022-05-03 00:00:00,EWT/USDT,4.431,4.484,4.344,4.358,35212.47439335,154822.72788279752
1651449600,2022-05-02 00:00:00,EWT/USDT,4.184,4.5,4.181,4.433,59854.91994969,257969.51434210038
1651363200,2022-05-01 00:00:00,EWT/USDT,4.05,4.291,4.002,4.181,43185.17957213,178794.03107885434
1651276800,2022-04-30 00:00:00,EWT/USDT,4.2,4.466,4.002,4.06,67008.97884889,281394.23073635759
1651190400,2022-04-29 00:00:00,EWT/USDT,4.629,4.73,4.178,4.2,77865.20121874,342789.05579058922
1651104000,2022-04-28 00:00:00,EWT/USDT,4.808,4.862,4.54,4.636,71970.21238238,339434.593629745
1651017600,2022-04-27 00:00:00,EWT/USDT,4.887,5,4.71,4.807,63736.98099216,308870.42263396827
1650931200,2022-04-26 00:00:00,EWT/USDT,5.112,5.149,4.733,4.905,56264.23739945,276138.08264023491
1650844800,2022-04-25 00:00:00,EWT/USDT,5.213,5.246,4.711,5.112,86023.10137932,426672.3752137854
1650758400,2022-04-24 00:00:00,EWT/USDT,5.283,5.299,5.061,5.214,30700.90458596,159468.76578442499
1650672000,2022-04-23 00:00:00,EWT/USDT,5.52,5.627,5.137,5.27,75843.10310358,405197.26200666888
1650585600,2022-04-22 00:00:00,EWT/USDT,5.744,5.852,5.471,5.52,60178.57376212,339060.54460793673
1650499200,2022-04-21 00:00:00,EWT/USDT,5.832,6.11,5.706,5.753,51614.25153871,302530.80112819422
1650412800,2022-04-20 00:00:00,EWT/USDT,5.755,6.182,5.323,5.844,141918.51767268,824015.56719072594
1650326400,2022-04-19 00:00:00,EWT/USDT,5.088,5.98,5.021,5.755,111374.1076013,608940.99760900655
1650240000,2022-04-18 00:00:00,EWT/USDT,4.77,5.12,4.75,5.074,43662.34437072,215408.19616646388
1650153600,2022-04-17 00:00:00,EWT/USDT,4.965,5.142,4.711,4.77,50169.6028888,247198.08660075975
1650067200,2022-04-16 00:00:00,EWT/USDT,5,5.145,4.773,4.967,32189.87169903,158930.43996150548
1649980800,2022-04-15 00:00:00,EWT/USDT,4.993,5.2,4.84,5.003,64078.01254527,323437.24564517067
1649894400,2022-04-14 00:00:00,EWT/USDT,5.091,5.213,4.87,4.995,49649.53565392,248944.42521339185
1649808000,2022-04-13 00:00:00,EWT/USDT,5.073,5.167,4.931,5.091,48868.28120101,247053.30968418148
1649721600,2022-04-12 00:00:00,EWT/USDT,4.802,5.187,4.726,5.072,54511.79843763,271965.6191372739
1649635200,2022-04-11 00:00:00,EWT/USDT,5.049,5.22,4.718,4.801,98760.87249056,485015.26565469302
1649548800,2022-04-10 00:00:00,EWT/USDT,5.376,5.419,5.019,5.049,71949.65151805,376980.83897751483
1649462400,2022-04-09 00:00:00,EWT/USDT,5.344,5.549,5.201,5.377,55756.48629838,299142.14410444467
1649376000,2022-04-08 00:00:00,EWT/USDT,5.527,5.93,5.335,5.346,120821.37707877,681165.52806674147
1649289600,2022-04-07 00:00:00,EWT/USDT,4.872,5.645,4.6,5.526,155082.72209894,777226.67421032237
1649203200,2022-04-06 00:00:00,EWT/USDT,5.519,5.61,4.789,4.873,93133.99797105,494006.88452438132
1649116800,2022-04-05 00:00:00,EWT/USDT,5.596,5.962,5.45,5.531,85080.89344147,482451.77474527266
1649030400,2022-04-04 00:00:00,EWT/USDT,5.881,5.929,5.495,5.596,56120.15986242,320184.32451971881
1648944000,2022-04-03 00:00:00,EWT/USDT,6.124,6.14,5.69,5.893,102101.31747406,602688.58088354879
1648857600,2022-04-02 00:00:00,EWT/USDT,6.001,6.52,5.987,6.124,88274.68390164,546452.86827571384
1648771200,2022-04-01 00:00:00,EWT/USDT,6.036,6.201,5.864,6.001,45394.90487138,273365.33357502647
1648684800,2022-03-31 00:00:00,EWT/USDT,6.276,6.575,5.893,6.036,70020.9140533,434754.23998856521
1648598400,2022-03-30 00:00:00,EWT/USDT,6.184,6.578,6.01,6.265,83637.24860499,521690.83538909576
1648512000,2022-03-29 00:00:00,EWT/USDT,6.372,6.64,6.144,6.175,53130.53922746,338656.11929192291
1648425600,2022-03-28 00:00:00,EWT/USDT,6.34,6.85,6.236,6.372,82926.3282221,538253.68901451337
1648339200,2022-03-27 00:00:00,EWT/USDT,6.117,6.45,5.944,6.35,56381.42453986,346382.5666743859
1648252800,2022-03-26 00:00:00,EWT/USDT,6.129,6.169,5.852,6.114,38584.42413519,233177.92991174831
1648166400,2022-03-25 00:00:00,EWT/USDT,6.374,6.413,6.079,6.134,45600.54380316,282471.26206520963
1648080000,2022-03-24 00:00:00,EWT/USDT,6.042,6.42,5.965,6.373,59081.14733055,365616.81677103301
1647993600,2022-03-23 00:00:00,EWT/USDT,5.992,6.17,5.782,6.028,73645.3638669,439775.36194968403
1647907200,2022-03-22 00:00:00,EWT/USDT,6.037,6.652,5.898,5.985,122900.65111701,776948.65597374244
1647820800,2022-03-21 00:00:00,EWT/USDT,5.528,6.158,5.431,6.037,118887.80954629,686698.22525385603
1647734400,2022-03-20 00:00:00,EWT/USDT,5.303,5.8,5.296,5.528,68388.85323993,377071.25011411348
1647648000,2022-03-19 00:00:00,EWT/USDT,5.353,5.54,5.253,5.301,46461.72201479,249880.49056951258
1647561600,2022-03-18 00:00:00,EWT/USDT,5.117,5.417,4.941,5.354,61298.02117379,317112.13023689475
1647475200,2022-03-17 00:00:00,EWT/USDT,5,5.199,4.985,5.127,46088.73426772,234758.45961882732
1647388800,2022-03-16 00:00:00,EWT/USDT,4.938,5.1,4.811,5.001,68241.52683768,336628.6193965676
1647302400,2022-03-15 00:00:00,EWT/USDT,4.778,5.095,4.627,4.938,73680.89530602,359144.71411252431
1647216000,2022-03-14 00:00:00,EWT/USDT,4.628,4.877,4.597,4.764,66724.95939964,314120.92026316825
1647129600,2022-03-13 00:00:00,EWT/USDT,4.692,4.93,4.61,4.627,37238.5019634,177461.97836132138
1647043200,2022-03-12 00:00:00,EWT/USDT,4.76,4.876,4.691,4.695,22304.047953,107106.22807562684
1646956800,2022-03-11 00:00:00,EWT/USDT,4.664,4.886,4.468,4.759,65667.65466518,306287.82563522889
1646870400,2022-03-10 00:00:00,EWT/USDT,5.133,5.349,4.52,4.681,74551.48606318,356730.19289999431
1646784000,2022-03-09 00:00:00,EWT/USDT,4.698,5.22,4.69,5.133,118787.54930443,581079.78797633465
1646697600,2022-03-08 00:00:00,EWT/USDT,4.601,4.818,4.6,4.698,35968.57231711,169607.43690120535
1646611200,2022-03-07 00:00:00,EWT/USDT,4.966,5.045,4.486,4.603,69018.47432662,330577.50554087989
1646524800,2022-03-06 00:00:00,EWT/USDT,5.096,5.148,4.95,4.966,20703.94409044,104170.62466621669
1646438400,2022-03-05 00:00:00,EWT/USDT,4.986,5.162,4.95,5.096,38203.24367409,191312.98387623744
1646352000,2022-03-04 00:00:00,EWT/USDT,5.225,5.51,4.96,4.987,70272.89947477,359791.17413341218
1646265600,2022-03-03 00:00:00,EWT/USDT,5.555,5.575,5.17,5.212,41667.00605272,222986.82266177225
1646179200,2022-03-02 00:00:00,EWT/USDT,5.435,5.94,5.31,5.555,65502.16113442,360723.17709436892
1646092800,2022-03-01 00:00:00,EWT/USDT,5.625,5.892,5.27,5.435,74540.42149683,413162.57553642973
1646006400,2022-02-28 00:00:00,EWT/USDT,4.725,5.826,4.45,5.627,138261.43800043,690973.2028986663
1645920000,2022-02-27 00:00:00,EWT/USDT,4.989,5.095,4.695,4.701,76833.56023272,374569.90133203019
1645833600,2022-02-26 00:00:00,EWT/USDT,4.911,5.167,4.863,4.986,46532.03061089,233755.68476425082
1645747200,2022-02-25 00:00:00,EWT/USDT,4.772,5.013,4.615,4.913,83325.08149962,403810.32499036654
1645660800,2022-02-24 00:00:00,EWT/USDT,5.206,5.217,4.098,4.775,195228.24122252,889334.12570399733
1645574400,2022-02-23 00:00:00,EWT/USDT,5.368,5.613,5.101,5.2,82661.18024003,438715.91262054273
1645488000,2022-02-22 00:00:00,EWT/USDT,5.272,5.44,5.029,5.353,86769.44452441,451693.12296796446
1645401600,2022-02-21 00:00:00,EWT/USDT,5.504,5.705,5.25,5.255,74752.98110442,404406.14777081927
1645315200,2022-02-20 00:00:00,EWT/USDT,5.83,5.902,5.21,5.507,106441.76667875,592341.16064458307
1645228800,2022-02-19 00:00:00,EWT/USDT,5.88,6.027,5.748,5.83,40233.88959235,236464.29983112585
1645142400,2022-02-18 00:00:00,EWT/USDT,6.103,6.189,5.874,5.895,55327.83732788,334167.60340329918
1645056000,2022-02-17 00:00:00,EWT/USDT,6.311,6.344,5.973,6.103,81012.97931106,490554.76168418742
1644969600,2022-02-16 00:00:00,EWT/USDT,6.102,6.45,5.932,6.311,58062.04190389,356922.86930346391
1644883200,2022-02-15 00:00:00,EWT/USDT,5.963,6.337,5.922,6.118,104601.33959407,637219.38967006166
1644796800,2022-02-14 00:00:00,EWT/USDT,5.912,6.292,5.765,5.963,85596.32221187,513099.24795802079
1644710400,2022-02-13 00:00:00,EWT/USDT,5.935,6.102,5.86,5.923,43608.35659009,261059.44163191921
1644624000,2022-02-12 00:00:00,EWT/USDT,6.04,6.278,5.907,5.935,53694.08296408,324234.81991407653
1644537600,2022-02-11 00:00:00,EWT/USDT,6.456,6.641,6.005,6.04,78256.64234767,497538.57112988254
1644451200,2022-02-10 00:00:00,EWT/USDT,6.956,7.054,6.4,6.456,101812.38106301,684903.78884237151
1644364800,2022-02-09 00:00:00,EWT/USDT,6.703,7.293,6.52,6.937,75337.46968588,515414.41030040739
1644278400,2022-02-08 00:00:00,EWT/USDT,6.954,7.171,6.5,6.706,90766.62050816,619345.61886509933
1644192000,2022-02-07 00:00:00,EWT/USDT,6.297,7.262,6.16,6.97,125919.54683666,845667.28038468893
1644105600,2022-02-06 00:00:00,EWT/USDT,6.055,6.326,5.907,6.297,58711.27381647,355343.31096957314
1644019200,2022-02-05 00:00:00,EWT/USDT,6.09,6.307,5.907,6.055,98631.6926437,601538.34776356974
1643932800,2022-02-04 00:00:00,EWT/USDT,5.777,6.139,5.614,6.118,96206.73675063,571275.92083873624
1643846400,2022-02-03 00:00:00,EWT/USDT,5.752,5.85,5.603,5.79,57904.2962988,329874.13843059149
1643760000,2022-02-02 00:00:00,EWT/USDT,5.923,6.165,5.721,5.737,63820.31693446,378956.49138126174
1643673600,2022-02-01 00:00:00,EWT/USDT,6.101,6.164,5.86,5.944,60335.74861939,362376.44694641191
1643587200,2022-01-31 00:00:00,EWT/USDT,6.1,6.147,5.76,6.097,46450.96419428,276304.98245691356
1643500800,2022-01-30 00:00:00,EWT/USDT,6.014,6.342,5.973,6.1,49834.97516458,304442.7283933099
1643414400,2022-01-29 00:00:00,EWT/USDT,6.111,6.21,5.89,6.025,43005.69141964,260229.49749560303
1643328000,2022-01-28 00:00:00,EWT/USDT,5.877,6.16,5.602,6.111,84015.77632066,487427.0407965171
1643241600,2022-01-27 00:00:00,EWT/USDT,6.041,6.189,5.701,5.861,96441.12347751,573477.99721027889
1643155200,2022-01-26 00:00:00,EWT/USDT,6.281,6.6,5.7,6.064,99344.55313886,614827.75877040414
1643068800,2022-01-25 00:00:00,EWT/USDT,6.123,6.32,5.81,6.281,54527.13949571,330725.65891348139
1642982400,2022-01-24 00:00:00,EWT/USDT,6.122,6.223,5.227,6.123,149607.37245904,845520.70381501453
1642896000,2022-01-23 00:00:00,EWT/USDT,5.87,6.684,5.737,6.122,112497.60080154,696850.78443719781
1642809600,2022-01-22 00:00:00,EWT/USDT,6.004,6.236,5.424,5.87,154582.86560257,901800.76461006711
1642723200,2022-01-21 00:00:00,EWT/USDT,6.899,7.059,5.858,5.986,135833.49108502,871400.81801465795
1642636800,2022-01-20 00:00:00,EWT/USDT,7.287,7.62,6.85,6.917,96433.48955546,693673.03436421901
1642550400,2022-01-19 00:00:00,EWT/USDT,7.307,7.36,6.611,7.288,103865.19136624,725085.07987600239
1642464000,2022-01-18 00:00:00,EWT/USDT,7.343,7.478,6.771,7.309,91361.86065103,644472.07966471564
1642377600,2022-01-17 00:00:00,EWT/USDT,7.766,7.786,7.1,7.343,112772.03484441,828987.66008164715
1642291200,2022-01-16 00:00:00,EWT/USDT,8.055,8.166,7.634,7.73,52326.85721393,411109.59751620673
