https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume POLX,Volume USDT
1663459200,2022-09-18 00:00:00,POLX/USDT,0.00005464,0.00005499,0.0000543,0.00005483,93264930.1651,5098.672805108249
1663372800,2022-09-17 00:00:00,POLX/USDT,0.00005508,0.00005634,0.00005318,0.00005461,3000184212.321,163971.878229571866
1663286400,2022-09-16 00:00:00,POLX/USDT,0.00005605,0.000057,0.0000542,0.00005507,2721783975.7085,149940.413857874448
1663200000,2022-09-15 00:00:00,POLX/USDT,0.00005624,0.0000608,0.00005295,0.00005602,2822308878.5939,157300.767891979015
1663113600,2022-09-14 00:00:00,POLX/USDT,0.00005611,0.00005789,0.00005521,0.00005621,2802236415.1949,158220.835361051479
1663027200,2022-09-13 00:00:00,POLX/USDT,0.00006174,0.00006307,0.00005508,0.00005608,2719993959.7104,157570.770757661599
1662940800,2022-09-12 00:00:00,POLX/USDT,0.00006154,0.00006477,0.00005757,0.00006147,3019225454.5468,182277.034452288521
1662854400,2022-09-11 00:00:00,POLX/USDT,0.00005879,0.00006262,0.00005751,0.00006155,2711954337.9398,162122.023107236009
1662768000,2022-09-10 00:00:00,POLX/USDT,0.00005541,0.000075,0.000055,0.0000588,5008094625.30616251,309643.296368505644744
1662681600,2022-09-09 00:00:00,POLX/USDT,0.0000529,0.00006825,0.00005241,0.00005562,4247374231.86468864,240781.1909593275457376
1662595200,2022-09-08 00:00:00,POLX/USDT,0.00005141,0.00005429,0.0000505,0.00005292,3107866679.514,165624.889408972622
1662508800,2022-09-07 00:00:00,POLX/USDT,0.00005024,0.00005231,0.0000487,0.00005141,3334659390.2191,167081.196140638758
1662422400,2022-09-06 00:00:00,POLX/USDT,0.00005169,0.00005352,0.00004907,0.00005021,3101618145.57045215,160130.4705384809265
1662336000,2022-09-05 00:00:00,POLX/USDT,0.00005425,0.00005565,0.000051,0.00005186,3050692469.5959,161753.252051623173
1662249600,2022-09-04 00:00:00,POLX/USDT,0.0000522,0.000056,0.00005159,0.00005422,3166093543.8554,169182.494995389726
1662163200,2022-09-03 00:00:00,POLX/USDT,0.00005539,0.0000563,0.00005152,0.00005218,3048561448.3941,162723.898973150302
1662076800,2022-09-02 00:00:00,POLX/USDT,0.00005344,0.00005633,0.0000515,0.00005539,3288392469.6182,174468.686992295285
1661990400,2022-09-01 00:00:00,POLX/USDT,0.00005699,0.00005759,0.00005111,0.00005341,3323028829.2925,182719.875146865496
1661904000,2022-08-31 00:00:00,POLX/USDT,0.00005779,0.00005921,0.00005628,0.0000569,1514379986.67447355,87600.7464945599697071
1661817600,2022-08-30 00:00:00,POLX/USDT,0.00005843,0.00006035,0.00005711,0.00005776,2625734922.1895343,154486.8607722524891841
1661731200,2022-08-29 00:00:00,POLX/USDT,0.00005866,0.00005929,0.00005702,0.00005846,2564846558.28975229,149300.0234920243412927
1661644800,2022-08-28 00:00:00,POLX/USDT,0.00005809,0.00006098,0.00005746,0.00005866,2656979181.75053626,156084.2602976590347807
1661558400,2022-08-27 00:00:00,POLX/USDT,0.00005689,0.00005916,0.00005653,0.00005812,2684864524.44369343,154535.9746561451728244
1661472000,2022-08-26 00:00:00,POLX/USDT,0.00006048,0.00006219,0.00005689,0.00005711,2567452423.73619119,152372.9222090367577042
1661385600,2022-08-25 00:00:00,POLX/USDT,0.00006107,0.00006478,0.00005962,0.00006051,2796490068.7848024,171918.252893939382987
1661299200,2022-08-24 00:00:00,POLX/USDT,0.0000603,0.00006322,0.0000603,0.00006108,2691212887.11446778,166358.4173432110141617
1661212800,2022-08-23 00:00:00,POLX/USDT,0.00005963,0.00006181,0.00005738,0.00006033,2691185044.21100933,160704.1078992774124699
1661126400,2022-08-22 00:00:00,POLX/USDT,0.00006027,0.00006258,0.00005675,0.00005931,2855796861.23376851,168875.0820416860426554
1661040000,2022-08-21 00:00:00,POLX/USDT,0.0000614,0.00006378,0.00005931,0.00006024,2803410051.71010252,171162.6324589072376453
1660953600,2022-08-20 00:00:00,POLX/USDT,0.00005927,0.0000631,0.00005654,0.00006161,2949145760.71968927,176974.8595003404223509
1660867200,2022-08-19 00:00:00,POLX/USDT,0.00006662,0.00006667,0.00005801,0.00005963,3028496105.05037395,186814.3351541507846594
1660780800,2022-08-18 00:00:00,POLX/USDT,0.00006601,0.0000692,0.00006279,0.00006664,3096977925.07545719,203260.3476953125108914
1660694400,2022-08-17 00:00:00,POLX/USDT,0.00006745,0.00007073,0.00006601,0.00006601,2414976366.34138206,163667.8705799118185573
1660608000,2022-08-16 00:00:00,POLX/USDT,0.00007071,0.000088,0.00006282,0.00006742,3795825597.4640019,279448.7093671863645352
1660521600,2022-08-15 00:00:00,POLX/USDT,0.00007176,0.00007289,0.00006824,0.00007068,2084647968.60375058,147301.5190742899918228
1660435200,2022-08-14 00:00:00,POLX/USDT,0.00007191,0.00007634,0.00007038,0.00007175,2121371984.19942782,155088.1698622225156571
1660348800,2022-08-13 00:00:00,POLX/USDT,0.00007248,0.00007536,0.00007009,0.00007189,2279246476.52236754,165043.9813781050809809
1660262400,2022-08-12 00:00:00,POLX/USDT,0.00006975,0.00007328,0.00006749,0.00007251,2203980863.91923974,154796.4346892582861992
1660176000,2022-08-11 00:00:00,POLX/USDT,0.00007178,0.00007469,0.00006894,0.00006976,2387851055.48304196,172389.4383034040755177
1660089600,2022-08-10 00:00:00,POLX/USDT,0.000071,0.00007499,0.00006801,0.00007177,2453564964.86592039,174635.7398512863584398
1660003200,2022-08-09 00:00:00,POLX/USDT,0.00007405,0.00007496,0.00006978,0.00007101,2441786940.15642604,175978.8355021159546931
1659916800,2022-08-08 00:00:00,POLX/USDT,0.00007359,0.00007557,0.00007179,0.00007399,2150386374.95041324,158736.735081295340514
1659830400,2022-08-07 00:00:00,POLX/USDT,0.00007483,0.00007695,0.00007071,0.00007356,1846940566.66224065,135437.2337813547233781
1659744000,2022-08-06 00:00:00,POLX/USDT,0.00007093,0.0000782,0.00006905,0.00007485,2101508747.14621072,152586.101042802033541
1659657600,2022-08-05 00:00:00,POLX/USDT,0.00006748,0.0000757,0.00006748,0.00007087,1983390934.00107467,140741.0546287981561948
1659571200,2022-08-04 00:00:00,POLX/USDT,0.0000682,0.00007044,0.00006566,0.00006746,1966211768.244068,133175.6833886925853813
1659484800,2022-08-03 00:00:00,POLX/USDT,0.0000657,0.0000736,0.00006454,0.00006833,2118828885.66008709,143352.4464091109435266
1659398400,2022-08-02 00:00:00,POLX/USDT,0.00006658,0.000068,0.000063,0.00006573,3251361010.51255828,210509.3598040124824885
1659312000,2022-08-01 00:00:00,POLX/USDT,0.00006542,0.00006792,0.00006268,0.00006674,3449960388.41577619,224380.9825021993868302
1659225600,2022-07-31 00:00:00,POLX/USDT,0.00006429,0.00007011,0.0000638,0.0000649,1868615424.215587,124818.2763220103907049
1659139200,2022-07-30 00:00:00,POLX/USDT,0.00006481,0.0000668,0.0000621,0.00006488,2296654021.93577997,147271.0255384467989032
1659052800,2022-07-29 00:00:00,POLX/USDT,0.00006355,0.00007114,0.00006355,0.00006481,611832247.0774271,40499.7633262333719987
1658966400,2022-07-28 00:00:00,POLX/USDT,0.00006666,0.00006878,0.00006008,0.00006306,1661822682.22990637,105544.0501999164788385
1658880000,2022-07-27 00:00:00,POLX/USDT,0.00006289,0.00006971,0.00006178,0.00006665,1579059736.87399408,100685.1742568814713434
1658793600,2022-07-26 00:00:00,POLX/USDT,0.00006491,0.0000659,0.0000595,0.00006328,352962535.09162492,21965.1750924612235017
1658707200,2022-07-25 00:00:00,POLX/USDT,0.00006833,0.0000691,0.00006467,0.00006494,1978481565.21202181,133663.6941081731689547
1658620800,2022-07-24 00:00:00,POLX/USDT,0.00006905,0.00007,0.000067,0.000069,4275828194.85893846,293530.2928427677334873
1658534400,2022-07-23 00:00:00,POLX/USDT,0.00007062,0.000072,0.000067,0.00006879,5284935456.69696537,367878.6835055688565444
