https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LUNA,Volume USDT
1651708800000.0,2022-05-05 00:00:00,LUNA/USDT,86.22,87.84,77.26,82.33,132979.69009474068,10948217.8855
1651622400000.0,2022-05-04 00:00:00,LUNA/USDT,82.48,88.34,82.08,86.22,105592.73796450939,9104205.8673
1651536000000.0,2022-05-03 00:00:00,LUNA/USDT,84.25,85.9,81.2,82.48,59942.58794253152,4944064.6535
1651449600000.0,2022-05-02 00:00:00,LUNA/USDT,82.16,85.22,80.55,84.25,53002.90910979229,4465495.0925
1651363200000.0,2022-05-01 00:00:00,LUNA/USDT,78.07,82.66,76.81,82.16,100975.84240019474,8296175.2116
1651276800000.0,2022-04-30 00:00:00,LUNA/USDT,85.08,86.3,76.57,78.07,49999.360215191504,3903450.052
1651190400000.0,2022-04-29 00:00:00,LUNA/USDT,89.16,89.74,84.08,85.08,58654.31552538787,4990309.1649
1651104000000.0,2022-04-28 00:00:00,LUNA/USDT,89.06,92.45,87.16,89.16,58896.32851054285,5251196.65
1651017600000.0,2022-04-27 00:00:00,LUNA/USDT,88.44,90.6,87.57,89.06,56077.095151583206,4994226.0942
1650931200000.0,2022-04-26 00:00:00,LUNA/USDT,96.89,97.33,86.71,88.44,108619.3860538218,9606298.5026
1650844800000.0,2022-04-25 00:00:00,LUNA/USDT,90.5,97.56,87.3,96.89,31246.115717824337,3027436.1519
1650758400000.0,2022-04-24 00:00:00,LUNA/USDT,89.23,92.27,88.46,90.5,33410.60053480663,3023659.3484
1650672000000.0,2022-04-23 00:00:00,LUNA/USDT,93.51,93.96,88.74,89.23,22997.212273898913,2052041.2512
1650585600000.0,2022-04-22 00:00:00,LUNA/USDT,90.79,96.89,90.58,93.51,55790.593695861404,5216978.4165
1650499200000.0,2022-04-21 00:00:00,LUNA/USDT,94.73,99.42,89.92,90.79,60785.9279711422,5518754.4005
1650412800000.0,2022-04-20 00:00:00,LUNA/USDT,95.48,97.44,93.36,94.73,42997.12337274358,4073117.4971
1650326400000.0,2022-04-19 00:00:00,LUNA/USDT,91.07,95.97,88.5,95.48,38197.48302576456,3647095.6793
1650240000000.0,2022-04-18 00:00:00,LUNA/USDT,77.22,92.76,75.74,91.07,54605.53886460965,4972926.4244
1650153600000.0,2022-04-17 00:00:00,LUNA/USDT,80.93,82.49,77.0,77.22,32666.394421134424,2522498.9772
1650067200000.0,2022-04-16 00:00:00,LUNA/USDT,80.38,81.83,79.97,80.93,48195.33303719263,3900448.3027
1649980800000.0,2022-04-15 00:00:00,LUNA/USDT,81.55,82.69,79.04,80.38,74593.88728912665,5995856.6603
1649894400000.0,2022-04-14 00:00:00,LUNA/USDT,87.91,89.8,79.6,81.55,61891.91350950337,5047285.5467
1649808000000.0,2022-04-13 00:00:00,LUNA/USDT,84.59,88.1,82.79,87.91,16429.07714480719,1444280.1718
1649721600000.0,2022-04-12 00:00:00,LUNA/USDT,82.5,88.37,81.33,84.59,24539.4763447216,2075794.304
1649635200000.0,2022-04-11 00:00:00,LUNA/USDT,91.87,92.13,80.63,82.5,37976.13164727273,3133030.8609
1649548800000.0,2022-04-10 00:00:00,LUNA/USDT,97.49,97.53,91.48,91.87,10783.955066942419,990721.952
1649462400000.0,2022-04-09 00:00:00,LUNA/USDT,94.6,97.59,92.17,97.49,19068.568943481383,1858994.7863
1649376000000.0,2022-04-08 00:00:00,LUNA/USDT,103.31,106.58,93.24,94.6,45374.85873255814,4292461.6361
1649289600000.0,2022-04-07 00:00:00,LUNA/USDT,108.02,109.61,100.41,103.31,58850.44528700029,6079839.5026
1649203200000.0,2022-04-06 00:00:00,LUNA/USDT,116.19,118.29,105.63,108.02,73291.97498148492,7916999.1375
1649116800000.0,2022-04-05 00:00:00,LUNA/USDT,116.44,119.54,113.75,116.19,52209.29931319391,6066198.4872
1649030400000.0,2022-04-04 00:00:00,LUNA/USDT,112.9,117.7,109.34,116.44,48108.83428117486,5601792.6637
1648944000000.0,2022-04-03 00:00:00,LUNA/USDT,115.06,118.08,111.67,112.9,26010.03331975199,2936532.7618
1648857600000.0,2022-04-02 00:00:00,LUNA/USDT,105.92,117.42,105.61,115.06,33903.61904223883,3900950.407
1648771200000.0,2022-04-01 00:00:00,LUNA/USDT,102.95,108.0,98.67,105.92,23950.918111782477,2536881.2464
1648684800000.0,2022-03-31 00:00:00,LUNA/USDT,106.0,108.82,101.52,102.95,42914.36348615833,4418033.7209
1648598400000.0,2022-03-30 00:00:00,LUNA/USDT,109.0,111.52,103.59,106.0,96998.87525283018,10281880.7768
1648512000000.0,2022-03-29 00:00:00,LUNA/USDT,97.12,110.0,97.06,109.0,78518.14029816515,8558477.2925
1648425600000.0,2022-03-28 00:00:00,LUNA/USDT,94.11,101.68,92.93,97.12,174250.60022549424,16923218.2939
1648339200000.0,2022-03-27 00:00:00,LUNA/USDT,91.43,94.59,89.67,94.11,15558.676710232707,1464227.0652
1648252800000.0,2022-03-26 00:00:00,LUNA/USDT,90.34,91.94,88.93,91.43,21187.054167122387,1937132.3625
1648166400000.0,2022-03-25 00:00:00,LUNA/USDT,93.66,94.9,88.83,90.34,49688.69649324773,4488876.8412
1648080000000.0,2022-03-24 00:00:00,LUNA/USDT,94.88,95.79,91.67,93.66,34250.005129190686,3207855.4804
1647993600000.0,2022-03-23 00:00:00,LUNA/USDT,92.97,96.65,92.37,94.88,33203.421605185504,3150340.6419
1647907200000.0,2022-03-22 00:00:00,LUNA/USDT,95.79,96.49,92.12,92.97,29957.77,2785173.8769
1647820800000.0,2022-03-21 00:00:00,LUNA/USDT,90.57,97.77,90.32,95.79,33654.009014510906,3223717.5235
1647734400000.0,2022-03-20 00:00:00,LUNA/USDT,92.07,94.44,89.53,90.57,39251.7958628685,3555035.1513
1647648000000.0,2022-03-19 00:00:00,LUNA/USDT,88.47,93.56,87.5,92.07,70581.51289996742,6498439.8927
1647561600000.0,2022-03-18 00:00:00,LUNA/USDT,86.86,88.72,82.53,88.47,43196.574812930936,3821600.9737
1647475200000.0,2022-03-17 00:00:00,LUNA/USDT,89.24,90.4,86.44,86.86,12249.776319364495,1064015.5711
1647388800000.0,2022-03-16 00:00:00,LUNA/USDT,88.5,90.67,85.99,89.24,23312.444300761992,2080402.5294
1647302400000.0,2022-03-15 00:00:00,LUNA/USDT,94.78,95.81,87.89,88.5,33164.473760451976,2935055.9278
1647216000000.0,2022-03-14 00:00:00,LUNA/USDT,87.51,94.94,86.73,94.78,30160.066540409367,2858571.1067
1647129600000.0,2022-03-13 00:00:00,LUNA/USDT,86.09,92.62,85.33,87.51,15315.434103531024,1340253.6384
1647043200000.0,2022-03-12 00:00:00,LUNA/USDT,88.34,92.56,85.87,86.09,27068.4785166686,2330325.3155
1646956800000.0,2022-03-11 00:00:00,LUNA/USDT,101.04,101.74,87.89,88.34,45311.573324654746,4002824.3875
1646870400000.0,2022-03-10 00:00:00,LUNA/USDT,99.17,104.49,92.26,101.04,43581.11952790973,4403436.3171
1646784000000.0,2022-03-09 00:00:00,LUNA/USDT,85.39,104.86,84.93,99.17,53769.6045507714,5332331.6833
1646697600000.0,2022-03-08 00:00:00,LUNA/USDT,77.98,86.93,77.24,85.39,14447.290552757935,1233654.1403
1646611200000.0,2022-03-07 00:00:00,LUNA/USDT,79.13,83.82,75.59,77.98,14777.18210438574,1152324.6605
1646524800000.0,2022-03-06 00:00:00,LUNA/USDT,87.62,88.31,78.65,79.13,29097.774201946166,2302506.8726
1646438400000.0,2022-03-05 00:00:00,LUNA/USDT,83.31,88.52,80.38,87.62,59531.441569276416,5216144.9103
1646352000000.0,2022-03-04 00:00:00,LUNA/USDT,90.36,93.4,82.84,83.31,24955.567300444123,2079048.3118
1646265600000.0,2022-03-03 00:00:00,LUNA/USDT,92.46,94.34,86.89,90.36,20019.16334772023,1808931.6001
1646179200000.0,2022-03-02 00:00:00,LUNA/USDT,89.72,97.61,88.02,92.46,22373.547078736752,2068658.1629
1646092800000.0,2022-03-01 00:00:00,LUNA/USDT,91.19,95.1,86.18,89.72,5619.11278979046,504146.7995
