https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AMP,Volume EUR
1663545600,2022-09-19 00:00:00,AMP/EUR,0.00500,0.00500,0.00500,0.00500,0.00000000,0.0
1663542000,2022-09-18 23:00:00,AMP/EUR,0.00500,0.00500,0.00500,0.00500,26749.42000000,133.7471
1663538400,2022-09-18 22:00:00,AMP/EUR,0.00492,0.00492,0.00492,0.00492,0.00000000,0.0
1663534800,2022-09-18 21:00:00,AMP/EUR,0.00502,0.00502,0.00484,0.00492,683674.36481475,3363.67787488857
1663531200,2022-09-18 20:00:00,AMP/EUR,0.00505,0.00505,0.00505,0.00505,8000.00000000,40.4
1663527600,2022-09-18 19:00:00,AMP/EUR,0.00530,0.00530,0.00530,0.00530,0.00000000,0.0
1663524000,2022-09-18 18:00:00,AMP/EUR,0.00516,0.00530,0.00510,0.00530,118348.59228011,627.247539084583
1663520400,2022-09-18 17:00:00,AMP/EUR,0.00516,0.00518,0.00516,0.00518,56003.44466925,290.097843386715
1663516800,2022-09-18 16:00:00,AMP/EUR,0.00516,0.00516,0.00516,0.00516,22239.81420597,114.75744130280519
1663513200,2022-09-18 15:00:00,AMP/EUR,0.00532,0.00564,0.00523,0.00523,297667.36452841,1556.8003164835845
1663509600,2022-09-18 14:00:00,AMP/EUR,0.00534,0.00534,0.00534,0.00534,0.00000000,0.0
1663506000,2022-09-18 13:00:00,AMP/EUR,0.00552,0.00552,0.00534,0.00534,34568.34532370,184.594964028558
1663502400,2022-09-18 12:00:00,AMP/EUR,0.00533,0.00533,0.00533,0.00533,0.00000000,0.0
1663498800,2022-09-18 11:00:00,AMP/EUR,0.00533,0.00533,0.00533,0.00533,15805.29732920,84.242234764636
1663495200,2022-09-18 10:00:00,AMP/EUR,0.00530,0.00530,0.00530,0.00530,42394.97935370,224.69339057461
1663491600,2022-09-18 09:00:00,AMP/EUR,0.00537,0.00537,0.00537,0.00537,92831.37551960,498.50448654025195
1663488000,2022-09-18 08:00:00,AMP/EUR,0.00542,0.00542,0.00542,0.00542,9518.24817518,51.588905109475604
1663484400,2022-09-18 07:00:00,AMP/EUR,0.00542,0.00542,0.00542,0.00542,9226.11694055,50.005553817781006
1663480800,2022-09-18 06:00:00,AMP/EUR,0.00541,0.00541,0.00541,0.00541,0.00000000,0.0
1663477200,2022-09-18 05:00:00,AMP/EUR,0.00541,0.00541,0.00541,0.00541,0.00000000,0.0
1663473600,2022-09-18 04:00:00,AMP/EUR,0.00541,0.00541,0.00541,0.00541,21236.59313397,114.88996885477769
1663470000,2022-09-18 03:00:00,AMP/EUR,0.00538,0.00538,0.00538,0.00538,29001.00371748,156.02540000004242
1663466400,2022-09-18 02:00:00,AMP/EUR,0.00537,0.00537,0.00537,0.00537,0.00000000,0.0
1663462800,2022-09-18 01:00:00,AMP/EUR,0.00537,0.00537,0.00537,0.00537,9311.55611031,50.003056312364706
1663459200,2022-09-18 00:00:00,AMP/EUR,0.00538,0.00538,0.00538,0.00538,9293.68029740,50.000000000012
1663455600,2022-09-17 23:00:00,AMP/EUR,0.00539,0.00539,0.00539,0.00539,0.00000000,0.0
1663452000,2022-09-17 22:00:00,AMP/EUR,0.00539,0.00539,0.00539,0.00539,0.00000000,0.0
1663448400,2022-09-17 21:00:00,AMP/EUR,0.00539,0.00539,0.00539,0.00539,0.00000000,0.0
1663444800,2022-09-17 20:00:00,AMP/EUR,0.00545,0.00545,0.00539,0.00539,53843.18741888,290.2147801877632
1663441200,2022-09-17 19:00:00,AMP/EUR,0.00545,0.00545,0.00545,0.00545,0.00000000,0.0
1663437600,2022-09-17 18:00:00,AMP/EUR,0.00545,0.00545,0.00545,0.00545,0.00000000,0.0
1663434000,2022-09-17 17:00:00,AMP/EUR,0.00545,0.00545,0.00545,0.00545,0.00000000,0.0
1663430400,2022-09-17 16:00:00,AMP/EUR,0.00578,0.00578,0.00545,0.00545,531993.24662246,2899.363194092407
1663426800,2022-09-17 15:00:00,AMP/EUR,0.00541,0.00541,0.00541,0.00541,0.00000000,0.0
1663423200,2022-09-17 14:00:00,AMP/EUR,0.00541,0.00541,0.00541,0.00541,14642.13130129,79.21393033997889
1663419600,2022-09-17 13:00:00,AMP/EUR,0.00540,0.00540,0.00540,0.00540,2000.00000000,10.8
1663416000,2022-09-17 12:00:00,AMP/EUR,0.00569,0.00569,0.00569,0.00569,71000.00000000,403.99
1663412400,2022-09-17 11:00:00,AMP/EUR,0.00538,0.00538,0.00538,0.00538,0.00000000,0.0
1663408800,2022-09-17 10:00:00,AMP/EUR,0.00538,0.00538,0.00538,0.00538,0.00000000,0.0
1663405200,2022-09-17 09:00:00,AMP/EUR,0.00538,0.00538,0.00538,0.00538,0.00000000,0.0
1663401600,2022-09-17 08:00:00,AMP/EUR,0.00538,0.00538,0.00538,0.00538,0.00000000,0.0
1663398000,2022-09-17 07:00:00,AMP/EUR,0.00538,0.00538,0.00538,0.00538,0.00000000,0.0
1663394400,2022-09-17 06:00:00,AMP/EUR,0.00579,0.00579,0.00538,0.00538,194000.00000000,1043.72
1663390800,2022-09-17 05:00:00,AMP/EUR,0.00529,0.00529,0.00529,0.00529,0.00000000,0.0
1663387200,2022-09-17 04:00:00,AMP/EUR,0.00529,0.00529,0.00529,0.00529,0.00000000,0.0
1663383600,2022-09-17 03:00:00,AMP/EUR,0.00529,0.00529,0.00529,0.00529,0.00000000,0.0
1663380000,2022-09-17 02:00:00,AMP/EUR,0.00529,0.00529,0.00529,0.00529,0.00000000,0.0
1663376400,2022-09-17 01:00:00,AMP/EUR,0.00529,0.00529,0.00529,0.00529,0.00000000,0.0
1663372800,2022-09-17 00:00:00,AMP/EUR,0.00529,0.00529,0.00529,0.00529,0.00000000,0.0
1663369200,2022-09-16 23:00:00,AMP/EUR,0.00529,0.00529,0.00529,0.00529,0.00000000,0.0
1663365600,2022-09-16 22:00:00,AMP/EUR,0.00529,0.00529,0.00529,0.00529,0.00000000,0.0
1663362000,2022-09-16 21:00:00,AMP/EUR,0.00529,0.00529,0.00529,0.00529,0.00000000,0.0
1663358400,2022-09-16 20:00:00,AMP/EUR,0.00524,0.00540,0.00524,0.00529,66013.18741887,349.2097614458223
1663354800,2022-09-16 19:00:00,AMP/EUR,0.00541,0.00541,0.00541,0.00541,0.00000000,0.0
1663351200,2022-09-16 18:00:00,AMP/EUR,0.00541,0.00541,0.00541,0.00541,0.00000000,0.0
1663347600,2022-09-16 17:00:00,AMP/EUR,0.00541,0.00541,0.00541,0.00541,0.00000000,0.0
1663344000,2022-09-16 16:00:00,AMP/EUR,0.00541,0.00541,0.00541,0.00541,0.00000000,0.0
1663340400,2022-09-16 15:00:00,AMP/EUR,0.00540,0.00541,0.00540,0.00541,178242.59788660,964.292454566506
1663336800,2022-09-16 14:00:00,AMP/EUR,0.00540,0.00540,0.00540,0.00540,2000.00000000,10.8
1663333200,2022-09-16 13:00:00,AMP/EUR,0.00587,0.00589,0.00587,0.00589,187000.00000000,1101.43
1663329600,2022-09-16 12:00:00,AMP/EUR,0.00546,0.00546,0.00546,0.00546,0.00000000,0.0
1663326000,2022-09-16 11:00:00,AMP/EUR,0.00546,0.00546,0.00546,0.00546,0.00000000,0.0
1663322400,2022-09-16 10:00:00,AMP/EUR,0.00546,0.00546,0.00546,0.00546,0.00000000,0.0
1663318800,2022-09-16 09:00:00,AMP/EUR,0.00546,0.00546,0.00546,0.00546,0.00000000,0.0
1663315200,2022-09-16 08:00:00,AMP/EUR,0.00546,0.00546,0.00546,0.00546,71000.00000000,387.65999999999997
1663311600,2022-09-16 07:00:00,AMP/EUR,0.00539,0.00539,0.00539,0.00539,0.00000000,0.0
1663308000,2022-09-16 06:00:00,AMP/EUR,0.00539,0.00539,0.00539,0.00539,0.00000000,0.0
1663304400,2022-09-16 05:00:00,AMP/EUR,0.00539,0.00539,0.00539,0.00539,0.00000000,0.0
1663300800,2022-09-16 04:00:00,AMP/EUR,0.00539,0.00539,0.00539,0.00539,0.00000000,0.0
1663297200,2022-09-16 03:00:00,AMP/EUR,0.00539,0.00539,0.00539,0.00539,0.00000000,0.0
1663293600,2022-09-16 02:00:00,AMP/EUR,0.00539,0.00539,0.00539,0.00539,0.00000000,0.0
1663290000,2022-09-16 01:00:00,AMP/EUR,0.00539,0.00539,0.00539,0.00539,0.00000000,0.0
1663286400,2022-09-16 00:00:00,AMP/EUR,0.00539,0.00539,0.00539,0.00539,0.00000000,0.0
1663282800,2022-09-15 23:00:00,AMP/EUR,0.00539,0.00539,0.00539,0.00539,29613.32838590,159.615840000001
1663279200,2022-09-15 22:00:00,AMP/EUR,0.00545,0.00545,0.00545,0.00545,0.00000000,0.0
1663275600,2022-09-15 21:00:00,AMP/EUR,0.00545,0.00545,0.00545,0.00545,0.00000000,0.0
1663272000,2022-09-15 20:00:00,AMP/EUR,0.00545,0.00545,0.00545,0.00545,0.00000000,0.0
1663268400,2022-09-15 19:00:00,AMP/EUR,0.00545,0.00545,0.00545,0.00545,0.00000000,0.0
1663264800,2022-09-15 18:00:00,AMP/EUR,0.00545,0.00545,0.00545,0.00545,9137.76088306,49.800796812677
1663261200,2022-09-15 17:00:00,AMP/EUR,0.00548,0.00548,0.00545,0.00545,24871.95424137,135.5521506154665
1663257600,2022-09-15 16:00:00,AMP/EUR,0.00543,0.00549,0.00543,0.00549,31591.58168324,173.4377834409876
1663254000,2022-09-15 15:00:00,AMP/EUR,0.00540,0.00542,0.00540,0.00542,173945.98091623,942.7872165659667
1663250400,2022-09-15 14:00:00,AMP/EUR,0.00568,0.00568,0.00549,0.00549,71643.85790459,393.32477989619906
1663246800,2022-09-15 13:00:00,AMP/EUR,0.00594,0.00594,0.00594,0.00594,0.00000000,0.0
1663243200,2022-09-15 12:00:00,AMP/EUR,0.00594,0.00594,0.00594,0.00594,70000.00000000,415.8
1663239600,2022-09-15 11:00:00,AMP/EUR,0.00594,0.00620,0.00580,0.00580,629655.16821639,3651.9999756550615
1663236000,2022-09-15 10:00:00,AMP/EUR,0.00594,0.00594,0.00594,0.00594,2000.00000000,11.88
1663232400,2022-09-15 09:00:00,AMP/EUR,0.00596,0.00596,0.00596,0.00596,0.00000000,0.0
1663228800,2022-09-15 08:00:00,AMP/EUR,0.00596,0.00596,0.00596,0.00596,0.00000000,0.0
1663225200,2022-09-15 07:00:00,AMP/EUR,0.00596,0.00596,0.00596,0.00596,10000.00000000,59.6
1663221600,2022-09-15 06:00:00,AMP/EUR,0.00560,0.00597,0.00558,0.00597,102000.00000000,608.9399999999999
1663218000,2022-09-15 05:00:00,AMP/EUR,0.00566,0.00566,0.00566,0.00566,0.00000000,0.0
1663214400,2022-09-15 04:00:00,AMP/EUR,0.00566,0.00566,0.00566,0.00566,0.00000000,0.0
1663210800,2022-09-15 03:00:00,AMP/EUR,0.00566,0.00566,0.00566,0.00566,0.00000000,0.0
1663207200,2022-09-15 02:00:00,AMP/EUR,0.00566,0.00566,0.00566,0.00566,0.00000000,0.0
1663203600,2022-09-15 01:00:00,AMP/EUR,0.00566,0.00566,0.00566,0.00566,0.00000000,0.0
1663200000,2022-09-15 00:00:00,AMP/EUR,0.00566,0.00566,0.00566,0.00566,5927.84452296,33.5515999999536
1663196400,2022-09-14 23:00:00,AMP/EUR,0.00567,0.00567,0.00567,0.00567,4183.42151675,23.719999999972497
1663192800,2022-09-14 22:00:00,AMP/EUR,0.00560,0.00560,0.00560,0.00560,0.00000000,0.0
1663189200,2022-09-14 21:00:00,AMP/EUR,0.00560,0.00560,0.00560,0.00560,19949.33824464,111.716294169984
1663185600,2022-09-14 20:00:00,AMP/EUR,0.00589,0.00593,0.00550,0.00550,244528.60244181,1344.907313429955
1663182000,2022-09-14 19:00:00,AMP/EUR,0.00551,0.00551,0.00551,0.00551,58206.50570970,320.71784646044705
