https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ATOM,Volume USDT
1663459200,2022-09-18 00:00:00,ATOM/USDT,16.404,16.42,15.6941,15.79,105178.10217283,1674322.994686449513
1663372800,2022-09-17 00:00:00,ATOM/USDT,16.5972,16.9533,16.0394,16.4028,723876.61802001,11933687.959191550916
1663286400,2022-09-16 00:00:00,ATOM/USDT,14.8979,16.7885,14.5952,16.5998,1158440.69795173,18152494.190807468952
1663200000,2022-09-15 00:00:00,ATOM/USDT,13.9641,15.528,13.2331,14.9098,1245702.43016134,18091918.129304445446
1663113600,2022-09-14 00:00:00,ATOM/USDT,13.8964,14.445,13.3865,13.9689,595684.56307537,8316065.813608268627
1663027200,2022-09-13 00:00:00,ATOM/USDT,15.5233,16.2115,13.7121,13.8997,1074480.6457189,15877717.626471126591
1662940800,2022-09-12 00:00:00,ATOM/USDT,15.6883,16.5092,14.9847,15.5246,833930.19910838,13117461.262674189529
1662854400,2022-09-11 00:00:00,ATOM/USDT,15.9924,16.3118,15.2288,15.6937,509029.18466518,8020881.046517707852
1662768000,2022-09-10 00:00:00,ATOM/USDT,16.1312,16.4101,15.4631,15.9901,650849.80842763,10395466.485167522531
1662681600,2022-09-09 00:00:00,ATOM/USDT,13.8824,17.226,13.7549,16.1297,1550087.98431539,24304001.030629686732
1662595200,2022-09-08 00:00:00,ATOM/USDT,12.9298,14.15,12.6259,13.8839,1011090.20383208,13544751.884140895391
1662508800,2022-09-07 00:00:00,ATOM/USDT,11.7755,13.2457,11.5344,12.9295,661463.68633473,8134957.598471791617
1662422400,2022-09-06 00:00:00,ATOM/USDT,12.6341,12.9953,11.7355,11.7762,958898.41886734,11839964.107381561048
1662336000,2022-09-05 00:00:00,ATOM/USDT,13.0471,13.3535,12.4785,12.6329,519750.81032082,6650548.605315272692
1662249600,2022-09-04 00:00:00,ATOM/USDT,12.6253,13.0538,12.4006,13.0473,436978.57216621,5564984.58049628746
1662163200,2022-09-03 00:00:00,ATOM/USDT,12.6099,12.8824,12.1295,12.6251,476509.97992329,5943712.007452660487
1662076800,2022-09-02 00:00:00,ATOM/USDT,12.7349,13.0797,12.3335,12.6101,718282.31681201,9071418.531791775152
1661990400,2022-09-01 00:00:00,ATOM/USDT,11.8196,12.86,11.4477,12.7325,881527.5443404,10640180.095327252819
1661904000,2022-08-31 00:00:00,ATOM/USDT,11.926,12.3471,11.5478,11.8193,767858.48061799,9193196.948927558387
1661817600,2022-08-30 00:00:00,ATOM/USDT,11.4363,12.1628,11.1205,11.9233,1007684.84946065,11697697.859601965522
1661731200,2022-08-29 00:00:00,ATOM/USDT,10.5665,11.7282,10.1737,11.4382,641472.35024342,6955549.602884485512
1661644800,2022-08-28 00:00:00,ATOM/USDT,11.1765,11.3709,10.4548,10.5663,551043.50989365,6078568.411608963639
1661558400,2022-08-27 00:00:00,ATOM/USDT,11.5403,11.5403,10.6873,11.1759,666992.13994696,7367034.888141661644
1661472000,2022-08-26 00:00:00,ATOM/USDT,12.859,13.1261,11.338,11.5432,1166442.92576882,14384098.487567432478
1661385600,2022-08-25 00:00:00,ATOM/USDT,13.0196,13.3293,12.57,12.8591,816444.84738124,10530373.521105164659
1661299200,2022-08-24 00:00:00,ATOM/USDT,12.1326,13.4328,11.5958,13.0198,1099066.53358763,13825263.399163250045
1661212800,2022-08-23 00:00:00,ATOM/USDT,11.0904,12.3332,10.9671,12.12,814043.77922135,9551673.07704538472
1661126400,2022-08-22 00:00:00,ATOM/USDT,10.6448,11.3737,10.0477,11.093,500217.68708928,5322563.136427620147
1661040000,2022-08-21 00:00:00,ATOM/USDT,10.2358,10.7832,10.2168,10.6347,265342.475909,2791959.25951631199
1660953600,2022-08-20 00:00:00,ATOM/USDT,10.7535,10.9709,9.9657,10.2356,467317.15057651,4922002.589112938889
1660867200,2022-08-19 00:00:00,ATOM/USDT,11.4422,11.4435,10.161,10.7521,949357.89766933,10222918.850933354966
1660780800,2022-08-18 00:00:00,ATOM/USDT,11.7487,12.2789,11.4137,11.4433,623915.06332458,7408621.611503207115
1660694400,2022-08-17 00:00:00,ATOM/USDT,11.3953,11.9229,11.1891,11.747,537610.41301114,6229683.202435232589
1660608000,2022-08-16 00:00:00,ATOM/USDT,11.3939,11.6594,11.1689,11.3964,364771.93672187,4171205.725625406726
1660521600,2022-08-15 00:00:00,ATOM/USDT,11.5821,11.9474,11.1756,11.3984,307405.60909919,3530390.050838741754
1660435200,2022-08-14 00:00:00,ATOM/USDT,11.9044,12.1838,11.4527,11.5759,217090.97451447,2564092.593558805401
1660348800,2022-08-13 00:00:00,ATOM/USDT,12.053,12.4122,11.8346,11.8951,233741.64063925,2829917.185592406451
1660262400,2022-08-12 00:00:00,ATOM/USDT,11.7527,12.0882,11.4246,12.0511,292571.87415471,3428480.736070669709
1660176000,2022-08-11 00:00:00,ATOM/USDT,11.976,12.3153,11.675,11.7479,436539.74841209,5235195.343219135084
1660089600,2022-08-10 00:00:00,ATOM/USDT,11.38,12.0426,10.5558,11.977,866249.06313886,9878968.687291977986
1660003200,2022-08-09 00:00:00,ATOM/USDT,11.8152,12.2462,11.0853,11.386,572538.62445689,6638354.282908156284
1659916800,2022-08-08 00:00:00,ATOM/USDT,11.3569,12.165,11.2052,11.814,693260.26055296,8102942.288713314903
1659830400,2022-08-07 00:00:00,ATOM/USDT,10.6306,11.6127,10.4649,11.3586,477678.56890272,5361440.213963100914
1659744000,2022-08-06 00:00:00,ATOM/USDT,10.9686,11.0123,10.5708,10.6292,187714.67267229,2029403.126143115691
1659657600,2022-08-05 00:00:00,ATOM/USDT,10.3606,10.993,10.2995,10.9677,319740.42613899,3423734.952392393664
1659571200,2022-08-04 00:00:00,ATOM/USDT,10.1647,10.6168,10.1249,10.3556,385864.15267596,3995820.830162099413
1659484800,2022-08-03 00:00:00,ATOM/USDT,9.9119,10.5461,9.6411,10.1607,438783.98749555,4467914.895342457785
1659398400,2022-08-02 00:00:00,ATOM/USDT,10.3987,10.4696,9.7578,9.9087,543740.60388728,5454502.722810197159
1659312000,2022-08-01 00:00:00,ATOM/USDT,10.3485,10.7883,10.0478,10.3931,499281.28258549,5167556.26497487873
1659225600,2022-07-31 00:00:00,ATOM/USDT,10.7077,11.067,10.2892,10.3506,429314.75924797,4602923.928393959385
1659139200,2022-07-30 00:00:00,ATOM/USDT,11.1692,11.3615,10.5159,10.7075,649905.9479678,7066580.924804469635
1659052800,2022-07-29 00:00:00,ATOM/USDT,10.8652,11.4951,10.357,11.1712,850037.24072501,9175060.623415523349
1658966400,2022-07-28 00:00:00,ATOM/USDT,10.3124,11.1657,10.0817,10.8791,1158361.82125046,12274812.840922158299
1658880000,2022-07-27 00:00:00,ATOM/USDT,9.2259,10.3242,9.0253,10.3108,1085169.68384074,10389572.833803352579
1658793600,2022-07-26 00:00:00,ATOM/USDT,8.9861,9.7038,8.5874,9.2208,1111524.21937439,10171184.17091673856
1658707200,2022-07-25 00:00:00,ATOM/USDT,9.9801,10.0066,8.9672,8.9832,700931.37086933,6543817.101137440407
1658620800,2022-07-24 00:00:00,ATOM/USDT,10.122,10.2999,9.8754,9.98,499279.5341384,5050719.827821959568
1658534400,2022-07-23 00:00:00,ATOM/USDT,10.6385,11.2098,9.7558,10.1226,683959.08668349,7106318.994557657694
1658448000,2022-07-22 00:00:00,ATOM/USDT,11.052,11.3497,10.3159,10.6355,881146.75004042,9486365.673429646061
1658361600,2022-07-21 00:00:00,ATOM/USDT,9.6758,11.2726,9.6164,11.0496,1206881.05279147,12708985.310873145662
1658275200,2022-07-20 00:00:00,ATOM/USDT,10.5221,10.6387,9.5876,9.68,809750.87197882,8228018.991991617662
1658188800,2022-07-19 00:00:00,ATOM/USDT,9.5776,10.7757,9.2343,10.5264,1232852.45420006,12427477.568727144947
1658102400,2022-07-18 00:00:00,ATOM/USDT,8.9207,9.8785,8.8704,9.5778,652576.74842576,6203294.418211247819
1658016000,2022-07-17 00:00:00,ATOM/USDT,9.2349,9.3627,8.8673,8.9228,306006.26090439,2791536.489014717219
1657929600,2022-07-16 00:00:00,ATOM/USDT,9.0539,9.3986,8.7957,9.2368,317167.05260973,2873637.239966898447
1657843200,2022-07-15 00:00:00,ATOM/USDT,8.9862,9.5,8.8761,9.0476,627895.28106546,5755196.76250982597
1657756800,2022-07-14 00:00:00,ATOM/USDT,8.2146,9.0644,8.0916,8.9907,616422.1291913,5204679.859745039914
1657670400,2022-07-13 00:00:00,ATOM/USDT,7.8124,8.2475,7.4199,8.2147,645868.8300243,5026602.218198546255
1657584000,2022-07-12 00:00:00,ATOM/USDT,8.1755,8.4127,7.7173,7.8133,629927.41918443,5083871.362484296314
1657497600,2022-07-11 00:00:00,ATOM/USDT,8.7811,9.1073,8.1689,8.1743,645011.15757814,5654111.995941714292
1657411200,2022-07-10 00:00:00,ATOM/USDT,8.9836,9.0019,8.4999,8.7799,410989.92241709,3583136.190856121727
1657324800,2022-07-09 00:00:00,ATOM/USDT,8.9798,9.3652,8.9572,8.9821,335199.02255944,3066703.492810485962
1657238400,2022-07-08 00:00:00,ATOM/USDT,9.3654,9.7133,8.8841,8.9789,595272.04053601,5476345.793185606124
1657152000,2022-07-07 00:00:00,ATOM/USDT,8.8985,9.5744,8.6924,9.3536,672671.62719413,6129474.167239426129
1657065600,2022-07-06 00:00:00,ATOM/USDT,8.9205,9.4513,8.7666,8.8898,1227391.35168567,11111187.666861765603
1656979200,2022-07-05 00:00:00,ATOM/USDT,8.7546,9.3077,8.3866,8.9174,1206241.43007648,10734795.640257413676
1656892800,2022-07-04 00:00:00,ATOM/USDT,8.0892,8.94,7.8635,8.7514,665370.2294679,5562825.643951657155
1656806400,2022-07-03 00:00:00,ATOM/USDT,8.0655,8.3136,7.7861,8.0873,652583.37926676,5245676.99431173737
1656720000,2022-07-02 00:00:00,ATOM/USDT,8.0961,8.3518,7.938,8.0626,699216.70626602,5685713.952725937376
1656633600,2022-07-01 00:00:00,ATOM/USDT,7.5708,8.3694,7.1841,8.0933,1362029.11161749,10582592.846910142972
1656547200,2022-06-30 00:00:00,ATOM/USDT,7.4026,7.6464,6.9,7.5714,1369983.88090082,9912911.019329704489
1656460800,2022-06-29 00:00:00,ATOM/USDT,7.3392,7.5132,7.0274,7.4007,777436.56541923,5640785.756738898477
1656374400,2022-06-28 00:00:00,ATOM/USDT,7.7875,8.0243,7.261,7.3477,822829.16830994,6327952.275251833567
1656288000,2022-06-27 00:00:00,ATOM/USDT,8.0539,8.6043,7.7562,7.7862,692314.84501734,5662104.553766845479
1656201600,2022-06-26 00:00:00,ATOM/USDT,8.6686,8.75,8.0112,8.0566,761597.88705756,6419079.548369972085
1656115200,2022-06-25 00:00:00,ATOM/USDT,8.256,8.7086,7.9859,8.6677,637864.44583517,5321408.588896641886
1656028800,2022-06-24 00:00:00,ATOM/USDT,8.1296,8.5878,7.9532,8.2496,952446.97685764,7869558.429512892148
1655942400,2022-06-23 00:00:00,ATOM/USDT,7.057,8.1915,7.0549,8.1269,1557917.86466909,11953636.634119913206
