https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NOIA,Volume BTC
1663459200,2022-09-18 00:00:00,NOIA/BTC,0.000002907,0.000002928,0.000002877,0.000002911,4423.0237,0.0128706707483
1663372800,2022-09-17 00:00:00,NOIA/BTC,0.000002925,0.000003031,0.000002824,0.000002915,58319.8228,0.1695574273373
1663286400,2022-09-16 00:00:00,NOIA/BTC,0.000002961,0.000003013,0.000002805,0.000002915,182886.8706,0.529566081179
1663200000,2022-09-15 00:00:00,NOIA/BTC,0.000002983,0.000003092,0.000002877,0.000002944,73319.3716,0.2170364261888
1663113600,2022-09-14 00:00:00,NOIA/BTC,0.00000301,0.000003112,0.000002898,0.000002978,139420.0002,0.4203183354695
1663027200,2022-09-13 00:00:00,NOIA/BTC,0.000002753,0.000003307,0.000002739,0.000002989,558930.1183,1.7044811287158
1662940800,2022-09-12 00:00:00,NOIA/BTC,0.000002847,0.000002949,0.000002731,0.000002731,89156.4195,0.2531511743118
1662854400,2022-09-11 00:00:00,NOIA/BTC,0.000002757,0.000002922,0.000002734,0.000002856,113128.315,0.3234820536286
1662768000,2022-09-10 00:00:00,NOIA/BTC,0.00000278,0.000002826,0.00000273,0.000002757,37824.8212,0.1047809158089
1662681600,2022-09-09 00:00:00,NOIA/BTC,0.00000293,0.000003008,0.000002757,0.000002762,46287.3527,0.1323883259143
1662595200,2022-09-08 00:00:00,NOIA/BTC,0.000002917,0.000003003,0.000002888,0.000002907,48740.8519,0.1438766812208
1662508800,2022-09-07 00:00:00,NOIA/BTC,0.000002898,0.00000296,0.000002802,0.000002927,57754.8123,0.1664049045354
1662422400,2022-09-06 00:00:00,NOIA/BTC,0.000002856,0.000002933,0.000002804,0.000002913,154154.6111,0.4419927174762
1662336000,2022-09-05 00:00:00,NOIA/BTC,0.000002878,0.000002982,0.000002803,0.000002864,162980.7168,0.4671620798065
1662249600,2022-09-04 00:00:00,NOIA/BTC,0.000002888,0.000003034,0.000002886,0.000002886,52652.1326,0.1556902447221
1662163200,2022-09-03 00:00:00,NOIA/BTC,0.000002907,0.000003115,0.000002841,0.000002902,52545.1611,0.1533812072408
1662076800,2022-09-02 00:00:00,NOIA/BTC,0.000002865,0.000002972,0.000002812,0.000002907,32987.6878,0.0952847572726
1661990400,2022-09-01 00:00:00,NOIA/BTC,0.000002888,0.000002981,0.000002793,0.000002862,64139.8135,0.1847777278538
