https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KEY,Volume BTC
1663459200,2022-09-18 00:00:00,KEY/BTC,0.0000002375,0.0000002376,0.0000002375,0.0000002376,1518.3077,0.00036059956072
1663372800,2022-09-17 00:00:00,KEY/BTC,0.000000233,0.0000002408,0.0000002289,0.0000002372,517372.489,0.12314730023037
1663286400,2022-09-16 00:00:00,KEY/BTC,0.0000002338,0.0000002357,0.0000002238,0.000000233,488254.7002,0.11197502749019
1663200000,2022-09-15 00:00:00,KEY/BTC,0.0000002398,0.00000024,0.0000002327,0.0000002327,266520.8649,0.06311423117289
1663113600,2022-09-14 00:00:00,KEY/BTC,0.0000002304,0.00000025,0.0000002291,0.000000238,2445536.5548,0.58593968518725
1663027200,2022-09-13 00:00:00,KEY/BTC,0.000000228,0.0000002327,0.0000002169,0.0000002305,1460588.2725,0.32338099913405
1662940800,2022-09-12 00:00:00,KEY/BTC,0.0000002352,0.0000002416,0.0000002266,0.0000002283,1402140.8163,0.32384820265291
1662854400,2022-09-11 00:00:00,KEY/BTC,0.0000002498,0.0000002508,0.0000002275,0.000000237,1072444.6387,0.25692862942428
1662768000,2022-09-10 00:00:00,KEY/BTC,0.0000002468,0.0000003027,0.0000002456,0.0000002491,4345392.4059,1.17412888912328
1662681600,2022-09-09 00:00:00,KEY/BTC,0.0000002495,0.0000002818,0.0000002324,0.0000002466,6080480.8687,1.47739080256065
1662595200,2022-09-08 00:00:00,KEY/BTC,0.0000002582,0.000000269,0.000000245,0.0000002511,2786861.3243,0.71130802273382
1662508800,2022-09-07 00:00:00,KEY/BTC,0.0000002644,0.0000002644,0.0000002411,0.0000002579,3262797.7942,0.81966171630356
1662422400,2022-09-06 00:00:00,KEY/BTC,0.0000002436,0.0000002921,0.0000002434,0.0000002634,7778445.5397,2.12217623416053
1662336000,2022-09-05 00:00:00,KEY/BTC,0.0000002298,0.00000025,0.0000002277,0.0000002426,1452731.1999,0.34968495394565
1662249600,2022-09-04 00:00:00,KEY/BTC,0.0000002296,0.0000002671,0.0000002273,0.0000002305,4445021.0432,1.08003546866283
1662163200,2022-09-03 00:00:00,KEY/BTC,0.0000002138,0.0000002571,0.0000002118,0.000000229,5354978.7757,1.25128333630503
1662076800,2022-09-02 00:00:00,KEY/BTC,0.0000002132,0.0000002164,0.0000002046,0.0000002133,792391.3561,0.16637452583783
1661990400,2022-09-01 00:00:00,KEY/BTC,0.0000002115,0.000000227,0.0000002097,0.000000213,957868.5847,0.20995375532548
