https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume OMG,Volume BTC
1659139200,2022-07-30 00:00:00,OMG/BTC,9.617e-05,0.00010092,9.543e-05,9.543e-05,0.00578016,58.6300466
1659052800,2022-07-29 00:00:00,OMG/BTC,9.751e-05,0.00010115,9.455e-05,9.639e-05,0.11455029,1174.70753114
1658966400,2022-07-28 00:00:00,OMG/BTC,8.809e-05,0.00010338,8.809e-05,9.722e-05,0.08907519,890.22366125
1658880000,2022-07-27 00:00:00,OMG/BTC,8.749e-05,8.749e-05,8.655e-05,8.655e-05,0.00026332,3.02565913
1658793600,2022-07-26 00:00:00,OMG/BTC,8.608e-05,8.772e-05,8.598e-05,8.772e-05,0.01608417,185.66772339
1658707200,2022-07-25 00:00:00,OMG/BTC,8.961e-05,9.039e-05,8.645e-05,8.645e-05,0.01923042,214.1333861
1658620800,2022-07-24 00:00:00,OMG/BTC,9.217e-05,9.217e-05,9.037e-05,9.123e-05,0.03752757,414.00426889
1658534400,2022-07-23 00:00:00,OMG/BTC,9.29e-05,9.425e-05,9.021e-05,9.249e-05,0.02720318,297.69556799
1658448000,2022-07-22 00:00:00,OMG/BTC,8.405e-05,9.32e-05,8.405e-05,9.102e-05,0.01857659,210.37304023
1658361600,2022-07-21 00:00:00,OMG/BTC,8.08e-05,8.342e-05,8.08e-05,8.269e-05,0.00786271,96.06988862
1658275200,2022-07-20 00:00:00,OMG/BTC,8.624e-05,8.624e-05,8.2e-05,8.2e-05,0.03313066,392.36505063
1658188800,2022-07-19 00:00:00,OMG/BTC,8.446e-05,9.059e-05,8.438e-05,8.772e-05,0.04401997,508.13468453
1658102400,2022-07-18 00:00:00,OMG/BTC,8.778e-05,8.81e-05,8.504e-05,8.616e-05,0.00584976,67.17124127
1658016000,2022-07-17 00:00:00,OMG/BTC,8.686e-05,8.768e-05,8.536e-05,8.768e-05,0.00695556,81.31282244
1657929600,2022-07-16 00:00:00,OMG/BTC,8.539e-05,8.543e-05,8.539e-05,8.543e-05,0.0015258,17.86114339
1657843200,2022-07-15 00:00:00,OMG/BTC,8.518e-05,8.518e-05,8.33e-05,8.398e-05,0.00778129,91.52972663
1657756800,2022-07-14 00:00:00,OMG/BTC,8.526e-05,8.632e-05,8.47e-05,8.632e-05,0.00059564,6.97459691
1657670400,2022-07-13 00:00:00,OMG/BTC,8.574e-05,8.719e-05,8.457e-05,8.6e-05,0.18565502,2155.85939111
1657584000,2022-07-12 00:00:00,OMG/BTC,8.612e-05,8.622e-05,8.4e-05,8.605e-05,0.03407813,396.35717681
1657497600,2022-07-11 00:00:00,OMG/BTC,8.693e-05,8.693e-05,8.5e-05,8.5e-05,0.006482,75.09881923
1657411200,2022-07-10 00:00:00,OMG/BTC,8.913e-05,8.956e-05,8.913e-05,8.956e-05,0.00050707,5.67927864
1657324800,2022-07-09 00:00:00,OMG/BTC,8.763e-05,9.045e-05,8.763e-05,9.014e-05,0.0012445,14.02978867
1657238400,2022-07-08 00:00:00,OMG/BTC,8.77e-05,8.77e-05,8.6e-05,8.72e-05,0.07062095,814.11145681
1657152000,2022-07-07 00:00:00,OMG/BTC,8.98e-05,8.98e-05,8.84e-05,8.84e-05,0.00850707,96.20898967
1657065600,2022-07-06 00:00:00,OMG/BTC,9.067e-05,9.067e-05,9.067e-05,9.067e-05,0.00115207,12.70629756
1656979200,2022-07-05 00:00:00,OMG/BTC,9.158e-05,9.325e-05,9e-05,9e-05,0.02454715,272.46774823
