https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNI,Volume EUR
1663545600,2022-09-19 00:00:00,UNI/EUR,5.39306,5.39306,5.39306,5.39306,25.95311752,139.9667199724112
1663542000,2022-09-18 23:00:00,UNI/EUR,5.52521,5.54061,5.45027,5.45027,31.86965581,173.6982289715687
1663538400,2022-09-18 22:00:00,UNI/EUR,5.48488,5.48488,5.45860,5.46110,11.31242283,61.778272316913
1663534800,2022-09-18 21:00:00,UNI/EUR,5.54000,5.55477,5.37000,5.54017,2826.53867796,15659.504787473652
1663531200,2022-09-18 20:00:00,UNI/EUR,5.72229,5.72229,5.70706,5.70706,367.74039764,2098.716513755339
1663527600,2022-09-18 19:00:00,UNI/EUR,5.77124,5.77124,5.76282,5.76282,160.05383017,922.3614135802793
1663524000,2022-09-18 18:00:00,UNI/EUR,5.75237,5.75237,5.73034,5.73034,28.19885046,161.5890007449564
1663520400,2022-09-18 17:00:00,UNI/EUR,5.78708,5.78708,5.78708,5.78708,1.72453810,9.980039947747999
1663516800,2022-09-18 16:00:00,UNI/EUR,5.81276,5.81276,5.74760,5.78789,219.50146506,1270.4503346061233
1663513200,2022-09-18 15:00:00,UNI/EUR,5.83374,5.83459,5.82956,5.83459,59.02690660,344.397798979294
1663509600,2022-09-18 14:00:00,UNI/EUR,5.90383,5.90383,5.90383,5.90383,0.00000000,0.0
1663506000,2022-09-18 13:00:00,UNI/EUR,5.90383,5.90383,5.90383,5.90383,0.00000000,0.0
1663502400,2022-09-18 12:00:00,UNI/EUR,5.84849,5.90568,5.84849,5.90383,986.43770920,5823.760540706236
1663498800,2022-09-18 11:00:00,UNI/EUR,5.88033,5.88033,5.88033,5.88033,2.00000000,11.76066
1663495200,2022-09-18 10:00:00,UNI/EUR,5.91708,5.91708,5.87122,5.87122,5.15661039,30.2755940539758
1663491600,2022-09-18 09:00:00,UNI/EUR,5.87795,5.87795,5.86907,5.87508,1288.48284415,7569.939788008781
1663488000,2022-09-18 08:00:00,UNI/EUR,5.97334,5.97334,5.97334,5.97334,0.00000000,0.0
1663484400,2022-09-18 07:00:00,UNI/EUR,5.97865,5.97865,5.97334,5.97334,373.12154184,2228.781830734546
1663480800,2022-09-18 06:00:00,UNI/EUR,5.99353,5.99353,5.99353,5.99353,5.78400000,34.66657752
1663477200,2022-09-18 05:00:00,UNI/EUR,6.02084,6.02084,6.02084,6.02084,0.00000000,0.0
1663473600,2022-09-18 04:00:00,UNI/EUR,6.02084,6.02084,6.02084,6.02084,0.00000000,0.0
1663470000,2022-09-18 03:00:00,UNI/EUR,6.02084,6.02084,6.02084,6.02084,0.00000000,0.0
1663466400,2022-09-18 02:00:00,UNI/EUR,6.02084,6.02084,6.02084,6.02084,0.00000000,0.0
1663462800,2022-09-18 01:00:00,UNI/EUR,6.02084,6.02084,6.02084,6.02084,2.96100000,17.82770724
1663459200,2022-09-18 00:00:00,UNI/EUR,5.96092,5.96092,5.96092,5.96092,0.00000000,0.0
1663455600,2022-09-17 23:00:00,UNI/EUR,5.96092,5.96092,5.96092,5.96092,0.00000000,0.0
1663452000,2022-09-17 22:00:00,UNI/EUR,5.96092,5.96092,5.96092,5.96092,0.00000000,0.0
1663448400,2022-09-17 21:00:00,UNI/EUR,5.96092,5.96092,5.96092,5.96092,0.00000000,0.0
1663444800,2022-09-17 20:00:00,UNI/EUR,5.96092,5.96092,5.96092,5.96092,0.00000000,0.0
1663441200,2022-09-17 19:00:00,UNI/EUR,5.96092,5.96092,5.96092,5.96092,0.00000000,0.0
1663437600,2022-09-17 18:00:00,UNI/EUR,5.96092,5.96092,5.96092,5.96092,0.00000000,0.0
1663434000,2022-09-17 17:00:00,UNI/EUR,5.98460,5.99424,5.96092,5.96092,139.78067616,833.2214281356672
1663430400,2022-09-17 16:00:00,UNI/EUR,5.99586,5.99586,5.98460,5.98460,34.03300000,203.6738918
1663426800,2022-09-17 15:00:00,UNI/EUR,5.92181,5.92181,5.92181,5.92181,0.00000000,0.0
1663423200,2022-09-17 14:00:00,UNI/EUR,5.91828,5.94573,5.91828,5.92181,707.51068266,4189.743835682814
1663419600,2022-09-17 13:00:00,UNI/EUR,5.86521,5.86521,5.86521,5.86521,0.00000000,0.0
1663416000,2022-09-17 12:00:00,UNI/EUR,5.86521,5.86521,5.86521,5.86521,0.00000000,0.0
1663412400,2022-09-17 11:00:00,UNI/EUR,5.86521,5.86521,5.86521,5.86521,0.00000000,0.0
1663408800,2022-09-17 10:00:00,UNI/EUR,5.90642,5.90642,5.86521,5.86521,315.19600000,1848.6907311600003
1663405200,2022-09-17 09:00:00,UNI/EUR,5.89427,5.89427,5.89427,5.89427,0.00000000,0.0
1663401600,2022-09-17 08:00:00,UNI/EUR,5.89427,5.89427,5.89427,5.89427,10.00000000,58.942699999999995
1663398000,2022-09-17 07:00:00,UNI/EUR,5.87484,5.87484,5.87484,5.87484,22.00000000,129.24648
1663394400,2022-09-17 06:00:00,UNI/EUR,5.87985,5.87985,5.87985,5.87985,8.50361828,49.999999943658
1663390800,2022-09-17 05:00:00,UNI/EUR,5.87993,5.87993,5.87993,5.87993,33.07837793,194.49854674194492
1663387200,2022-09-17 04:00:00,UNI/EUR,5.90877,5.93453,5.90877,5.93453,245.22223259,1455.2786959723326
1663383600,2022-09-17 03:00:00,UNI/EUR,5.94754,5.94754,5.94754,5.94754,0.00000000,0.0
1663380000,2022-09-17 02:00:00,UNI/EUR,5.94754,5.94754,5.94754,5.94754,0.00000000,0.0
1663376400,2022-09-17 01:00:00,UNI/EUR,5.94754,5.94754,5.94754,5.94754,0.00000000,0.0
1663372800,2022-09-17 00:00:00,UNI/EUR,5.95150,5.95150,5.94754,5.94754,28.50085229,169.5099590288666
1663369200,2022-09-16 23:00:00,UNI/EUR,5.79736,5.79736,5.79736,5.79736,3.02374176,17.529719529753603
1663365600,2022-09-16 22:00:00,UNI/EUR,5.82666,5.82666,5.82666,5.82666,0.00000000,0.0
1663362000,2022-09-16 21:00:00,UNI/EUR,5.82666,5.82666,5.82666,5.82666,3.43249820,19.999999962012
1663358400,2022-09-16 20:00:00,UNI/EUR,5.79889,5.79889,5.79889,5.79889,4.29220074,24.889999949178602
1663354800,2022-09-16 19:00:00,UNI/EUR,5.76991,5.77413,5.76632,5.76819,356.43227424,2055.9690799484256
1663351200,2022-09-16 18:00:00,UNI/EUR,5.75060,5.75060,5.75060,5.75060,0.00000000,0.0
1663347600,2022-09-16 17:00:00,UNI/EUR,5.75060,5.75060,5.75060,5.75060,5.78400000,33.2614704
1663344000,2022-09-16 16:00:00,UNI/EUR,5.78986,5.78986,5.68499,5.74316,291.80844104,1675.9025662432862
1663340400,2022-09-16 15:00:00,UNI/EUR,5.77260,5.81486,5.77260,5.81486,652.57496901,3794.6320842974887
1663336800,2022-09-16 14:00:00,UNI/EUR,5.74463,5.80000,5.74463,5.77572,39.47353452,227.9880827978544
1663333200,2022-09-16 13:00:00,UNI/EUR,5.82709,5.85079,5.71000,5.71000,98.98563602,565.2079816742
1663329600,2022-09-16 12:00:00,UNI/EUR,5.89894,5.89894,5.83770,5.83770,274.00627681,1599.566442133737
1663326000,2022-09-16 11:00:00,UNI/EUR,5.86891,5.87762,5.86620,5.87762,270.17927770,1588.011126195074
1663322400,2022-09-16 10:00:00,UNI/EUR,5.80356,5.85817,5.79999,5.85817,47.25638479,276.8359356852343
1663318800,2022-09-16 09:00:00,UNI/EUR,5.83638,5.83657,5.83638,5.83657,37.67268422,219.8792585379254
1663315200,2022-09-16 08:00:00,UNI/EUR,5.87944,5.89254,5.82901,5.82902,563.50842861,3284.701900536262
1663311600,2022-09-16 07:00:00,UNI/EUR,5.89082,5.91524,5.88653,5.90513,392.69306173,2318.903579613675
1663308000,2022-09-16 06:00:00,UNI/EUR,5.90693,5.93195,5.90357,5.90357,966.77011791,5707.395064989939
1663304400,2022-09-16 05:00:00,UNI/EUR,5.90922,5.92307,5.90310,5.91981,48.39646811,286.4978958822591
1663300800,2022-09-16 04:00:00,UNI/EUR,5.90651,5.90651,5.90651,5.90651,21.91831154,129.4607262941254
1663297200,2022-09-16 03:00:00,UNI/EUR,5.89969,5.89969,5.89969,5.89969,29.97312879,176.83216819107508
1663293600,2022-09-16 02:00:00,UNI/EUR,5.90764,5.90764,5.90764,5.90764,0.00000000,0.0
1663290000,2022-09-16 01:00:00,UNI/EUR,5.90764,5.90764,5.90764,5.90764,0.00000000,0.0
1663286400,2022-09-16 00:00:00,UNI/EUR,5.92119,5.92119,5.90764,5.90764,87.56778835,517.3189691679939
1663282800,2022-09-15 23:00:00,UNI/EUR,5.90000,5.90000,5.90000,5.90000,0.00000000,0.0
1663279200,2022-09-15 22:00:00,UNI/EUR,5.93218,5.93218,5.90000,5.90000,30.30927852,178.82474326800002
1663275600,2022-09-15 21:00:00,UNI/EUR,5.96663,5.96663,5.96663,5.96663,0.00000000,0.0
1663272000,2022-09-15 20:00:00,UNI/EUR,5.96663,5.96663,5.96663,5.96663,67.06100563,400.1282080221269
1663268400,2022-09-15 19:00:00,UNI/EUR,5.93370,5.97294,5.93086,5.97294,512.31772598,3060.043038214981
1663264800,2022-09-15 18:00:00,UNI/EUR,5.95269,5.95269,5.95269,5.95269,4.34929418,25.8899999723442
1663261200,2022-09-15 17:00:00,UNI/EUR,5.95688,5.95688,5.95688,5.95688,2.44475266,14.563098225300799
1663257600,2022-09-15 16:00:00,UNI/EUR,5.94811,5.98159,5.94811,5.96958,57.58951824,343.78523629513916
1663254000,2022-09-15 15:00:00,UNI/EUR,5.84558,5.93194,5.82438,5.90314,1554.67958904,9177.491269245585
1663250400,2022-09-15 14:00:00,UNI/EUR,5.91000,5.91728,5.89000,5.89000,449.08392377,2645.1043110053
1663246800,2022-09-15 13:00:00,UNI/EUR,6.07626,6.08616,6.07626,6.08155,72.74917815,442.4277643781325
1663243200,2022-09-15 12:00:00,UNI/EUR,6.10027,6.10027,6.10027,6.10027,0.00000000,0.0
1663239600,2022-09-15 11:00:00,UNI/EUR,6.09485,6.10783,6.08950,6.10027,935.24947107,5705.274290884189
1663236000,2022-09-15 10:00:00,UNI/EUR,6.11956,6.15798,6.11956,6.15521,16.91575059,104.1199971890739
1663232400,2022-09-15 09:00:00,UNI/EUR,6.08292,6.09762,6.07499,6.07499,313.75808690,1906.0772403366311
1663228800,2022-09-15 08:00:00,UNI/EUR,6.13974,6.14002,6.09743,6.09743,52.22353607,318.4293555393001
1663225200,2022-09-15 07:00:00,UNI/EUR,6.15921,6.20981,6.15921,6.17976,316.81621725,1957.84818671286
1663221600,2022-09-15 06:00:00,UNI/EUR,5.93787,5.99750,5.93787,5.99750,751.35472280,4506.249949993
1663218000,2022-09-15 05:00:00,UNI/EUR,5.98889,6.04032,5.98695,6.04032,1095.30466365,6615.990665938369
1663214400,2022-09-15 04:00:00,UNI/EUR,5.96811,6.01095,5.96456,5.99357,697.90476243,4182.941046957575
1663210800,2022-09-15 03:00:00,UNI/EUR,5.98132,6.00069,5.98132,6.00069,1976.25237511,11858.877864798826
1663207200,2022-09-15 02:00:00,UNI/EUR,6.14015,6.14015,6.14015,6.14015,0.00000000,0.0
1663203600,2022-09-15 01:00:00,UNI/EUR,6.14015,6.14015,6.14015,6.14015,0.00000000,0.0
1663200000,2022-09-15 00:00:00,UNI/EUR,6.14015,6.14015,6.14015,6.14015,2.92275595,17.946159946392502
1663196400,2022-09-14 23:00:00,UNI/EUR,6.11513,6.11513,6.11513,6.11513,0.00000000,0.0
1663192800,2022-09-14 22:00:00,UNI/EUR,6.11513,6.11513,6.11513,6.11513,0.00000000,0.0
1663189200,2022-09-14 21:00:00,UNI/EUR,6.11513,6.11513,6.11513,6.11513,0.00000000,0.0
1663185600,2022-09-14 20:00:00,UNI/EUR,6.11513,6.11513,6.11513,6.11513,0.00000000,0.0
1663182000,2022-09-14 19:00:00,UNI/EUR,6.06651,6.11513,6.06651,6.11513,27.83846997,170.2358628676461
1663178400,2022-09-14 18:00:00,UNI/EUR,6.05968,6.10203,6.05534,6.10203,80.13044829,488.9583993790287
1663174800,2022-09-14 17:00:00,UNI/EUR,6.11942,6.11942,6.11942,6.11942,2.38248470,14.579424522874
1663171200,2022-09-14 16:00:00,UNI/EUR,6.11168,6.11506,6.10890,6.11314,87.46789080,534.703461965112
1663167600,2022-09-14 15:00:00,UNI/EUR,6.14973,6.15333,6.14925,6.15298,317.25515920,1952.064649454416
1663164000,2022-09-14 14:00:00,UNI/EUR,6.17766,6.17766,6.10318,6.10318,3824.18274280,23339.675632202106
1663160400,2022-09-14 13:00:00,UNI/EUR,6.17795,6.17795,6.10409,6.15496,351.44054323,2163.1024859589206
1663156800,2022-09-14 12:00:00,UNI/EUR,6.20079,6.21488,6.18824,6.21488,28.60010743,177.7462356645584
1663153200,2022-09-14 11:00:00,UNI/EUR,6.12218,6.12218,6.10530,6.10530,26.99634461,164.82078274743301
1663149600,2022-09-14 10:00:00,UNI/EUR,6.11569,6.13598,6.10056,6.13598,121.77155092,747.1878010141015
1663146000,2022-09-14 09:00:00,UNI/EUR,6.12438,6.12438,6.12438,6.12438,0.00000000,0.0
1663142400,2022-09-14 08:00:00,UNI/EUR,6.11304,6.12438,6.11304,6.12438,3195.22624443,19568.779706862206
1663138800,2022-09-14 07:00:00,UNI/EUR,6.14279,6.14279,6.13571,6.13571,1078.07506122,6614.755933878167
1663135200,2022-09-14 06:00:00,UNI/EUR,6.18919,6.18919,6.18919,6.18919,14.00000000,86.64866
