https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RLC,Volume USDT
1643587200,2022-01-31 00:00:00,RLC/USDT,1.9011,1.9979,1.789,1.9507,50253.37941544,96011.759480752528
1643500800,2022-01-30 00:00:00,RLC/USDT,1.9203,1.9501,1.8494,1.9008,50351.65583718,96321.346314801719
1643414400,2022-01-29 00:00:00,RLC/USDT,1.8186,1.9356,1.8164,1.9085,33253.03161293,62666.21048170778
1643328000,2022-01-28 00:00:00,RLC/USDT,1.7713,1.842,1.7292,1.8195,70395.34019979,125676.051488559124
1643241600,2022-01-27 00:00:00,RLC/USDT,1.7307,1.8661,1.6334,1.7646,77708.58900786,137518.675155509925
1643155200,2022-01-26 00:00:00,RLC/USDT,1.759,1.9337,1.7063,1.7321,60819.60379505,110172.713388253005
1643068800,2022-01-25 00:00:00,RLC/USDT,1.7469,1.8095,1.6923,1.7637,46434.8066313,81234.452936756227
1642982400,2022-01-24 00:00:00,RLC/USDT,1.8227,1.8227,1.5222,1.7572,52138.39127061,86359.810962498789
1642896000,2022-01-23 00:00:00,RLC/USDT,1.776,1.9043,1.7185,1.8223,44837.74704642,80734.750666659091
1642809600,2022-01-22 00:00:00,RLC/USDT,1.9987,2.0425,1.6368,1.7688,117688.9191264,213527.584814463308
1642723200,2022-01-21 00:00:00,RLC/USDT,2.3428,2.3612,1.9404,2.0031,158820.5311421,342796.430033550617
1642636800,2022-01-20 00:00:00,RLC/USDT,2.4725,2.6068,2.3289,2.348,44080.18132677,109621.638484070361
1642550400,2022-01-19 00:00:00,RLC/USDT,2.5597,2.5813,2.4363,2.4741,71832.25771633,181015.777582521543
1642464000,2022-01-18 00:00:00,RLC/USDT,2.6036,2.632,2.493,2.5537,77139.47718676,196598.969022821682
1642377600,2022-01-17 00:00:00,RLC/USDT,2.7086,2.716,2.5618,2.6046,89752.77748481,234918.593442992415
1642291200,2022-01-16 00:00:00,RLC/USDT,2.7612,2.7948,2.7011,2.7071,57364.20262979,157555.448568078217
1642204800,2022-01-15 00:00:00,RLC/USDT,2.773,2.8168,2.7188,2.7617,91371.25323651,253995.631269861179
1642118400,2022-01-14 00:00:00,RLC/USDT,2.728,2.8834,2.658,2.7733,109544.85116488,300439.805237451765
1642032000,2022-01-13 00:00:00,RLC/USDT,2.8988,2.9799,2.73,2.73,70537.03966732,199119.73387859796
1641945600,2022-01-12 00:00:00,RLC/USDT,2.8144,2.9258,2.7841,2.899,89884.65696369,256702.122491949997
1641859200,2022-01-11 00:00:00,RLC/USDT,2.7408,2.8788,2.7049,2.801,88314.85149578,245841.903811765153
1641772800,2022-01-10 00:00:00,RLC/USDT,2.88,2.9762,2.6209,2.7401,115982.07589745,321776.039217310418
1641686400,2022-01-09 00:00:00,RLC/USDT,2.757,3.0264,2.735,2.869,73778.30701851,212958.869358150259
1641600000,2022-01-08 00:00:00,RLC/USDT,2.8299,2.9493,2.6555,2.757,109786.46114388,304752.667633683663
1641513600,2022-01-07 00:00:00,RLC/USDT,3.0158,3.0269,2.7733,2.83,107592.06309264,310519.199474536748
1641427200,2022-01-06 00:00:00,RLC/USDT,3.1105,3.1711,2.9059,3.0158,149541.8847039,451655.650457173638
1641340800,2022-01-05 00:00:00,RLC/USDT,3.4219,3.598,2.9468,3.1052,236920.3453398,797864.203106157051
1641254400,2022-01-04 00:00:00,RLC/USDT,3.2505,3.6235,3.2484,3.42,358659.01796178,1239992.127891191299
1641168000,2022-01-03 00:00:00,RLC/USDT,3.1986,3.34,3.1,3.2545,76280.33289745,244909.577295103452
1641081600,2022-01-02 00:00:00,RLC/USDT,3.1071,3.3034,3.0657,3.2013,73833.25810864,235945.86593905755
1640995200,2022-01-01 00:00:00,RLC/USDT,2.9442,3.103,2.9442,3.103,26919.32147785,81128.895974423486
1640908800,2021-12-31 00:00:00,RLC/USDT,3.0855,3.1315,2.9069,2.9292,33069.23679476,100301.025070749641
1640822400,2021-12-30 00:00:00,RLC/USDT,3.0419,3.1816,2.9626,3.0917,41443.57865868,128415.192020524998
1640736000,2021-12-29 00:00:00,RLC/USDT,3.044,3.2538,2.9325,3.0416,60689.76022666,188472.205258409815
1640649600,2021-12-28 00:00:00,RLC/USDT,3.3897,3.4207,2.9912,3.0276,98558.4930499,315183.825550928644
