https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CS,Volume BTC
1663372800,2022-09-17 00:00:00,CS/BTC,0.000000274,0.000000276,0.000000265,0.000000273,117820.9641,0.0320014900894
1663286400,2022-09-16 00:00:00,CS/BTC,0.00000028,0.000000288,0.000000266,0.000000274,2194324.2707,0.6158317801553
1663200000,2022-09-15 00:00:00,CS/BTC,0.000000286,0.000000287,0.000000278,0.000000278,2353036.5843,0.6643917711097
1663113600,2022-09-14 00:00:00,CS/BTC,0.000000299,0.000000305,0.000000272,0.000000286,2840616.8958,0.7979903346219
1663027200,2022-09-13 00:00:00,CS/BTC,0.000000279,0.000000301,0.000000279,0.000000299,469845.0095,0.1363719269176
1662940800,2022-09-12 00:00:00,CS/BTC,0.000000289,0.000000296,0.000000276,0.000000284,1068679.5094,0.3067419688108
1662854400,2022-09-11 00:00:00,CS/BTC,0.000000298,0.000000318,0.000000284,0.000000291,263566.6497,0.078223387002
1662768000,2022-09-10 00:00:00,CS/BTC,0.000000298,0.0000003,0.000000288,0.000000292,24000.5656,0.007060734896
1662681600,2022-09-09 00:00:00,CS/BTC,0.000000286,0.000000298,0.000000273,0.000000298,1096844.7157,0.3220633052402
1662595200,2022-09-08 00:00:00,CS/BTC,0.00000029,0.000000297,0.000000281,0.00000029,917282.5028,0.2667480385138
1662508800,2022-09-07 00:00:00,CS/BTC,0.000000295,0.0000003,0.000000278,0.000000294,382895.8262,0.112491224805
1662422400,2022-09-06 00:00:00,CS/BTC,0.000000282,0.000000299,0.00000028,0.000000296,872466.0325,0.2567404318568
1662336000,2022-09-05 00:00:00,CS/BTC,0.000000284,0.000000292,0.000000281,0.000000286,843365.8531,0.2404826782426
1662249600,2022-09-04 00:00:00,CS/BTC,0.000000282,0.000000332,0.000000273,0.000000284,1059398.4037,0.3177802970465
1662163200,2022-09-03 00:00:00,CS/BTC,0.000000286,0.000000286,0.000000279,0.000000284,66341.5423,0.0187497491632
1662076800,2022-09-02 00:00:00,CS/BTC,0.000000288,0.000000288,0.000000279,0.000000285,869015.2063,0.2437306567743
1661990400,2022-09-01 00:00:00,CS/BTC,0.000000281,0.000000294,0.000000279,0.000000289,1271947.9008,0.3672329180766
1661904000,2022-08-31 00:00:00,CS/BTC,0.000000275,0.000000295,0.000000269,0.000000279,379067.9492,0.103078471769
1661817600,2022-08-30 00:00:00,CS/BTC,0.000000276,0.00000028,0.000000266,0.000000275,1271557.5115,0.3490670696244
1661731200,2022-08-29 00:00:00,CS/BTC,0.000000256,0.00000028,0.000000244,0.000000278,821338.7311,0.21407615374
1661644800,2022-08-28 00:00:00,CS/BTC,0.000000283,0.000000289,0.000000252,0.000000256,757731.5133,0.2106895551128
1661558400,2022-08-27 00:00:00,CS/BTC,0.000000282,0.000000284,0.000000278,0.000000283,741740.0927,0.2091693518509
1661472000,2022-08-26 00:00:00,CS/BTC,0.000000278,0.000000286,0.000000276,0.000000283,861173.9618,0.2400353181996
1661385600,2022-08-25 00:00:00,CS/BTC,0.000000278,0.000000282,0.000000276,0.00000028,406825.7769,0.1132683123488
1661299200,2022-08-24 00:00:00,CS/BTC,0.000000277,0.00000028,0.000000271,0.000000278,1660082.5296,0.4604486641112
1661212800,2022-08-23 00:00:00,CS/BTC,0.000000339,0.000000339,0.00000022,0.000000278,5034379.7666,1.3985867859743
1661126400,2022-08-22 00:00:00,CS/BTC,0.00000033,0.000000338,0.000000326,0.000000338,1674853.2665,0.5619369359315
1661040000,2022-08-21 00:00:00,CS/BTC,0.000000335,0.000000337,0.000000324,0.000000335,315456.6591,0.1048960774762
1660953600,2022-08-20 00:00:00,CS/BTC,0.000000329,0.000000337,0.000000322,0.000000327,667130.6762,0.2186056535079
1660867200,2022-08-19 00:00:00,CS/BTC,0.000000329,0.000000337,0.000000308,0.000000322,760015.8911,0.2418816595544
1660780800,2022-08-18 00:00:00,CS/BTC,0.000000328,0.000000339,0.000000322,0.000000328,421627.7396,0.1400833570429
1660694400,2022-08-17 00:00:00,CS/BTC,0.000000323,0.000000339,0.000000321,0.000000328,1027750.2915,0.3396939320534
1660608000,2022-08-16 00:00:00,CS/BTC,0.000000316,0.000000328,0.000000313,0.000000323,961275.5324,0.3086984527761
1660521600,2022-08-15 00:00:00,CS/BTC,0.00000032,0.000000326,0.000000307,0.000000313,386026.5749,0.1223457112436
1660435200,2022-08-14 00:00:00,CS/BTC,0.000000312,0.000000333,0.000000287,0.00000032,1324456.7154,0.4125230939785
1660348800,2022-08-13 00:00:00,CS/BTC,0.000000313,0.000000336,0.000000302,0.000000312,1052996.2575,0.3312861402982
1660262400,2022-08-12 00:00:00,CS/BTC,0.000000328,0.000000332,0.000000304,0.000000312,1352945.7638,0.4320425307734
1660176000,2022-08-11 00:00:00,CS/BTC,0.000000342,0.000000344,0.000000324,0.000000326,1324690.127,0.442217910473
1660089600,2022-08-10 00:00:00,CS/BTC,0.000000334,0.000000345,0.000000327,0.000000344,1042400.8925,0.3539555787421
1660003200,2022-08-09 00:00:00,CS/BTC,0.000000326,0.000000335,0.000000321,0.000000334,1360116.4737,0.4444608973694
1659916800,2022-08-08 00:00:00,CS/BTC,0.000000324,0.000000344,0.000000301,0.000000325,1427393.0485,0.4724011872488
1659830400,2022-08-07 00:00:00,CS/BTC,0.000000328,0.000000329,0.000000318,0.000000328,765040.8693,0.2499418281569
1659744000,2022-08-06 00:00:00,CS/BTC,0.000000338,0.000000343,0.000000319,0.000000326,98039.6074,0.0320546847691
1659657600,2022-08-05 00:00:00,CS/BTC,0.000000324,0.000000346,0.000000322,0.000000338,1274297.8046,0.4233311669336
1659571200,2022-08-04 00:00:00,CS/BTC,0.000000332,0.000000334,0.000000306,0.000000326,1037403.9927,0.3364411332133
1659484800,2022-08-03 00:00:00,CS/BTC,0.000000349,0.000000351,0.000000324,0.00000033,591560.4439,0.1966481833201
1659398400,2022-08-02 00:00:00,CS/BTC,0.00000032,0.000000353,0.000000301,0.000000349,1245957.3486,0.4084603340081
1659312000,2022-08-01 00:00:00,CS/BTC,0.000000317,0.000000338,0.000000311,0.00000032,790941.2288,0.2586081369571
1659225600,2022-07-31 00:00:00,CS/BTC,0.000000323,0.000000332,0.000000311,0.000000318,1663534.8131,0.5368906174783
1659139200,2022-07-30 00:00:00,CS/BTC,0.000000328,0.00000033,0.000000308,0.000000323,166155.7134,0.0529124697811
1659052800,2022-07-29 00:00:00,CS/BTC,0.000000318,0.000000332,0.00000031,0.000000327,944061.8967,0.3023560109116
1658966400,2022-07-28 00:00:00,CS/BTC,0.000000374,0.000000374,0.000000311,0.000000321,1294531.3523,0.4310258797831
1658880000,2022-07-27 00:00:00,CS/BTC,0.00000034,0.000000385,0.000000319,0.000000374,1883237.612,0.6741379600747
1658793600,2022-07-26 00:00:00,CS/BTC,0.000000353,0.000000382,0.000000334,0.000000344,1566979.2378,0.5613959554665
1658707200,2022-07-25 00:00:00,CS/BTC,0.000000382,0.000000389,0.0000003,0.000000351,4966082.8856,1.797378586169
1658620800,2022-07-24 00:00:00,CS/BTC,0.000000379,0.000000403,0.000000374,0.000000384,1155663.5348,0.4522554167514
1658534400,2022-07-23 00:00:00,CS/BTC,0.000000382,0.000000396,0.000000373,0.000000374,213093.808,0.0803080353456
1658448000,2022-07-22 00:00:00,CS/BTC,0.000000384,0.000000398,0.000000373,0.000000383,1247291.6791,0.4786695279416
1658361600,2022-07-21 00:00:00,CS/BTC,0.000000387,0.000000394,0.000000375,0.000000389,1634916.5033,0.6341017744209
1658275200,2022-07-20 00:00:00,CS/BTC,0.000000389,0.000000403,0.000000371,0.000000389,1225185.4137,0.46815935944967218
1658188800,2022-07-19 00:00:00,CS/BTC,0.000000375,0.000000389,0.000000371,0.000000383,1610005.51930382,0.61494850890739713
1658102400,2022-07-18 00:00:00,CS/BTC,0.000000397,0.00000096,0.000000371,0.000000378,3294674.0682767,1.46677836197414567
1658016000,2022-07-17 00:00:00,CS/BTC,0.000000394,0.000000398,0.00000039,0.000000394,592099.86275829,0.23175177571279942
1657929600,2022-07-16 00:00:00,CS/BTC,0.000000396,0.000000412,0.000000375,0.000000394,107367.89897965,0.0426194272643974
1657843200,2022-07-15 00:00:00,CS/BTC,0.000000413,0.000000413,0.000000386,0.000000398,1256536.4394317,0.497205295622297
1657756800,2022-07-14 00:00:00,CS/BTC,0.000000416,0.000000426,0.0000004,0.000000418,815031.09591666,0.34066251298498456
1657670400,2022-07-13 00:00:00,CS/BTC,0.000000432,0.00000044,0.000000413,0.000000418,590993.7395,0.2550801783898
1657584000,2022-07-12 00:00:00,CS/BTC,0.000000402,0.000000432,0.000000398,0.000000431,1728650.3156,0.7209319413465
1657497600,2022-07-11 00:00:00,CS/BTC,0.000000398,0.000000415,0.00000039,0.0000004,1568538.20061409,0.63917598440359859
1657411200,2022-07-10 00:00:00,CS/BTC,0.000000396,0.000000403,0.000000392,0.0000004,1697603.39928337,0.67604625229289811
1657324800,2022-07-09 00:00:00,CS/BTC,0.000000396,0.000000399,0.000000384,0.000000396,370048.2635,0.1450332727651
1657238400,2022-07-08 00:00:00,CS/BTC,0.000000406,0.000000409,0.000000394,0.000000394,1596843.9122683,0.6423559908869981
1657152000,2022-07-07 00:00:00,CS/BTC,0.000000407,0.00000041,0.000000394,0.000000404,2472193.0171,1.0018514957792
