https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AUDIO,Volume USDT
1663545600000.0,2022-09-19 00:00:00,AUDIO/USDT,0.2184,0.2188,0.2184,0.2186,1456.3330283623056,318.3544
1663459200000.0,2022-09-18 00:00:00,AUDIO/USDT,0.2509,0.2509,0.20725,0.2184,82792.39033882783,18081.85805
1663372800000.0,2022-09-17 00:00:00,AUDIO/USDT,0.24455,0.2519,0.2445,0.2509,57427.74930251096,14408.6223
1663286400000.0,2022-09-16 00:00:00,AUDIO/USDT,0.24155,0.24545,0.2381,0.24455,107762.28542220405,26353.2669
1663200000000.0,2022-09-15 00:00:00,AUDIO/USDT,0.25255,0.2538,0.2403,0.24155,132894.59428689713,32100.68925
1663113600000.0,2022-09-14 00:00:00,AUDIO/USDT,0.2574,0.26105,0.24535,0.25255,187026.94555533558,47233.6551
1663027200000.0,2022-09-13 00:00:00,AUDIO/USDT,0.29235,0.29265,0.2536,0.2574,335211.51767676766,86283.44465
1662940800000.0,2022-09-12 00:00:00,AUDIO/USDT,0.2836,0.31775,0.27565,0.29235,247793.45749957243,72442.4173
1662854400000.0,2022-09-11 00:00:00,AUDIO/USDT,0.2878,0.2933,0.27975,0.2836,116150.48642454161,32940.27795
1662768000000.0,2022-09-10 00:00:00,AUDIO/USDT,0.28985,0.2963,0.28395,0.2878,55290.156532314104,15912.50705
1662681600000.0,2022-09-09 00:00:00,AUDIO/USDT,0.28155,0.2988,0.28105,0.28985,122692.40037950664,35562.39225
1662595200000.0,2022-09-08 00:00:00,AUDIO/USDT,0.28375,0.2888,0.272,0.28155,200066.33209021486,56328.6758
1662508800000.0,2022-09-07 00:00:00,AUDIO/USDT,0.2564,0.2874,0.2537,0.28375,162009.62343612334,45970.23065
1662422400000.0,2022-09-06 00:00:00,AUDIO/USDT,0.2824,0.2902,0.25555,0.2564,278639.60120904836,71443.19375
1662336000000.0,2022-09-05 00:00:00,AUDIO/USDT,0.29545,0.29715,0.27935,0.2824,39754.37730169972,11226.63615
1662249600000.0,2022-09-04 00:00:00,AUDIO/USDT,0.286,0.29555,0.28405,0.29545,33356.012523269594,9855.0339
1662163200000.0,2022-09-03 00:00:00,AUDIO/USDT,0.28135,0.286,0.27855,0.286,14475.85034965035,4140.0932
1662076800000.0,2022-09-02 00:00:00,AUDIO/USDT,0.2829,0.28885,0.27605,0.28135,47572.04176292874,13384.39395
1661990400000.0,2022-09-01 00:00:00,AUDIO/USDT,0.27945,0.28435,0.27115,0.2829,43709.51201838106,12365.42095
1661904000000.0,2022-08-31 00:00:00,AUDIO/USDT,0.28515,0.29325,0.27855,0.27945,63515.49060654858,17749.40385
1661817600000.0,2022-08-30 00:00:00,AUDIO/USDT,0.2982,0.3054,0.2787,0.28515,19636.396984043484,5599.3186
1661731200000.0,2022-08-29 00:00:00,AUDIO/USDT,0.2797,0.2988,0.27525,0.2982,14042.284540576793,4187.40925
1661644800000.0,2022-08-28 00:00:00,AUDIO/USDT,0.2836,0.2934,0.2782,0.2797,11811.537003932786,3303.6869
1661558400000.0,2022-08-27 00:00:00,AUDIO/USDT,0.2829,0.29075,0.2794,0.2836,18665.633462623413,5293.57365
1661472000000.0,2022-08-26 00:00:00,AUDIO/USDT,0.3155,0.32015,0.2782,0.2829,22551.158713326262,6379.7228
1661385600000.0,2022-08-25 00:00:00,AUDIO/USDT,0.3203,0.3362,0.3102,0.3155,36815.39746434231,11615.2579
1661299200000.0,2022-08-24 00:00:00,AUDIO/USDT,0.31165,0.3369,0.3047,0.3203,24056.3090852326,7705.2358
1661212800000.0,2022-08-23 00:00:00,AUDIO/USDT,0.3037,0.31335,0.2944,0.31165,26611.697256537784,8293.53545
1661126400000.0,2022-08-22 00:00:00,AUDIO/USDT,0.30875,0.30875,0.2904,0.3037,10224.373394797496,3105.1422
1661040000000.0,2022-08-21 00:00:00,AUDIO/USDT,0.3004,0.31385,0.29935,0.30875,11156.084534412954,3444.4411
1660953600000.0,2022-08-20 00:00:00,AUDIO/USDT,0.3022,0.31405,0.2875,0.3004,41232.06191744341,12386.1114
