https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume EXM
1663236000000,2022-09-15 10:00:00,EXM/BTC,8.6e-07,8.7e-07,8.6e-07,8.6e-07,0.0088159986572152,10251.16122932
1663232400000,2022-09-15 09:00:00,EXM/BTC,8.6e-07,8.7e-07,8.6e-07,8.6e-07,0.003805970635215,4425.54725025
1663228800000,2022-09-15 08:00:00,EXM/BTC,8.7e-07,8.8e-07,8.6e-07,8.7e-07,0.026460842881979703,30414.76193331
1663225200000,2022-09-15 07:00:00,EXM/BTC,8.5e-07,9e-07,8.4e-07,8.8e-07,0.3985832737579704,452935.53836133
1663221600000,2022-09-15 06:00:00,EXM/BTC,8.4e-07,8.5e-07,8.4e-07,8.4e-07,0.0021502895705676,2559.86853639
1663218000000,2022-09-15 05:00:00,EXM/BTC,8.4e-07,8.5e-07,8.4e-07,8.5e-07,0.0097092776365825,11422.67957245
1663214400000,2022-09-15 04:00:00,EXM/BTC,8.4e-07,8.5e-07,8.4e-07,8.4e-07,0.0027186075064428,3236.43750767
1663207200000,2022-09-15 02:00:00,EXM/BTC,8.5e-07,8.5e-07,8.5e-07,8.5e-07,0.0037212080712420003,4377.89184852
1663203600000,2022-09-15 01:00:00,EXM/BTC,8.5e-07,8.5e-07,8.4e-07,8.4e-07,0.0057361299095015994,6828.72608274
1663200000000,2022-09-15 00:00:00,EXM/BTC,8.5e-07,8.5e-07,8.5e-07,8.5e-07,7.5877385132e-05,89.26751192
1663192800000,2022-09-14 22:00:00,EXM/BTC,8.4e-07,8.4e-07,8.4e-07,8.4e-07,7.167302595600001e-05,85.3250309
1663189200000,2022-09-14 21:00:00,EXM/BTC,8.4e-07,8.4e-07,8.4e-07,8.4e-07,0.052471051948669196,62465.53803413
1663185600000,2022-09-14 20:00:00,EXM/BTC,8.5e-07,8.5e-07,8.4e-07,8.4e-07,0.0003862923881208,459.87189062
1663178400000,2022-09-14 18:00:00,EXM/BTC,8.5e-07,8.6e-07,8.5e-07,8.6e-07,0.013822086877238,16072.1940433
1663174800000,2022-09-14 17:00:00,EXM/BTC,8.5e-07,8.5e-07,8.5e-07,8.5e-07,0.0145366778663995,17101.97396047
1663171200000,2022-09-14 16:00:00,EXM/BTC,8.5e-07,8.5e-07,8.5e-07,8.5e-07,0.0009770458667175,1149.46572555
1663164000000,2022-09-14 14:00:00,EXM/BTC,8.5e-07,8.5e-07,8.5e-07,8.5e-07,6.02797698805e-05,70.91737633
1663160400000,2022-09-14 13:00:00,EXM/BTC,8.5e-07,8.5e-07,8.4e-07,8.5e-07,0.0376627891474735,44309.16370291
1663156800000,2022-09-14 12:00:00,EXM/BTC,8.5e-07,8.5e-07,8.5e-07,8.5e-07,9.836350897949999e-05,115.72177527
1663153200000,2022-09-14 11:00:00,EXM/BTC,8.5e-07,8.5e-07,8.4e-07,8.4e-07,0.0153815655397992,18311.38754738
1663149600000,2022-09-14 10:00:00,EXM/BTC,8.5e-07,8.5e-07,8.4e-07,8.4e-07,0.011138806016477999,13260.48335295
1663146000000,2022-09-14 09:00:00,EXM/BTC,8.4e-07,8.4e-07,8.4e-07,8.4e-07,0.003927939042333599,4676.11790754
1663142400000,2022-09-14 08:00:00,EXM/BTC,8.5e-07,8.5e-07,8.5e-07,8.5e-07,0.0043487325300535,5116.15591771
1663138800000,2022-09-14 07:00:00,EXM/BTC,8.5e-07,8.5e-07,8.5e-07,8.5e-07,0.025353982318191498,29828.21449199
1663135200000,2022-09-14 06:00:00,EXM/BTC,8.4e-07,8.5e-07,8.4e-07,8.5e-07,0.012532464948636,14744.07641016
1663131600000,2022-09-14 05:00:00,EXM/BTC,8.5e-07,8.5e-07,8.4e-07,8.4e-07,0.0488180602592592,58116.73840388
1663128000000,2022-09-14 04:00:00,EXM/BTC,8.5e-07,8.5e-07,8.5e-07,8.5e-07,0.00457871468379,5386.7231574
1663124400000,2022-09-14 03:00:00,EXM/BTC,8.5e-07,8.5e-07,8.4e-07,8.5e-07,0.004214320322293,4958.02390858
1663113600000,2022-09-14 00:00:00,EXM/BTC,8.4e-07,8.5e-07,8.4e-07,8.5e-07,0.00023454746673600002,275.93819616
1663110000000,2022-09-13 23:00:00,EXM/BTC,8.4e-07,8.5e-07,8.4e-07,8.5e-07,0.000978508243616,1151.18616896
1663106400000,2022-09-13 22:00:00,EXM/BTC,8.5e-07,8.5e-07,8.4e-07,8.4e-07,8.71651861164e-05,103.76807871
1663095600000,2022-09-13 19:00:00,EXM/BTC,8.4e-07,8.5e-07,8.3e-07,8.5e-07,0.029451336236686502,34648.63086669
1663092000000,2022-09-13 18:00:00,EXM/BTC,8.4e-07,8.4e-07,8.2e-07,8.4e-07,0.0690133818243324,82158.78788611
1663088400000,2022-09-13 17:00:00,EXM/BTC,8.4e-07,8.4e-07,8.4e-07,8.4e-07,0.0047419246911204,5645.14844181
1663084800000,2022-09-13 16:00:00,EXM/BTC,8.4e-07,8.4e-07,8.3e-07,8.4e-07,0.0233008982008488,27739.16452482
1663081200000,2022-09-13 15:00:00,EXM/BTC,8.3e-07,8.3e-07,8.2e-07,8.2e-07,0.0331817245846594,40465.51778617
1663077600000,2022-09-13 14:00:00,EXM/BTC,8.3e-07,8.3e-07,8.2e-07,8.3e-07,0.0944221567729045,113761.63466615
1663074000000,2022-09-13 13:00:00,EXM/BTC,8.3e-07,8.4e-07,8.1e-07,8.3e-07,0.0487944341584676,58788.47488972
1663070400000,2022-09-13 12:00:00,EXM/BTC,8.2e-07,8.4e-07,8.2e-07,8.3e-07,0.0929727920583965,112015.41211855
1663066800000,2022-09-13 11:00:00,EXM/BTC,8.3e-07,8.3e-07,8.2e-07,8.2e-07,0.007370371684910599,8988.25815233
1663063200000,2022-09-13 10:00:00,EXM/BTC,8.3e-07,8.4e-07,8.3e-07,8.3e-07,0.0270388714374613,32576.95353911
1663059600000,2022-09-13 09:00:00,EXM/BTC,8.4e-07,8.4e-07,8.2e-07,8.4e-07,0.0592573189833576,70544.42736114
1663056000000,2022-09-13 08:00:00,EXM/BTC,8.5e-07,8.5e-07,8.5e-07,8.5e-07,0.0001451099999925,170.71764705
1663052400000,2022-09-13 07:00:00,EXM/BTC,8.4e-07,8.4e-07,8.4e-07,8.4e-07,0.01903085939076,22655.784989
1663048800000,2022-09-13 06:00:00,EXM/BTC,8.4e-07,8.4e-07,8.3e-07,8.3e-07,0.0007987853798951,962.39202397
1663045200000,2022-09-13 05:00:00,EXM/BTC,8.4e-07,8.4e-07,8.4e-07,8.4e-07,0.001533379907052,1825.4522703
1663041600000,2022-09-13 04:00:00,EXM/BTC,8.4e-07,8.4e-07,8.4e-07,8.4e-07,0.027056753599386002,32210.42095165
1663038000000,2022-09-13 03:00:00,EXM/BTC,8.4e-07,8.4e-07,8.4e-07,8.4e-07,0.00036079999999679997,429.52380952
1663034400000,2022-09-13 02:00:00,EXM/BTC,8.3e-07,8.3e-07,8.3e-07,8.3e-07,0.00290556946881,3500.686107
1663027200000,2022-09-13 00:00:00,EXM/BTC,8.3e-07,8.3e-07,8.3e-07,8.3e-07,0.0033419900272293,4026.49400871
1663020000000,2022-09-12 22:00:00,EXM/BTC,8.4e-07,8.4e-07,8.4e-07,8.4e-07,0.0007582099999992,902.63095238
1663016400000,2022-09-12 21:00:00,EXM/BTC,8.4e-07,8.4e-07,8.4e-07,8.4e-07,0.0053101596530052,6321.61863453
1663012800000,2022-09-12 20:00:00,EXM/BTC,8.3e-07,8.4e-07,8.3e-07,8.3e-07,0.0515454220804941,62102.91816927
1663009200000,2022-09-12 19:00:00,EXM/BTC,8.3e-07,8.3e-07,8.3e-07,8.3e-07,0.0140770195761182,16960.26454954
1663005600000,2022-09-12 18:00:00,EXM/BTC,8.3e-07,8.3e-07,8.3e-07,8.3e-07,0.011444783989307799,13788.89637266
1663002000000,2022-09-12 17:00:00,EXM/BTC,8.3e-07,8.3e-07,8.3e-07,8.3e-07,0.010385548556685201,12512.70910444
1662998400000,2022-09-12 16:00:00,EXM/BTC,8.3e-07,8.3e-07,8.2e-07,8.2e-07,0.0019308263498378,2354.66628029
1662994800000,2022-09-12 15:00:00,EXM/BTC,8.2e-07,8.2e-07,8.1e-07,8.1e-07,0.009083253284964,11213.8929444
1662991200000,2022-09-12 14:00:00,EXM/BTC,8.2e-07,8.2e-07,8.1e-07,8.1e-07,0.0003508106019822,433.09950862
1662987600000,2022-09-12 13:00:00,EXM/BTC,8.2e-07,8.2e-07,8.1e-07,8.1e-07,0.0173612316832767,21433.61936207
1662980400000,2022-09-12 11:00:00,EXM/BTC,8.2e-07,8.2e-07,8.1e-07,8.1e-07,0.0088504196317542,10926.44398982
1662976800000,2022-09-12 10:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0001318599999928,160.80487804
1662973200000,2022-09-12 09:00:00,EXM/BTC,8e-07,8.2e-07,8e-07,8.2e-07,0.0049734716956426,6065.20938493
1662969600000,2022-09-12 08:00:00,EXM/BTC,8e-07,8.1e-07,8e-07,8.1e-07,0.001292989999986,1596.2839506
1662966000000,2022-09-12 07:00:00,EXM/BTC,8e-07,8.1e-07,8e-07,8.1e-07,0.0005316999999947999,656.41975308
1662962400000,2022-09-12 06:00:00,EXM/BTC,8.2e-07,8.2e-07,8.1e-07,8.1e-07,0.0136104967164276,16803.08236596
1662958800000,2022-09-12 05:00:00,EXM/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.0014474398304402999,1786.96275363
1662955200000,2022-09-12 04:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0042655677072666,5201.91183813
1662951600000,2022-09-12 03:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0022655697965888,2762.88999584
1662948000000,2022-09-12 02:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0011364148601329999,1385.87178065
1662944400000,2022-09-12 01:00:00,EXM/BTC,8.1e-07,8.1e-07,8e-07,8.1e-07,0.0359781093823212,44417.41899052
1662933600000,2022-09-11 22:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0098003999999974,11951.70731707
1662930000000,2022-09-11 21:00:00,EXM/BTC,8.2e-07,8.3e-07,8.2e-07,8.3e-07,0.0094651772319905,11403.82799035
1662926400000,2022-09-11 20:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0049397590361428,6024.09638554
1662922800000,2022-09-11 19:00:00,EXM/BTC,8.1e-07,8.2e-07,8.1e-07,8.2e-07,0.011170292817570199,13622.30831411
1662919200000,2022-09-11 18:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.000164686463779,200.83715095
1662912000000,2022-09-11 16:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,6.195999999200001e-05,75.5609756
1662908400000,2022-09-11 15:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.004911711191458,5989.8916969
1662904800000,2022-09-11 14:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0018950999999954,2311.09756097
1662901200000,2022-09-11 13:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0035920993306524,4380.60893982
1662897600000,2022-09-11 12:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0004124869711776,503.03289168
1662894000000,2022-09-11 11:00:00,EXM/BTC,8.2e-07,8.2e-07,8e-07,8.2e-07,0.0168178679544562,20509.59506641
1662890400000,2022-09-11 10:00:00,EXM/BTC,8.2e-07,8.2e-07,8.1e-07,8.1e-07,0.0204851584480365,25290.31907165
1662886800000,2022-09-11 09:00:00,EXM/BTC,8e-07,8.1e-07,8e-07,8.1e-07,0.0023048792427329996,2845.5299293
1662883200000,2022-09-11 08:00:00,EXM/BTC,8.1e-07,8.1e-07,8e-07,8e-07,0.035602455996648,44503.06999581
1662879600000,2022-09-11 07:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,5.78699999986e-05,70.57317073
1662872400000,2022-09-11 05:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0012388475335245999,1510.78967503
1662861600000,2022-09-11 02:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0106644810691044,13005.46471842
1662850800000,2022-09-10 23:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0014056699999859998,1714.2317073
1662847200000,2022-09-10 22:00:00,EXM/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.0010027168377309,1237.92202189
1662840000000,2022-09-10 20:00:00,EXM/BTC,8.1e-07,8.2e-07,8.1e-07,8.2e-07,0.0002045286125532,249.42513726
1662836400000,2022-09-10 19:00:00,EXM/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.0012700997651421,1568.02440141
1662832800000,2022-09-10 18:00:00,EXM/BTC,8.2e-07,8.2e-07,8.1e-07,8.1e-07,0.1013672318403186,125144.73066706
1662829200000,2022-09-10 17:00:00,EXM/BTC,8.2e-07,8.3e-07,8.2e-07,8.3e-07,0.0051618474570608005,6219.09332176
1662825600000,2022-09-10 16:00:00,EXM/BTC,8.3e-07,8.3e-07,8.3e-07,8.3e-07,0.000348449999993,419.8192771
1662822000000,2022-09-10 15:00:00,EXM/BTC,8.3e-07,8.3e-07,8.3e-07,8.3e-07,0.0001462699999895,176.22891565
1662818400000,2022-09-10 14:00:00,EXM/BTC,8.3e-07,8.3e-07,8.3e-07,8.3e-07,0.0009593419946798999,1155.83372853
1662814800000,2022-09-10 13:00:00,EXM/BTC,8.3e-07,8.3e-07,8.3e-07,8.3e-07,0.0025871566109076,3117.05615772
1662811200000,2022-09-10 12:00:00,EXM/BTC,8.3e-07,8.3e-07,8.2e-07,8.3e-07,0.0181252308593952,21837.62754144
1662804000000,2022-09-10 10:00:00,EXM/BTC,8.3e-07,8.3e-07,8.3e-07,8.3e-07,0.00011106999999299999,133.8192771
1662800400000,2022-09-10 09:00:00,EXM/BTC,8.1e-07,8.3e-07,8.1e-07,8.1e-07,0.0171757632298437,21204.64596277
1662796800000,2022-09-10 08:00:00,EXM/BTC,8.3e-07,8.3e-07,8.2e-07,8.2e-07,0.0021387549632082,2608.23776001
1662793200000,2022-09-10 07:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.00018364802000000002,223.961
1662789600000,2022-09-10 06:00:00,EXM/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.0082726088857299,10213.09738979
1662786000000,2022-09-10 05:00:00,EXM/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.0008324469903537,1027.71233377
1662782400000,2022-09-10 04:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.000750926192303,915.76364915
1662775200000,2022-09-10 02:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.000103923807697,126.73635085
1662764400000,2022-09-09 23:00:00,EXM/BTC,8.2e-07,8.2e-07,8.1e-07,8.1e-07,0.0087719234844762,10829.53516602
1662760800000,2022-09-09 22:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0009840395342581999,1200.04821251
1662757200000,2022-09-09 21:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0008428926922269999,1027.91791735
1662750000000,2022-09-09 19:00:00,EXM/BTC,8.3e-07,8.3e-07,8.1e-07,8.1e-07,0.00013356454940639998,164.89450544
1662746400000,2022-09-09 18:00:00,EXM/BTC,8.1e-07,8.2e-07,8.1e-07,8.2e-07,0.007900928897218999,9635.27914295
1662742800000,2022-09-09 17:00:00,EXM/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.041473815986587496,51202.24195875
1662739200000,2022-09-09 16:00:00,EXM/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.004011726084387299,4952.74825233
1662735600000,2022-09-09 15:00:00,EXM/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.0005293373256153,653.50287113
1662732000000,2022-09-09 14:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,8.25799999974e-05,100.70731707
1662728400000,2022-09-09 13:00:00,EXM/BTC,8.1e-07,8.2e-07,8.1e-07,8.1e-07,0.0011529442967751,1423.38802071
1662724800000,2022-09-09 12:00:00,EXM/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0047363456898702,5776.03132911
1662721200000,2022-09-09 11:00:00,EXM/BTC,8.2e-07,8.3e-07,8.2e-07,8.3e-07,0.0113461458752122,13670.05527134
1662717600000,2022-09-09 10:00:00,EXM/BTC,8.2e-07,8.3e-07,8.2e-07,8.2e-07,0.031683756311945796,38638.72720969
1662714000000,2022-09-09 09:00:00,EXM/BTC,8.2e-07,8.3e-07,8.2e-07,8.2e-07,0.0212174845507654,25874.98115947
1662710400000,2022-09-09 08:00:00,EXM/BTC,8.3e-07,8.4e-07,8.2e-07,8.2e-07,0.0339815583857412,41440.92486066
1662706800000,2022-09-09 07:00:00,EXM/BTC,8.2e-07,8.4e-07,8.2e-07,8.3e-07,0.0084935140798042,10233.14949374
1662703200000,2022-09-09 06:00:00,EXM/BTC,8.3e-07,8.4e-07,8.3e-07,8.4e-07,0.0157845431389464,18791.12278446
1662699600000,2022-09-09 05:00:00,EXM/BTC,8.2e-07,8.6e-07,8.2e-07,8.3e-07,0.1335448121547853,160897.36404191
1662696000000,2022-09-09 04:00:00,EXM/BTC,8.3e-07,8.3e-07,8.2e-07,8.2e-07,0.0194561600988232,23727.02451076
1662692400000,2022-09-09 03:00:00,EXM/BTC,8.3e-07,8.3e-07,8.3e-07,8.3e-07,0.0356099782567545,42903.58826115
