https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KCS,Volume USDT
1642636800,2022-01-20 00:00:00,KCS/USDT,19.958,20.999,19.39,19.429,609789.2364833,12398390.95196698777
1642550400,2022-01-19 00:00:00,KCS/USDT,20.37,20.584,19.37,19.951,518753.69565491,10335762.68207613455
1642464000,2022-01-18 00:00:00,KCS/USDT,20.848,20.96,19.88,20.371,497946.19749992,10145886.53608318354
1642377600,2022-01-17 00:00:00,KCS/USDT,21.154,21.201,20.407,20.851,518444.05362917,10820210.89154997505
1642291200,2022-01-16 00:00:00,KCS/USDT,20.343,21.24,20.072,21.156,441778.03448529,9147814.55072874416
1642204800,2022-01-15 00:00:00,KCS/USDT,20.08,20.518,19.808,20.344,365053.5170701,7384559.20784034405
1642118400,2022-01-14 00:00:00,KCS/USDT,19.588,20.281,19.28,20.08,552384.30053569,10976678.29679136044
1642032000,2022-01-13 00:00:00,KCS/USDT,20.372,20.625,19.451,19.585,513967.25268084,10308629.16211592148
1641945600,2022-01-12 00:00:00,KCS/USDT,19.378,20.5,19.37,20.372,469441.25238647,9397204.94995797646
1641859200,2022-01-11 00:00:00,KCS/USDT,18.999,19.601,18.802,19.378,540047.84153361,10399481.77798639155
1641772800,2022-01-10 00:00:00,KCS/USDT,19.32,19.749,17.89,19.007,857511.14087463,16166199.00606739595
1641686400,2022-01-09 00:00:00,KCS/USDT,18.946,19.78,18.48,19.32,465397.27188357,8878550.14385229021
1641600000,2022-01-08 00:00:00,KCS/USDT,19.19,19.853,18.158,18.946,737468.80889398,14031948.76687244664
1641513600,2022-01-07 00:00:00,KCS/USDT,20.967,20.972,18.7,19.19,1137652.02081031,22265316.0922962481
1641427200,2022-01-06 00:00:00,KCS/USDT,21.232,21.808,20.25,20.968,816586.78887182,17074679.57796011061
1641340800,2022-01-05 00:00:00,KCS/USDT,22.046,23.2,20.1,21.226,1256048.01332722,27714018.89166855873
1641254400,2022-01-04 00:00:00,KCS/USDT,22.361,22.447,21.882,22.046,485149.23908748,10748638.89381404188
1641168000,2022-01-03 00:00:00,KCS/USDT,22.624,22.77,22.14,22.363,382788.75735623,8608169.06880317249
1641081600,2022-01-02 00:00:00,KCS/USDT,22.394,22.767,22.165,22.624,362134.71625415,8143578.3965695575
1640995200,2022-01-01 00:00:00,KCS/USDT,21.378,22.4,21.368,22.386,336897.22500158,7408401.8802765291
1640908800,2021-12-31 00:00:00,KCS/USDT,21.048,22.154,20.941,21.376,585775.5838254,12599364.66345844829
1640822400,2021-12-30 00:00:00,KCS/USDT,20.666,21.379,20.163,21.048,520146.57163837,10815847.26330992386
1640736000,2021-12-29 00:00:00,KCS/USDT,21.506,21.878,20.432,20.666,496342.01182312,10492055.45628136187
1640649600,2021-12-28 00:00:00,KCS/USDT,22.976,22.978,21.12,21.506,920327.43391083,20371941.23493919831
