https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UST,Volume ETH
1663268400000,2022-09-15 19:00:00,ETH/UST,1498.4,1506.6,1491.3,1498.2,27054.999504588002,18.05833634
1663264800000,2022-09-15 18:00:00,ETH/UST,1505.8,1512.7,1493.0,1498.5,102131.32986157501,68.15570895
1663261200000,2022-09-15 17:00:00,ETH/UST,1509.2,1518.7,1505.4,1508.2,148021.127670918,98.14422999
1663257600000,2022-09-15 16:00:00,ETH/UST,1492.7,1509.2,1483.9,1509.2,666350.859695752,441.52588106
1663254000000,2022-09-15 15:00:00,ETH/UST,1489.2,1501.1,1458.7,1492.5,2107468.249991475,1412.03902847
1663250400000,2022-09-15 14:00:00,ETH/UST,1588.8,1591.9,1484.9,1492.0,1136041.5748535201,761.42196706
1663246800000,2022-09-15 13:00:00,ETH/UST,1588.4,1591.3,1569.9,1586.7,91151.85620553301,57.44744199
1663243200000,2022-09-15 12:00:00,ETH/UST,1592.1,1599.2,1583.2,1588.9,92691.933957254,58.33717286
1663239600000,2022-09-15 11:00:00,ETH/UST,1583.5,1594.6,1574.6,1592.3,797985.7708384991,501.15290513
1663236000000,2022-09-15 10:00:00,ETH/UST,1588.9,1594.6,1577.7,1583.6,81932.155273668,51.73791063
1663232400000,2022-09-15 09:00:00,ETH/UST,1606.8,1607.7,1584.3,1588.8,93622.585845456,58.92660237
1663228800000,2022-09-15 08:00:00,ETH/UST,1635.6,1635.6,1598.9,1607.7,354574.097310741,220.54742633
1663225200000,2022-09-15 07:00:00,ETH/UST,1597.8,1652.7,1595.8,1636.5,1380461.715103245,843.54519713
1663221600000,2022-09-15 06:00:00,ETH/UST,1618.8,1635.8,1573.5,1598.8,3192654.345273064,1996.90664578
1663218000000,2022-09-15 05:00:00,ETH/UST,1600.8,1619.2,1597.2,1618.3,847322.180806309,523.58782723
1663214400000,2022-09-15 04:00:00,ETH/UST,1602.4,1607.7,1589.0,1598.9,853295.551859151,533.67662259
1663210800000,2022-09-15 03:00:00,ETH/UST,1617.1,1617.1,1583.0,1602.6,1313082.0663057298,819.34485605
1663207200000,2022-09-15 02:00:00,ETH/UST,1628.5,1628.5,1602.2,1616.1,191911.87141225798,118.74999778
1663203600000,2022-09-15 01:00:00,ETH/UST,1628.7,1629.6,1600.0,1629.0,65295.618094440004,40.08325236
1663200000000,2022-09-15 00:00:00,ETH/UST,1636.8,1653.0,1627.8,1627.8,190548.71087907598,117.05904342
1663196400000,2022-09-14 23:00:00,ETH/UST,1638.2,1646.2,1626.9,1638.2,151597.89611847402,92.53930907
1663192800000,2022-09-14 22:00:00,ETH/UST,1620.6,1645.9,1615.6,1638.1,1058793.6661603788,646.35471959
1663189200000,2022-09-14 21:00:00,ETH/UST,1602.4,1621.3,1594.0,1621.1,334861.929377014,206.56463474
1663185600000,2022-09-14 20:00:00,ETH/UST,1600.1,1603.6,1592.3,1603.2,97961.86282031999,61.10395635
1663182000000,2022-09-14 19:00:00,ETH/UST,1578.3,1600.6,1574.8,1600.3,299652.775338683,187.24787561
1663178400000,2022-09-14 18:00:00,ETH/UST,1589.7,1593.4,1560.0,1579.9,710298.8869311721,449.58471228
1663174800000,2022-09-14 17:00:00,ETH/UST,1585.1,1602.2,1583.7,1589.1,151670.497195917,95.44427487
1663171200000,2022-09-14 16:00:00,ETH/UST,1594.2,1599.7,1581.8,1586.0,630088.31797288,397.28141108
1663167600000,2022-09-14 15:00:00,ETH/UST,1601.8,1603.1,1593.0,1594.4,204446.183591264,128.22766156
1663164000000,2022-09-14 14:00:00,ETH/UST,1605.0,1607.1,1587.9,1602.0,108822.99376656,67.92945928
1663160400000,2022-09-14 13:00:00,ETH/UST,1605.2,1611.1,1591.5,1603.8,425219.578654068,265.13254686
1663156800000,2022-09-14 12:00:00,ETH/UST,1594.9,1612.4,1585.0,1606.4,827887.9374043521,515.36848693
1663153200000,2022-09-14 11:00:00,ETH/UST,1602.4,1606.1,1582.6,1594.0,96664.35999872,60.64263488
1663149600000,2022-09-14 10:00:00,ETH/UST,1604.4,1605.8,1594.4,1602.5,42060.609158975,26.24686999
1663146000000,2022-09-14 09:00:00,ETH/UST,1602.4,1610.0,1596.9,1604.8,37814.476212288,23.56335756
1663142400000,2022-09-14 08:00:00,ETH/UST,1612.4,1612.4,1585.5,1602.2,499136.186865364,311.53176062
1663138800000,2022-09-14 07:00:00,ETH/UST,1608.1,1617.5,1599.5,1610.1,205464.163730094,127.60956694000001
1663135200000,2022-09-14 06:00:00,ETH/UST,1614.2,1617.7,1604.3,1607.5,62125.2645614,38.64713192
1663131600000,2022-09-14 05:00:00,ETH/UST,1620.9,1623.6,1611.0,1612.5,76728.74029237499,47.58371491
1663128000000,2022-09-14 04:00:00,ETH/UST,1602.9,1621.6,1596.5,1621.2,156729.42958848,96.6749504
1663124400000,2022-09-14 03:00:00,ETH/UST,1599.4,1610.4,1594.3,1602.5,129763.0995889,80.97541316
1663120800000,2022-09-14 02:00:00,ETH/UST,1582.8,1601.6,1580.4,1601.2,121320.59523073201,75.76854561
1663117200000,2022-09-14 01:00:00,ETH/UST,1574.0,1583.1,1570.6,1582.7,1784251.4763391572,1127.34660791
1663113600000,2022-09-14 00:00:00,ETH/UST,1574.0,1578.4,1551.1,1572.6,507180.672052878,322.51091953
1663110000000,2022-09-13 23:00:00,ETH/UST,1587.2,1588.0,1560.9,1574.6,427430.34341128403,271.45328554
1663106400000,2022-09-13 22:00:00,ETH/UST,1596.1,1597.0,1584.3,1587.4,83890.22895110601,52.84756769
1663102800000,2022-09-13 21:00:00,ETH/UST,1608.6,1608.6,1571.7,1596.4,371558.42540648003,232.7476982
1663099200000,2022-09-13 20:00:00,ETH/UST,1605.2,1622.9,1605.2,1608.0,154960.72643976,96.36861097
1663095600000,2022-09-13 19:00:00,ETH/UST,1584.0,1608.0,1570.9,1604.2,296414.48974997597,184.77402428
1663092000000,2022-09-13 18:00:00,ETH/UST,1619.1,1622.2,1579.2,1581.5,295675.715671225,186.95903615
1663088400000,2022-09-13 17:00:00,ETH/UST,1611.0,1630.4,1608.7,1619.7,231628.449594234,143.00700722
1663084800000,2022-09-13 16:00:00,ETH/UST,1593.1,1615.0,1588.5,1611.3,154098.232805337,95.63596649
1663081200000,2022-09-13 15:00:00,ETH/UST,1588.4,1596.7,1585.0,1594.1,197296.13276014398,123.76647184
1663077600000,2022-09-13 14:00:00,ETH/UST,1600.8,1613.9,1574.8,1589.7,472147.810998192,297.00434736
1663074000000,2022-09-13 13:00:00,ETH/UST,1627.6,1638.4,1598.8,1604.0,661774.52023628,412.57763107
1663070400000,2022-09-13 12:00:00,ETH/UST,1738.2,1760.0,1618.5,1630.1,2981701.903333641,1829.15275341
1663066800000,2022-09-13 11:00:00,ETH/UST,1733.1,1745.8,1733.1,1737.4,126895.807907288,73.03776212
1663063200000,2022-09-13 10:00:00,ETH/UST,1722.0,1740.2,1719.2,1731.3,119309.528665422,68.91326094
1663059600000,2022-09-13 09:00:00,ETH/UST,1715.2,1725.8,1713.9,1720.2,497807.57268548995,289.38935745
1663056000000,2022-09-13 08:00:00,ETH/UST,1716.4,1717.8,1708.8,1715.2,225219.66606976005,131.30810755000002
1663052400000,2022-09-13 07:00:00,ETH/UST,1707.4,1721.8,1700.9,1715.4,108259.639821612,63.11043478
1663048800000,2022-09-13 06:00:00,ETH/UST,1719.2,1731.1,1701.0,1706.5,205409.5384303,120.3689062
1663045200000,2022-09-13 05:00:00,ETH/UST,1714.3,1721.3,1712.7,1719.7,43748.68270066,25.4397178
1663041600000,2022-09-13 04:00:00,ETH/UST,1715.4,1724.9,1708.9,1713.8,251667.49184161198,146.84764374
1663038000000,2022-09-13 03:00:00,ETH/UST,1709.4,1716.0,1702.0,1716.0,101812.01726124,59.331012390000005
1663034400000,2022-09-13 02:00:00,ETH/UST,1695.0,1709.4,1680.9,1708.2,168962.09711004002,98.9123622
1663030800000,2022-09-13 01:00:00,ETH/UST,1688.1,1698.5,1684.2,1696.2,135919.678504632,80.13187036
1663027200000,2022-09-13 00:00:00,ETH/UST,1715.6,1717.4,1675.4,1687.6,291281.434470472,172.60099222
1663023600000,2022-09-12 23:00:00,ETH/UST,1706.2,1716.8,1703.0,1716.8,48635.636433616,28.32923837
1663020000000,2022-09-12 22:00:00,ETH/UST,1714.7,1716.6,1702.3,1705.7,56231.02164919,32.9665367
1663016400000,2022-09-12 21:00:00,ETH/UST,1723.4,1723.6,1704.4,1715.6,125574.56216903201,73.19571122
1663012800000,2022-09-12 20:00:00,ETH/UST,1725.5,1729.6,1720.8,1724.0,24818.06737852,14.39563073
1663009200000,2022-09-12 19:00:00,ETH/UST,1728.7,1730.5,1720.1,1726.1,22270.098788585,12.90197485
1663005600000,2022-09-12 18:00:00,ETH/UST,1727.7,1732.9,1717.7,1729.1,341164.61018578697,197.30762257
1663002000000,2022-09-12 17:00:00,ETH/UST,1713.5,1728.6,1704.1,1728.6,106458.72832374599,61.58667611
1662998400000,2022-09-12 16:00:00,ETH/UST,1707.0,1717.1,1694.4,1714.1,326343.14707151,190.3874611
1662994800000,2022-09-12 15:00:00,ETH/UST,1736.0,1736.0,1696.5,1709.8,359826.31776266196,210.44936119
1662991200000,2022-09-12 14:00:00,ETH/UST,1752.1,1754.9,1733.4,1734.1,59007.42381858,34.0276938
1662987600000,2022-09-12 13:00:00,ETH/UST,1746.5,1753.6,1739.1,1751.7,30100.948783776003,17.18384928
1662984000000,2022-09-12 12:00:00,ETH/UST,1749.2,1749.6,1733.4,1746.8,61912.659789288,35.44347366
1662980400000,2022-09-12 11:00:00,ETH/UST,1745.1,1759.5,1741.1,1748.8,88445.45150444799,50.57493796
1662976800000,2022-09-12 10:00:00,ETH/UST,1750.8,1750.8,1731.3,1745.2,125166.16263857599,71.72023988
1662973200000,2022-09-12 09:00:00,ETH/UST,1754.8,1759.0,1745.3,1750.9,61514.30099468401,35.13296076
1662969600000,2022-09-12 08:00:00,ETH/UST,1759.6,1765.2,1751.0,1753.4,129203.97092306001,73.6876759
1662966000000,2022-09-12 07:00:00,ETH/UST,1736.6,1761.9,1735.7,1760.2,143668.116800156,81.62033678
1662962400000,2022-09-12 06:00:00,ETH/UST,1729.1,1737.4,1724.0,1736.5,5078.397670905,2.92450197
1662958800000,2022-09-12 05:00:00,ETH/UST,1727.0,1731.9,1718.3,1728.3,26857.274104479002,15.53970613
1662955200000,2022-09-12 04:00:00,ETH/UST,1726.7,1731.1,1720.9,1726.4,26521.710667088,15.36243667
1662951600000,2022-09-12 03:00:00,ETH/UST,1734.9,1739.4,1713.5,1727.8,189540.90980413,109.70072335
1662948000000,2022-09-12 02:00:00,ETH/UST,1762.7,1766.2,1729.0,1736.5,93822.62282828499,54.02972809
1662944400000,2022-09-12 01:00:00,ETH/UST,1737.4,1783.1,1731.3,1762.9,133824.706471941,75.91168329
1662940800000,2022-09-12 00:00:00,ETH/UST,1767.0,1767.0,1735.5,1735.8,41195.586150048,23.73291056
1662937200000,2022-09-11 23:00:00,ETH/UST,1746.5,1766.7,1738.3,1766.0,114937.81979821999,65.08370316999999
1662933600000,2022-09-11 22:00:00,ETH/UST,1735.2,1753.7,1734.9,1746.5,56641.21408543499,32.43127059
1662930000000,2022-09-11 21:00:00,ETH/UST,1759.5,1765.1,1720.3,1734.1,245929.952734359,141.81993699
1662926400000,2022-09-11 20:00:00,ETH/UST,1763.4,1768.1,1746.2,1759.6,78435.504850156,44.57575861
1662922800000,2022-09-11 19:00:00,ETH/UST,1760.0,1765.1,1759.0,1763.8,15557.149771334,8.82024593
1662919200000,2022-09-11 18:00:00,ETH/UST,1770.9,1775.9,1757.9,1760.7,48452.822376141,27.51906763
1662915600000,2022-09-11 17:00:00,ETH/UST,1771.4,1787.2,1768.3,1770.8,82629.569656212,46.66228239
1662912000000,2022-09-11 16:00:00,ETH/UST,1768.5,1776.7,1766.6,1772.5,49152.565426500005,27.7306434
1662908400000,2022-09-11 15:00:00,ETH/UST,1761.8,1778.5,1761.4,1768.7,13681.751771203,7.73548469
1662904800000,2022-09-11 14:00:00,ETH/UST,1767.5,1768.5,1754.2,1762.3,27457.876527237997,15.58070506
1662901200000,2022-09-11 13:00:00,ETH/UST,1773.6,1773.6,1762.5,1766.8,3292.2726289879997,1.86340991
1662897600000,2022-09-11 12:00:00,ETH/UST,1770.0,1776.5,1764.6,1774.0,136117.54612532,76.72916918
1662894000000,2022-09-11 11:00:00,ETH/UST,1761.3,1778.8,1761.3,1769.8,85083.104966494,48.07498303
1662890400000,2022-09-11 10:00:00,ETH/UST,1760.2,1763.9,1758.4,1762.2,12134.676573756,6.88609498
1662886800000,2022-09-11 09:00:00,ETH/UST,1764.4,1765.2,1758.8,1759.9,15502.174079006,8.80855394
1662883200000,2022-09-11 08:00:00,ETH/UST,1762.0,1767.5,1756.8,1764.7,20020.792187333,11.34515339
1662879600000,2022-09-11 07:00:00,ETH/UST,1752.2,1762.3,1751.8,1761.9,13401.850681065001,7.60647635
1662876000000,2022-09-11 06:00:00,ETH/UST,1765.0,1768.4,1744.4,1752.7,44121.943849784,25.17369992
1662872400000,2022-09-11 05:00:00,ETH/UST,1759.9,1766.8,1758.3,1764.9,1688.860254195,0.95691555
1662868800000,2022-09-11 04:00:00,ETH/UST,1761.6,1765.2,1757.9,1759.6,36685.209897768,20.84860758
1662865200000,2022-09-11 03:00:00,ETH/UST,1764.4,1769.2,1760.0,1761.4,35248.110943026004,20.01141759
1662861600000,2022-09-11 02:00:00,ETH/UST,1763.9,1765.5,1757.0,1763.6,42738.780753856,24.23382896
1662858000000,2022-09-11 01:00:00,ETH/UST,1772.4,1777.3,1759.6,1763.0,93106.69824761001,52.81151347
1662854400000,2022-09-11 00:00:00,ETH/UST,1775.0,1779.1,1770.4,1771.4,24198.835854472003,13.66085348
1662850800000,2022-09-10 23:00:00,ETH/UST,1784.4,1788.6,1773.6,1774.0,49602.411958380006,27.960773370000002
1662847200000,2022-09-10 22:00:00,ETH/UST,1750.6,1788.0,1749.6,1783.7,133582.412771186,74.89062778
1662843600000,2022-09-10 21:00:00,ETH/UST,1734.3,1778.3,1734.3,1747.9,241357.579484637,138.08431803
1662840000000,2022-09-10 20:00:00,ETH/UST,1740.0,1743.9,1729.6,1734.0,16535.44407972,9.53601158
1662836400000,2022-09-10 19:00:00,ETH/UST,1735.2,1742.9,1733.8,1741.0,19941.649000179998,11.45413498
1662832800000,2022-09-10 18:00:00,ETH/UST,1722.6,1741.4,1722.6,1735.6,81002.59371304399,46.67123399
1662829200000,2022-09-10 17:00:00,ETH/UST,1723.0,1724.9,1717.2,1722.6,15456.843961613999,8.97297339
1662825600000,2022-09-10 16:00:00,ETH/UST,1715.7,1725.9,1710.7,1724.0,22352.25527996,12.96534529
1662822000000,2022-09-10 15:00:00,ETH/UST,1718.4,1721.7,1714.1,1715.7,37202.039439915,21.68330095
1662818400000,2022-09-10 14:00:00,ETH/UST,1717.2,1721.1,1713.9,1718.0,20601.0047806,11.9912717
1662814800000,2022-09-10 13:00:00,ETH/UST,1726.4,1728.2,1713.6,1716.6,117708.45517432799,68.57069508
1662811200000,2022-09-10 12:00:00,ETH/UST,1724.6,1732.8,1716.9,1727.1,61650.891355203,35.69619093
1662807600000,2022-09-10 11:00:00,ETH/UST,1725.8,1728.0,1723.5,1724.6,39532.632389608,22.92278348
1662804000000,2022-09-10 10:00:00,ETH/UST,1722.6,1727.5,1716.1,1726.4,16182.264933536002,9.37341574
1662800400000,2022-09-10 09:00:00,ETH/UST,1716.6,1723.4,1716.2,1722.1,20121.470999958,11.68426398
1662796800000,2022-09-10 08:00:00,ETH/UST,1711.8,1720.0,1710.0,1716.7,27022.893765862,15.74118586
1662793200000,2022-09-10 07:00:00,ETH/UST,1734.9,1736.2,1708.5,1710.3,240425.71018956296,140.57516821
1662789600000,2022-09-10 06:00:00,ETH/UST,1732.2,1735.2,1729.4,1734.8,26706.063369492,15.39431829
1662786000000,2022-09-10 05:00:00,ETH/UST,1732.3,1738.4,1729.4,1731.8,77950.53659166199,45.01128109
1662782400000,2022-09-10 04:00:00,ETH/UST,1733.8,1744.9,1729.2,1732.2,39042.278145192,22.53912836
1662778800000,2022-09-10 03:00:00,ETH/UST,1741.0,1741.6,1732.4,1733.7,172218.34924109402,99.33572662
1662775200000,2022-09-10 02:00:00,ETH/UST,1724.5,1742.0,1719.6,1740.8,311951.194032128,179.19990466000002
1662771600000,2022-09-10 01:00:00,ETH/UST,1717.4,1731.0,1716.6,1724.9,104231.751493818,60.42770682
1662768000000,2022-09-10 00:00:00,ETH/UST,1719.4,1721.2,1706.8,1717.6,121507.665247192,70.74270217
1662764400000,2022-09-09 23:00:00,ETH/UST,1718.5,1732.3,1707.7,1719.0,76373.38896129,44.42896391
1662760800000,2022-09-09 22:00:00,ETH/UST,1714.2,1722.8,1711.1,1719.1,164990.412047778,95.97487758
1662757200000,2022-09-09 21:00:00,ETH/UST,1720.8,1724.0,1708.1,1714.0,47769.20101364,27.87001226
1662753600000,2022-09-09 20:00:00,ETH/UST,1719.6,1728.4,1715.6,1721.2,28152.549671636003,16.35635003
1662750000000,2022-09-09 19:00:00,ETH/UST,1709.9,1727.3,1707.6,1721.2,296125.46967322804,172.04593869
1662746400000,2022-09-09 18:00:00,ETH/UST,1704.2,1709.8,1696.4,1709.8,42279.309570688,24.72763456
1662742800000,2022-09-09 17:00:00,ETH/UST,1715.1,1721.3,1697.5,1704.3,95779.218607293,56.198567510000004
1662739200000,2022-09-09 16:00:00,ETH/UST,1718.6,1721.5,1701.2,1715.1,104176.16635685999,60.7405786
1662735600000,2022-09-09 15:00:00,ETH/UST,1726.0,1734.6,1718.1,1718.7,116578.13988102,67.8292546
1662732000000,2022-09-09 14:00:00,ETH/UST,1721.2,1732.0,1717.0,1726.0,71836.37577594,41.62014819
1662728400000,2022-09-09 13:00:00,ETH/UST,1728.8,1728.8,1709.4,1720.8,205437.140600616,119.38467027
1662724800000,2022-09-09 12:00:00,ETH/UST,1700.0,1745.8,1698.7,1728.1,887461.2649987369,513.54740177
1662721200000,2022-09-09 11:00:00,ETH/UST,1707.1,1707.6,1696.4,1701.1,223637.70128866198,131.46652242
1662717600000,2022-09-09 10:00:00,ETH/UST,1695.0,1710.7,1688.2,1708.6,178940.184478568,104.72912588
1662714000000,2022-09-09 09:00:00,ETH/UST,1707.2,1707.2,1684.8,1694.6,165104.40851106998,97.42972295
1662710400000,2022-09-09 08:00:00,ETH/UST,1705.3,1714.3,1702.3,1705.9,140821.22256855102,82.54951789
